학과_계열,n,universities,admission_median,admission_mean,A_median,CD_median,employment_median,lift_vs_overall_median
사회복지학,1,1,74.9,74.9,41.13477060322855,19.068606627017843,50.0,1.9000000000000057
전기전자제어공,1,1,74.9,74.9,29.166666666666668,16.666666666666668,,1.9000000000000057
지능미디어공,1,1,74.9,74.9,28.029381022608497,30.22723042339027,,1.9000000000000057
바이오메디컬,2,2,74.83500000000001,74.83500000000001,32.48519782552047,28.809525373388297,48.0,1.835000000000008
농생명화,1,1,74.83,74.83,41.16809438781276,22.36568496711344,30.0,1.8299999999999983
도시건축,1,1,74.8,74.8,18.05555555555556,20.0,,1.7999999999999972
창의인재개발,1,1,74.8,74.8,54.2252110268191,13.006197243295224,73.07692307692308,1.7999999999999972
환경보건,1,1,74.72,74.72,37.58513931888545,15.139318885448915,73.80952380952381,1.7199999999999989
무역,11,11,74.7,70.8990909090909,37.46705169177448,19.352140774464168,61.36363636363637,1.7000000000000028
바이오소재과,1,1,74.67,74.67,47.09458067174943,15.924170616113743,47.82608695652174,1.6700000000000017
유러피언스터디즈,1,1,74.67,74.67,35.595238095238095,13.80952380952381,,1.6700000000000017
지역・바이오시스템공,1,1,74.67,74.67,49.35253610204457,13.654369533845363,68.08510638297872,1.6700000000000017
도시・교통공,1,1,74.65,74.65,36.02764234915239,21.33381043968332,,1.6500000000000057
소비자,4,4,74.64,75.155,38.98811766419419,21.730460780334873,55.0,1.6400000000000006
경영·회계,1,1,74.63,74.63,0.0,0.0,,1.6299999999999955
산업환경보건,1,1,74.63,74.63,34.509418881180984,25.12630872615676,64.28571428571429,1.6299999999999955
IT응용공,1,1,74.5,74.5,38.96515368897005,26.03310725620625,51.851851851851855,1.5
과학교육,1,1,74.5,74.5,20.0,40.0,,1.5
해사법,1,1,74.5,74.5,52.14234636955171,20.294681432561344,54.16666666666666,1.5
의약공,1,1,74.4,74.4,37.41384092642674,19.79474377643714,76.92307692307692,1.4000000000000057
청소년교육・상담,1,1,74.4,74.4,38.54792695465801,5.4763490845196205,67.6470588235294,1.4000000000000057
독어교육과,2,2,74.33500000000001,74.33500000000001,47.881396299205136,9.719852522917531,30.952380952380956,1.335000000000008
보건관리,3,3,74.33,76.01333333333334,37.458351441402286,21.688637790332702,71.42857142857143,1.3299999999999983
전기전자공,10,10,74.32499999999999,64.73836734693877,32.382952655862944,26.265720179527897,60.0,1.3249999999999886
스마트정보기술공,1,1,74.22,74.22,31.5177779569459,21.693541885027816,,1.2199999999999989
에너지공,7,7,74.18,72.871,30.275853537852548,25.53846153846154,63.63636363636363,1.1800000000000068
일반사회교육과,7,7,74.17,74.60000000000001,39.68984321745057,20.03344906427301,38.888888888888886,1.1700000000000017
문화인류고고,1,1,74.17,74.17,51.05736509479824,13.867997369098344,57.142857142857146,1.1700000000000017
도시・자치융합,1,1,74.13,74.13,33.766497461928935,29.26033357505439,,1.1299999999999955
지능형모빌리티공,1,1,74.08,74.08,71.23470948012232,6.906218144750254,,1.0799999999999983
IT금융경영,1,1,74.0,74.0,37.61325205007756,11.505496922159464,77.14285714285714,1.0
배터리융합공,1,1,74.0,74.0,23.405285734052857,34.115123841151245,,1.0
뷰티메디컬디자인,1,1,74.0,74.0,38.56224498781812,19.01106642792145,,1.0
철도시스템공,1,1,74.0,74.0,30.374809741248097,28.234398782343987,,1.0
환경소재공,1,1,74.0,74.0,35.2899170059153,25.16250196801691,70.0,1.0
고분자공,4,4,73.9845,70.19725,41.33605162064006,14.721037709612581,61.64874551971326,0.984499999999997
전파정보통신공,1,1,73.88,73.88,39.61776859504132,22.38556897647807,76.74418604651163,0.8799999999999955
산업심리,2,2,73.85,73.85,51.60187758334298,14.935471307681334,57.934782608695656,0.8499999999999943
환경안,2,2,73.8365,73.8365,33.138026019695154,23.03019084989099,85.0,0.8365000000000009
과학교육지구과학교육,1,1,73.83,73.83,54.69211479520758,11.678740596266367,50.0,0.8299999999999983
리더십과조직과학,1,1,73.7,73.7,54.43751373140887,13.22752586281009,64.70588235294117,0.7000000000000028
화공생물공,2,2,73.6965,73.6965,38.451765945146356,4.025860992983676,63.51351351351352,0.6965000000000003
식품생명,1,1,73.67,73.67,6.0606060606060606,62.121212121212125,,0.6700000000000017
응용화학,1,1,73.67,73.67,37.67082590612002,14.334521687462864,64.28571428571429,0.6700000000000017
기계의용・메카트로닉스공,1,1,73.63,73.63,25.0354609929078,26.74265450861196,,0.6299999999999955
바이오시스템기계공,1,1,73.63,73.63,37.48857462042351,24.259254557456963,66.66666666666667,0.6299999999999955
러시아언어문화,2,2,73.58500000000001,73.58500000000001,39.68463308820614,16.098340310729938,60.150375939849624,0.585000000000008
전자재료공,2,2,73.58500000000001,73.58500000000001,44.95582275895275,19.35456675779202,55.95238095238095,0.585000000000008
금융,2,2,73.58,73.58,32.116120228462925,25.927398723196134,63.54166666666667,0.5799999999999983
철,22,22,73.575,73.80028507295174,41.25351446387823,20.547092692253983,54.54545454545455,0.5750000000000028
의료정보,1,1,73.56,73.56,38.216925351071694,15.590539541759052,70.37037037037037,0.5600000000000023
영어영문,41,41,73.5,72.40904770508023,40.183637618772345,18.695652173913043,62.16216216216216,0.5
건축·토목·환경공,1,1,73.5,73.5,55.0,27.5,,0.5
유기소재섬유공,1,1,73.5,73.5,25.948616600790515,38.12252964426877,,0.5
소방안,1,1,73.49,73.49,30.05680895958448,29.55039766271709,71.42857142857143,0.4899999999999949
디지털밀리터리,1,1,73.38,73.38,53.00919754732071,14.322847240735804,,0.37999999999999545
생물의소재공,1,1,73.38,73.38,32.66194481333923,28.17091422669112,42.85714285714285,0.37999999999999545
프랑스언어문화,2,2,73.375,73.375,44.35977171817407,19.90831080932604,67.3076923076923,0.375
화학교육과,9,9,73.33,73.1511111111111,40.85919928025192,17.518382352941174,44.82758620689656,0.3299999999999983
인공지능공,4,4,73.32000000000001,69.63,44.74027210625674,20.967557741161116,,0.3200000000000074
지리교육과,14,14,73.2,74.57007142857142,44.75542859891786,9.830560314982806,38.888888888888886,0.20000000000000284
사회,21,21,73.17,76.81586360964138,43.3172125086468,21.53028790434553,59.25925925925926,0.1700000000000017
바이오에너지공,1,1,73.17,73.17,42.43204471200889,25.158382672438098,40.0,0.1700000000000017
원예생명공,1,1,73.17,73.17,47.90180878552972,17.952454780361755,62.5,0.1700000000000017
산림환경자원,1,1,73.13,73.13,43.93764434180139,13.647421093148576,54.54545454545455,0.12999999999999545
러시아,2,2,73.08500000000001,73.08500000000001,40.267549756389045,23.32719422228351,56.94736842105263,0.08500000000000796
컴퓨터공,40,40,73.08,68.18942635344476,34.93995210792801,22.476615617021622,53.6772658446896,0.0799999999999983
스마트인프라공,1,1,73.06,73.06,29.06582492351249,29.181126992100097,,0.060000000000002274
화학공,26,26,73.05,70.9291444652908,40.32946901986459,20.161767560213402,65.77806122448979,0.04999999999999716
수학교육과,33,33,73.0,75.69060729746444,37.20609623075991,21.96521838948516,40.0,0.0
동물응용과,1,1,73.0,73.0,30.287015945330296,31.357095002009917,47.05882352941177,0.0
언어정보,1,1,73.0,73.0,38.03191489361702,26.211262719703974,68.96551724137932,0.0
토목건축공,1,1,73.0,73.0,29.117544128261773,27.541612896170083,72.41379310344827,0.0
문화창의,1,1,72.95,72.95,0.0,0.0,,-0.04999999999999716
미디어소프트웨어,1,1,72.9,72.9,32.89950924522989,23.29015205352713,58.18181818181818,-0.09999999999999432
항공기계공,3,3,72.83,65.55580498866213,44.0036486107213,13.552037353609062,57.57575757575758,-0.1700000000000017
바이오산업기계공,1,1,72.83,72.83,42.39018425666738,21.785121043403365,76.47058823529412,-0.1700000000000017
응용식물,1,1,72.83,72.83,44.3087575733732,18.51483200881265,57.89473684210526,-0.1700000000000017
디지털도시건설,1,1,72.8,72.8,34.79468971904909,18.076566841617783,,-0.20000000000000284
기술・가정교육과,1,1,72.68,72.68,52.98171348755007,14.993372386368495,53.84615384615385,-0.3199999999999932
안,4,4,72.66499999999999,72.1675,37.4553257512122,22.65460849357997,80.85106382978724,-0.33500000000000796
건설융합,1,1,72.64,72.64,5.0,40.0,,-0.35999999999999943
바이오산업공,1,1,72.63,72.63,0.0,60.0,,-0.37000000000000455
항해정보시스템,1,1,72.63,72.63,55.07040505072001,20.59906363055969,79.16666666666667,-0.37000000000000455
나노반도체공,1,1,72.60833333333333,72.60833333333333,57.74961597542243,7.670250896057348,67.6923076923077,-0.3916666666666657
반도체물리,2,2,72.59480154888674,72.59480154888674,43.49761406856321,25.621071966630687,46.15384615384615,-0.40519845111326447
자율운항시스템공,1,1,72.55,72.55,28.32073887489505,30.088484143899763,,-0.45000000000000284
세무,3,3,72.5,75.34333333333333,33.80907372400756,19.169616772641348,55.75221238938053,-0.5
드론로봇공,1,1,72.5,72.5,25.28720736963687,26.287573597768827,,-0.5
미생물・분자생명과,1,1,72.5,72.5,40.19019610740834,24.23362446490411,53.84615384615385,-0.5
아동청소년,1,1,72.5,72.5,27.333333333333336,23.23809523809524,,-0.5
융합바이오시스템기계공,1,1,72.5,72.5,39.97598786755413,18.75684556407448,,-0.5
작물생명과,1,1,72.5,72.5,47.20753576900667,21.45385096786724,48.14814814814815,-0.5
해사인공지능・보안,1,1,72.5,72.5,43.32488080522691,20.13837188769204,,-0.5
건설환경도시교통공,1,1,72.43708920187794,72.43708920187794,5.0,42.5,,-0.5629107981220614
광공,1,1,72.4,72.4,35.61094819159335,17.297165200391007,65.38461538461539,-0.5999999999999943
지역사회개발,1,1,72.4,72.4,45.685404339250496,12.638067061143984,,-0.5999999999999943
전기공,24,24,72.39,68.90314880952381,39.63752834040049,21.367502350520958,64.63414634146342,-0.6099999999999994
의생명공,4,4,72.34100000000001,67.4205,43.66298221280823,17.39898756562508,75.0,-0.6589999999999918
아동보육,3,3,72.33,71.34333333333333,33.619607728679,18.14814814814815,78.57142857142857,-0.6700000000000017
바이오의약,1,1,72.33,72.33,34.891304347826086,22.23278985507246,,-0.6700000000000017
임산공,1,1,72.33,72.33,37.82129583907269,21.15116389877936,63.1578947368421,-0.6700000000000017
분자생명과,1,1,72.25,72.25,47.29285037878788,18.57007575757576,28.571428571428573,-0.75
중어중국,1,1,72.2,72.2,38.50727365127765,20.901821589086342,72.0,-0.7999999999999972
문화재,2,2,72.18950000000001,72.18950000000001,39.84520472469075,14.966799659544126,58.064516129032256,-0.8104999999999905
생명정보공,1,1,72.13,72.13,35.17282865777544,28.872528086196706,73.07692307692308,-0.8700000000000045
인공지능사이버보안,1,1,72.1,72.1,37.229199573653865,32.46715722155873,88.23529411764706,-0.9000000000000057
빅데이터사이언스,1,1,72.08,72.08,29.62487947752369,38.28703451036039,66.66666666666667,-0.9200000000000017
부동산,4,4,72.065,71.1375,36.28375100515788,22.751772166403335,70.0,-0.9350000000000023
전자공,32,32,72.00045454545455,70.03327184116317,37.36857106939537,20.566334182314755,63.141025641025635,-0.999545454545455
미생물,3,3,72.0,74.66666666666667,39.17858436950157,20.825594035327107,50.0,-1.0
스마트모빌리티공,3,3,72.0,73.72333333333334,42.92018170019468,3.571428571428572,,-1.0
동물산업융합,1,1,72.0,72.0,34.73509098470748,26.10160015817499,70.0,-1.0
의생명화,1,1,72.0,72.0,39.60612037535114,19.250941366325986,,-1.0
패션디자인・비즈니스,1,1,72.0,72.0,39.64285714285714,25.32288812105326,61.36363636363637,-1.0
한문,5,5,71.95,72.9848,36.98187670870448,22.91538382594417,55.55555555555556,-1.0499999999999972
디지털융합금형공,1,1,71.92,71.92,20.81081081081081,38.67867867867868,,-1.0799999999999983
전자공모바일공학,1,1,71.905,71.905,49.31986945721685,6.236787167697267,94.73684210526316,-1.0949999999999989
의류패션,2,2,71.86500000000001,71.86500000000001,35.01449078034126,19.341856892292004,61.96120689655172,-1.134999999999991
동물자원,3,3,71.83,65.13666666666667,30.71664475884911,27.854177477944997,53.84615384615385,-1.1700000000000017
고분자융합소재공,1,1,71.83,71.83,43.56969064998262,16.134306569343064,66.66666666666667,-1.1700000000000017
해운경영,1,1,71.83,71.83,35.9,24.8,67.9245283018868,-1.1700000000000017
일본지역문화,1,1,71.8,71.8,36.19918256789765,15.724684998428014,,-1.2000000000000028
관광경영,14,14,71.75,70.13728395061729,34.75540598716195,19.180196958344975,67.34693877551021,-1.25
생물교육과,10,10,71.75,73.0946,38.178449943920256,17.47756659391719,40.0,-1.25
인문・사회과학,1,1,71.75,71.75,38.981762917933125,21.86302365534558,27.272727272727277,-1.25
유아특수교육,1,1,71.67,71.67,69.20274914089347,0.3333333333333333,66.66666666666667,-1.3299999999999983
혁신신약,2,2,71.66784146341463,71.66784146341463,30.027472527472526,29.66346153846154,,-1.3321585365853679
중국언어문화,2,2,71.66499999999999,71.66499999999999,40.44624523921181,22.97249944509786,47.586726998491706,-1.335000000000008
생명건강공,1,1,71.63,71.63,41.812427119773446,20.33983008495752,65.51724137931035,-1.3700000000000045
비즈니스영어,1,1,71.5,71.5,33.22772816637848,28.15808797403889,42.10526315789474,-1.5
지능정보통신공,1,1,71.5,71.5,31.010675645109608,22.71808380298946,59.15492957746479,-1.5
국사,3,3,71.45,65.64999999999999,38.58347077148616,13.45061389041598,42.85714285714285,-1.5499999999999972
바이오기능성소재,1,1,71.445,71.445,44.3173821252639,10.432793807178044,,-1.5550000000000068
응용생물,2,2,71.44,71.44,42.93773661409833,20.702643340469876,45.833333333333336,-1.5600000000000023
에너지화학공,2,2,71.425,71.425,41.093957329422445,22.703628670198437,71.42857142857143,-1.5750000000000028
독일언어문화,1,1,71.42,71.42,37.35064081905848,18.459183420511167,47.05882352941177,-1.5799999999999983
미디어영상광고,2,2,71.33500000000001,71.33500000000001,37.467100132597835,19.266454114885157,65.15151515151516,-1.664999999999992
일어교육과,5,5,71.33,72.39708843537414,44.21135275182539,19.174137931034483,51.851851851851855,-1.6700000000000017
회화,3,3,71.33,60.24333333333334,56.43734200072228,6.566750932948116,75.0,-1.6700000000000017
바이오환경에너지,1,1,71.33,71.33,43.738674539346434,18.12022803624147,37.5,-1.6700000000000017
도시공,15,15,71.3,69.70866666666667,38.682674090399416,21.476626841433703,62.5,-1.7000000000000028
유기재료공,1,1,71.3,71.3,35.78842853370885,23.880863844393595,65.71428571428571,-1.7000000000000028
응급구조,12,12,71.25,67.48920833333334,35.0327195972888,21.473021995212754,75.0,-1.75
나노화학생명공,1,1,71.2,71.2,27.48593796256702,29.42156508009605,,-1.7999999999999972
외식산업조리,1,1,71.2,71.2,27.254992556086044,32.7634888854664,,-1.7999999999999972
신문방송,1,1,71.17,71.17,41.86930393284067,13.938915419515196,58.53658536585366,-1.8299999999999983
기관시스템공,2,2,71.15,71.15,54.46007609155997,18.78128018434218,92.35050196420778,-1.8499999999999943
산업유통,1,1,71.13,71.13,41.957855428114165,15.806437272161466,64.70588235294117,-1.8700000000000045
유아교육과,35,35,71.0,67.6788627218083,42.8479223014507,13.85057471264368,65.85365853658537,-2.0
지구환경과,5,5,71.0,79.176,48.92399267399267,13.703830891330892,61.01694915254237,-2.0
동물자원과,4,4,71.0,74.105,37.31123789734752,22.49347733608522,69.78818283166109,-2.0
경찰법,3,3,71.0,56.94333333333333,30.26612354499283,13.83016208597604,46.66666666666666,-2.0
AI보건정보관리,1,1,71.0,71.0,22.37903225806452,34.72782258064516,,-2.0
G2빅데이터경영,1,1,71.0,71.0,32.10287462294397,18.138934626852382,70.37037037037037,-2.0
글로벌비즈니스어,1,1,71.0,71.0,31.233822139191503,26.88830804897812,,-2.0
독일언어문,1,1,71.0,71.0,47.81257767834949,16.165382384621758,30.76923076923077,-2.0
법경찰행정,1,1,71.0,71.0,41.21978109594991,19.355769944545408,35.714285714285715,-2.0
환경공학,1,1,71.0,71.0,48.137973137973134,16.67183244106321,50.0,-2.0
휴먼서비스,2,2,70.96000000000001,70.96000000000001,41.1945192333595,14.547086006269996,65.0,-2.039999999999992
농경제유통,1,1,70.88142857142857,70.88142857142857,60.79404729463772,8.822175795561208,59.45945945945946,-2.1185714285714283
초등교육,3,3,70.83,75.53184991273997,33.48881633787163,20.24922789628672,64.28571428571429,-2.1700000000000017
생명환경화,1,1,70.83,70.83,41.8554178631573,19.003086561938545,83.33333333333333,-2.1700000000000017
식품영양과,1,1,70.83,70.83,44.27331711273317,22.0786699107867,52.083333333333336,-2.1700000000000017
식품영양,42,42,70.75,69.75075806489843,38.092501412289934,21.87883676908765,61.11111111111112,-2.25
체육,11,11,70.75,65.6785974025974,37.2451237783673,19.8462418365854,81.95618153364632,-2.25
경제금융,6,6,70.75,69.45919753086419,35.16099873623911,22.24016447051327,60.094876660341555,-2.25
게임공,1,1,70.716,70.716,28.80196457314714,26.08901712100414,52.11267605633803,-2.284000000000006
물류시스템공,2,2,70.65,70.65,34.3318690487581,26.291530195778165,70.0,-2.3499999999999943
사회복지,55,55,70.5,65.71293302942594,36.44915651358951,21.053012272284203,58.373513339762134,-2.5
IT경영정보,1,1,70.5,70.5,34.636893203883496,15.528802588996763,53.84615384615385,-2.5
전기에너지공학,1,1,70.5,70.5,50.0,0.0,,-2.5
국어교육과,31,31,70.48,72.67628546233308,39.93317493317493,18.409478221643027,42.85714285714285,-2.519999999999996
전자·기계융합공,1,1,70.47,70.47,30.566667935166024,35.08069119554113,71.42857142857143,-2.530000000000001
생명공,10,10,70.365,75.6773,45.35198025211032,15.734786340350624,53.84615384615385,-2.635000000000005
동아시아,1,1,70.33,70.33,41.924307036247335,25.43532338308458,45.833333333333336,-2.6700000000000017
경영・금융교육과,1,1,70.3,70.3,29.166666666666668,31.944444444444446,,-2.700000000000003
식품공,12,12,70.275,73.12925,37.14269273099339,21.996409534751198,57.69230769230769,-2.7249999999999943
게임소프트웨어,2,2,70.10085365853658,70.10085365853658,34.69547863990057,25.83106491638594,45.36124794745484,-2.899146341463421
환경시스템공,1,1,70.05,70.05,35.295790970868666,29.091028815255758,76.3157894736842,-2.950000000000003
의류,12,12,70.03999999999999,72.82025,44.44011623314884,15.343265671362314,64.42687747035573,-2.960000000000008
표준・지식,1,1,70.02,70.02,34.64409490802453,34.73407091442282,,-2.980000000000004
응용수,3,3,70.0,76.26666666666667,47.19348213593737,12.271172585884226,65.21739130434783,-3.0
산업・광고심리,1,1,70.0,70.0,34.771708077956646,25.414324830667244,48.71794871794872,-3.0
생활복지,1,1,70.0,70.0,49.24603494418213,17.926887900153126,38.297872340425535,-3.0
식물생명과,1,1,70.0,70.0,44.583333333333336,16.740196078431374,47.36842105263158,-3.0
주얼리ㆍ패션디자인,1,1,70.0,70.0,65.77556398504336,6.607323553443974,73.07692307692308,-3.0
특수체육교육과,2,2,69.97,69.97,41.443497078726594,22.67558869793367,63.15789473684211,-3.030000000000001
지능로봇공,1,1,69.93,69.93,29.67519347989864,26.59749332237518,,-3.069999999999993
지능형반도체공,1,1,69.93,69.93,32.51206619168008,29.85290737761434,,-3.069999999999993
정보통계,3,3,69.92,66.95,33.22818086225026,29.208306242524944,56.25,-3.0799999999999983
기술교육과,3,3,69.85,69.06,40.37144128113879,16.045373665480426,80.0,-3.1500000000000057
지역환경토목,1,1,69.85,69.85,29.29442011045515,29.153970672252903,66.66666666666667,-3.1500000000000057
해양행정,1,1,69.83,69.83,35.08295625942685,23.96681749622926,50.0,-3.1700000000000017
제약공,7,7,69.67,61.762857142857136,33.97342995169082,22.745571658615138,64.70588235294117,-3.3299999999999983
양자시스템공,1,1,69.67,69.67,62.00980392156863,8.350840336134453,42.85714285714285,-3.3299999999999983
자동차공,4,4,69.6645,72.26365243902438,26.61925780729743,32.308075128891105,91.52542372881356,-3.335499999999996
신소재화,1,1,69.55,69.55,32.99683186241231,35.94093686354378,58.333333333333336,-3.450000000000003
경찰행정,17,17,69.5,61.41514798511997,34.63797970550088,21.153846153846157,49.074074074074076,-3.5
소프트웨어공,3,3,69.5,71.05666666666667,47.77074235807861,19.02532751091703,69.44444444444444,-3.5
과학,1,1,69.5,69.5,50.41100271869502,19.81448904525828,57.142857142857146,-3.5
호텔항공경영,1,1,69.5,69.5,33.866279069767444,15.232558139534884,55.55555555555556,-3.5
컴퓨터융합소프트웨어,1,1,69.48,69.48,33.684160111115105,34.694678383388464,45.23809523809524,-3.519999999999996
생태조경디자인,2,2,69.44,69.44,48.310550247089,19.143577451250476,49.808429118773944,-3.5600000000000023
생물,5,5,69.42,69.6262,38.383507853403145,18.660881801125704,60.294117647058826,-3.5799999999999983
디자인공,1,1,69.41585365853658,69.41585365853658,42.28866923454552,12.126383067104715,63.44086021505376,-3.5841463414634234
기독교교육과,3,3,69.4,51.74333333333334,37.61350177654955,19.93727230394171,,-3.5999999999999943
건축공,24,24,69.325,69.22355081300813,37.49797296864942,20.811007107682613,69.76513865308434,-3.674999999999997
정부행정,1,1,69.32,69.32,33.62911702419601,30.65173379726714,58.333333333333336,-3.680000000000007
에너지전기공,1,1,69.21242424242425,69.21242424242425,56.51662945116935,9.76221255925099,58.42696629213483,-3.787575757575752
특수동물,1,1,69.2,69.2,35.639202489506445,25.894063299078496,58.62068965517241,-3.799999999999997
전기제어공,1,1,69.17,69.17,48.03349573690621,12.13290025713899,56.0,-3.8299999999999983
기계설계공,2,2,69.14055384615385,69.14055384615385,48.71568107414566,14.694037001604292,64.74458204334366,-3.85944615384615
일어일문,12,12,69.13499999999999,69.59083333333334,38.75940305642656,18.940877363305535,50.67567567567568,-3.865000000000009
가상현실,1,1,69.0,69.0,33.16426327069938,17.359073600099883,,-4.0
드론공간정보공,1,1,69.0,69.0,31.65270798436628,20.6135942872256,61.8421052631579,-4.0
보건의료복지,1,1,69.0,69.0,35.14597311401294,8.706081812279056,70.96774193548387,-4.0
운동건강관리,1,1,69.0,69.0,40.50203562340967,23.75432569974555,81.25,-4.0
인공지능소프트웨어,1,1,69.0,69.0,38.21723356221195,24.688254223652454,60.869565217391305,-4.0
문화유산융합,1,1,68.98,68.98,31.54104597445589,33.148052076385284,,-4.019999999999996
응용수리과,1,1,68.95,68.95,33.333333333333336,16.666666666666668,,-4.049999999999997
조경,9,9,68.83,69.08222222222223,34.60227272727273,19.46872571872572,56.83229813664596,-4.170000000000002
생명과학기술,1,1,68.83,68.83,41.66666666666667,25.0,,-4.170000000000002
특수교육,1,1,68.83,68.83,49.952454099919535,13.804769219515762,30.55555555555556,-4.170000000000002
에너지신소재공,1,1,68.79400000000001,68.79400000000001,39.285714285714285,1.1904761904761905,,-4.205999999999989
목재・종이과,1,1,68.77,68.77,35.165792117896615,24.930222172602434,52.63157894736842,-4.230000000000004
외식상품,1,1,68.76,68.76,35.68161568161568,20.461835461835463,,-4.239999999999995
기계공학교육과,1,1,68.75,68.75,23.70384570012976,31.134245605756757,,-4.25
관광글로벌호텔비즈니스,1,1,68.67,68.67,32.140037593984964,14.972744360902254,69.56521739130434,-4.329999999999998
문화영상,1,1,68.67,68.67,41.39239513797892,17.143773720899723,75.0,-4.329999999999998
기계로봇에너지공,1,1,68.642,68.642,37.77532277232292,13.13040117224908,70.37037037037037,-4.358000000000004
건설공학교육과,1,1,68.63,68.63,50.05392743389676,17.567704208025077,76.47058823529412,-4.3700000000000045
임상병리,18,18,68.5645,67.63066666666667,36.79553954649891,19.58645515399899,67.70833333333334,-4.435500000000005
스마트도시,1,1,68.56,68.56,27.724861345551,34.87310103689414,,-4.439999999999998
컴퓨터정보공,2,2,68.5375,68.5375,49.743969815388766,15.799757445088263,,-4.462500000000006
산업시스템공,1,1,68.536,68.536,51.01700740144676,7.74427708066152,75.0,-4.463999999999999
공공사회·통일외교,1,1,68.53,68.53,10.0,23.33333333333333,,-4.469999999999999
전자및정보공,1,1,68.47,68.47,31.88002927553534,33.25069830800773,60.78431372549019,-4.530000000000001
스마트팜공,1,1,68.4,68.4,34.795384763001344,28.589762041834582,,-4.599999999999994
광고홍보,10,10,68.38753086419753,66.6295061728395,38.80703119937668,19.950244674440334,59.6749226006192,-4.6124691358024705
글로벌,1,1,68.36,68.36,15.517241379310343,40.3448275862069,,-4.640000000000001
성서,1,1,68.36,68.36,29.709121239956502,28.258739560567182,62.5,-4.640000000000001
스포츠의,3,3,68.33,75.38666666666667,46.44736842105263,16.973684210526315,60.869565217391305,-4.670000000000002
식품산업관리,1,1,68.259,68.259,50.20899701722704,3.836008359880689,68.0,-4.741
중국,12,12,68.25,65.62166666666667,43.97620845109431,14.207698640882008,52.94117647058823,-4.75
물리교육과,10,10,68.25,62.09310000000001,35.74204338987617,18.142962282178,54.44444444444444,-4.75
국어국문문예창작,1,1,68.21300000000001,68.21300000000001,43.005229203967374,7.077424427582157,,-4.786999999999992
지역건설공,4,4,68.21000000000001,68.46000000000001,32.87329913036527,26.12906804721306,65.51724137931035,-4.789999999999992
바이오환경과,1,1,68.20700000000001,68.20700000000001,45.34452616349168,6.513744875813842,65.21739130434783,-4.792999999999992
산림환경과,1,1,68.17,68.17,57.63697954732653,11.006121494062189,72.97297297297297,-4.829999999999998
해양공,2,2,68.16499999999999,68.16499999999999,44.015464301640925,19.55046686534184,52.43055555555556,-4.835000000000008
회계,10,10,68.11449999999999,66.3729,34.82333612681454,23.234169774916804,53.048780487804876,-4.8855000000000075
동물보건복지,2,2,68.08500000000001,68.08500000000001,53.847688418632075,9.661322068987392,40.0,-4.914999999999992
컴퓨터소프트웨어공,2,2,68.045,68.045,37.515912629513664,12.617085514175475,49.510063559322035,-4.954999999999998
글로벌비즈니스,5,5,68.0,61.05,34.76190476190476,26.57142857142857,63.72549019607843,-5.0
농업경제,3,3,68.0,71.08999999999999,36.98882830557696,25.433755111716945,50.0,-5.0
과학교육물리교육,1,1,68.0,68.0,40.34263608731694,25.310859353412543,50.0,-5.0
의약생명공,1,1,68.0,68.0,31.450663857491293,28.58122407918837,65.3061224489796,-5.0
지적,1,1,68.0,68.0,41.09643057990671,17.38588772370902,56.33802816901409,-5.0
해양환경과,1,1,68.0,68.0,43.46031381302521,22.506893382352946,47.36842105263158,-5.0
영미,2,2,67.915,67.915,35.86785559015068,21.900946326113065,41.66666666666666,-5.084999999999994
아동,6,6,67.83500000000001,66.448,36.37087080452357,22.719406280570528,79.51388888888889,-5.164999999999992
산업정보시스템공,1,1,67.83,67.83,53.78796166637493,16.601391563101696,65.21739130434783,-5.170000000000002
식물자원,4,4,67.825,67.134,32.57730070563858,27.46896307986498,59.523809523809526,-5.174999999999997
영어과,2,2,67.775,67.775,35.27856270057379,20.59037914771411,45.0,-5.224999999999994
주거환경,4,4,67.72999999999999,71.615,43.58617339758133,13.264922399141842,56.44736842105263,-5.27000000000001
동물생명자원과,1,1,67.67,67.67,39.98386888630791,25.94979997419022,62.5,-5.329999999999998
스페인・중남미,1,1,67.67,67.67,60.57990449633524,10.50362928116818,63.1578947368421,-5.329999999999998
치위생,14,14,67.648,59.92199562682215,36.81991806055015,22.983426734930088,86.28526645768025,-5.352000000000004
음악교육과,2,2,67.58500000000001,67.58500000000001,51.16673705758017,12.491534483164669,27.86377708978328,-5.414999999999992
불교,1,1,67.522,67.522,41.22429076723774,5.633729598446269,,-5.477999999999994
소방방재,9,9,67.5,58.461666666666666,33.092948717948715,25.780379041248608,61.090225563909776,-5.5
고분자나노공,1,1,67.5,67.5,18.76807403123193,38.85916714864084,100.0,-5.5
국어국문한국어교육,1,1,67.5,67.5,34.800441214456754,8.828826942006827,32.142857142857146,-5.5
빅데이터경영공,1,1,67.5,67.5,31.700312296119144,19.38858774844087,71.69811320754717,-5.5
AI빅데이터공,1,1,67.45,67.45,47.74633123689728,15.459578092243186,52.94117647058823,-5.549999999999997
화학공학교육과,1,1,67.43,67.43,49.135816445903615,19.658288992037438,81.25,-5.569999999999993
스마트팜,2,2,67.41499999999999,67.41499999999999,62.77331957659827,12.891780350796743,,-5.585000000000008
특수교육과,13,13,67.33,61.94461538461538,38.15934245500893,16.77098085796519,58.064516129032256,-5.670000000000002
