학교명,rows,admission_n,admission_mean,admission_median,A_mean,CD_mean,F_mean,employment_mean,advancement_mean,admission_row_coverage_pct,final_grade_department_labels,final_admission_department_labels,admission_label_coverage_pct,zero_coverage_major_reason,zero_coverage_detail_reason
숙명여자대학교,56,40,86.85249999999999,86.5,53.88781570133606,7.3054288789015205,2.679755855669917,62.36825028023966,12.047831057712935,71.42857142857143,56,40,71.42857142857143,covered_or_partial,covered_or_partial
한국항공대학교,14,10,80.21517595461319,79.47551724137932,36.191988333751965,24.26557724834574,5.21389110686726,68.77060239684987,12.508038176576445,71.42857142857143,14,10,71.42857142857143,covered_or_partial,covered_or_partial
국립군산대학교,62,44,39.63681818181818,39.42,37.46738161787303,27.43214644933139,3.5786839682407248,51.8350002752467,7.423900098479427,70.96774193548387,62,44,70.96774193548387,covered_or_partial,covered_or_partial
계명대학교,93,66,64.65562946538556,62.497982535380906,32.5680080248989,27.578691202257016,2.676744311279229,58.19359474757033,7.383302258059704,70.96774193548387,93,66,70.96774193548387,covered_or_partial,covered_or_partial
건국대학교,68,48,87.57291666666667,88.25,42.66201130268815,22.332810820651304,1.9045630167322065,64.80328374156275,14.250315448499371,70.58823529411765,68,48,70.58823529411765,covered_or_partial,covered_or_partial
한양대학교(ERICA)_분교,51,36,79.26805555555556,79.5,48.365702059519236,17.797988012913198,3.5098294064042217,67.53519538567238,14.474177485003953,70.58823529411765,51,36,70.58823529411765,covered_or_partial,covered_or_partial
순천향대학교,67,47,76.6495744680851,76.8,38.54924096163005,13.058351365519208,2.190319725439553,64.43789781779671,6.096689800663753,70.1492537313433,67,47,70.1492537313433,covered_or_partial,covered_or_partial
안양대학교,33,23,71.85952548595569,75.5,33.95802457170138,21.18704984618582,3.4860172562402827,63.71772989188071,3.5458966324430268,69.6969696969697,33,23,69.6969696969697,covered_or_partial,covered_or_partial
숭실대학교,56,39,83.46179487179488,84.17,40.223299101835536,21.696223824917237,3.4704046258694765,69.17158514973899,9.19618914014006,69.64285714285714,56,39,69.64285714285714,covered_or_partial,covered_or_partial
서울시립대학교,49,34,88.39411764705882,88.6,46.688245702405624,11.383096483062225,4.728625513820668,60.29797792362755,13.935520847106387,69.38775510204081,49,34,69.38775510204081,covered_or_partial,covered_or_partial
국립한국해양대학교,28,19,66.33263157894737,67.33,43.24105141166427,22.508135544926848,2.4564348406575123,62.24654303602234,12.901987570166542,67.85714285714286,28,19,67.85714285714286,covered_or_partial,covered_or_partial
부산가톨릭대학교,21,14,57.160714285714285,60.25,36.54564878955457,27.37995068956539,1.3302946185300502,61.44346447531858,2.1477436573749746,66.66666666666666,21,14,66.66666666666666,covered_or_partial,covered_or_partial
홍익대학교,42,28,87.12392857142856,88.0,39.64802351951209,19.71015088632715,2.0986637891345072,61.40678165689254,7.877876633278277,66.66666666666666,42,28,66.66666666666666,covered_or_partial,covered_or_partial
백석대학교,28,18,45.79555555555556,52.83,35.57550016723267,16.67867620168686,3.5891546139114716,68.7804887484191,2.5843073037038096,64.28571428571429,28,18,64.28571428571429,covered_or_partial,covered_or_partial
청주대학교,81,52,64.53538461538461,67.0,42.68357698287835,14.870767235200049,3.1168550938084025,62.41250599391968,3.4846944881316326,64.19753086419753,81,52,64.19753086419753,covered_or_partial,covered_or_partial
서울대학교,94,60,94.52602777777777,96.375,68.46598655849513,8.02594048258076,0.8895460308353089,65.81330855245331,30.54907039154748,63.829787234042556,94,60,63.82978723404256,covered_or_partial,covered_or_partial
성결대학교,27,17,74.47026300904977,75.25,34.53962383766428,19.762851516063545,2.2864318880989054,64.72560644542119,3.2310209620760615,62.96296296296296,27,17,62.96296296296296,covered_or_partial,covered_or_partial
서울신학대학교,16,10,76.49,78.5,46.37612889892549,15.12623557485278,2.651604300528822,67.70485743332989,8.96246952281435,62.5,16,10,62.5,covered_or_partial,covered_or_partial
국립공주대학교,128,79,75.06,74.65,35.18316291898565,19.74332382496365,3.1323895364877767,55.059065235083835,9.061066188099302,61.71875,128,79,61.71875,covered_or_partial,covered_or_partial
경북대학교,158,96,65.62512578904165,65.236,34.80705373672329,21.90008006024241,2.341294363596355,58.625531959409166,13.820038895382332,60.75949367088608,158,96,60.75949367088608,covered_or_partial,covered_or_partial
신한대학교_제2캠퍼스,48,29,61.22931034482759,61.33,33.56881533572679,22.431504557106283,2.58295824949133,66.75957038088104,3.1815245121051388,60.416666666666664,48,29,60.41666666666666,covered_or_partial,covered_or_partial
호남신학대학교,5,3,4.666666666666667,4.0,67.51897045562767,5.001717692327937,5.406207966925466,61.38581652569941,21.599148802017652,60.0,5,3,60.0,covered_or_partial,covered_or_partial
총신대학교,10,6,72.41666666666667,78.275,53.15061837171065,12.216130646903164,1.9204354444027554,59.051347585243704,17.14503789848817,60.0,10,6,60.0,covered_or_partial,covered_or_partial
국립금오공과대학교,30,18,56.35552126527649,55.80423076923077,35.47594801449884,17.296958989455202,5.971631164418018,59.100338955322485,14.418544340345006,60.0,30,18,60.0,covered_or_partial,covered_or_partial
루터대학교,5,3,61.0,61.0,52.02016430135846,15.402151798430003,4.5089674384462795,73.39204545454545,5.0,60.0,5,3,60.0,covered_or_partial,covered_or_partial
제주대학교,94,56,59.33946428571429,56.835,38.94808129315271,18.89073820211126,4.895461272272588,58.06631444331994,9.067893151049763,59.57446808510638,94,56,59.57446808510638,covered_or_partial,covered_or_partial
경성대학교,86,51,53.460392156862746,53.17,38.18921721418017,21.50423158434311,5.579535939195668,54.651234863468325,3.585387125756022,59.30232558139535,86,51,59.30232558139535,covered_or_partial,covered_or_partial
영남대학교,100,59,63.52002607561929,65.33,35.455876238305244,24.398283425134046,4.680139312827639,51.2445541475407,6.930428022652245,59.0,100,59,59.0,covered_or_partial,covered_or_partial
단국대학교,48,28,83.58035714285714,83.8,37.812460591670494,20.112961157148018,5.521388706106097,59.07671719347002,8.392987843299217,58.333333333333336,48,28,58.333333333333336,covered_or_partial,covered_or_partial
한라대학교,33,19,37.597368421052636,38.0,43.78898642877483,21.035935869426254,4.181978001610143,58.18938304970446,1.4541747632552977,57.57575757575758,33,19,57.57575757575758,covered_or_partial,covered_or_partial
창신대학교,20,11,66.18181818181819,60.0,42.22505786859994,12.039464386787843,2.577165552871911,65.10083530249214,3.9373791880185744,55.00000000000001,20,11,55.00000000000001,covered_or_partial,covered_or_partial
대진대학교,53,29,81.52448275862069,82.05,46.34975040007702,16.346077465124843,4.937507500721736,62.454970921306035,4.383943771670517,54.71698113207547,53,29,54.71698113207547,covered_or_partial,covered_or_partial
강서대학교,11,6,69.40476190476191,71.0,37.20409282168593,17.295566654059794,2.682389920245941,67.26713496513405,6.2985904162374755,54.54545454545454,11,6,54.54545454545454,covered_or_partial,covered_or_partial
호서대학교,78,42,67.30190476190475,66.83500000000001,45.736015277125844,21.052779985924317,2.3685521989302867,64.85295220659523,3.2223844904436105,53.84615384615385,78,42,53.84615384615385,covered_or_partial,covered_or_partial
국립한국교통대학교,80,43,77.35465360639287,77.67,38.772486878627824,22.24818398108914,3.363367169293781,65.84812915063402,4.9419433127143835,53.75,80,43,53.75,covered_or_partial,covered_or_partial
국립한밭대학교,41,22,79.90863636363636,79.5,45.91997677936831,20.152028148326455,2.359744333561711,62.78640655340391,7.83576645972971,53.65853658536586,41,22,53.65853658536586,covered_or_partial,covered_or_partial
한서대학교,56,30,41.18666666666666,43.45,37.720716570377824,17.28030072446854,6.0319361289302496,68.7208485700802,2.8452032243030656,53.57142857142857,56,30,53.57142857142857,covered_or_partial,covered_or_partial
삼육대학교,30,16,84.315125,85.96,37.18003024378615,23.523523610477366,1.8301975739483949,64.08368485736463,5.44926023618136,53.333333333333336,30,16,53.333333333333336,covered_or_partial,covered_or_partial
동국대학교,81,43,68.20303100775195,68.346,41.5778967977168,9.775908046933509,3.8150732114409514,64.05085617852951,12.25174652309792,53.086419753086425,81,43,53.086419753086425,covered_or_partial,covered_or_partial
가천대학교,80,42,84.27047619047619,83.565,54.14376308095741,16.692509702648856,3.2158458018214935,69.2383368899673,8.609414859491128,52.5,80,42,52.5,covered_or_partial,covered_or_partial
경일대학교,42,22,52.77261363636364,54.183749999999996,43.38233413475137,25.51609931153195,3.4609980773351205,59.16755397939896,2.056868586657733,52.38095238095239,42,22,52.38095238095239,covered_or_partial,covered_or_partial
광운대학교,54,28,79.27142857142857,79.75,45.2296185000138,17.38956305040434,4.869635739645331,58.711596069990804,10.951568180968735,51.85185185185185,54,28,51.85185185185185,covered_or_partial,covered_or_partial
조선대학교,89,46,57.36833460462751,61.0,35.37168364638242,19.38580441268505,3.36165310021049,54.70667385897395,5.7151343629598035,51.68539325842697,89,46,51.68539325842697,covered_or_partial,covered_or_partial
인제대학교,62,32,43.07216282894737,37.875,42.09812377982799,18.88732593593933,6.452837430890884,59.268624335637234,4.473868902937991,51.61290322580645,62,32,51.61290322580645,covered_or_partial,covered_or_partial
협성대학교,38,19,74.17526315789473,76.0,41.46011105616662,18.273656256980257,3.4247493358606764,58.61272138065518,6.675597795808462,50.0,38,19,50.0,covered_or_partial,covered_or_partial
예수대학교,2,1,66.67,66.67,49.39141834837126,18.097604392459182,0.09342560250873225,59.01515151515151,0.0,50.0,2,1,50.0,covered_or_partial,covered_or_partial
대전대학교,65,32,70.5039375,69.44999999999999,44.210046677739285,22.541032603944174,2.3645352328017495,57.47312108285262,2.7666793533256184,49.23076923076923,65,32,49.23076923076923,covered_or_partial,covered_or_partial
한림대학교,53,26,81.955,81.5,37.6469123255366,24.71181712530876,3.9332531473705057,60.89571755476951,11.354919369054324,49.056603773584904,53,26,49.0566037735849,covered_or_partial,covered_or_partial
전주대학교,104,51,63.86921568627451,60.57,31.397450509272325,23.76368302435556,7.839888262823283,61.70901859643541,2.419958110962999,49.03846153846153,104,51,49.03846153846153,covered_or_partial,covered_or_partial
용인대학교,41,20,81.5955,80.49000000000001,39.526063619444216,24.45144889736286,2.358395321073094,68.26677412800593,3.258570003911274,48.78048780487805,41,20,48.78048780487805,covered_or_partial,covered_or_partial
서강대학교,33,16,91.645,91.5,41.367776684999384,18.83030785547385,5.40339045686863,69.64575800949159,19.8881637573781,48.484848484848484,33,16,48.48484848484848,covered_or_partial,covered_or_partial
단국대학교_제2캠퍼스,54,26,79.59181318681318,77.355,27.574426788319403,29.542275957368656,6.22676911794419,65.10418852116243,9.029985019037003,48.148148148148145,54,26,48.14814814814815,covered_or_partial,covered_or_partial
경기대학교,56,26,78.84276674119532,78.76818518518519,44.517972423363645,7.337929509404433,1.5621725862299287,63.59303678175519,5.722685384332043,46.42857142857143,56,26,46.42857142857143,covered_or_partial,covered_or_partial
한국체육대학교,13,6,71.91666666666667,70.0,43.366025303437254,22.63069672934173,3.0798343773627823,72.5446092851337,4.691896129702676,46.15384615384615,13,6,46.15384615384615,covered_or_partial,covered_or_partial
서울한영대학교,11,5,58.126666666666665,64.0,36.39438210190435,14.86282929972176,4.518889443518555,58.48856209150327,7.357142857142857,45.45454545454545,11,5,45.45454545454545,covered_or_partial,covered_or_partial
화성의과학대학교,22,10,48.368,53.839999999999996,38.60531366202207,17.482848644228003,4.318948565250737,45.3820785070785,0.0,45.45454545454545,22,10,45.45454545454545,covered_or_partial,covered_or_partial
강남대학교,31,14,77.55595378027792,79.30000000000001,46.043581078294075,18.123493034178,2.087306630850906,60.35233237125642,4.5615258068669755,45.16129032258064,31,14,45.16129032258064,covered_or_partial,covered_or_partial
우석대학교,62,28,47.99142857142857,44.62,39.1610174581381,6.241328809664823,5.179176659387028,59.956112802547985,2.63227430845825,45.16129032258064,62,28,45.16129032258064,covered_or_partial,covered_or_partial
동국대학교(WISE)_분교,76,33,46.82727272727273,44.0,41.815540401408214,12.740688181321913,5.594506170131501,56.13294143903261,6.883822387250825,43.42105263157895,76,33,43.42105263157895,covered_or_partial,covered_or_partial
연세대학교,102,44,92.34510485260972,92.125,58.4837467527256,11.947533291913839,2.70446237842911,66.28400969563071,21.678939703894546,43.13725490196079,102,44,43.13725490196079,covered_or_partial,covered_or_partial
국민대학교,89,38,86.19131578947368,86.69,47.23389447441238,16.010896047563342,3.9397422865184777,66.61535443514636,10.136948581815608,42.69662921348314,89,38,42.69662921348314,covered_or_partial,covered_or_partial
극동대학교,40,17,22.31529411764706,19.33,49.97943928283253,13.994967063996949,3.609401239736575,60.456078913914325,1.1527932011823465,42.5,40,17,42.5,covered_or_partial,covered_or_partial
성신여자대학교,59,25,68.40666666666667,78.33,34.73329288388378,16.113525487728555,1.7861222382813329,57.856682581044815,10.243220384316395,42.3728813559322,59,25,42.3728813559322,covered_or_partial,covered_or_partial
남부대학교,19,8,45.5,48.599999999999994,40.80628123975086,17.675220374693552,1.724964972765256,64.67403822626946,0.9126351231614391,42.10526315789473,19,8,42.10526315789473,covered_or_partial,covered_or_partial
동양대학교,41,17,57.91764705882353,58.0,50.64704519758804,14.691112735754444,4.453190668963793,62.93981921280867,1.45648037527054,41.46341463414634,41,17,41.46341463414634,covered_or_partial,covered_or_partial
칼빈대학교,10,4,34.75,35.5,50.82268792970891,7.024806512219809,1.8571477470276132,60.666666666666664,9.803921568627452,40.0,10,4,40.0,covered_or_partial,covered_or_partial
동아대학교,109,43,61.95744186046512,61.17,32.579513958700375,24.74293294328859,2.436942118328928,57.39223544119923,6.543668279957749,39.44954128440367,109,43,39.44954128440367,covered_or_partial,covered_or_partial
고려대학교(세종)_분교,59,23,70.1591304347826,69.48,29.52880625677056,32.353624191465855,5.965868357674323,58.699578470031874,12.536211552395326,38.983050847457626,59,23,38.983050847457626,covered_or_partial,covered_or_partial
국립창원대학교,54,21,60.12809523809524,59.0,41.611169173596394,24.409665663369175,3.1074776370071526,54.96449555281496,8.248034751876705,38.88888888888889,54,21,38.88888888888889,covered_or_partial,covered_or_partial
가야대학교(김해),14,5,35.7,5.75,43.928647299333555,16.925948990291452,3.9913285245113044,74.70260060143003,0.9298245614035088,35.714285714285715,14,5,35.714285714285715,covered_or_partial,covered_or_partial
배재대학교,84,30,73.51,71.44999999999999,34.559992565634744,12.705874523293957,7.3051727189733136,53.097251262021985,2.807097055400601,35.714285714285715,84,30,35.714285714285715,covered_or_partial,covered_or_partial
강원대학교_제2캠퍼스,63,22,76.5242892332908,75.8125,39.71296446985663,23.631065977921974,4.589647379342193,60.575419759010686,4.550326309433454,34.92063492063492,63,22,34.92063492063492,covered_or_partial,covered_or_partial
목포가톨릭대학교,3,1,3.26,3.26,41.35530726513486,12.337141186316119,0.6426338485691003,58.19815105529391,0.3367003367003367,33.33333333333333,3,1,33.33333333333333,covered_or_partial,covered_or_partial
장로회신학대학교,3,1,100.0,100.0,31.86558289798511,23.359532502647074,2.861480616978,,37.17517006802721,33.33333333333333,3,1,33.33333333333333,covered_or_partial,covered_or_partial
서경대학교,54,18,60.138888888888886,68.75,27.555936765731744,31.633476520668975,2.8164247960147026,71.23409502641854,6.1326108680684,33.33333333333333,54,18,33.33333333333333,covered_or_partial,covered_or_partial
중원대학교,40,13,32.38461538461539,32.0,37.61537134465,10.394104853453017,2.7006869318045323,63.80155127695966,2.9416243563332127,32.5,40,13,32.5,covered_or_partial,covered_or_partial
강원대학교,154,48,75.29957506453694,74.5,37.78573691138183,26.30078339505066,4.0018395680465115,55.66556764871306,12.709397874621656,31.16883116883117,154,48,31.16883116883117,covered_or_partial,covered_or_partial
성균관대학교,71,21,92.8647619047619,92.83,59.50064678239004,9.84840110417018,4.179588776365787,68.44359314656576,17.528300604589322,29.577464788732392,71,21,29.577464788732392,covered_or_partial,covered_or_partial
수원대학교,79,22,83.4332032067012,83.25104166666665,34.367410323055815,23.736407950416346,9.135062464097414,64.73126397304715,4.947933336902868,27.848101265822784,79,22,27.848101265822784,covered_or_partial,covered_or_partial
목원대학교,98,27,35.75692592592593,27.67,43.43608919887289,10.844198979488654,5.231813628871695,59.11027179658065,6.088837860167664,27.55102040816326,98,27,27.55102040816326,covered_or_partial,covered_or_partial
상명대학교,40,11,77.1209090909091,78.0,44.52864486557223,8.503870402612092,5.543349323256266,63.830688890137836,6.809048500161466,27.500000000000004,40,11,27.500000000000004,covered_or_partial,covered_or_partial
아신대학교,11,3,63.32333333333333,62.45000000000001,41.70146258314593,24.18543896594415,2.311413762208738,,25.859336741689685,27.27272727272727,11,3,27.27272727272727,covered_or_partial,covered_or_partial
한성대학교,30,8,79.24524990513363,79.67560606060607,42.80284057917459,25.680383933354406,2.201217646165313,64.1942507678727,1.4745017494436023,26.666666666666668,30,8,26.666666666666668,covered_or_partial,covered_or_partial
신라대학교,144,36,51.02040816326531,52.517006802721085,41.76179056607183,20.324032975623638,6.208916264885058,58.37667098251198,2.054004912018678,25.0,144,36,25.0,covered_or_partial,covered_or_partial
동서대학교,80,20,42.5335,40.665,44.84199026191048,21.437065146914453,6.395048999191577,57.64255572765348,2.2092034211662748,25.0,80,20,25.0,covered_or_partial,covered_or_partial
광주여자대학교,32,8,51.38472222222222,51.66,27.6830437429106,19.95338258221193,3.928485182985696,61.920537808952204,1.765430834061963,25.0,32,8,25.0,covered_or_partial,covered_or_partial
김천대학교,24,5,54.869707317073164,56.16,28.812517234385705,18.042643868697606,4.96642847023678,74.67997941691472,1.1315924219150026,20.833333333333336,24,5,20.833333333333336,covered_or_partial,covered_or_partial
대구대학교,92,19,64.29894736842105,67.33,36.11212206993419,21.85020502812491,2.1319250849834566,54.121022292954216,3.810016272713355,20.652173913043477,92,19,20.65217391304348,covered_or_partial,covered_or_partial
상지대학교,99,20,62.085,58.2,49.19548617056155,17.527350195443113,3.1385376950896884,63.55312760774438,1.565596150072547,20.2020202020202,99,20,20.2020202020202,covered_or_partial,covered_or_partial
고신대학교,31,6,52.44166666666666,51.165,47.570977542598555,15.553999293671934,8.167606802895703,61.27615902296771,8.234532937275041,19.35483870967742,31,6,19.35483870967742,covered_or_partial,covered_or_partial
한국기술교육대학교,11,2,76.9,76.9,33.12172017039083,23.27947270094796,1.9293945559677048,82.16892636275688,7.362495619052278,18.181818181818183,11,2,18.181818181818183,covered_or_partial,covered_or_partial
동신대학교,56,10,38.4,28.5,39.196641435534254,20.37650463939814,2.4749148949228528,61.79489061148938,1.8774233812410486,17.857142857142858,56,10,17.857142857142858,covered_or_partial,covered_or_partial
연세대학교(미래)_분교,62,11,74.39363636363636,71.0,57.757653517522186,11.980152820928557,1.342877097577589,65.88738265689676,12.47444679842374,17.741935483870968,62,11,17.741935483870968,covered_or_partial,covered_or_partial
대구가톨릭대학교,127,22,71.38423382019643,68.6425,47.97066860846773,15.831512594166098,4.421958551492895,54.719512035816294,6.368545318630018,17.322834645669293,127,22,17.322834645669293,covered_or_partial,covered_or_partial
성공회대학교,35,6,82.33333333333333,82.0,29.494298453580715,31.390777435341924,3.1627219193093565,56.88884676042767,4.852706629644248,17.142857142857142,35,6,17.142857142857142,covered_or_partial,covered_or_partial
가톨릭꽃동네대학교,6,1,66.35,66.35,56.567579401753676,11.854537126087257,1.5968555959189121,62.54652588919106,6.0,16.666666666666664,6,1,16.666666666666664,covered_or_partial,covered_or_partial
국립부경대학교,120,19,72.36842105263158,72.0,51.365538693550135,14.597804054999546,5.020560375581841,60.29670636971214,10.112070259394887,15.833333333333332,120,19,15.833333333333332,covered_or_partial,covered_or_partial
나사렛대학교,52,8,66.0675,67.21,43.858099557921314,17.86571569709612,4.507877893352889,68.2326062520296,2.469898935925752,15.384615384615385,52,8,15.384615384615383,covered_or_partial,covered_or_partial
국립경국대학교,73,11,79.5909090909091,77.5,33.577899811434925,23.486782561796144,7.240407204791435,56.58535554934468,7.755704642101754,15.068493150684931,73,11,15.068493150684931,covered_or_partial,covered_or_partial
명지대학교,35,5,78.934,78.0,43.69877445516027,14.360993236875952,4.199129150740464,65.37919786087949,11.649787919349457,14.285714285714285,35,5,14.285714285714285,covered_or_partial,covered_or_partial
경운대학교,35,5,55.0,47.0,25.520686963860204,29.18923164752193,4.164214608862129,62.901712452380956,0.8131395794538879,14.285714285714285,35,5,14.285714285714285,covered_or_partial,covered_or_partial
동명대학교,86,12,26.193749999999998,24.165,46.52706300690152,11.876831091109704,6.13776060038463,61.4919266813109,1.2480932208871363,13.953488372093023,86,12,13.953488372093023,covered_or_partial,covered_or_partial
이화여자대학교,103,14,90.53571428571429,88.83,57.837546825591225,11.714805047347548,3.867307689517805,62.65833038341396,18.06351896057178,13.592233009708737,103,14,13.592233009708735,covered_or_partial,covered_or_partial
세한대학교,30,4,37.2475,42.665,41.212938803584926,14.892117684827065,2.8556230487642305,64.54339740373777,0.7168165168165168,13.333333333333334,30,4,13.333333333333334,covered_or_partial,covered_or_partial
금강대학교,8,1,64.4,64.4,59.834451334199315,13.392355109593012,0.7793560606060606,49.77777777777778,4.510279510279511,12.5,8,1,12.5,covered_or_partial,covered_or_partial
동덕여자대학교,80,9,81.11111111111111,77.33,39.00005334497434,12.160252050598366,9.805812806060123,61.505234117516274,7.600287894402892,11.25,80,9,11.25,covered_or_partial,covered_or_partial
추계예술대학교,9,1,92.5,92.5,56.57718567811223,10.161056923843837,3.3171860580388546,53.21377656160265,10.353109315245893,11.11111111111111,9,1,11.11111111111111,covered_or_partial,covered_or_partial
유원대학교,47,5,65.33,64.5,52.956342291385866,8.378458887457647,3.6181493420053075,72.70690071065626,5.350163989943854,10.638297872340425,47,5,10.638297872340424,covered_or_partial,covered_or_partial
한국침례신학대학교,10,1,59.0,59.0,47.23829244654327,15.171708595383489,6.133008136318064,51.642616642616645,11.995761978896384,10.0,10,1,10.0,covered_or_partial,covered_or_partial
영산대학교(해운대),41,4,19.785357142857144,18.78214285714286,33.241407300583326,15.182709808606319,5.114058440679484,59.965461088185656,1.4073020361052815,9.75609756097561,41,4,9.75609756097561,covered_or_partial,covered_or_partial
한세대학교,22,2,68.7335,68.7335,43.363277374501656,18.434627431022918,2.2173858006581137,72.90694862773407,5.199456660134409,9.090909090909092,22,2,9.090909090909092,covered_or_partial,covered_or_partial
청주교육대학교,12,1,70.83,70.83,32.11818522641561,21.48652019590412,1.3298319793084712,59.6414519246327,1.146825396825397,8.333333333333332,12,1,8.333333333333332,covered_or_partial,covered_or_partial
서울교육대학교,13,1,87.67,87.67,31.741339566620375,24.996350031759885,1.6044161827345247,68.37151319402503,1.6899695132453754,7.6923076923076925,13,1,7.6923076923076925,covered_or_partial,covered_or_partial
대구교육대학교,13,1,68.0955497382199,68.0955497382199,36.42573426873436,13.409551732334485,0.5690295208453995,62.41978789244326,1.435897435897436,7.6923076923076925,13,1,7.6923076923076925,covered_or_partial,covered_or_partial
송원대학교,28,2,87.65567765567765,87.65567765567765,41.56262095879038,16.49880385407456,3.9880620467240036,66.6379356328435,1.3307141038233474,7.142857142857142,28,2,7.142857142857142,covered_or_partial,covered_or_partial
광주대학교,57,4,52.0225,48.78,36.274932134404914,23.677044235369394,3.380266730585517,63.67071149215712,2.9382217226598755,7.017543859649122,57,4,7.017543859649122,covered_or_partial,covered_or_partial
