raw_name_key,canonical_candidates,appears_in_admission_data,admission_raw_examples,same_concept_punct_variant_only,decision,decision_note
산업정보시스템공,산업・정보시스템공 | 산업정보시스템공,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
국제통상금융투자,국제통상·금융투자 | 국제통상・금융투자,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
에너지신소재화학공,에너지신소재・화학공 | 에너지신소재화학공,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
행정경찰공공,행정・경찰공공 | 행정경찰공공,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
세무회계금융,세무・회계・금융 | 세무회계금융,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
세무회계금융학과,세무・회계・금융 | 세무회계금융,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
정치국제,정치・국제 | 정치국제,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
정치국제학과,정치・국제 | 정치국제,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
정보통신전자공,정보통신・전자공 | 정보통신전자공,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
물리천문,물리·천문 | 물리천문,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
서비스디자인공,서비스・디자인공 | 서비스디자인공,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
법경찰,법・경찰 | 법경찰,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
법경찰학과,법・경찰 | 법경찰,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
정보컴퓨터공컴퓨터공학,정보·컴퓨터공컴퓨터공학 | 정보컴퓨터공컴퓨터공학,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
청소년교육상담,청소년교육・상담 | 청소년교육상담,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
언어치료청각재활,언어치료·청각재활 | 언어치료청각재활,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
시각영상디자인과,시각・영상디자인과 | 시각영상디자인과,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
섬유패션디자인,섬유・패션디자인 | 섬유패션디자인,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
섬유패션디자인학과,섬유・패션디자인 | 섬유패션디자인,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
아동가족상담,아동・가족상담 | 아동가족상담,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
미생물분자생명과,미생물・분자생명과 | 미생물분자생명과,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
정치사회학부정치외교학전공,정치・사회정치외교학 | 정치사회,False,,False,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
중국어문문화,중국어문·문화 | 중국어문・문화,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
중국어문문화학과,중국어문·문화 | 중국어문・문화,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
아동청소년,아동・청소년 | 아동청소년,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
아동사회복지,아동・사회복지 | 아동사회복지,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
kculture,K-Culture | K-culture,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
kculture학과,K-Culture | K-culture,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
동화한국어문화,동화∙한국어문화 | 동화・한국어문화,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
ai컴퓨터공,AI・컴퓨터공 | AI컴퓨터공,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
ai컴퓨터공학과,AI・컴퓨터공 | AI컴퓨터공,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
반도체디스플레이,반도체・디스플레이 | 반도체디스플레이,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
반도체디스플레이학과,반도체・디스플레이 | 반도체디스플레이,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
호텔컨벤션경영,호텔・컨벤션경영 | 호텔컨벤션경영,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
호텔컨벤션경영학과,호텔・컨벤션경영 | 호텔컨벤션경영,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
k뷰티,K-뷰티 | K뷰티,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
건축인테리어디자인,건축・인테리어디자인 | 건축인테리어디자인,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
방송영상콘텐츠,방송·영상콘텐츠 | 방송・영상콘텐츠,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
금융세무,금융・세무 | 금융세무,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
뇌인지과,뇌・인지과 | 뇌인지과,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
호텔컨벤션,호텔·컨벤션 | 호텔컨벤션,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
반도체신소재공,반도체・신소재공 | 반도체신소재공,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
e비즈니스,e-비즈니스 | e비즈니스,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
건축토목환경공,건축·토목·환경공 | 건축토목환경공,False,,True,keep_dormant_not_observed,admission raw 데이터에 등장하지 않아 현재 매칭에 영향 없음 — 우선순위 낮음
