기준연도,학교명,학과_계열,raw_rows_for_school,raw_metric_rows_for_school,reason_norm,cause_bucket
2024,경남과학기술대학교(폐교),항공기계시스템,0,0,,raw_html_not_collected_for_university
2024,경남과학기술대학교(폐교),항노화신소재과,0,0,,raw_html_not_collected_for_university
2024,경남과학기술대학교(폐교),환경공,0,0,,raw_html_not_collected_for_university
2024,경남과학기술대학교(폐교),회계,0,0,,raw_html_not_collected_for_university
2024,경남과학기술대학교(폐교),휴먼헬스케어,0,0,,raw_html_not_collected_for_university
2024,경남대학교,가정교육과,0,0,,raw_html_not_collected_for_university
2024,경남대학교,간호,0,0,,raw_html_not_collected_for_university
2024,경남대학교,건축,0,0,,raw_html_not_collected_for_university
2024,경남대학교,건축공학,0,0,,raw_html_not_collected_for_university
2024,경남대학교,건축학,0,0,,raw_html_not_collected_for_university
2024,경남대학교,게임,0,0,,raw_html_not_collected_for_university
2024,경남대학교,경영,0,0,,raw_html_not_collected_for_university
2024,경남대학교,경영학,0,0,,raw_html_not_collected_for_university
2024,경남대학교,경찰,0,0,,raw_html_not_collected_for_university
2024,경남대학교,경찰학,0,0,,raw_html_not_collected_for_university
2024,경남대학교,경호보안,0,0,,raw_html_not_collected_for_university
2024,경남대학교,관광,0,0,,raw_html_not_collected_for_university
2024,경남대학교,관광항공서비스학,0,0,,raw_html_not_collected_for_university
2024,경남대학교,교육,0,0,,raw_html_not_collected_for_university
2024,경남대학교,국어교육과,0,0,,raw_html_not_collected_for_university
2024,경남대학교,군사,0,0,,raw_html_not_collected_for_university
2024,경남대학교,기계공,0,0,,raw_html_not_collected_for_university
2024,경남대학교,기계로봇모빌리티공학,0,0,,raw_html_not_collected_for_university
2024,경남대학교,기계시스템디자인공학,0,0,,raw_html_not_collected_for_university
2024,경남대학교,기계융합공,0,0,,raw_html_not_collected_for_university
2024,경남대학교,디자인,0,0,,raw_html_not_collected_for_university
2024,경남대학교,디지털마케팅,0,0,,raw_html_not_collected_for_university
2024,경남대학교,로컬크리에이터,0,0,,raw_html_not_collected_for_university
2024,경남대학교,무역물류,0,0,,raw_html_not_collected_for_university
2024,경남대학교,문화콘텐츠,0,0,,raw_html_not_collected_for_university
2024,경남대학교,물리치료,0,0,,raw_html_not_collected_for_university
2024,경남대학교,미디어영상,0,0,,raw_html_not_collected_for_university
2024,경남대학교,미래자동차,0,0,,raw_html_not_collected_for_university
2024,경남대학교,미술교육과,0,0,,raw_html_not_collected_for_university
2024,경남대학교,방산기계공학,0,0,,raw_html_not_collected_for_university
2024,경남대학교,법,0,0,,raw_html_not_collected_for_university
2024,경남대학교,보건의료정보,0,0,,raw_html_not_collected_for_university
2024,경남대학교,부동산경제금융,0,0,,raw_html_not_collected_for_university
2024,경남대학교,비즈니스컨설팅,0,0,,raw_html_not_collected_for_university
2024,경남대학교,사회,0,0,,raw_html_not_collected_for_university
2024,경남대학교,사회복지,0,0,,raw_html_not_collected_for_university
2024,경남대학교,소방방재공,0,0,,raw_html_not_collected_for_university
2024,경남대학교,소프트웨어,0,0,,raw_html_not_collected_for_university
2024,경남대학교,수학교육과,0,0,,raw_html_not_collected_for_university
2024,경남대학교,스마트기계융합공학,0,0,,raw_html_not_collected_for_university
2024,경남대학교,스포츠과,0,0,,raw_html_not_collected_for_university
2024,경남대학교,식품영양,0,0,,raw_html_not_collected_for_university
2024,경남대학교,신소재공,0,0,,raw_html_not_collected_for_university
2024,경남대학교,심리,0,0,,raw_html_not_collected_for_university
2024,경남대학교,액티브시니어,0,0,,raw_html_not_collected_for_university
2024,경남대학교,여가라이프비즈니스,0,0,,raw_html_not_collected_for_university
2024,경남대학교,역사,0,0,,raw_html_not_collected_for_university
2024,경남대학교,영어,0,0,,raw_html_not_collected_for_university
2024,경남대학교,영어교육과,0,0,,raw_html_not_collected_for_university
2024,경남대학교,외식조리,0,0,,raw_html_not_collected_for_university
2024,경남대학교,유아교육과,0,0,,raw_html_not_collected_for_university
2024,경남대학교,음악교육과,0,0,,raw_html_not_collected_for_university
2024,경남대학교,의류산업,0,0,,raw_html_not_collected_for_university
2024,경남대학교,인공지능,0,0,,raw_html_not_collected_for_university
2024,경남대학교,일어교육과,0,0,,raw_html_not_collected_for_university
2024,경남대학교,자유,0,0,,raw_html_not_collected_for_university
2024,경남대학교,작업치료,0,0,,raw_html_not_collected_for_university
2024,경남대학교,재난안전건설,0,0,,raw_html_not_collected_for_university
2024,경남대학교,전기공,0,0,,raw_html_not_collected_for_university
2024,경남대학교,전자SW공,0,0,,raw_html_not_collected_for_university
2024,경남대학교,정치외교학,0,0,,raw_html_not_collected_for_university
2024,경남대학교,제약공,0,0,,raw_html_not_collected_for_university
2024,경남대학교,조선해양시스템공,0,0,,raw_html_not_collected_for_university
2024,경남대학교,중국,0,0,,raw_html_not_collected_for_university
2024,경남대학교,체육교육과,0,0,,raw_html_not_collected_for_university
2024,경남대학교,컴퓨터공,0,0,,raw_html_not_collected_for_university
2024,경남대학교,컴퓨터공학,0,0,,raw_html_not_collected_for_university
2024,경남대학교,컴퓨터보안,0,0,,raw_html_not_collected_for_university
2024,경남대학교,토털뷰티디자인,0,0,,raw_html_not_collected_for_university
2024,경남대학교,평생교육상담보육,0,0,,raw_html_not_collected_for_university
2024,경남대학교,한국어문,0,0,,raw_html_not_collected_for_university
2024,경남대학교,행정,0,0,,raw_html_not_collected_for_university
2024,경남대학교,호텔컨벤션경영학,0,0,,raw_html_not_collected_for_university
2024,경남대학교,화장품식품개발식품개발학,0,0,,raw_html_not_collected_for_university
2024,경남대학교,화장품학,0,0,,raw_html_not_collected_for_university
2024,경남대학교,환경에너지공,0,0,,raw_html_not_collected_for_university
2024,경남대학교,회계학,0,0,,raw_html_not_collected_for_university
2024,경동대학교,A.I.,0,0,,raw_html_not_collected_for_university
2024,경동대학교,국제경영,0,0,,raw_html_not_collected_for_university
2024,경동대학교,국제경영학,0,0,,raw_html_not_collected_for_university
2024,경동대학교,국제호텔경영,0,0,,raw_html_not_collected_for_university
2024,경동대학교,국제호텔경영학,0,0,,raw_html_not_collected_for_university
2024,경동대학교,레저&리조트,0,0,,raw_html_not_collected_for_university
2024,경동대학교,스마트컴퓨팅학,0,0,,raw_html_not_collected_for_university
2024,경동대학교,한국,0,0,,raw_html_not_collected_for_university
2024,경동대학교,한국학,0,0,,raw_html_not_collected_for_university
2024,경동대학교,항공경영,0,0,,raw_html_not_collected_for_university
2024,경동대학교,해양심층수,0,0,,raw_html_not_collected_for_university
2024,경동대학교,해양심층수융복합,0,0,,raw_html_not_collected_for_university
2024,경동대학교,호텔경영,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제3캠퍼스,간호,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제3캠퍼스,군사,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제3캠퍼스,물리치료,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제3캠퍼스,보건관리,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제3캠퍼스,사회복지,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제3캠퍼스,안경광,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제3캠퍼스,웰니스경영,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제3캠퍼스,응급구조,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제3캠퍼스,임상병리,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제3캠퍼스,작업치료,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제3캠퍼스,치기공,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제3캠퍼스,치위생,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제3캠퍼스,호텔관광경영,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,건축공,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,건축디자인,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,경영,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,경찰,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,공공복지정보관리,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,군사,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,디자인,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,사회복지,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,소프트웨어,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,스포츠마케팅,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,안보경영,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,외식사업,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,외식사업경영,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,유아교육과,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,정보보안,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,중등특수교육과,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,체육,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,컴퓨터공,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,토목공,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,항공서비스,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,행정,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,호텔관광경영,0,0,,raw_html_not_collected_for_university
2024,경동대학교_제4캠퍼스,호텔조리,0,0,,raw_html_not_collected_for_university
2024,경북대학교,건설방재공건설방재공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,건설방재공건설환경공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,건축,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,건축・토목공건축공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,경영경영학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,경영회계학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,국악,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,기계공기계공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,기계공기계설계학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,농산업,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,농업토목.생물산업공농업토목공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,농업토목.생물산업공생물산업기계공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,디자인,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,미술,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,사회복지사회복지거시,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,사회복지사회복지미시,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,산림과학.조경임산공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,산림과학.조경임학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,산림과학.조경조경학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,산업기계공,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,생태환경관광,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,생태환경시스템산림환경자원,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,생태환경시스템식물자원환경,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,섬유패션디자인패션디자인,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,수의,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,스마트모빌리티공,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,식품공식품생물공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,식품공식품소재공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,식품공식품응용공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,신소재공금속신소재공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,신소재공전자재료공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,아동아동가족학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,아동아동학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,에너지공신재생에너지,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,에너지공에너지변환,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,에너지신소재・화학공,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,유럽어교육독어교육,108,105,metric_missing_or_unusable,same_department_candidate_exists_but_metric_missing_or_unusable
2024,경북대학교,유럽어교육불어교육,108,105,metric_missing_or_unusable,same_department_candidate_exists_but_metric_missing_or_unusable
2024,경북대학교,융복합시스템공플랜트시스템,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,융복합시스템공항공위성시스템,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,융합로봇및스마트시스템공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,융합수소및신재생에너지,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,융합의생명융합공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,음악,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,응용생명과식물생명과학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,응용생명과응용생물학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,응용생명과환경생명화학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,응용화학공응용화학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,응용화학공화학공학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,의,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,임산공,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,자동차공지능형자동차,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,자동차공친환경자동차,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,지구시스템과지질학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,지구시스템과천문대기과학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,지구시스템과해양학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,체육체육학,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,치의,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,컴퓨터플랫폼소프트웨어,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,행정공공관리,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,행정공공정책,108,105,,no_recruitment_unit_mapped_to_this_final_department_label
2024,경북대학교,화학교육과,108,105,metric_missing_or_unusable,same_department_candidate_exists_but_metric_missing_or_unusable
2024,경상국립대학교,AI정보공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,P&P화학공학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,간호,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,건설시스템공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,건축,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,건축공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,건축공학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,건축시스템공학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,경영,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,경영정보,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,경제,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,교육,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,국어교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,국어국문,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,국제통상,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,기계공학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,기계시스템공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,기계융합공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,나노・신소재공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,농,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,도시공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,독어독문,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,동물생명과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,동물생명과학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,동물생명융합,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,디자인비즈니스,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,러시아,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,메카트로닉스공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,메카트로닉스공학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,물리,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,물리교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,미디어커뮤니케이션,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,미래자동차공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,미술교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,민속무용,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,민속예술무용,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,반도체공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,법,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,불어불문,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,사,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,사회,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,사회복지,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,사회복지학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,산림융복합학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,산림환경자원,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,산림환경자원학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,산업시스템공학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,생명과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,생물교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,생물산업기계공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,세무학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,소프트웨어공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,수,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,수산생명의,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,수의,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,수의예과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,수학교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,스마트농산업,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,스마트에너지기계공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,스마트유통물류,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,스마트자동화공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,스마트전력공학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,식물의,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,식품공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,식품영양,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,식품자원경제,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,심리,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,아동가족,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,약,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,양식생명과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,에너지공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,에너지기계공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,역사교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,영어교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,영어영문,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,영어영문영어,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,영어영문영어영문학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,원예,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,원예과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,유아교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,윤리교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,융합전자공학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,음악교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,의,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,의류,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,의예과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,인테리어재료공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,일반사회교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,일어교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,전기공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,전자공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,전자공학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,정보통계,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,정보통신공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,정치외교,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,제약공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,제어계측공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,제어로봇공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,조경,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,조선해양공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,중어중문,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,지능형통신공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,지리교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,지역시스템공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,지질과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,철,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,체육교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,축산,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,축산과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,축산학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,컴퓨터공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,텍스타일디자인,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,토목공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,한문,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,항공우주공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,항공우주모빌리티,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,항공우주및소프트웨어공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,항공우주시스템공학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,항노화신소재과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,해양경찰시스템,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,해양수산경영,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,해양식품공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,해양식품생명의,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,해양토목공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,해양환경공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,행정,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,화,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,화학공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,화학교육과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,환경공,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,환경산림과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,환경생명화,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,환경재료과,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,회계,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,회계세무,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,회계학,0,0,,raw_html_not_collected_for_university
2024,경상국립대학교,휴먼헬스케어,0,0,,raw_html_not_collected_for_university
2024,경성대학교,AI미디어,0,0,,raw_html_not_collected_for_university
2024,경성대학교,AI수리,0,0,,raw_html_not_collected_for_university
2024,경성대학교,간호,0,0,,raw_html_not_collected_for_university
2024,경성대학교,건강재활,0,0,,raw_html_not_collected_for_university
2024,경성대학교,건축,0,0,,raw_html_not_collected_for_university
2024,경성대학교,경영,0,0,,raw_html_not_collected_for_university
2024,경성대학교,경제금융물류,0,0,,raw_html_not_collected_for_university
2024,경성대학교,경제금융학,0,0,,raw_html_not_collected_for_university
2024,경성대학교,경찰행정,0,0,,raw_html_not_collected_for_university
2024,경성대학교,공예디자인,0,0,,raw_html_not_collected_for_university
2024,경성대학교,광고홍보,0,0,,raw_html_not_collected_for_university
2024,경성대학교,국어국문학,0,0,,raw_html_not_collected_for_university
2024,경성대학교,국제무역통상,0,0,,raw_html_not_collected_for_university
2024,경성대학교,글로벌Hospitality경영,0,0,,raw_html_not_collected_for_university
2024,경성대학교,글로벌IT공학,0,0,,raw_html_not_collected_for_university
2024,경성대학교,글로벌경영,0,0,,raw_html_not_collected_for_university
2024,경성대학교,글로벌기계설계공학,0,0,,raw_html_not_collected_for_university
2024,경성대학교,글로벌한국학,0,0,,raw_html_not_collected_for_university
2024,경성대학교,글로컬문화,0,0,,raw_html_not_collected_for_university
2024,경성대학교,기계자동차공,0,0,,raw_html_not_collected_for_university
2024,경성대학교,도시계획,0,0,,raw_html_not_collected_for_university
2024,경성대학교,도시공,0,0,,raw_html_not_collected_for_university
2024,경성대학교,동물보건생명과,0,0,,raw_html_not_collected_for_university
2024,경성대학교,메카트로닉스공,0,0,,raw_html_not_collected_for_university
2024,경성대학교,무용,0,0,,raw_html_not_collected_for_university
2024,경성대학교,문헌정보,0,0,,raw_html_not_collected_for_university
2024,경성대학교,문화기획학,0,0,,raw_html_not_collected_for_university
2024,경성대학교,문화서비스학,0,0,,raw_html_not_collected_for_university
2024,경성대학교,문화콘텐츠학,0,0,,raw_html_not_collected_for_university
2024,경성대학교,물류학,0,0,,raw_html_not_collected_for_university
2024,경성대학교,물리치료,0,0,,raw_html_not_collected_for_university
2024,경성대학교,뮤지컬,0,0,,raw_html_not_collected_for_university
2024,경성대학교,미디어커뮤니케이션,0,0,,raw_html_not_collected_for_university
2024,경성대학교,미디어콘텐츠,0,0,,raw_html_not_collected_for_university
2024,경성대학교,미술,0,0,,raw_html_not_collected_for_university
2024,경성대학교,법,0,0,,raw_html_not_collected_for_university
