학과_계열,universities,rows,admission_non_null,a_rate_mean,cd_rate_mean,f_rate_mean,employment_rate_mean,advancement_rate_mean
한의예과,11,11,7,28.204645028864316,34.29390651136373,4.013463072833268,,
항공운항,11,11,8,45.5180927738431,16.057943670685802,1.0966955191326067,51.633091174470486,0.7142857142857143
화학교육과,11,11,9,40.82707237508249,17.828606614987308,1.55555669385019,48.2886932202348,5.137917637917638
건설시스템공,10,10,4,34.164844008638205,22.41715958323601,2.3102944886233896,64.09492891102087,12.611070912079207
경제금융,10,10,6,35.74533073315216,21.143427580830966,3.408672484681726,61.103138899061754,2.2247451140876495
공공인재,10,10,4,42.19073006501854,19.791387541212067,1.8769538883672134,53.5989508369752,5.978129013843299
관광,10,10,3,32.04651520486701,12.972902430264062,12.043305375087312,64.01087321275972,2.794007519928619
기계자동차공,10,10,2,45.000608420190474,14.353639253262418,9.675811769488856,62.87774260897993,1.4965986394557824
사이버보안,10,10,2,37.195422141793244,17.52154854163235,3.1588590938590695,72.24178055060408,11.352079293255764
수의,10,10,0,40.10106341081887,23.593895694968396,0.0955597314471865,89.71714893413007,19.61836499413899
스포츠산업,10,10,2,43.9333034325601,14.369921755596138,2.9945391363227833,75.81394012095767,2.2581585081585085
스포츠지도,10,10,4,37.78665790760736,23.583491908689563,3.2699808437831273,71.12393779060446,1.6666666666666667
에너지공,10,10,7,36.03910945270364,23.549243212904106,3.4850761481843806,62.42048433518488,28.78653604460056
영어과,10,10,2,42.72190645742921,16.604573328675514,2.6382662392761236,55.942112225006966,2.032312925170068
자동차공,10,10,5,33.042338495480564,27.837128514442007,5.870568451320779,85.41788427819989,9.49367088607595
자유,10,10,0,26.573102520728128,27.65171767766118,12.823940733264823,73.17073170731707,14.40677966101695
정보통계,10,10,3,28.72431069015112,27.7767149276363,1.3531225697749127,58.3641576741244,13.578320956369737
조선해양공,10,10,6,41.49043140793689,19.19325209963849,3.8567626536103794,71.8363427863398,14.969736943421156
중국어,10,10,2,41.74775802677472,16.65493729687416,2.8668031993763994,63.11023700583324,1.53001053001053
회계학,10,10,0,31.709654348961294,21.63263040243975,2.7197885011819674,54.17412107343458,0.0
AI융합,9,9,4,41.018357497074106,19.871034060572548,2.1499950727000963,79.02439024390245,12.727272727272727
국제관계,9,9,2,40.3184813081235,19.02538390843321,3.5477397831287245,56.74453896391093,2.881502565149892
기계시스템공,9,9,6,34.95080358570205,27.635024113926086,3.3284986525430367,60.70426055994537,5.484707292843267
기독교,9,9,5,45.01711083747918,18.201414037710478,2.4491846471194556,67.31934731934733,30.48834638248514
뷰티디자인,9,9,2,43.88396875741948,17.93490444286875,1.8496199975547059,69.60789622195648,2.6094276094276094
뷰티케어,9,9,2,52.92916614943991,10.84682481056631,2.948705464392644,72.70012842465754,4.872151563328035
사회교육과,9,9,5,40.89908363572334,18.11230843857272,0.6465553226363405,44.826433290707584,4.8933629776021075
사회복지상담,9,9,1,50.613379546969774,6.650362161858376,7.227630473671125,65.31534205484976,1.8683035714285716
소방행정,9,9,2,37.60569731010324,20.128047987443168,2.4965410829025445,53.11082693947144,0.4273504273504274
수산생명의,9,9,6,33.61554458243032,27.746249333831752,1.3249086732457631,56.444364277697616,15.167817352776703
수의예과,9,9,9,28.74130315453353,32.222055400900615,4.454879562236315,,
스포츠레저,9,9,1,38.90959682820577,17.000014891924334,2.4400119271499126,73.35888159071258,2.859107905982906
지구과학교육과,9,9,8,40.98937941549635,17.058483275739587,0.6366003832466893,51.34626690182246,7.627674258109041
한문교육과,9,9,9,44.06619980166488,17.48231855078175,1.555562768729118,44.21416546416546,8.764783691254278
항공우주공,9,9,7,43.22133365822294,19.782113582315965,2.5393141224881384,76.08109483109483,40.38067263631173
환경공학,9,9,1,41.18972010113862,22.365510408060736,1.8512210565626843,45.66688712522046,13.538932177039593
회화과,9,9,1,44.353527142295206,12.026037263688508,8.203655654443427,54.92728535831984,17.249886096655906
건축건축학,8,8,3,40.3045722890695,19.02096457715331,2.175269785131818,72.1934474939401,2.9855794169519663
경찰행정학,8,8,0,38.02294229307907,19.920577173178604,1.0766093441743743,41.90117018806515,1.3044871794871795
과학교육과,8,8,3,38.29535867500224,16.575623496249936,1.3040744637029782,58.88133729188038,2.2260273972602738
만화애니메이션,8,8,2,30.791456273349002,24.293660290882197,11.243992632916354,39.61668005277028,1.0562119584675975
법학,8,8,0,35.397951884153244,29.881570330771044,1.8225723718213238,43.37120687411027,2.494235836627141
서양화,8,8,0,61.2824322379862,7.809737581059289,3.8075635302413855,64.60375816993464,12.465728715728716
실내디자인,8,8,1,47.79113290516317,12.84112989659316,2.5369796641370757,71.37928884815237,4.62962962962963
아동복지,8,8,4,37.85270985060553,17.408736861877692,2.1414725430787462,67.94805535231406,4.797518111387893
영화영상,8,8,4,40.74321181460982,15.839200908601997,4.744389954125598,70.25344556990127,0.7203389830508475
응용화,8,8,4,38.36704659664837,17.982189368361922,4.703464442560154,56.08026755852843,16.52777777777778
의생명과,8,8,1,40.57424880454381,17.291045949039255,2.1262682728396305,43.36538461538461,37.429721489871866
일반사회교육과,8,8,7,40.76236702770392,18.766829621109437,0.7485005436661223,42.25857110725532,2.4305555555555554
정보보호,8,8,3,38.109490519715536,20.925672870478017,5.328153188629525,74.38549931538172,5.0762341847196835
치의,8,8,0,30.01955170894715,27.48348972152308,0.18028062843346987,93.02504773839361,0.0
치의예과,8,8,7,27.289324818688,30.319751618655097,2.236538607165437,,
커뮤니케이션디자인,8,8,1,44.1624211726078,15.783010683587124,3.1685864073303383,56.6293346833077,0.2645502645502646
토목환경공,8,8,5,37.186896053458526,23.234874627799318,2.577696451371033,63.261261196523186,6.909843196692033
피아노,8,8,0,40.79808731525005,13.573877854934231,7.289631994765939,55.77380952380953,11.107142857142858
한국어교육,8,8,0,39.72576974860256,30.885305108552984,2.5820364222018766,29.166666666666668,12.105263157894736
한문,8,8,5,53.602682164766236,17.180279196988852,1.4404242800717002,54.38762626262626,6.688645566922421
항공관광,8,8,0,47.85019631052673,15.14686047168987,3.794840878445966,66.90238146066083,0.4424778761061947
화학공학,8,8,0,36.42056828579129,24.636295458318994,1.8703935791445567,53.11538875152039,14.14604310208821
AI소프트웨어,7,7,4,29.915505057085937,32.799642632467595,3.7090017745441926,91.66666666666669,0.0
국사,7,7,3,40.46273291169224,26.37690283772054,3.3639242829384615,56.57879818594104,13.214512851536444
국제경영,7,7,2,37.3412682523713,23.25681328478336,4.09978069318579,59.966604385456264,0.2906976744186047
국제무역,7,7,4,37.342547736415085,24.60503287621572,2.4202448664962914,67.77837655518897,1.0062485774054042
기계설계공,7,7,2,44.30591148812016,15.526220460610995,1.4676809208862889,60.26062185796744,4.700059035313095
기악과,7,7,1,51.15322265082854,7.964326882696807,5.455324502198493,53.09262209074474,8.990914217853517
로봇공,7,7,4,45.98419110588112,21.771914305610554,4.078214656096731,72.91666666666667,17.38351254480287
무용과,7,7,0,56.69698979004362,9.054412032932115,3.188895335855459,67.93550870289812,11.944935869084476
미디어영상,7,7,2,45.46350134900549,14.071378064439452,5.443754386211149,59.05307046816481,1.6098994794471373
보건관리,7,7,3,41.32232717501138,16.38809989808399,2.1578773364416186,70.26656991467915,2.812851572313305
생명과학,7,7,1,40.83585465013008,23.50192673785236,2.1159979226439583,47.94953500968539,25.245620599306374
생물,7,7,5,40.08181880055066,20.719257768663066,2.0712669116566556,57.81512605042017,25.24959568733154
소프트웨어공,7,7,4,28.365119051228184,36.84910239485232,6.992895402862127,56.48148148148149,5.528355773153815
스포츠의,7,7,3,40.012105406137756,19.09214976810489,1.983075266752964,61.31396218352741,4.8377135799080495
신소재공학,7,7,0,37.828420704453826,21.907212092606418,2.662374824017649,53.61479068471299,17.33108788346428
안,7,7,4,39.868016273336174,18.91083340123244,1.8632368155478638,81.548439246151,5.085125448028674
에너지자원공,7,7,5,48.856272904995194,15.844805574810172,1.5026759020228198,58.20307866736438,22.037666145304662
역사,7,7,4,43.522937721266025,18.952828995639916,3.656784519562773,56.87444100447197,11.26834154922514
연극,7,7,1,54.21239746633442,9.291995414540652,2.875736552544666,77.88483322267663,10.267052767052766
연극영화,7,7,0,50.56741929142787,9.873069284533264,2.5966994261382035,68.65294187850579,1.0232914015808752
연기예술,7,7,0,55.03128948714697,9.04534554905946,4.237932810039027,79.04741863075196,2.292152292152292
원예,7,7,3,34.733884100261534,27.162716759082382,0.7770921238962263,50.07920147069322,10.613134142545906
융합디자인,7,7,2,42.7035072039855,16.571756929134303,2.9451631176534563,53.97893772893773,0.0
의생명공,7,7,5,46.292861061409894,20.289978029717904,1.7686138156114986,69.5,32.684855467113536
인공지능공,7,7,4,39.23702708276304,18.823549582987955,6.045817673426083,46.875,13.513513513513514
전자전기공,7,7,4,52.99499813904502,12.947290442518732,1.423412843330764,73.9641112798237,26.463295688315025
정보보안,7,7,2,48.62455370899433,14.195152263044593,3.491793835535964,47.056988806988805,0.0
정보통신공학,7,7,1,43.99246795694764,20.362126363653932,2.129059709564506,57.71894771894771,5.029289493575209
지리,7,7,6,46.01282294187393,14.816162536034586,1.0834493028812635,59.21094667059919,12.041165357238558
철학,7,7,0,33.088302541215434,29.702321986435354,3.148279560187654,53.012265512265515,11.281308560720326
초등교육,7,7,3,29.539807606497643,20.114541142774893,1.9732028875742353,57.408124688826454,0.0
초등특수교육과,7,7,3,36.48342031006715,18.547220052254055,1.5506600519560638,63.297171219585,0.0
컴퓨터소프트웨어,7,7,6,29.501673124218147,28.27971516220349,10.522170667285186,64.07552452910355,9.136329531066373
토목공학,7,7,0,28.449737972859047,22.607201360113006,16.939889604117177,56.41019509742608,6.936204146730463
항공교통물류,7,7,2,45.545328455898975,13.477265917368863,1.0985109632187593,72.19839877166045,2.2123893805309733
항공정비,7,7,4,40.43324322780685,16.77280480120987,1.0322034987870323,67.44955307551216,0.606060606060606
건축건축공학,6,6,2,43.13464742793932,16.775690348161746,1.3715750935718127,71.69832938899225,16.014145300653826
게임콘텐츠,6,6,3,39.839357684056914,18.627368867349638,3.859008990143273,37.735849056603776,0.0
국악과,6,6,0,68.95998559554863,7.285308855805428,1.5950654179335988,59.64640928835302,17.77414239008442
도시계획부동산,6,6,0,31.361994415081586,18.92740612117176,3.0769057126493338,77.0414673046252,5.1861459347614405
동물자원과,6,6,4,33.91404926382905,24.843146689066383,1.3885544738303495,65.93908265647397,15.62132196162047
레저스포츠,6,6,1,32.49232648512638,23.50524408824523,2.3804539547717654,71.01993396111043,1.0
사학,6,6,0,31.343145698716217,23.47475627463255,5.025195191029928,61.5018315018315,13.448422847399831
소비자,6,6,4,45.9684452536952,17.73805761909874,1.196037998684169,59.675925925925924,4.473180076628353
스마트모빌리티공,6,6,3,46.1304775124161,8.841224679162513,10.217532495634211,70.45454545454545,0.0
스포츠,6,6,2,24.530668034295854,24.565995694754065,1.7913683107042064,73.2156862745098,5.907292255511589
식품공학,6,6,0,49.071634454473234,16.199284178891627,0.9938985669944854,65.14358813700919,18.996682149184732
실내건축디자인,6,6,2,43.187181160425716,11.783733251001701,5.433064651696209,54.46951566951567,2.021978021978022
아동보육,6,6,3,44.08725493477187,11.323441500025297,3.0742966889402474,76.44841269841271,0.0
안전보건,6,6,3,41.12376842720429,15.758264040081436,2.973914003288531,20.37037037037037,1.785714285714286
역사문화,6,6,3,34.81715214180175,23.16069089760617,9.723542775627026,47.56257631257631,6.831501831501831
영상디자인,6,6,2,47.90596857829268,16.261782481684694,4.853788870357401,76.35854341736695,0.0
외식조리,6,6,1,37.589270799771846,16.289781165083006,2.33222712604539,63.88769469561608,2.043264942016057
유아교육,6,6,3,52.25919452174003,13.451952012178955,0.26869416770267146,71.60075843455928,2.106437693952994
유아특수교육과,6,6,3,48.68861777172517,15.731408404584315,0.9633163046877793,53.22050352538157,0.9920634920634921
융합경영,6,6,3,46.280568782001694,16.644350683978303,6.743753337354527,70.38517441860465,1.3888888888888888
응용수,6,6,3,64.482577987225,8.684972265298649,3.1395642264572756,64.12860664544682,3.3895987525019784
응용통계,6,6,4,44.40603197226423,21.27758977898299,1.8069810354535365,62.69378262373068,16.494352234483642
