univ_id,univ_name_std,candidate_order_in_university,review_task,candidate_type,candidate_score,review_priority,table_index,row_n,max_col_n,has_percent_token,percent_tokens,has_korean,has_math,has_english,has_inquiry,has_history,table_text_excerpt
U0000099,덕성여자대학교,2,수능 영역별 반영비율/지정응시영역 확인,csat_reflection_ratio,39,high,6,38,102,True,100; 100; 100; 100; 100; 100; 100; 60; 40; 100; 100; 20; 80; 100; 100; 60; 40; 100; 100; 100,True,True,True,True,False,구분 / 2024 학년도 | 모집 인원 조정 / ◦ 학생부 100% 전형 : 165 명 ◦ 고교추천전형 : 134 명 ◦ 기회균형전형Ⅰ _ 사회통합 : 25 명 ◦ 덕성인재전형Ⅰ : 96 명 ◦ 덕성인재전형Ⅱ : 142 명 ◦ 기회균형전형Ⅱ _ 사회기여자 : 5 명 ◦ 논술전형 : 100 명 ◦ 미술실기전형 : 56 명 ◦ 기회균형전형Ⅰ _ 특성화고교 ( 정원외 ) : 12 명 ◦ 기회균형전형Ⅰ _ 농어촌학생 ( 정원외 ) : 36 명 ◦ 기회균형전형Ⅰ _ 기초생활수급자 등 ( 정원외 ) : 13 명 ◦ 기회균형전형Ⅰ _ 장애인 등 대상자 ( 정원외 ) : 5 명 ◦ 기회균형전형Ⅰ _ 특성화고등을졸업한재직자 ( 정원외 ) : 62 명 | 지원 자격 / ◦ 기회균형전형Ⅰ _ 사회통합 ◦ 기회균형전형Ⅱ _ 사회기여자 | 전형 요소 및 반영 비율 / 전형유형 선발방법 전형요소 및 반영비율 학생부 ( 교과 ) 논술 고사 실기 고사 서류 평가 면접 평가 정 원 내 학생부위주 ( 교과 ) 학생부 100% 100% 고교추천 100% 기회균형Ⅰ _ 사회통합 100% 학생부위주 ( 종합 ) 덕성인재Ⅰ ( 서류형 ) 일괄합산 100% 덕성인재Ⅱ ( 서류 및 면접형 ) 100% 60% (1 단계 성적 ) 40% 기회균형Ⅱ _ 사회기여자 100% 논술 위주 논술 일괄합산 100% 실기위주 미술실기 일괄합산 20% 80% 정 원 외 학생부위주 ( 종합 ) 기회균형Ⅰ _ 특성화고교 일괄합산 100% 기회균형기회Ⅰ _ 농어촌학생 기회균형Ⅰ _ 기초생활수급자 등 기회균형Ⅰ _ 장애인 등 대상자 1 단계 (4 배수 ) 100% 2 단계 (1 배수 ) 60% (1 단계 성적 ) 40% 기회균형Ⅰ _ 특성화고 등을 졸업한 재직자 일괄합산 100% / 전형유형 / 선발방법 / 전형요소 및 반영비율 / 학생부 ( 교과 ) / 논술 고사 / 실기 고사 / 서류 평가 / 면접 평가 / 정 원 내 / 학생부위주 ( 교과 ) / 학생부 100% / 100% / / / / / 고교추천 / 100% / / / / / 기회균형Ⅰ _ 사회통합 / 100% / / / / / 학생부위주 ( 종합 ) / 덕성인재Ⅰ ( 서류형 ) / 일괄합산 / / / / 100% / / 덕성인재Ⅱ ( 서류 및 면접형 ) / / / / 100% / / / / / 60% (1 단계 성적 ) / 40% / 기회균형Ⅱ _ 사회기여자 / / / / 100% / / 논술 위주 / 논술 / 일괄...
U0000099,덕성여자대학교,3,수능 영역별 반영비율/지정응시영역 확인,csat_reflection_ratio,37,high,15,18,32,True,100; 100; 100; 100; 40; 30; 30; 100; 100; 30; 70; 100; 100; 40; 30; 30; 100; 100; 30; 70,True,True,True,True,False,"구분 / 2024 학년도 | 전형명 변경 및 모집단위 / ◦ 가군 수능 100% 전형 : 과학기술대학 , 약학대학 , 미래인재대학 ◦ 가군 체육전형 : 과학기술대학 ◦ 나군 수능 100% 전형 : 글로벌융합대학 ◦ 나군 미술실기전형 : Art & Design 대학 | 전형 요소 및 반영 비율 / 전형유형 대학수학 능력시험 학생부 ( 교과 ) 실기고사 가군 수능위주 수능 100% 전형 과학기술대학 약학대학 미래인재대학 100% - - 수능위주 체육전형 과학기술대학 40% 30% 30% 나군 수능위주 수능 100% 전형 글로벌융합대학 100% - - 실기위주 미술실기전형 Art & Design 대학 30% - 70% / 전형유형 / 대학수학 능력시험 / 학생부 ( 교과 ) / 실기고사 / 가군 / 수능위주 / 수능 100% 전형 / 과학기술대학 약학대학 미래인재대학 / 100% / - / - / 수능위주 / 체육전형 / 과학기술대학 / 40% / 30% / 30% / 나군 / 수능위주 / 수능 100% 전형 / 글로벌융합대학 / 100% / - / - / 실기위주 / 미술실기전형 / Art & Design 대학 / 30% / - / 70% | 전형유형 / 대학수학 능력시험 / 학생부 ( 교과 ) / 실기고사 | 가군 / 수능위주 / 수능 100% 전형 / 과학기술대학 약학대학 미래인재대학 / 100% / - / - | 수능위주 / 체육전형 / 과학기술대학 / 40% / 30% / 30% | 나군 / 수능위주 / 수능 100% 전형 / 글로벌융합대학 / 100% / - / - | 실기위주 / 미술실기전형 / Art & Design 대학 / 30% / - / 70% | 수능 반영영역 및 반영비율 / 모집단위 수능 반영영역 및 반영비율 비고 글로벌융합대학 국어 , 영어 , 수학 , 탐구 ( 사회 / 과학 )[ 상위 1 과목 ] 중 백분위 성적이 우수한 영역 순으로 35%, 35%, 20%, 10% o 가산점 없음 과학기술대학 ( 체육전형 제외 ) 미래인재대학 약학대학 국어 (20%) 영어 (25%) 수학 (30%) 탐구 ( 과학 2 과목 평균 ) (25%) ※ 수학 ( 미적분 / 기하 중 택 1) 과학기술대학 ( 체육전형 ), Art & Design 대학 국어 , 영어 , 수학 , 탐구 ( 사회 / 과학 )[ 상위 1 과목 ] 중 택 2 (50% + 50%) o 가산점 없음 / 모집단위 / 수능 반영영역 및 반영비율 /..."
U0000099,덕성여자대학교,4,수능 영역별 반영비율/지정응시영역 확인,csat_reflection_ratio,35,high,12,16,32,True,100; 100; 100; 100; 49; 51; 100; 100; 20; 80; 100; 100; 49; 51; 100; 100; 20; 80; 100; 100,True,True,True,True,False,"구분 / 2025 학년도 | 전형명 변경 및 모집단위 / ◦ 가군 수능 100% 전형 : 과학기술대학 , 약학대학 , 미래인재대학 ◦ 가군 체육실기전형 : Art & Design 대학 ( 생활체육학전공 ) ◦ 나군 수능 100% 전형 : 글로벌융합대학 ◦ 나군 미술실기전형 : Art & Design 대학 | 전형 요소 및 반영 비율 / 전형유형 대학수학 능력시험 학생부 ( 교과 ) 실기고사 가군 수능위주 수능 100% 전형 과학기술대학 약학대학 미래인재대학 100% - - 실기위주 체육실기전형 Art & Design 대학 ( 생활체육학전공 ) 49% - 51% 나군 수능위주 수능 100% 전형 글로벌융합대학 100% - - 실기위주 미술실기전형 Art & Design 대학 20% - 80% / 전형유형 / 대학수학 능력시험 / 학생부 ( 교과 ) / 실기고사 / 가군 / 수능위주 / 수능 100% 전형 / 과학기술대학 약학대학 미래인재대학 / 100% / - / - / 실기위주 / 체육실기전형 / Art & Design 대학 ( 생활체육학전공 ) / 49% / - / 51% / 나군 / 수능위주 / 수능 100% 전형 / 글로벌융합대학 / 100% / - / - / 실기위주 / 미술실기전형 / Art & Design 대학 / 20% / - / 80% | 전형유형 / 대학수학 능력시험 / 학생부 ( 교과 ) / 실기고사 | 가군 / 수능위주 / 수능 100% 전형 / 과학기술대학 약학대학 미래인재대학 / 100% / - / - | 실기위주 / 체육실기전형 / Art & Design 대학 ( 생활체육학전공 ) / 49% / - / 51% | 나군 / 수능위주 / 수능 100% 전형 / 글로벌융합대학 / 100% / - / - | 실기위주 / 미술실기전형 / Art & Design 대학 / 20% / - / 80% | 수능 반영영역 및 반영비율 / 모집단위 수능 반영영역 및 반영비율 비고 글로벌융합대학 국어 , 영어 , 수학 , 탐구 ( 사회 / 과학 )[ 상위 1 과목 ] 중 백분위 성적이 우수한 영역 순으로 35%, 35%, 20%, 10% o 가산점 없음 과학기술대학 미래인재대학 약학대학 국어 (20%) 영어 (25%) 수학 (30%) 탐구 ( 과학 2 과목 평균 ) (25%) ※ 수학 ( 미적분 / 기하 중 택 1) Art & Design 대학 국어 , 영어 , 수학 , 탐구 ( 사회 / 과학 )[ 상위 1 ..."
U0000099,덕성여자대학교,5,수능 영역별 반영비율/지정응시영역 확인,csat_reflection_ratio,34,high,1,35,102,True,100; 100; 100; 100; 100; 100; 100; 60; 40; 100; 100; 100; 100; 100; 60; 40; 100; 100; 100; 100,True,True,True,False,False,"구분 / 2025 학년도 | 모집 인원 조정 / ◦ 학생부 100% 전형 : 99 명 ◦ 고교추천전형 : 141 명 ◦ 기회균형전형Ⅰ _ 사회통합 : 24 명 ◦ 덕성인재전형Ⅰ : 92 명 ◦ 덕성인재전형Ⅱ : 194 명 ◦ 기회균형전형Ⅱ _ 사회통합 : 20 명 ◦ 논술전형 : 100 명 ◦ 미술실기전형 : 56 명 ◦ 기회균형전형Ⅰ _ 특성화고교 ( 정원외 ) : 11 명 ◦ 기회균형전형Ⅰ _ 농어촌학생 ( 정원외 ) : 35 명 ◦ 기회균형전형Ⅰ _ 기초생활수급자 등 ( 정원외 ) : 17 명 ◦ 기회균형전형Ⅰ _ 장애인 등 대상자 ( 정원외 ) : 5 명 ◦ 기회균형전형Ⅰ _ 특성화고등을졸업한재직자 ( 정원외 ) : 62 명 | 지원 자격 / ◦ 기회균형전형Ⅰ _ 사회통합 - 지원자격 삭제 : 기존 지원자격에서 ‘특성화고교졸업자’ , ‘특성화고 등을 졸업한 재직자’ 삭제 ◦ 기회균형전형Ⅱ _ 사회통합 - 지원자격 확대 : 기존 지원자격 중 모든 직군에서 ‘직급’ 삭제 - 지원자격 추가 : 다자녀 (4 자녀 이상 ) 가정의 자녀 | 전형 요소 및 반영 비율 / 전형유형 선발방법 전형요소 및 반영비율 학생부 ( 교과 ) 논술 고사 실기 고사 서류 평가 면접 평가 정 원 내 학생부위주 ( 교과 ) 학생부 100% 100% 고교추천 100% 기회균형Ⅰ _ 사회통합 100% 학생부위주 ( 종합 ) 덕성인재Ⅰ ( 서류형 ) 일괄합산 100% 덕성인재Ⅱ ( 서류 및 면접형 ) 100% 60% (1 단계 성적 ) 40% 기회균형Ⅱ _ 사회통합 100% 논술 위주 논술 일괄합산 100% 실기위주 미술실기 일괄합산 100% 정 원 외 학생부위주 ( 종합 ) 기회균형Ⅰ _ 특성화고교 일괄합산 100% 기회균형기회Ⅰ _ 농어촌학생 기회균형Ⅰ _ 기초생활수급자 등 기회균형Ⅰ _ 장애인 등 대상자 1 단계 (4 배수 ) 100% 2 단계 (1 배수 ) 60% (1 단계 성적 ) 40% 기회균형Ⅰ _ 특성화고 등을 졸업한 재직자 일괄합산 100% * 3 배수 : 약학과 , 가상현실융합학과 , 데이터사이언스학과 , AI 신약학과 4 배수 : 글로벌융합대학 , 과학기술대학 , 자유전공학부 / 전형유형 / 선발방법 / 전형요소 및 반영비율 / 학생부 ( 교과 ) / 논술 고사 / 실기 고사 / 서류 평가 / 면접 평가 / 정 원 내 / 학생부위주 ( 교과 ) / 학생부 100% / 100% / / / / / 고교추천 / 100% / /..."
U0000100,동국대학교,1,수능 영역별 반영비율/지정응시영역 확인,csat_reflection_ratio,44,high,24,38,147,True,35; 25; 15; 25; 25; 35; 15; 25; 25; 35; 15; 25; 45; 15; 40; 3; 3; 3; 3; 3,True,True,True,True,True,"수능 성적 산출방법 | 1. 수능 반영영역 및 반영비율 구분 국어 수학 영어 탐구 한국사 제 2 외국어 / 한문 사회 과학 직업 인문계열 / 체육교육과 / 영화영상학과 / 열린전공학부 ( 인문 ) 35% 25% 15% 25% - 등급별 감점 미반영 ( 대체 없음 ) 자연계열 / 바이오시스템대학 / 열린전공학부 ( 자연 ) 25% 35% 15% 25% - AI 소프트웨어융합학부 ( 인문 ) 25% 35% 15% 25% - 조소전공 45% - 15% 40% 2. 수능 응시영역별 선택과목 응시 기준 구분 영역별 선택과목 국어 ( 택 1) 수학 ( 택 1) 탐구 ( 택 2) 화법과작문 언어와매체 확률과통계 미적분 기하 사회 과학 직업 인문계열 전 모집단위 ○ ○ ○ ○ ○ ○ ○ × 자연계열 전 모집단위 ○ ○ ○ ○ ○ ○ ○ × 예체능계열 체육교육과 / 영화영상학과 ○ ○ ○ ○ ○ ○ ○ × 조소전공 ○ ○ - - - ○ ○ ○ ※ 전형 및 계열별로 우리 대학이 지정한 반영영역의 성적이 모두 존재하여야 함 ( 탐구영역 2 과목 포함 ) ※ 영어 및 한국사영역은 필수 응시하여야 함 ※ 제 2 외국어 / 한문영역으로 탐구영역을 대체할 수 없음 3. 수능 성적 반영방법 영역 반영방법 국어 / 수학 수능 표준점수 탐구 수능 백분위 활용 변환표준점수 영어 수능 등급 활용 환산표준점수 한국사 수능 등급 활용 감점점수 4. 가산점 구분 적용 영역 적용 대상 적용 방법 자연계열 유형① 수학 미적분 , 기하 과목 응시자 표준점수 3% 가산 유형② 과학탐구 과학탐구 응시자 해당 과목 변환표준점수 3% 가산 유형③ 수학 및 과학탐구 미적분 기하 과목 응시자 표준점수 3% 가산 과학탐구 응시자 해당 과목 변환표준점수 3% 가산 AI 소프트웨어융합학부 ( 인문 ) 사회탐구 사회탐구 응시자 해당 과목 변환표준점수 3% 가산 ※ 유형별 모집단위 유형① : [ 이과대학 ] 수학과 , 통계학과 [ 공과대학 ] 산업시스템공학과 유형② : [ 이과대학 ] 화학과 [ 바이오시스템대학 ] 바이오환경과학과 , 생명과학과 [ 사범대학 ] 가정교육과 유형③ : [ 이과대학 ] 물리학과 [ 바이오시스템대학 ] 바이오시스템대학 ( 단과대학 모집 ) , 식품생명공학과 , 의생명공학과 [ 공과대학 ] 전자전기공학부 , 정보통신공학과 , 건설환경공학과 , 화공생물공학과 , 기계로봇에너지공학과 , 건축공학부 , 에너지신소재공학과 [AI 융합대학 ] AI 소프트웨어융..."
U0000100,동국대학교,2,수능 영역별 반영비율/지정응시영역 확인,csat_reflection_ratio,31,high,29,5,2,True,60; 100,True,True,True,True,True,"영역 / 산출방법 | 국어 / 수학 / ( 표준점수 ÷ 200) × 반영총점 × 영역 반영비율 | 탐구 / { ∑ ( 과목별 변환표준점수 ) ÷ 200 } × 반영총점 × 영역 반영비율 | 영어 / ( 등급별 환산표준점수 ÷ 200) × 반영총점 × 영역 반영비율 | 한국사 / 등급별 감점점수 × 수능성적반영비율※ ※ 수능성적반영비율 : ( 일반 ) 체육교육과 및 ( 일반 ) 조소전공 60%, 이 이외의 전형 100%"
U0000100,동국대학교,3,수능 영역별 반영비율/지정응시영역 확인,csat_reflection_ratio,24,high,0,15,5,False,,True,True,True,True,False,"구분 / 2025 학년도 / 2024 학년도 / 비고 | 모집단위 광역화 ( 무전공 ) 선발 / 바이오시스템대학 ( 단과대학 모집 ) 열린전공학부 ( 인문 ) 열린전공학부 ( 자연 ) / - / 모집인원 등 상세 내역은 수시 / 정시 모집요강 참조 | 첨단분야 ( 시스템반도체학부 ) 정원 증원 / 54 명 / 40 명 / 14 명 증원 | [ 수시 ] 수시모집 전형별 모집인원 변경 / Do Dream/Do Dream( 소프트웨어 ) / 588 명 / 580 명 / 8 명 확대 | 학교장추천인재 / 393 명 / 407 명 / 14 명 축소 | 논술 / 302 명 / 304 명 / 2 명 축소 | 특성화고등을졸업한재직자 ( 서류형 ) / 92 명 / 75 명 / 17 명 확대 | 특성화고등을졸업한재직자 ( 면접형 ) / 67 명 / 74 명 / 7 명 축소 | [ 수시 ] 학생부교과 ( 학교장추천인재 ) 전형 서류종합평가 평가영역 변경 / 학교생활기록부 교과 관련 영역 / 학교생활기록부 전 ( 全 ) 영역 / 전형 취지 반영 축소 | [ 수시 ] 기회균형통합전형 1 단계 선발배수 변경 / 4 배수 / 5 배수 / 1 배수 축소 | [ 수시 ] 논술전형 반영영역 제한 폐지에 따른 수능최저학력기준 완화 ( 자연계열 , 약학과 , 컴퓨터∙ AI 학부 ( 자연 )) / 국어 / 수학 / 영어 / 탐구 / 국어 / 수학 / 영어 / 과학탐구 / 일부 계열 수능최저 기준 완화 | [ 정시 ] 다군 모집단위 신설 / 물리학과 / 경찰행정학부 / 바이오시스템대학 ( 단과대학 모집 )/ 시스템반도체학부 / 열린정공학부 ( 인문 )/ 열린전공학부 ( 자연 ) 총 215 명 / - / 상세 내역 정시 모집요강 참조 | [ 정시 ] 수능성적 반영영역 / 과목 제한 폐지 및 모집단위별 가산점 부여 / 자연계열 반영영역 과학탐구→탐구로 확대 / 과학탐구 / 반영비율 변경 , 가산점 부여 방법 등 상세 내역 정시 모집요강 참조 | 자연계열 수학영역 과목 제한 폐지 / 미적분 , 기하 응시자만 지원 가능 | 모집단위별 가산점 부여 ( 수학 , 탐구 ) / -"
U0000100,동국대학교,4,수능 영역별 반영비율/지정응시영역 확인,csat_reflection_ratio,23,high,27,5,2,False,,True,True,True,True,True,영역 / 반영방법 | 국어 / 수학 / 수능 표준점수 | 탐구 / 수능 백분위 활용 변환표준점수 | 영어 / 수능 등급 활용 환산표준점수 | 한국사 / 수능 등급 활용 감점점수
U0000100,동국대학교,5,수능 영역별 반영비율/지정응시영역 확인,csat_reflection_ratio,22,high,16,5,3,True,100,True,True,True,False,True,"구분 / 공통과목 , 일반선택과목 / 진로선택과목 | 반영교과 / 국어 , 수학 , 사회 , 과학 , 영어 , 한국사 / 반영안함 ※면접 시 관련하여 질문 | 반영지표 / 석차등급 상위 10 과목 | 반영비율 / 100% | 산출방법 / [{ ∑ ( 등급점수 ) ÷ ( 반영과목수 )} ÷ 대등급점수 (10 점 )]"
U0000102,동덕여자대학교,1,수능 영역별 반영비율/지정응시영역 확인,csat_reflection_ratio,36,high,24,29,126,True,30; 20; 30; 20; 25; 30; 25; 20; 10; 25; 30; 25; 20; 33.3; 33.3; 33.3; 35; 25; 20; 20,True,True,True,True,True,"수능 성적 산출방법 | 가 . 수능 반영영역 구분 국어 수학 영어 탐구 비고 인문대학 전 모집단위 30% 20% 30% 20% (1 과목 ) 사회과학대학 전 모집단위 경영대학 경영융합학부 예술대학 큐레이터학전공 문화지식 융합대학 글로벌 MICE 융합전공 자연정보 과학대학 식품영양학전공 , 보건관리학전공 , 응용화학전공 , 화장품학전공 , 컴퓨터학전공 , 정보통계학전공 25% 30% 25% 20% (1 과목 ) 수학영역 미적분 또는 기하 선택 시 백분위 10% 가산점 문화지식 융합대학 HCI 사이언스전공 , 데이터사이언스전공 약학대학 약학과 25% 30% 25% 20% (2 과목 ) - 수학영역 미적분 / 기하 선택 필수 - 탐구영역 과학 2 과목 선택 필수 자연정보 과학대학 체육학전공 33.3% ※ 국어 또는 수학 택 1 33.3% 33.3% (1 과목 ) 3 영역 균등반영 예술대학 회화전공 , 디지털공예전공 , 피아노전공 , 관현악전공 , 성악전공 디자인이노 베이션대학 전 모집단위 공연예술대학 전 모집단위 문화지식 융합대학 커뮤니케이션콘텐츠전공 , 문화예술경영전공 ARETE 교양대학 자율전공학부 , 인문사회문화학부 우수한 영역 순 35%, 25% 20% 20% (1 과목 ) ARETE 교양대학 자연정보융합학부 우수한 영역 순 35%, 25% 20% 20% (1 과목 ) 수학 > 국어인 경우 수학영역 미적분 / 기하 선택시 백분위 5% 가산점 문화지식 융합대학 앙트러프러너십전공 20% 20% 50% 10% (1 과목 ) ※ 수능성적은 한국교육과정평가원이 제공하는 전산자료를 통하여 반영함 ※ 탐구영역은 사회 또는 과학탐구를 원칙으로 함 . 단 , 공연예술대학과 특성화고교 전형의 경우 직업탐구도 인정함 - 실기우수자전형 ( 공연예술대학 ) : 사회 / 과학 / 직업탐구영역 응시과목 중 1 과목 반영 - 특성화고교 전형 : 사회 / 과학 / 직업탐구영역 응시과목 1 과목 반영 ※ 2 개 영역 ( 과목 ) 중 1 개 영역 ( 과목 ) 을 반영하는 경우 백분위 성적 우수 영역 ( 과목 ) 을 반영함 ※ 탐구영역 2 과목 반영의 경우 2 과목의 백분위 점수 평균을 반영함 ※ 대학수학능력시험 성적을 반영하는 전형의 지원자는 한국사영역을 반드시 응시해야 하며 , 취득 등급에 따라 가산점을 부여함 ( 하단 가산점 Ⅱ 참조 ) ※ 반영영역 중 1 개 영역이라도 미응시할 경우 지원자격 부적격자로 불합격 처리됨 ※ 제 2 외국어 /..."
U0000102,동덕여자대학교,2,수능 영역별 반영비율/지정응시영역 확인,csat_reflection_ratio,33,high,0,26,22,True,35; 40; 25; 30; 40; 30; 35; 40; 25; 30; 40; 30; 100; 35; 40; 25; 100; 60; 40; 35,True,True,True,True,False,"구분 / 2025 학년도 / 2024 학년도 / 비고 | 동덕창의리더전형 / · 경영융합학부 , 글로벌 MICE 융합전공 , 앙트러프러너십전공 ( 폐지 ) / ( 신설 ) · 경영학전공 , 경제학전공 , 국제경영학전공 , 글로벌 MICE 전공 / 모집단위 신설 및 폐지 | · 서류평가 및 면접평가 - 학업역량 (35%)/ 진로역량 (40%)/ 공동체역량 (25%) / · 서류평가 및 면접평가 - 학업역량 (30%)/ 진로역량 (40%)/ 공동체역량 (30%) / 평가영역별 반영비율 변경 | 기회균형전형 / · 기회균형 전형 ( 폐지 ) / · 기회균형 전형Ⅰ · 기회균형 전형Ⅱ / 전형명 변경 및 폐지 | · 경영융합학부 ( 폐지 ) / ( 신설 ) · 경영학전공 , 경제학전공 , 국제경영학전공 / 모집단위 신설 및 폐지 | · 국 가보훈대상자 및 농어촌학생 : 국내 고등학교 전 과정을 이수한 고등학교 졸업 ( 예정 ) 자 로서 아래 세부지원 자격에 해당하는 자 / · 국가보훈대상자 및 농어촌학생 : 국내 고등학교 전 과정을 이수한 2022 년 2 월 이후 졸업자 및 2024 년 2 월 졸업예정자 로서 아래 세부지원 자격에 해당하는 자 / 지원자격 변경 | · 서류평가 및 면접평가 - 학업역량 (35%)/ 진로역량 (40%)/ 공동체역량 (25%) / · 서류평가 및 면접평가 - 학업역량 (30%)/ 진로역량 (40%)/ 공동체역량 (30%) / 평가영역별 반영비율 변경 | 평생학습자전형 ( 전형 신설 ) / · 아래 중 하나에 해당하는 자 1) 국내 고등학교 졸업 ( 예정 ) 자 또는 법령에 의하여 고등학교 졸업자와 동등 이상의 학력이 있다고 인정되는 자로서 2025 년 3 월 1 일 기준으로 만 30 세 이상인 자 2) 특성화고 등을 졸업 후 산업체에서 통산 3 년 (1,095 일 ) 이상 ( 예정자 포함 ) 근무 ( 영업 ) 하고 , 원서접수 시작일 및 2025 년 3 월 1 일 기준으로 모두 근무 ( 영업 ) 중인 자 / ( 전형 신설 ) / 지원자격 | · 서류평가 100% / ( 전형 신설 ) / 전형요소 반영비율 | · 서류평가 - 학업역량 (35%)/ 진로역량 (40%)/ 공동체역량 (25%) / ( 전형 신설 ) / 평가영역별 반영비율 | · 최저학력기준 없음 / ( 전형 신설 ) / 대학수학 능력시험 최저학력기준 | 특성화고 등 고졸재직자전형 / · 금융회계학부 / · 미래인재융합대학 / 모집..."
U0000102,동덕여자대학교,3,수능 영역별 반영비율/지정응시영역 확인,csat_reflection_ratio,28,high,22,3,2,True,10; 80; 60,True,True,True,True,False,"전형별 주요사항 | 수능우수자전형 농어촌학생전형 특성화고교전형 기회균등전형 / · 수 능 성적만을 반영하는 전형의 경우 4 개 영역 ( 국어 / 수학 / 영어 / 탐구 ( 사회 또는 과학 1 과목 )) 을 모두 반영하며 , 커뮤니케이션콘텐츠전공과 문화예술경영전공의 경우 3 개 영역 ( 국어 - 수학 중 1 개 / 영어 / 탐구 ( 사회 또는 과학 1 과목 )) 을 균등 반영함 . 또한 약학과는 탐구영역에서 과학 2 과목 백분위 점수의 평균을 반영함 . 약학과를 제외한 모든 모집단위는 선택과목 구분 없이 지원 가능하며 , 약학과의 경우 수학은 미적분 또는 기하를 , 탐구는 반드시 과학과목을 선택하여야 지원할 수 있음 . 특성화고교전형 지원자의 경우 직업탐구 응시자도 지원할 수 있음 . · 수능 4 개 영역을 반영하는 모집단위의 경우 영역별 반영비율이 각각 다르므로 유불리가 달라질 수 있음에 유의하여야 하며 , 자연정보과학대학 ( 체육학전공 제외 ) 지원자의 경우 수학영역에서 미적분 또는 기하를 선택하였을 경우 수학영역 백분위 성적의 10% 를 가산점으로 반영함 . | 실기우수자전형 / · 실기우수자전형 모집단위 중 체육학전공 ( 수능 80%), 회화전공 , 디지털공예전공 , 디자인이노베이션대학 ( 수능 60%) 이 수능 위주로 선발됨 . 수능 성적의 경우 3 개 영역 ( 국어 - 수학 중 1 개 / 영어 / 탐구 ( 사회 또는 과학 1 과목 )) 성적을 균등 반영하며 , 선택과목의 구분 없이 지원할 수 있음 ."
U0000102,동덕여자대학교,4,수능 영역별 반영비율/지정응시영역 확인,csat_reflection_ratio,20,high,25,17,7,True,30; 20; 30; 20; 25; 30; 25; 20; 10; 25; 30; 25; 20; 33.3; 33.3; 33.3; 35; 25; 20; 20,True,True,True,True,False,"구분 / 국어 / 수학 / 영어 / 탐구 / 비고 | 인문대학 / 전 모집단위 / 30% / 20% / 30% / 20% (1 과목 ) / | 사회과학대학 / 전 모집단위 | 경영대학 / 경영융합학부 | 예술대학 / 큐레이터학전공 | 문화지식 융합대학 / 글로벌 MICE 융합전공 | 자연정보 과학대학 / 식품영양학전공 , 보건관리학전공 , 응용화학전공 , 화장품학전공 , 컴퓨터학전공 , 정보통계학전공 / 25% / 30% / 25% / 20% (1 과목 ) / 수학영역 미적분 또는 기하 선택 시 백분위 10% 가산점 | 문화지식 융합대학 / HCI 사이언스전공 , 데이터사이언스전공 | 약학대학 / 약학과 / 25% / 30% / 25% / 20% (2 과목 ) / - 수학영역 미적분 / 기하 선택 필수 - 탐구영역 과학 2 과목 선택 필수 | 자연정보 과학대학 / 체육학전공 / 33.3% ※ 국어 또는 수학 택 1 / 33.3% / 33.3% (1 과목 ) / 3 영역 균등반영 | 예술대학 / 회화전공 , 디지털공예전공 , 피아노전공 , 관현악전공 , 성악전공 | 디자인이노 베이션대학 / 전 모집단위 | 공연예술대학 / 전 모집단위 | 문화지식 융합대학 / 커뮤니케이션콘텐츠전공 , 문화예술경영전공 | ARETE 교양대학 / 자율전공학부 , 인문사회문화학부 / 우수한 영역 순 35%, 25% / 20% / 20% (1 과목 ) / | ARETE 교양대학 / 자연정보융합학부 / 우수한 영역 순 35%, 25% / 20% / 20% (1 과목 ) / 수학 > 국어인 경우 수학영역 미적분 / 기하 선택시 백분위 5% 가산점 | 문화지식 융합대학 / 앙트러프러너십전공 / 20% / 20% / 50% / 10% (1 과목 ) /"
U0000102,동덕여자대학교,5,수능 영역별 반영비율/지정응시영역 확인,csat_reflection_ratio,18,high,17,5,3,True,100,True,True,True,False,False,"구분 / 공통과목 , 일반선택과목 / 진로선택과목 | 반영교과 / 인문대학 , 사회과학대학 , 경영대학 , 큐레터학전공 , 글로벌 MICE 융합전공 : 국어 , 영어 , 수학 , 사회교과 전 과목 식품영양학전공 , 보건관리학전공 , 응용화학전공 , 화장품학전공 , 컴퓨터학전공 , 정보통계학전공 , 약학과 , HCI 사이언스전공 , 데이터사이언스전공 : 국어 , 영어 , 수학 , 과학교과 전 과목 체육학 전공 , 예술대학 ( 큐레이터학 전공 제외 ), 디자인이노베이션대학 , 공연예술대학 , 커뮤니케이션콘텐츠전공 , 문화예술경영전공 : 국어 , 영어교과 전 과목 ( 필수 ), 사회 / 수학 / 과학 교과 중 1 개 교과 전 과목 / 좌동 ( 석차등급이 부여된 과목 성적만 반영 ) | 반영지표 / 석차등급 | 반영비율 / 100% | 산출방법 / 평균 석차등급 점수를 활용 ○ 4 개 교과 반영 시 ( 필수 1 교과 과목등급평균점수 + 필수 2 교과 과목등급평균점수 + 필수 3 교과 과목등급평균점수 + 필수 4 교과 과목등급평균점수 ) * 1/4 ○ 3 개 교과 반영 시 ( 필수 1 교과 과목등급평균점수 + 필수 2 교과 과목등급평균점수 + 선택교과 과목등급평균점수 ) * 1/3"
