univ_id,univ_name_std,source_id,anchor_index,anchor_text,href,candidate_type,keyword_hit_json
U0000200,한성대학교,SRC_0000200_2025_0040,75,Hancom 한글 Viewer 한컴오피스 한글 뷰어 프로그램,https://www.hancom.com/cs_center/csDownload.do,other,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}"
U0000030,충북대학교,SRC_0000030_2025_0041,74,Adobe Reader XI Adobe사의 PDF 파일 뷰어 프로그램,https://www.adobe.com/kr/acrobat/pdf-reader.html,admission_guide_link,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 1}"
U0000030,충북대학교,SRC_0000030_2025_0041,75,Hancom 한글 Viewer 한컴오피스 한글 뷰어 프로그램,https://www.hancom.com/cs_center/csDownload.do,other,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}"
U0000116,삼육대학교,SRC_0000116_2025_0042,74,Adobe Reader XI Adobe사의 PDF 파일 뷰어 프로그램,https://www.adobe.com/kr/acrobat/pdf-reader.html,admission_guide_link,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 1}"
U0000116,삼육대학교,SRC_0000116_2025_0042,75,Hancom 한글 Viewer 한컴오피스 한글 뷰어 프로그램,https://www.hancom.com/cs_center/csDownload.do,other,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}"
U0000121,서경대학교,SRC_0000121_2025_0043,74,Adobe Reader XI Adobe사의 PDF 파일 뷰어 프로그램,https://www.adobe.com/kr/acrobat/pdf-reader.html,admission_guide_link,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 1}"
U0000121,서경대학교,SRC_0000121_2025_0043,75,Hancom 한글 Viewer 한컴오피스 한글 뷰어 프로그램,https://www.hancom.com/cs_center/csDownload.do,other,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}"
U0000013,부경대학교,SRC_0000013_2025_0044,74,Adobe Reader XI Adobe사의 PDF 파일 뷰어 프로그램,https://www.adobe.com/kr/acrobat/pdf-reader.html,admission_guide_link,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 1}"
U0000013,부경대학교,SRC_0000013_2025_0044,75,Hancom 한글 Viewer 한컴오피스 한글 뷰어 프로그램,https://www.hancom.com/cs_center/csDownload.do,other,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}"
U0000025,전북대학교,SRC_0000025_2025_0045,74,Adobe Reader XI Adobe사의 PDF 파일 뷰어 프로그램,https://www.adobe.com/kr/acrobat/pdf-reader.html,admission_guide_link,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 1}"
