univ_id,univ_name_std,source_id,anchor_index,anchor_text,href,candidate_type,keyword_hit_json
U0000025,전북대학교,SRC_0000025_2025_0045,75,Hancom 한글 Viewer 한컴오피스 한글 뷰어 프로그램,https://www.hancom.com/cs_center/csDownload.do,other,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}"
U0002726,단국대학교,SRC_0002726_2025_0046,74,Adobe Reader XI Adobe사의 PDF 파일 뷰어 프로그램,https://www.adobe.com/kr/acrobat/pdf-reader.html,admission_guide_link,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 1}"
U0002726,단국대학교,SRC_0002726_2025_0046,75,Hancom 한글 Viewer 한컴오피스 한글 뷰어 프로그램,https://www.hancom.com/cs_center/csDownload.do,other,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}"
U0000003,강원대학교,SRC_0000003_2025_0047,74,Adobe Reader XI Adobe사의 PDF 파일 뷰어 프로그램,https://www.adobe.com/kr/acrobat/pdf-reader.html,admission_guide_link,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 1}"
U0000003,강원대학교,SRC_0000003_2025_0047,75,Hancom 한글 Viewer 한컴오피스 한글 뷰어 프로그램,https://www.hancom.com/cs_center/csDownload.do,other,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}"
U0000150,연세대학교,SRC_0000150_2025_0048,74,Adobe Reader XI Adobe사의 PDF 파일 뷰어 프로그램,https://www.adobe.com/kr/acrobat/pdf-reader.html,admission_guide_link,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 1}"
U0000150,연세대학교,SRC_0000150_2025_0048,75,Hancom 한글 Viewer 한컴오피스 한글 뷰어 프로그램,https://www.hancom.com/cs_center/csDownload.do,other,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}"
U0000070,고려대학교,SRC_0000070_2025_0049,74,Adobe Reader XI Adobe사의 PDF 파일 뷰어 프로그램,https://www.adobe.com/kr/acrobat/pdf-reader.html,admission_guide_link,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 1}"
U0000070,고려대학교,SRC_0000070_2025_0049,75,Hancom 한글 Viewer 한컴오피스 한글 뷰어 프로그램,https://www.hancom.com/cs_center/csDownload.do,other,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}"
U0000140,수원대학교,SRC_0000140_2025_0050,74,Adobe Reader XI Adobe사의 PDF 파일 뷰어 프로그램,https://www.adobe.com/kr/acrobat/pdf-reader.html,admission_guide_link,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 1}"
U0000140,수원대학교,SRC_0000140_2025_0050,75,Hancom 한글 Viewer 한컴오피스 한글 뷰어 프로그램,https://www.hancom.com/cs_center/csDownload.do,other,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}"
U0000247,한국공학대학교,SRC_0000247_2025_0051,74,Adobe Reader XI Adobe사의 PDF 파일 뷰어 프로그램,https://www.adobe.com/kr/acrobat/pdf-reader.html,admission_guide_link,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 1}"
U0000247,한국공학대학교,SRC_0000247_2025_0051,75,Hancom 한글 Viewer 한컴오피스 한글 뷰어 프로그램,https://www.hancom.com/cs_center/csDownload.do,other,"{""csat_reflection_ratio"": 0, ""score_conversion"": 0, ""english_korean_history"": 0, ""selection_element"": 0, ""minimum_standard"": 0, ""admission_guide_link"": 0}"
