major_group_7,RAW_A,WITHIN_MAJOR_A
ART,0.006174260908314511,0.006174260908314445
EDU,0.005315531275911081,0.005315531275911673
ENG,0.04569829145877204,0.04569829145877121
HUM,0.013732387901922407,0.013732387901921972
MED,0.003801081860533882,0.0038010818605340203
NAT,0.0367302540297154,0.036730254029712014
SOC,0.011690291773049801,0.01169029177304857
