major_group_7,RAW_A,WITHIN_MAJOR_A
ART,0.010473374362450657,0.010473374362450681
EDU,-0.010317961954133075,-0.010317961954134137
ENG,0.026404383811267265,0.02640438381126658
HUM,-0.006724091691233218,-0.006724091691233622
MED,0.009457728748637406,0.00945772874863754
NAT,0.04151032565770952,0.04151032565770617
SOC,0.0045458330435344425,0.0045458330435333896
