major_group_7,RAW_A,WITHIN_MAJOR_A
ART,-0.004299113454136146,-0.004299113454136237
EDU,0.015633493230044156,0.01563349323004581
ENG,0.019293907647504778,0.01929390764750463
HUM,0.020456479593155625,0.020456479593155594
MED,-0.005656646888103524,-0.005656646888103518
NAT,-0.004780071627994119,-0.0047800716279941535
SOC,0.007144458729515359,0.00714445872951518
