univ_name_std,confirmation_status,score_metric_summary,subject_area_summary,percent_tokens_top20,selection_method_excerpt,reflection_ratio_excerpt,score_conversion_excerpt,english_history_excerpt,final_modeling_use
광운대학교,confirmed,"표준점수, 백분위, 등급, 변환표준점수","국어, 수학, 영어, 탐구, 한국사, 제2외국어/한문",,,"가 . 수능 활용지표 수능영역 국어 수학 영어 탐구 한국사 활용지표 표준점수 표준점수 등급에 따른 변환점수 백분위에 따른 변환표준점수 등급에 따른 가산점 • 영어영역 변환점수 등급 1 등급 2 등급 3 등급 4 등급 5 등급 6 등급 7 등급 8 등급 9 등급 변환점수 200 198 195 190 182 170 158 146 0 ※ 탐구영역은 수능 백분위를 활용하여 본교에서 자체 산출한 변환표준점수를 적용하며 , 제 2 외국어 / 한문 영역은 반영하지 않음 ( 수능 성적 발표 이후 본교 입학홈페이지 https://iphak.kw.ac.kr 공지 예정 ) 나 . 수능 활용영역 및 반영비율 ※ 각 모집단위별 수능 반영영역과 수험생이 응시한 수능 영역이 서로 다른 경우 또는 반영영역 중 1 개 영역이라도 응시하지 않은 경우 불합격 처리함 ( 단 , 스포츠융합과학과는 수학영역 미응시자도 지원 가능 ) • 수능 ( 일반학생전형 ), 수능 ( 일반학생전형 - 스포츠융합과학과 ), 수능 ( 기회균형전형 ), 수능 ( 농어촌학생전형...","가 . 수능 활용지표 수능영역 국어 수학 영어 탐구 한국사 활용지표 표준점수 표준점수 등급에 따른 변환점수 백분위에 따른 변환표준점수 등급에 따른 가산점 • 영어영역 변환점수 등급 1 등급 2 등급 3 등급 4 등급 5 등급 6 등급 7 등급 8 등급 9 등급 변환점수 200 198 195 190 182 170 158 146 0 ※ 탐구영역은 수능 백분위를 활용하여 본교에서 자체 산출한 변환표준점수를 적용하며 , 제 2 외국어 / 한문 영역은 반영하지 않음 ( 수능 성적 발표 이후 본교 입학홈페이지 https://iphak.kw.ac.kr 공지 예정 ) 나 . 수능 활용영역 및 반영비율 ※ 각 모집단위별 수능 반영영역과 수험생이 응시한 수능 영역이 서로 다른 경우 또는 반영영역 중 1 개 영역이라도 응시하지 않은 경우 불합격 처리함 ( 단 , 스포츠융합과학과는 수학영역 미응시자도 지원 가능 ) • 수능 ( 일반학생전형 ), 수능 ( 일반학생전형 - 스포츠융합과학과 ), 수능 ( 기회균형전형 ), 수능 ( 농어촌학생전형...","가 . 수능 활용지표 수능영역 국어 수학 영어 탐구 한국사 활용지표 표준점수 표준점수 등급에 따른 변환점수 백분위에 따른 변환표준점수 등급에 따른 가산점 • 영어영역 변환점수 등급 1 등급 2 등급 3 등급 4 등급 5 등급 6 등급 7 등급 8 등급 9 등급 변환점수 200 198 195 190 182 170 158 146 0 ※ 탐구영역은 수능 백분위를 활용하여 본교에서 자체 산출한 변환표준점수를 적용하며 , 제 2 외국어 / 한문 영역은 반영하지 않음 ( 수능 성적 발표 이후 본교 입학홈페이지 https://iphak.kw.ac.kr 공지 예정 ) 나 . 수능 활용영역 및 반영비율 ※ 각 모집단위별 수능 반영영역과 수험생이 응시한 수능 영역이 서로 다른 경우 또는 반영영역 중 1 개 영역이라도 응시하지 않은 경우 불합격 처리함 ( 단 , 스포츠융합과학과는 수학영역 미응시자도 지원 가능 ) • 수능 ( 일반학생전형 ), 수능 ( 일반학생전형 - 스포츠융합과학과 ), 수능 ( 기회균형전형 ), 수능 ( 농어촌학생전형...",rule_confirmed_but_score_data_limited
동덕여자대학교,confirmed,"백분위, 등급","국어, 수학, 영어, 탐구, 한국사, 제2외국어/한문",30; 20; 30; 20; 25; 30; 25; 20; 10; 25; 30; 25; 20; 33.3; 33.3; 33.3; 35; 25; 20; 20,"가 . 수능 반영영역 구분 국어 수학 영어 탐구 비고 인문대학 전 모집단위 30% 20% 30% 20% (1 과목 ) 사회과학대학 전 모집단위 경영대학 경영융합학부 예술대학 큐레이터학전공 문화지식 융합대학 글로벌 MICE 융합전공 자연정보 과학대학 식품영양학전공 , 보건관리학전공 , 응용화학전공 , 화장품학전공 , 컴퓨터학전공 , 정보통계학전공 25% 30% 25% 20% (1 과목 ) 수학영역 미적분 또는 기하 선택 시 백분위 10% 가산점 문화지식 융합대학 HCI 사이언스전공 , 데이터사이언스전공 약학대학 약학과 25% 30% 25% 20% (2 과목 ) - 수학영역 미적분 / 기하 선택 필수 - 탐구영역 과학 2 과목 선택 필수 자연정보 과학대학 체육학전공 33.3% ※ 국어 또는 수학 택 1 33.3% 33.3% (1 과목 ) 3 영역...","가 . 수능 반영영역 구분 국어 수학 영어 탐구 비고 인문대학 전 모집단위 30% 20% 30% 20% (1 과목 ) 사회과학대학 전 모집단위 경영대학 경영융합학부 예술대학 큐레이터학전공 문화지식 융합대학 글로벌 MICE 융합전공 자연정보 과학대학 식품영양학전공 , 보건관리학전공 , 응용화학전공 , 화장품학전공 , 컴퓨터학전공 , 정보통계학전공 25% 30% 25% 20% (1 과목 ) 수학영역 미적분 또는 기하 선택 시 백분위 10% 가산점 문화지식 융합대학 HCI 사이언스전공 , 데이터사이언스전공 약학대학 약학과 25% 30% 25% 20% (2 과목 ) - 수학영역 미적분 / 기하 선택 필수 - 탐구영역 과학 2 과목 선택 필수 자연정보 과학대학 체육학전공 33.3% ※ 국어 또는 수학 택 1 33.3% 33.3% (1 과목 ) 3 영역 균등반영 예술대학 회화전공 , 디지털공예전공 , 피아노전공 , 관현악전공 , 성악전공 디자인이노 베이션대학 전 모집단위 공연예술대학 전 모집단위 문화지식 융합대학 커뮤니케이션콘텐...","가 . 수능 반영영역 구분 국어 수학 영어 탐구 비고 인문대학 전 모집단위 30% 20% 30% 20% (1 과목 ) 사회과학대학 전 모집단위 경영대학 경영융합학부 예술대학 큐레이터학전공 문화지식 융합대학 글로벌 MICE 융합전공 자연정보 과학대학 식품영양학전공 , 보건관리학전공 , 응용화학전공 , 화장품학전공 , 컴퓨터학전공 , 정보통계학전공 25% 30% 25% 20% (1 과목 ) 수학영역 미적분 또는 기하 선택 시 백분위 10% 가산점 문화지식 융합대학 HCI 사이언스전공 , 데이터사이언스전공 약학대학 약학과 25% 30% 25% 20% (2 과목 ) - 수학영역 미적분 / 기하 선택 필수 - 탐구영역 과학 2 과목 선택 필수 자연정보 과학대학 체육학전공 33.3% ※ 국어 또는 수학 택 1 33.3% 33.3% (1 과목 ) 3 영역 균등반영 예술대학 회화전공 , 디지털공예전공 , 피아노전공 , 관현악전공 , 성악전공 디자인이노 베이션대학 전 모집단위 공연예술대학 전 모집단위 문화지식 융합대학 커뮤니케이션콘텐...","가 . 수능 반영영역 구분 국어 수학 영어 탐구 비고 인문대학 전 모집단위 30% 20% 30% 20% (1 과목 ) 사회과학대학 전 모집단위 경영대학 경영융합학부 예술대학 큐레이터학전공 문화지식 융합대학 글로벌 MICE 융합전공 자연정보 과학대학 식품영양학전공 , 보건관리학전공 , 응용화학전공 , 화장품학전공 , 컴퓨터학전공 , 정보통계학전공 25% 30% 25% 20% (1 과목 ) 수학영역 미적분 또는 기하 선택 시 백분위 10% 가산점 문화지식 융합대학 HCI 사이언스전공 , 데이터사이언스전공 약학대학 약학과 25% 30% 25% 20% (2 과목 ) - 수학영역 미적분 / 기하 선택 필수 - 탐구영역 과학 2 과목 선택 필수 자연정보 과학대학 체육학전공 33.3% ※ 국어 또는 수학 택 1 33.3% 33.3% (1 과목 ) 3 영역 균등반영 예술대학 회화전공 , 디지털공예전공 , 피아노전공 , 관현악전공 , 성악전공 디자인이노 베이션대학 전 모집단위 공연예술대학 전 모집단위 문화지식 융합대학 커뮤니케이션콘텐...",rule_confirmed_but_score_data_limited
서울시립대학교,confirmed,"표준점수, 백분위, 등급, 변환표준점수","국어, 수학, 영어, 탐구, 한국사, 제2외국어/한문",35; 30; 15; 20; 100; 35; 40; 15; 10; 100; 35; 25; 25; 15; 100; 20; 40; 10; 30; 100,,"■ 수능성적 반영방법 가 . 반영영역 및 반영비율 계 열 대학수학능력시험 반영영역 및 반영비율 ( 점수 ) 합계 (%) ( 반영총점 ) 국어 수학 영어 한국사 탐구영역 (2 과목 ) 미적분 또는 기하 확률과통계 인문계열Ⅰ 35%(350 점 ) 30%(300 점 ) 15%(150 점 ) 등급별 점수부여 20%(200 점 ) 100%(1,000 점 ) 인문계열Ⅱ 35%(350 점 ) 40%(400 점 ) 15%(150 점 ) 10%(100 점 ) 100%(1,000 점 ) 인문계열Ⅲ 35%(350 점 ) 25%(250 점 ) 25%(250 점 ) 15%(150 점 ) 100%(1,000 점 ) 자연계열Ⅰ 20%(200 점 ) 40%(400 점 ) - 10%(100 점 ) 30%(300 점 ) 100%(1,000 점 ) 자연계열Ⅱ 20%(200 점 ) 35%(350%) - 10%(100 점 ) 35%(350 점 ) 100%(1,000 점 ) 자연계열Ⅲ 20%(200 점 ) 35%(350 점 ) 10%(100 점 ) 35%(...","■ 수능성적 반영방법 가 . 반영영역 및 반영비율 계 열 대학수학능력시험 반영영역 및 반영비율 ( 점수 ) 합계 (%) ( 반영총점 ) 국어 수학 영어 한국사 탐구영역 (2 과목 ) 미적분 또는 기하 확률과통계 인문계열Ⅰ 35%(350 점 ) 30%(300 점 ) 15%(150 점 ) 등급별 점수부여 20%(200 점 ) 100%(1,000 점 ) 인문계열Ⅱ 35%(350 점 ) 40%(400 점 ) 15%(150 점 ) 10%(100 점 ) 100%(1,000 점 ) 인문계열Ⅲ 35%(350 점 ) 25%(250 점 ) 25%(250 점 ) 15%(150 점 ) 100%(1,000 점 ) 자연계열Ⅰ 20%(200 점 ) 40%(400 점 ) - 10%(100 점 ) 30%(300 점 ) 100%(1,000 점 ) 자연계열Ⅱ 20%(200 점 ) 35%(350%) - 10%(100 점 ) 35%(350 점 ) 100%(1,000 점 ) 자연계열Ⅲ 20%(200 점 ) 35%(350 점 ) 10%(100 점 ) 35%(...","■ 수능성적 반영방법 가 . 반영영역 및 반영비율 계 열 대학수학능력시험 반영영역 및 반영비율 ( 점수 ) 합계 (%) ( 반영총점 ) 국어 수학 영어 한국사 탐구영역 (2 과목 ) 미적분 또는 기하 확률과통계 인문계열Ⅰ 35%(350 점 ) 30%(300 점 ) 15%(150 점 ) 등급별 점수부여 20%(200 점 ) 100%(1,000 점 ) 인문계열Ⅱ 35%(350 점 ) 40%(400 점 ) 15%(150 점 ) 10%(100 점 ) 100%(1,000 점 ) 인문계열Ⅲ 35%(350 점 ) 25%(250 점 ) 25%(250 점 ) 15%(150 점 ) 100%(1,000 점 ) 자연계열Ⅰ 20%(200 점 ) 40%(400 점 ) - 10%(100 점 ) 30%(300 점 ) 100%(1,000 점 ) 자연계열Ⅱ 20%(200 점 ) 35%(350%) - 10%(100 점 ) 35%(350 점 ) 100%(1,000 점 ) 자연계열Ⅲ 20%(200 점 ) 35%(350 점 ) 10%(100 점 ) 35%(...",rule_confirmed_but_score_data_limited
숙명여자대학교,confirmed,"표준점수, 등급, 변환표준점수","국어, 수학, 영어, 탐구, 한국사",5; 3; 35; 5; 3; 35; 5; 3; 35,,"구분 반영영역 및 반영비율 (%) 비고 국어 수학 영어 탐구 ( 직탐제외 ) 한국사 선택과목 미지정 선택과목 미지정 선택과목 기하 또는 미적분 미지정 (2 과목 ) 과탐 (2 과목 ) 인문계 ( 경상대학 제외 ), 의류학과 35 25 20 20 * 가산점 국어 : 선택과목 미지정 수학 : 선택과목 미지정 탐구 : 사탐 / 과탐 상관없이 2 과목 경상대학 30 30 20 20 화학과 , 생명시스템학부 , 화공생명공학부 , 지능형전자시스템전공 , 신소재물리전공 , 기계시스템학부 , 식품영양학과 , 약학부 25 35 20 20 국어 : 선택과목 미지정 수학 : 선택과목 미지정 탐구 : 탐구 중 과탐 1 과목 반드시 포함 신소재물리전공 지원자는 탐구영역에서 물리학 선택 시 변환표준점수 5% 가산 수학과 15 50 20 15 국어 : 선택과목 미지정 수학 : 선택과목 기하 또는 미적분 탐구 : 탐구 중 과탐 1 과목 반드시 포함 통계학과 25 40 20 15 국어 : 선택과목 미지정 수학 : 선택과목 미지정 탐구 : 사탐 / ...","구분 반영영역 및 반영비율 (%) 비고 국어 수학 영어 탐구 ( 직탐제외 ) 한국사 선택과목 미지정 선택과목 미지정 선택과목 기하 또는 미적분 미지정 (2 과목 ) 과탐 (2 과목 ) 인문계 ( 경상대학 제외 ), 의류학과 35 25 20 20 * 가산점 국어 : 선택과목 미지정 수학 : 선택과목 미지정 탐구 : 사탐 / 과탐 상관없이 2 과목 경상대학 30 30 20 20 화학과 , 생명시스템학부 , 화공생명공학부 , 지능형전자시스템전공 , 신소재물리전공 , 기계시스템학부 , 식품영양학과 , 약학부 25 35 20 20 국어 : 선택과목 미지정 수학 : 선택과목 미지정 탐구 : 탐구 중 과탐 1 과목 반드시 포함 신소재물리전공 지원자는 탐구영역에서 물리학 선택 시 변환표준점수 5% 가산 수학과 15 50 20 15 국어 : 선택과목 미지정 수학 : 선택과목 기하 또는 미적분 탐구 : 탐구 중 과탐 1 과목 반드시 포함 통계학과 25 40 20 15 국어 : 선택과목 미지정 수학 : 선택과목 미지정 탐구 : 사탐 / ...","구분 반영영역 및 반영비율 (%) 비고 국어 수학 영어 탐구 ( 직탐제외 ) 한국사 선택과목 미지정 선택과목 미지정 선택과목 기하 또는 미적분 미지정 (2 과목 ) 과탐 (2 과목 ) 인문계 ( 경상대학 제외 ), 의류학과 35 25 20 20 * 가산점 국어 : 선택과목 미지정 수학 : 선택과목 미지정 탐구 : 사탐 / 과탐 상관없이 2 과목 경상대학 30 30 20 20 화학과 , 생명시스템학부 , 화공생명공학부 , 지능형전자시스템전공 , 신소재물리전공 , 기계시스템학부 , 식품영양학과 , 약학부 25 35 20 20 국어 : 선택과목 미지정 수학 : 선택과목 미지정 탐구 : 탐구 중 과탐 1 과목 반드시 포함 신소재물리전공 지원자는 탐구영역에서 물리학 선택 시 변환표준점수 5% 가산 수학과 15 50 20 15 국어 : 선택과목 미지정 수학 : 선택과목 기하 또는 미적분 탐구 : 탐구 중 과탐 1 과목 반드시 포함 통계학과 25 40 20 15 국어 : 선택과목 미지정 수학 : 선택과목 미지정 탐구 : 사탐 / ...",rule_confirmed_but_score_data_limited
연세대학교,confirmed,"표준점수, 백분위, 등급","국어, 수학, 영어, 탐구, 한국사",,"- 요소별 반영비율 수능 유형 구분 대학수학능력시험 면접 운동실기 음악실기 총점 기본 운동능력 선택 실기능력 유형 Ⅰ 일괄합산 1,000 - - - - 1,000 유형 Ⅱ 전 모집단위 ( 의예과 제외 ) 일괄합산 1,000 - - - - 1,000 의예과 단계전형 900 100 - - - 1,000 유형 Ⅲ 언더우드국제대학 단계전형 900 100 - - - 1,000 생활과학대학 / 간호대학 일괄합산 1,000 - - - - 1,000 체육교육학과 850 50 100 - - 1,000 스포츠응용산업학과 850 - - 150 - 1,000 유형 Ⅳ 일괄합산 / 단계전형 300 - - - 700 1,000 ※ 유형 Ⅳ ( 예능계열 ) 모집단위 중 성악과 , 피아노과 , 관현악과 ( 현악 ) 은 단계별 전형으로 예심과 본심으로 나누어 진행함 - 수...","- 요소별 반영비율 수능 유형 구분 대학수학능력시험 면접 운동실기 음악실기 총점 기본 운동능력 선택 실기능력 유형 Ⅰ 일괄합산 1,000 - - - - 1,000 유형 Ⅱ 전 모집단위 ( 의예과 제외 ) 일괄합산 1,000 - - - - 1,000 의예과 단계전형 900 100 - - - 1,000 유형 Ⅲ 언더우드국제대학 단계전형 900 100 - - - 1,000 생활과학대학 / 간호대학 일괄합산 1,000 - - - - 1,000 체육교육학과 850 50 100 - - 1,000 스포츠응용산업학과 850 - - 150 - 1,000 유형 Ⅳ 일괄합산 / 단계전형 300 - - - 700 1,000 ※ 유형 Ⅳ ( 예능계열 ) 모집단위 중 성악과 , 피아노과 , 관현악과 ( 현악 ) 은 단계별 전형으로 예심과 본심으로 나누어 진행함 - 수능성적 반영방법 모집계열 대학수학능력시험 국어 수학 영어 탐구 반영 성적 사회 과학 유형 Ⅰ 300 ⓐ 200 100 200 1,000( 총점× 1,000/800) 유형 Ⅱ 전 모...","- 요소별 반영비율 수능 유형 구분 대학수학능력시험 면접 운동실기 음악실기 총점 기본 운동능력 선택 실기능력 유형 Ⅰ 일괄합산 1,000 - - - - 1,000 유형 Ⅱ 전 모집단위 ( 의예과 제외 ) 일괄합산 1,000 - - - - 1,000 의예과 단계전형 900 100 - - - 1,000 유형 Ⅲ 언더우드국제대학 단계전형 900 100 - - - 1,000 생활과학대학 / 간호대학 일괄합산 1,000 - - - - 1,000 체육교육학과 850 50 100 - - 1,000 스포츠응용산업학과 850 - - 150 - 1,000 유형 Ⅳ 일괄합산 / 단계전형 300 - - - 700 1,000 ※ 유형 Ⅳ ( 예능계열 ) 모집단위 중 성악과 , 피아노과 , 관현악과 ( 현악 ) 은 단계별 전형으로 예심과 본심으로 나누어 진행함 - 수능성적 반영방법 모집계열 대학수학능력시험 국어 수학 영어 탐구 반영 성적 사회 과학 유형 Ⅰ 300 ⓐ 200 100 200 1,000( 총점× 1,000/800) 유형 Ⅱ 전 모...","- 요소별 반영비율 수능 유형 구분 대학수학능력시험 면접 운동실기 음악실기 총점 기본 운동능력 선택 실기능력 유형 Ⅰ 일괄합산 1,000 - - - - 1,000 유형 Ⅱ 전 모집단위 ( 의예과 제외 ) 일괄합산 1,000 - - - - 1,000 의예과 단계전형 900 100 - - - 1,000 유형 Ⅲ 언더우드국제대학 단계전형 900 100 - - - 1,000 생활과학대학 / 간호대학 일괄합산 1,000 - - - - 1,000 체육교육학과 850 50 100 - - 1,000 스포츠응용산업학과 850 - - 150 - 1,000 유형 Ⅳ 일괄합산 / 단계전형 300 - - - 700 1,000 ※ 유형 Ⅳ ( 예능계열 ) 모집단위 중 성악과 , 피아노과 , 관현악과 ( 현악 ) 은 단계별 전형으로 예심과 본심으로 나누어 진행함 - 수능성적 반영방법 모집계열 대학수학능력시험 국어 수학 영어 탐구 반영 성적 사회 과학 유형 Ⅰ 300 ⓐ 200 100 200 1,000( 총점× 1,000/800) 유형 Ⅱ 전 모...",rule_confirmed_but_score_data_limited
가톨릭대학교,confirmed,"표준점수, 백분위, 등급, 변환표준점수, 환산점수","국어, 수학, 영어, 탐구, 한국사",,"1. 대학수학능력시험 성적반영 방법 가 . 기본사항 1) 대학수학능력시험 성적은 2024 년 11 월에 실시하는 대학수학능력시험의 취득 백분위 / 표준점수 / 등급 ( 한국교육과정평가원 제공 ) 을 본교 성적 산출방법에 따라 반영하며 , 모든 지원자는 이에 동의한 것으로 간주함 2) 수능 반영영역 중 한 영역이라도 없는 경우 지원 불가능함 3) 인문사회계열 , 자연공학계열 및 예체능계열은 백분위를 반영 . 단 , 약학과 , 의예과 , 간호학과는 표준점수를 반영함 4) 국어영역 별도 선택과목 지정 없음 5) 수학영역 별도 선택과목 지정 없음 [ 단 , 약학과 , 의예과는 미적분 , 기하 중 택 1] 6) 수능 ( 일반전형 Ⅱ ) 국어 / 수학 영역 중 우수한 영역 택 1 7) 영어영역 , 한국사 영역은 본교 산출 등급별 환산점수 또는 등급별 감...","1. 대학수학능력시험 성적반영 방법 가 . 기본사항 1) 대학수학능력시험 성적은 2024 년 11 월에 실시하는 대학수학능력시험의 취득 백분위 / 표준점수 / 등급 ( 한국교육과정평가원 제공 ) 을 본교 성적 산출방법에 따라 반영하며 , 모든 지원자는 이에 동의한 것으로 간주함 2) 수능 반영영역 중 한 영역이라도 없는 경우 지원 불가능함 3) 인문사회계열 , 자연공학계열 및 예체능계열은 백분위를 반영 . 단 , 약학과 , 의예과 , 간호학과는 표준점수를 반영함 4) 국어영역 별도 선택과목 지정 없음 5) 수학영역 별도 선택과목 지정 없음 [ 단 , 약학과 , 의예과는 미적분 , 기하 중 택 1] 6) 수능 ( 일반전형 Ⅱ ) 국어 / 수학 영역 중 우수한 영역 택 1 7) 영어영역 , 한국사 영역은 본교 산출 등급별 환산점수 또는 등급별 감점 적용 8) 탐구영역에 별도 지정과목 없이 1 과목을 반영 . 단 , 약학과 , 의예과 , 간호학과는 탐구 2 과목 반영하며 수능 성적표 상의 백분위를 활용한 본교 자체 산출 변...","1. 대학수학능력시험 성적반영 방법 가 . 기본사항 1) 대학수학능력시험 성적은 2024 년 11 월에 실시하는 대학수학능력시험의 취득 백분위 / 표준점수 / 등급 ( 한국교육과정평가원 제공 ) 을 본교 성적 산출방법에 따라 반영하며 , 모든 지원자는 이에 동의한 것으로 간주함 2) 수능 반영영역 중 한 영역이라도 없는 경우 지원 불가능함 3) 인문사회계열 , 자연공학계열 및 예체능계열은 백분위를 반영 . 단 , 약학과 , 의예과 , 간호학과는 표준점수를 반영함 4) 국어영역 별도 선택과목 지정 없음 5) 수학영역 별도 선택과목 지정 없음 [ 단 , 약학과 , 의예과는 미적분 , 기하 중 택 1] 6) 수능 ( 일반전형 Ⅱ ) 국어 / 수학 영역 중 우수한 영역 택 1 7) 영어영역 , 한국사 영역은 본교 산출 등급별 환산점수 또는 등급별 감점 적용 8) 탐구영역에 별도 지정과목 없이 1 과목을 반영 . 단 , 약학과 , 의예과 , 간호학과는 탐구 2 과목 반영하며 수능 성적표 상의 백분위를 활용한 본교 자체 산출 변...","1. 대학수학능력시험 성적반영 방법 가 . 기본사항 1) 대학수학능력시험 성적은 2024 년 11 월에 실시하는 대학수학능력시험의 취득 백분위 / 표준점수 / 등급 ( 한국교육과정평가원 제공 ) 을 본교 성적 산출방법에 따라 반영하며 , 모든 지원자는 이에 동의한 것으로 간주함 2) 수능 반영영역 중 한 영역이라도 없는 경우 지원 불가능함 3) 인문사회계열 , 자연공학계열 및 예체능계열은 백분위를 반영 . 단 , 약학과 , 의예과 , 간호학과는 표준점수를 반영함 4) 국어영역 별도 선택과목 지정 없음 5) 수학영역 별도 선택과목 지정 없음 [ 단 , 약학과 , 의예과는 미적분 , 기하 중 택 1] 6) 수능 ( 일반전형 Ⅱ ) 국어 / 수학 영역 중 우수한 영역 택 1 7) 영어영역 , 한국사 영역은 본교 산출 등급별 환산점수 또는 등급별 감점 적용 8) 탐구영역에 별도 지정과목 없이 1 과목을 반영 . 단 , 약학과 , 의예과 , 간호학과는 탐구 2 과목 반영하며 수능 성적표 상의 백분위를 활용한 본교 자체 산출 변...",rule_confirmed_but_score_data_limited
부경대학교,confirmed,"표준점수, 등급","국어, 수학, 영어, 탐구, 한국사",30; 25; 20; 25; 100; 25; 30; 20; 25; 100; 35; 35; 30; 100; 30; 30; 20; 20; 100; 3,,"❍ 활용지표 - 한국사 , 영어 영역 : 등급 - 그 외 영역 : 표준점수 ❍ 모집단위별 반영 영역 및 유형 모집단위 계열 반영영역 전 모집단위 인문·사회계 국어 , 수학 , 영어 , 탐구영역 ( 사탐 / 과탐 중 2 과목 ) 자연계 공통계 스마트헬스케어학부 ( 해양스포츠전공 ) 체능계 국어 , 영어 , 탐구영역 ( 사탐 / 과탐 중 2 과목 ) 패션디자인학과 예능계 국어 , 수학 , 영어 , 탐구영역 ( 사탐 / 과탐 중 2 과목 ) ❍ 수능 영어영역 등급별 점수 등급 1 2 3 4 5 6 7 8~9 점수 200 194 186 176 164 152 140 128 ❍ 계열별 수능 반영 비율 국어 수학 영어 탐구 계 인문·사회계 , 예능계 ( 패션디자인학과 ) 30% 25% 20% 25% 100% 자연계 25% 30% 20% 25% 100% 체능계 ( 패션디자인학과 제외 ) 35% - 35% 30% 100% 공통계 30% 30% 20% 20% 100% ※ 수능 반영영역 미응시자의 경우 미응시영역 성적은 0 점 처리 / ...","❍ 활용지표 - 한국사 , 영어 영역 : 등급 - 그 외 영역 : 표준점수 ❍ 모집단위별 반영 영역 및 유형 모집단위 계열 반영영역 전 모집단위 인문·사회계 국어 , 수학 , 영어 , 탐구영역 ( 사탐 / 과탐 중 2 과목 ) 자연계 공통계 스마트헬스케어학부 ( 해양스포츠전공 ) 체능계 국어 , 영어 , 탐구영역 ( 사탐 / 과탐 중 2 과목 ) 패션디자인학과 예능계 국어 , 수학 , 영어 , 탐구영역 ( 사탐 / 과탐 중 2 과목 ) ❍ 수능 영어영역 등급별 점수 등급 1 2 3 4 5 6 7 8~9 점수 200 194 186 176 164 152 140 128 ❍ 계열별 수능 반영 비율 국어 수학 영어 탐구 계 인문·사회계 , 예능계 ( 패션디자인학과 ) 30% 25% 20% 25% 100% 자연계 25% 30% 20% 25% 100% 체능계 ( 패션디자인학과 제외 ) 35% - 35% 30% 100% 공통계 30% 30% 20% 20% 100% ※ 수능 반영영역 미응시자의 경우 미응시영역 성적은 0 점 처리 / ...","❍ 활용지표 - 한국사 , 영어 영역 : 등급 - 그 외 영역 : 표준점수 ❍ 모집단위별 반영 영역 및 유형 모집단위 계열 반영영역 전 모집단위 인문·사회계 국어 , 수학 , 영어 , 탐구영역 ( 사탐 / 과탐 중 2 과목 ) 자연계 공통계 스마트헬스케어학부 ( 해양스포츠전공 ) 체능계 국어 , 영어 , 탐구영역 ( 사탐 / 과탐 중 2 과목 ) 패션디자인학과 예능계 국어 , 수학 , 영어 , 탐구영역 ( 사탐 / 과탐 중 2 과목 ) ❍ 수능 영어영역 등급별 점수 등급 1 2 3 4 5 6 7 8~9 점수 200 194 186 176 164 152 140 128 ❍ 계열별 수능 반영 비율 국어 수학 영어 탐구 계 인문·사회계 , 예능계 ( 패션디자인학과 ) 30% 25% 20% 25% 100% 자연계 25% 30% 20% 25% 100% 체능계 ( 패션디자인학과 제외 ) 35% - 35% 30% 100% 공통계 30% 30% 20% 20% 100% ※ 수능 반영영역 미응시자의 경우 미응시영역 성적은 0 점 처리 / ...",primary_candidate
