branch_structure,control_set_structure,sample_id_structure,primary_model_structure,major_group_7,outcome,outcome_prop_structure,outcome_pct_structure,grade_signal,grade_signal_column_structure,model_family,beta_structure,se_structure,ci_low_structure,ci_high_structure,odds_ratio_10pp_structure,ame_10pp_structure,ame_ci_low_10pp_structure,ame_ci_high_10pp_structure,ols_pp_10pp_structure,row_n_structure,school_n_structure,rank_structure,rank_full_structure,converged_structure,status_structure,model_warning_structure,formula_structure,branch_selectivity,control_set_selectivity,sample_id_selectivity,primary_model_selectivity,outcome_prop_selectivity,outcome_pct_selectivity,grade_signal_column_selectivity,beta_selectivity,se_selectivity,ci_low_selectivity,ci_high_selectivity,odds_ratio_10pp_selectivity,ame_10pp_selectivity,ame_ci_low_10pp_selectivity,ame_ci_high_10pp_selectivity,ols_pp_10pp_selectivity,row_n_selectivity,school_n_selectivity,rank_selectivity,rank_full_selectivity,converged_selectivity,status_selectivity,model_warning_selectivity,formula_selectivity,sign_agreement,absolute_difference,ci_overlap
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,ART,HEALTH_EMPLOYMENT,health_employment_rate_prop,health_employment_rate_pct,RAW_A,a_rate_10pp,fractional_logit,-0.018085573635639732,0.024421508481771784,-0.06595085070805189,0.029779703436772418,0.9820769888639831,-0.004299113454136146,-0.01468159585746101,0.007325005065178493,,646,138,25,True,True,OK,school_type: rare levels=2 | region_sido: rare levels=2,health_employment_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,SELECTIVITY,B_CORE_B_SCALE_Q,P4_JOINT_SELECTIVITY_READY,True,health_employment_rate_prop,health_employment_rate_pct,a_rate_10pp,-0.048823572018517385,0.04538911491523039,-0.13778460254251873,0.04013745850548397,0.9523491359132863,-0.011802535180515859,-0.029789126622286062,0.00983706118147393,,162,59,20,True,True,OK,school_type: rare levels=1 | region_sido: rare levels=8 | campus_branch: rare levels=1,health_employment_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct + log_enrolled_students + log_graduates + selectivity_proxy_pct + competition_ratio,True,0.007503421726379713,True
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,ART,HEALTH_EMPLOYMENT,health_employment_rate_prop,health_employment_rate_pct,WITHIN_MAJOR_A,a_rate_within_major_year_10pp,fractional_logit,-0.01808557363564015,0.024421508481771964,-0.06595085070805265,0.029779703436772356,0.9820769888639828,-0.004299113454136237,-0.015525443590100404,0.007131984315656819,,646,138,25,True,True,OK,school_type: rare levels=2 | region_sido: rare levels=2,health_employment_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,SELECTIVITY,B_CORE_B_SCALE_Q,P4_JOINT_SELECTIVITY_READY,True,health_employment_rate_prop,health_employment_rate_pct,a_rate_within_major_year_10pp,-0.04882357201851702,0.04538911491523182,-0.13778460254252117,0.04013745850548714,0.9523491359132866,-0.011802535180515777,-0.03285404234092858,0.009776687650411193,,162,59,20,True,True,OK,school_type: rare levels=1 | region_sido: rare levels=8 | campus_branch: rare levels=1,health_employment_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct + log_enrolled_students + log_graduates + selectivity_proxy_pct + competition_ratio,True,0.00750342172637954,True
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,ART,GRAD_SCHOOL_PROGRESSION,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,RAW_A,a_rate_10pp,fractional_logit,0.09879495277964474,0.04402086650121026,0.012515639869026901,0.18507426569026258,1.103839937041365,0.006174260908314511,0.0005149794066556401,0.016800437111055083,,646,138,25,True,True,OK,school_type: rare levels=2 | region_sido: rare levels=2,graduate_school_progression_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,SELECTIVITY,B_CORE_B_SCALE_Q,P4_JOINT_SELECTIVITY_READY,True,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,a_rate_10pp,-0.008036950834375167,0.0634139263843946,-0.13232596266606286,0.11625206099731253,0.9919952591073147,-0.0003915063829218875,-0.0036714261731566568,0.00915169334596895,,162,59,20,True,True,OK,school_type: rare levels=1 | region_sido: rare levels=8 | campus_branch: rare levels=1,graduate_school_progression_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct + log_enrolled_students + log_graduates + selectivity_proxy_pct + competition_ratio,False,0.006565767291236399,True
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,ART,GRAD_SCHOOL_PROGRESSION,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,WITHIN_MAJOR_A,a_rate_within_major_year_10pp,fractional_logit,0.09879495277964352,0.04402086650121012,0.012515639869025943,0.18507426569026109,1.1038399370413636,0.006174260908314445,0.0007346403138429326,0.012376606503949552,,646,138,25,True,True,OK,school_type: rare levels=2 | region_sido: rare levels=2,graduate_school_progression_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,SELECTIVITY,B_CORE_B_SCALE_Q,P4_JOINT_SELECTIVITY_READY,True,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,a_rate_within_major_year_10pp,-0.008036950834374099,0.06341392638440187,-0.13232596266607605,0.11625206099732785,0.9919952591073158,-0.00039150638292180696,-0.005924751585188136,0.006191381404392138,,162,59,20,True,True,OK,school_type: rare levels=1 | region_sido: rare levels=8 | campus_branch: rare levels=1,graduate_school_progression_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct + log_enrolled_students + log_graduates + selectivity_proxy_pct + competition_ratio,False,0.006565767291236252,True
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,EDU,HEALTH_EMPLOYMENT,health_employment_rate_prop,health_employment_rate_pct,RAW_A,a_rate_10pp,fractional_logit,0.06549597587866647,0.03284207041293678,0.0011267006915818695,0.1298652510657511,1.067688440797021,0.015633493230044156,0.0002561632199639525,0.031025696339146494,,602,117,25,True,True,OK,school_type: rare levels=2 | campus_branch: rare levels=1,health_employment_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,SELECTIVITY,B_CORE_B_SCALE_Q,P4_JOINT_SELECTIVITY_READY,True,health_employment_rate_prop,health_employment_rate_pct,a_rate_10pp,0.0376865000264333,0.047561641621074194,-0.055532604596473356,0.13090560464933995,1.0384056417035263,0.008880068094780603,-0.01157453273204945,0.03123804224947576,,351,74,26,True,True,OK,school_type: rare levels=1 | region_sido: rare levels=2 | campus_branch: rare levels=1,health_employment_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct + log_enrolled_students + log_graduates + selectivity_proxy_pct + competition_ratio,True,0.0067534251352635525,True
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,EDU,HEALTH_EMPLOYMENT,health_employment_rate_prop,health_employment_rate_pct,WITHIN_MAJOR_A,a_rate_within_major_year_10pp,fractional_logit,0.06549597587867345,0.03284207041293677,0.0011267006915888778,0.12986525106575803,1.0676884407970284,0.01563349323004581,0.0002667667491296855,0.03106665888104505,,602,117,25,True,True,OK,school_type: rare levels=2 | campus_branch: rare levels=1,health_employment_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,SELECTIVITY,B_CORE_B_SCALE_Q,P4_JOINT_SELECTIVITY_READY,True,health_employment_rate_prop,health_employment_rate_pct,a_rate_within_major_year_10pp,0.037686500026433443,0.04756164162107445,-0.05553260459647371,0.1309056046493406,1.0384056417035266,0.008880068094780643,-0.012981699240006566,0.030790802957923063,,351,74,26,True,True,OK,school_type: rare levels=1 | region_sido: rare levels=2 | campus_branch: rare levels=1,health_employment_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct + log_enrolled_students + log_graduates + selectivity_proxy_pct + competition_ratio,True,0.0067534251352651675,True
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,EDU,GRAD_SCHOOL_PROGRESSION,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,RAW_A,a_rate_10pp,fractional_logit,0.1829738554722024,0.047337030234926476,0.0901949810766629,0.2757527298677419,1.2007830137655555,0.005315531275911081,0.0016401970154029256,0.012117358349005443,,602,117,25,True,True,OK,school_type: rare levels=2 | campus_branch: rare levels=1,graduate_school_progression_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,SELECTIVITY,B_CORE_B_SCALE_Q,P4_JOINT_SELECTIVITY_READY,True,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,a_rate_10pp,0.12032064995965303,0.08287540336722213,-0.04211215584433187,0.2827534557636379,1.127858441368121,0.004258530091298723,-0.00063946136439801,0.019358449401193252,,351,74,26,True,True,OK,school_type: rare levels=1 | region_sido: rare levels=2 | campus_branch: rare levels=1,graduate_school_progression_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct + log_enrolled_students + log_graduates + selectivity_proxy_pct + competition_ratio,True,0.0010570011846123585,True
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,EDU,GRAD_SCHOOL_PROGRESSION,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,WITHIN_MAJOR_A,a_rate_within_major_year_10pp,fractional_logit,0.18297385547219688,0.04733703023492214,0.09019498107666588,0.2757527298677279,1.2007830137655489,0.005315531275911673,0.0023403128221225556,0.00898099328484646,,602,117,25,True,True,OK,school_type: rare levels=2 | campus_branch: rare levels=1,graduate_school_progression_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,SELECTIVITY,B_CORE_B_SCALE_Q,P4_JOINT_SELECTIVITY_READY,True,graduate_school_progression_rate_prop,graduate_school_progression_rate_pct,a_rate_within_major_year_10pp,0.12032064995965296,0.08287540336722332,-0.04211215584433427,0.2827534557636402,1.127858441368121,0.00425853009129875,-0.0012694962251061624,0.011785731813621112,,351,74,26,True,True,OK,school_type: rare levels=1 | region_sido: rare levels=2 | campus_branch: rare levels=1,graduate_school_progression_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct + log_enrolled_students + log_graduates + selectivity_proxy_pct + competition_ratio,True,0.0010570011846129232,True
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,ENG,HEALTH_EMPLOYMENT,health_employment_rate_prop,health_employment_rate_pct,RAW_A,a_rate_10pp,fractional_logit,0.08255716800139586,0.02475453902941942,0.03403916304984268,0.13107517295294902,1.0860607595873892,0.019293907647504778,0.008277506239436771,0.028754622238991417,,911,130,25,True,True,OK,school_type: rare levels=3,health_employment_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,SELECTIVITY,B_CORE_B_SCALE_Q,P4_JOINT_SELECTIVITY_READY,True,health_employment_rate_prop,health_employment_rate_pct,a_rate_10pp,0.043665049239622895,0.03246456083521615,-0.019964320771310336,0.10729441925055613,1.0446323958668853,0.010215998817484131,-0.004880799878440077,0.02310492505828097,,491,86,26,True,True,OK,school_type: rare levels=1 | region_sido: rare levels=3,health_employment_rate_prop ~ a_rate_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct + log_enrolled_students + log_graduates + selectivity_proxy_pct + competition_ratio,True,0.009077908830020647,True
STRUCTURE,B_CORE,P4_JOINT_STRUCTURE_READY,True,ENG,HEALTH_EMPLOYMENT,health_employment_rate_prop,health_employment_rate_pct,WITHIN_MAJOR_A,a_rate_within_major_year_10pp,fractional_logit,0.08255716800139531,0.024754539029419136,0.034039163049842704,0.13107517295294793,1.0860607595873886,0.01929390764750463,0.00801045638102209,0.03038553192347825,,911,130,25,True,True,OK,school_type: rare levels=3,health_employment_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct,SELECTIVITY,B_CORE_B_SCALE_Q,P4_JOINT_SELECTIVITY_READY,True,health_employment_rate_prop,health_employment_rate_pct,a_rate_within_major_year_10pp,0.04366504923962284,0.03246456083521617,-0.019964320771310433,0.1072944192505561,1.0446323958668853,0.010215998817484131,-0.004709022748894226,0.02486166189554751,,491,86,26,True,True,OK,school_type: rare levels=1 | region_sido: rare levels=3,health_employment_rate_prop ~ a_rate_within_major_year_10pp + C(school_type) + C(region_sido) + C(campus_branch) + C(credit_forfeit_flag) + female_student_share_pct + international_student_share_pct + leave_rate_pct + student_faculty_ratio + fulltime_faculty_share_pct + log_enrolled_students + log_graduates + selectivity_proxy_pct + competition_ratio,True,0.009077908830020498,True
