label,path,column,dtype,missing_n,missing_pct,unique_n,is_numeric,is_boolean,sample_values
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,campus_seq,str,8,0.0349344978165938,4,False,False,제1캠퍼스 | 제2캠퍼스 | 제1캠퍼스
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_campus_alias.csv,campus_branch,str,7,0.0305676855895196,2,False,False,본교 | 본교 | 본교
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv,dept_norm_strict,str,0,0.0,15191,False,False,국어국문학과 | 중어중문학과 | 영어영문학과
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv,dept_norm_suffix_reduced,str,0,0.0,13013,False,False,국어국문 | 중어중문 | 영어영문
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv,dept_token_signature,str,0,0.0,13013,False,False,국어국문 | 중어중문 | 영어영문
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv,dept_core_tokens,str,0,0.0,13013,False,False,국어국문 | 중어중문 | 영어영문
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_alias.csv,dept_modifier_tokens,str,13580,0.6793396698349174,52,False,False,영문 | 학부 | 학부
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv,major_group_7,str,143,0.0139621167740675,7,False,False,MED | SOC | SOC
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv,major7_mapping_method,str,0,0.0,5,False,False,inherited_headcount | inherited_headcount | inherited_headcount
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv,major7_mapping_confidence,str,0,0.0,4,False,False,high | high | high
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv,major7_candidate_count,int64,0,0.0,5,True,False,1 | 1 | 1
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv,major7_review_needed,bool,0,0.0,2,True,True,False | False | False
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv,major7_evidence,str,0,0.0,596,False,False,D01 v2 high-confidence match 대계열=의약계열 | D01 v2 high-confidence match 대계열=사회계열 | D01 v2 high-confidence match 대계열=사회계열
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_department_major7_v2.csv,major7_sample_exclusion_rule,str,10099,0.9860378832259324,1,False,False,exclude from samples requiring major/context/GOMS until manual approved | exclude from samples requiring major/context/GOMS until manual approved | exclude from samples requiring major/context/GOMS until manual approved
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_outcome_headcount_v2.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_outcome_headcount_v2.csv,match_stage,str,0,0.0,4,False,False,L1 | L1 | L1
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_outcome_headcount_v2.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_outcome_headcount_v2.csv,match_method,str,0,0.0,4,False,False,exact_strict | exact_strict | exact_strict
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_outcome_headcount_v2.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_outcome_headcount_v2.csv,match_status,str,0,0.0,3,False,False,auto_high_confidence | auto_high_confidence | auto_high_confidence
workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_outcome_headcount_v2.csv,workbook/p2/p2_3/p4_handoff_candidate/local1/bridge_outcome_headcount_v2.csv,match_score,float64,365,0.0356375707869556,1,True,False,1.0 | 1.0 | 1.0
