label,path,source_kind,suffix,size_bytes,sha256,rows,columns,duplicate_rows,total_missing_cells,numeric_columns,boolean_columns,object_columns,source_parquet
workbook/p2/p2_4/p4_2_model_readiness/qa/p4_1_contract_replication.csv,workbook/p2/p2_4/p4_2_model_readiness/qa/p4_1_contract_replication.csv,native_csv,.csv,613,e030853fec180304d26aa6b500bd8802a7edb0e5e01b888c9371aadc8e311dbc,13,5,0,21,2,0,3,
workbook/p2/p2_4/p4_2_model_readiness/qa/panel_softmax_readiness.csv,workbook/p2/p2_4/p4_2_model_readiness/qa/panel_softmax_readiness.csv,native_csv,.csv,332,a2e239516a11bc6b5abacc4d751c58fd5023a5f6936622814a46ec9a65a11f93,2,5,0,2,1,1,3,
workbook/p2/p2_4/p4_2_model_readiness/qa/preprocessor_dry_run.csv,workbook/p2/p2_4/p4_2_model_readiness/qa/preprocessor_dry_run.csv,native_csv,.csv,305,ab356f7ab1345e4490703f306700cd0b2a1e9f43e1d94454585e3b76681db706,2,10,0,0,5,0,5,
workbook/p2/p2_4/p4_2_model_readiness/qa/smoke_model_audit.csv,workbook/p2/p2_4/p4_2_model_readiness/qa/smoke_model_audit.csv,native_csv,.csv,113,6e87fcf547e24d5f3ceab3d258a5c59ad931b3a812da43c2edbfa35532f8de14,1,5,0,0,1,1,3,
workbook/p2/p2_4/p4_2_model_readiness/qa/target_leakage_audit.csv,workbook/p2/p2_4/p4_2_model_readiness/qa/target_leakage_audit.csv,native_csv,.csv,44490,09b30a811e3cbdeacf03953abf15a97294c10e11114f5c05b1c851c5e56ea1c7,605,6,0,1035,2,0,4,
workbook/p2/p2_4/p4_2_model_readiness/qa/unseen_category_audit.csv,workbook/p2/p2_4/p4_2_model_readiness/qa/unseen_category_audit.csv,native_csv,.csv,1923,12e6724deb4723b674e776fc43aa5f72e463ea685143f1b2ad0b7d9a2ce7b60d,24,5,0,18,3,0,2,
workbook/p2/p2_4/p4_2_model_readiness/qa/vif_audit.csv,workbook/p2/p2_4/p4_2_model_readiness/qa/vif_audit.csv,native_csv,.csv,16036,13e619e4e00e6792640113df39432451eb85af71317c72c41b90454d82883b4c,290,4,0,0,1,0,3,
workbook/p2/p2_3/p4_handoff_candidate/local1/dept_headcount_master_2024.parquet,workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_headcount_master_2024.csv,converted_from_parquet,.csv,40449810,bfddf1f89c96c2b5c35d038fe7b4095a6331758c71446c93054f8dfa0e09d293,34969,186,0,144867,136,3,47,workbook/p2/p2_3/p4_handoff_candidate/local1/dept_headcount_master_2024.parquet
workbook/p2/p2_3/p4_handoff_candidate/local1/dept_master_2024_core.parquet,workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_master_2024_core.csv,converted_from_parquet,.csv,11263577,7a7e1dbaff9b53dca4bb95b5886b188098fafdd8996b7f8b8820d3477317e70c,10242,108,0,173248,40,13,55,workbook/p2/p2_3/p4_handoff_candidate/local1/dept_master_2024_core.parquet
workbook/p2/p2_3/p4_handoff_candidate/local1/dept_outcomes_2024.parquet,workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__dept_outcomes_2024.csv,converted_from_parquet,.csv,4339116,03f47f29b30d2f7fb0512afaf0990af72c216d7f6c526dbddccc9995f803f9e3,10242,37,0,66812,13,4,20,workbook/p2/p2_3/p4_handoff_candidate/local1/dept_outcomes_2024.parquet
workbook/p2/p2_3/p4_handoff_candidate/local1/job_cert_bridge.parquet,workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__job_cert_bridge.csv,converted_from_parquet,.csv,20304,6152f92a2c56edccdfb303942810348de46f14f0562daa3f1b2c3aa090facb10,24,32,0,0,11,8,13,workbook/p2/p2_3/p4_handoff_candidate/local1/job_cert_bridge.parquet
workbook/p2/p2_3/p4_handoff_candidate/local1/model_sample_membership.parquet,workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__model_sample_membership.csv,converted_from_parquet,.csv,1119643,1eb4ef37d84bb56cb85b99269ac0a154c65e005f044043177ac0070971ced0a1,10242,17,0,0,0,14,3,workbook/p2/p2_3/p4_handoff_candidate/local1/model_sample_membership.parquet
workbook/p2/p2_3/p4_handoff_candidate/local1/wage_reference_by_major.parquet,workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__local1__wage_reference_by_major.csv,converted_from_parquet,.csv,16270,93079a0c257ffbca9d87aa27a31bb5cff1d2ce58750daff6e43efde9ea92eb3c,14,87,0,28,59,0,28,workbook/p2/p2_3/p4_handoff_candidate/local1/wage_reference_by_major.parquet
workbook/p2/p2_3/p4_handoff_candidate/shared/mart_department_model_base_2024.parquet,workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__mart_department_model_base_2024.csv,converted_from_parquet,.csv,14931827,70c6ee444d5bce6c8c48fcba1aa910b669acc40cfb185ccd72924320492caf59,10242,151,0,199595,79,13,59,workbook/p2/p2_3/p4_handoff_candidate/shared/mart_department_model_base_2024.parquet
workbook/p2/p2_3/p4_handoff_candidate/shared/model_sample_membership.parquet,workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__p4_handoff_candidate__shared__model_sample_membership.csv,converted_from_parquet,.csv,1119643,1eb4ef37d84bb56cb85b99269ac0a154c65e005f044043177ac0070971ced0a1,10242,17,0,0,0,14,3,workbook/p2/p2_3/p4_handoff_candidate/shared/model_sample_membership.parquet
workbook/p2/p2_3/shared_handoff/goms_major_profile_recent.parquet,workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_3__shared_handoff__goms_major_profile_recent.csv,converted_from_parquet,.csv,2470,83cfaf6450d54fddc53d174ead0dd01081d9cea0a08f811ce03828615473b741,7,29,0,0,24,1,4,workbook/p2/p2_3/shared_handoff/goms_major_profile_recent.parquet
workbook/p2/p2_4/dept_outcomes_2023_sample.parquet,workbook/p2/p2_4/source_eda/parquet_csv/workbook__p2__p2_4__dept_outcomes_2023_sample.csv,converted_from_parquet,.csv,4498484,cd7e7d351e53aa5b0f6daae28a7b5bfbd7d16e03aef2ccc82611947d15535134,11287,35,0,177971,19,5,11,workbook/p2/p2_4/dept_outcomes_2023_sample.parquet
