target,feature,audit_status,reasons,abs_corr_train_validation,deterministic_equal_rate
a_rate_pct,analysis_year,PASS,,,0.0
a_rate_pct,campus_name_raw_x,PASS,,,
a_rate_pct,campus_seq,PASS,,,
a_rate_pct,campus_branch,PASS,,,
a_rate_pct,campus_name_std_x,PASS,,,
a_rate_pct,credit_forfeit_flag,PASS,,0.06311975113733886,0.029083268826716798
a_rate_pct,employment_rate_pct,PASS,,0.03330665364486908,0.003322760912248905
a_rate_pct,progression_rate_pct,PASS,,0.15375701038801118,0.01638611649039178
a_rate_pct,vocational_college_progression_rate_pct,PASS,,0.02189249582103395,0.020855057351407715
a_rate_pct,university_progression_rate_pct,PASS,,0.0039813119960229355,0.02070609265604052
a_rate_pct,domestic_progression_rate_pct,PASS,,0.15194477717244173,0.016535081185758974
a_rate_pct,overseas_progression_rate_pct,PASS,,0.05194304782746086,0.02070609265604052
a_rate_pct,has_selectivity,PASS,,0.0487239742183417,0.02775627557226584
a_rate_pct,has_employment,PASS,,0.0981702361069539,0.016255667367024218
a_rate_pct,has_progression,PASS,,0.10380826708027092,0.01581333628220723
a_rate_pct,rate_range_qa,PASS,,,
a_rate_pct,dept_norm_strict,PASS,,,
a_rate_pct,dept_norm_suffix_reduced,PASS,,,
a_rate_pct,dept_token_signature,PASS,,,
a_rate_pct,school_uid_x,PASS,,,
a_rate_pct,match_stage,PASS,,,
a_rate_pct,match_method,PASS,,,
a_rate_pct,match_status,PASS,,,
a_rate_pct,match_score,PASS,,,0.0
a_rate_pct,candidate_count,PASS,,0.04167942118154162,0.0016587415680636957
a_rate_pct,unmatched_reason,PASS,,,
a_rate_pct,candidate_headcount_row_ids,PASS,,,
a_rate_pct,campus_conflict_flag,PASS,,0.014949373571619937,0.03085259316598474
a_rate_pct,degree_course_conflict_flag,PASS,,,0.03129492425080173
a_rate_pct,major_conflict_flag,PASS,,,0.03129492425080173
a_rate_pct,forbidden_modifier_conflict_flag,PASS,,,0.03129492425080173
a_rate_pct,headcount_match_flag,PASS,,0.018437940316897466,0.005529138560212319
a_rate_pct,headcount_grain_version,PASS,,,
a_rate_pct,headcount_grain_uid,PASS,,,
a_rate_pct,grain_resolution_method,PASS,,,
a_rate_pct,raw_row_lineage,PASS,,0.03762872760317793,0.0
a_rate_pct,school_uid_y,PASS,,,
a_rate_pct,campus_uid,PASS,,,
a_rate_pct,dept_uid,PASS,,,
a_rate_pct,kedi_dept_code,PASS,,,
a_rate_pct,school_type,PASS,,,
a_rate_pct,degree_course,PASS,,,
a_rate_pct,campus_name_raw_y,PASS,,,
a_rate_pct,campus_name_std_y,PASS,,,
a_rate_pct,region_sido,PASS,,,
a_rate_pct,region_sigungu,PASS,,,
a_rate_pct,hc_major_group_7,PASS,,,
a_rate_pct,field_middle_name,PASS,,,
a_rate_pct,field_small_name,PASS,,,
a_rate_pct,admission_capacity_n,PASS,,0.06387959168709484,0.0232650363516193
a_rate_pct,recruitment_n,PASS,,0.06459306844143291,0.022736285525446133
a_rate_pct,applicants_n,PASS,,0.04850944679898713,0.0216787838730998
a_rate_pct,admits_n,PASS,,0.0998615389500393,0.02154659616655651
a_rate_pct,enrolled_students_n,PASS,,0.03609291474754126,0.0014540647719762062
a_rate_pct,leave_students_n,PASS,,0.04151564721478111,0.011235955056179775
a_rate_pct,graduates_n,PASS,,0.010644311718233442,0.014408460013218771
a_rate_pct,fulltime_faculty_n,PASS,,0.0015670791778161794,0.024851288830138797
a_rate_pct,nonfulltime_faculty_n,PASS,,0.06691562939892048,0.022868473231989424
a_rate_pct,international_students_n,PASS,,0.0016008010882312964,0.025380039656311963
a_rate_pct,female_students_n,PASS,,0.011313820951865498,0.012293456708526107
a_rate_pct,masters_students_n,PASS,,,0.030799735624586915
a_rate_pct,doctoral_students_n,PASS,,,0.030799735624586915
a_rate_pct,competition_ratio,PASS,,0.05107818986953864,0.0
a_rate_pct,admission_yield_ratio,PASS,,0.026296557825048045,0.0
a_rate_pct,admit_per_applicant_ratio,PASS,,0.041121881481187686,0.0
a_rate_pct,leave_rate_pct,PASS,,0.003622333692705424,0.010602603677358744
a_rate_pct,female_student_share_pct,PASS,,0.1280395652226534,0.01127365454301436
a_rate_pct,international_student_share_pct,PASS,,0.011440751983110387,0.024560461682995572
a_rate_pct,student_faculty_ratio,PASS,,0.08129582566688677,0.0005278901988386416
a_rate_pct,fulltime_faculty_share_pct,PASS,,0.15165179563607092,0.004751011789547774
a_rate_pct,log_enrolled_students,PASS,,0.005442297618449312,0.0014540647719762062
a_rate_pct,log_graduates,PASS,,0.09348520638099872,0.014144084600132188
a_rate_pct,school_uid,PASS,,,
a_rate_pct,major_group_7,PASS,,,
a_rate_pct,major7_mapping_method,PASS,,,
a_rate_pct,major7_mapping_confidence,PASS,,,
a_rate_pct,major7_candidate_count,PASS,,0.0003834113393281457,0.00044233108481698554
a_rate_pct,major7_sample_exclusion_rule,PASS,,,
a_rate_pct,has_structure_context,PASS,,0.018437940316897466,0.005529138560212319
a_rate_pct,has_major_group_7_high_medium,PASS,,0.01703175193826702,0.0006634966272254782
a_rate_pct,row_qa_status,PASS,,,
a_rate_pct,ctx24_reference_sample_n,PASS,,0.09036255944513792,0.0
a_rate_pct,ctx24_mean_income_10kkrw,PASS,,0.10049725200130016,0.0
a_rate_pct,ctx24_median_income_10kkrw,PASS,,0.09830185870603746,0.0
a_rate_pct,ctx24_income_300plus_pct,PASS,,0.1000466092492854,0.0
a_rate_pct,ctx24_income_400plus_pct,PASS,,0.089959033398197,0.0
a_rate_pct,ctx24_large_company_pct,PASS,,0.061887562253420896,0.0
a_rate_pct,ctx24_mid_company_pct,PASS,,0.06222069261524115,0.0
a_rate_pct,ctx24_small_company_pct,PASS,,0.0382043262516448,0.0001120950566080036
a_rate_pct,ctx24_large_mid_company_pct,PASS,,0.06203003344241057,0.0
a_rate_pct,ctx24_public_nonprofit_pct,PASS,,0.0030563332058194197,0.0001120950566080036
a_rate_pct,ctx24_cert_rate_pct,PASS,,0.07487352749660255,0.0001120950566080036
a_rate_pct,ctx24_cert_per_person,PASS,,0.07793092444163914,0.0
a_rate_pct,ctx24_log10_mean_income,PASS,,0.10149998737092743,0.0
a_rate_pct,goms_profile_start_year,PASS,,,0.0
a_rate_pct,goms_profile_end_year,PASS,,,0.0
a_rate_pct,goms_profile_years_n,PASS,,,0.0001120950566080036
a_rate_pct,goms_aggregation_method,PASS,,,
a_rate_pct,goms_recent_employment_rate_pct,PASS,,0.04148941570545516,0.0001120950566080036
a_rate_pct,goms_recent_firm_300plus_pct,PASS,,0.09383463866147089,0.0
a_rate_pct,goms_recent_public_nonprofit_pct,PASS,,0.014969212921240134,0.0
a_rate_pct,goms_recent_permanent_pct,PASS,,0.10605277342081061,0.0
a_rate_pct,goms_recent_unstable_pct,PASS,,0.10750849291072563,0.0001120950566080036
a_rate_pct,goms_recent_self_employed_pct,PASS,,0.09212665723091289,0.0
a_rate_pct,goms_recent_industry_hhi,PASS,,0.013528973929761398,0.0
a_rate_pct,goms_recent_industry_top3_pct,PASS,,0.020178245376486593,0.0
a_rate_pct,goms_recent_professional_highskill_pct,PASS,,0.005419025906909454,0.0
a_rate_pct,goms_recent_mean_income_10kkrw,PASS,,0.10789039954212634,0.0
a_rate_pct,goms_recent_weekly_work_hours,PASS,,0.10870585599916117,0.0
a_rate_pct,goms_recent_hourly_income_proxy,PASS,,0.08924934682845712,0.0
a_rate_pct,goms_income_trend_per_year,PASS,,0.02766476527921513,0.0
a_rate_pct,goms_hours_trend_per_year,PASS,,0.05037891755063748,0.0
a_rate_pct,goms_firm_300plus_trend_per_year,PASS,,0.08940138546298304,0.0
a_rate_pct,goms_permanent_trend_per_year,PASS,,0.05046188007268926,0.0
a_rate_pct,goms_latest_2019_mean_income_10kkrw,PASS,,0.07400175863304978,0.0
a_rate_pct,goms_latest_2019_weekly_work_hours,PASS,,0.11286089171531097,0.0
a_rate_pct,goms_latest_2019_firm_300plus_pct,PASS,,0.09002642810057043,0.0003362851698240108
a_rate_pct,goms_latest_2019_permanent_pct,PASS,,0.10333856634604484,0.0
a_rate_pct,goms_mapping_confidence,PASS,,,
a_rate_pct,goms_row_qa_status,PASS,,,
a_rate_pct,selectivity_proxy_pct,PASS,,0.24310028233664982,0.0
health_employment_rate_pct,analysis_year,PASS,,,0.0
health_employment_rate_pct,campus_name_raw_x,PASS,,,
health_employment_rate_pct,campus_seq,PASS,,,
health_employment_rate_pct,campus_branch,PASS,,,
health_employment_rate_pct,campus_name_std_x,PASS,,,
health_employment_rate_pct,credit_forfeit_flag,PASS,,0.008379049335086798,0.01736897749584655
health_employment_rate_pct,employment_rate_pct,FAIL,same_target_family_outcome|employment_lineage_name,0.8102478276975554,0.25449327896088203
health_employment_rate_pct,progression_rate_pct,PASS,,0.02745400635118665,0.014348285757438453
health_employment_rate_pct,vocational_college_progression_rate_pct,PASS,,0.002608602504740411,0.018275185017368977
health_employment_rate_pct,university_progression_rate_pct,PASS,,0.009084492334502177,0.018275185017368977
health_employment_rate_pct,domestic_progression_rate_pct,PASS,,0.02683175297208392,0.014348285757438453
health_employment_rate_pct,overseas_progression_rate_pct,PASS,,0.014788527928380134,0.01797311584352817
health_employment_rate_pct,has_selectivity,PASS,,0.029299724506798606,0.016009666213562906
health_employment_rate_pct,has_employment,FAIL,employment_lineage_name,,0.0
health_employment_rate_pct,has_progression,PASS,,,0.0
health_employment_rate_pct,rate_range_qa,PASS,,,
health_employment_rate_pct,dept_norm_strict,PASS,,,
health_employment_rate_pct,dept_norm_suffix_reduced,PASS,,,
health_employment_rate_pct,dept_token_signature,PASS,,,
health_employment_rate_pct,school_uid_x,PASS,,,
health_employment_rate_pct,match_stage,PASS,,,
health_employment_rate_pct,match_method,PASS,,,
health_employment_rate_pct,match_status,PASS,,,
health_employment_rate_pct,match_score,PASS,,,0.0
health_employment_rate_pct,candidate_count,PASS,,0.024853408234931516,0.00015103458692040478
health_employment_rate_pct,unmatched_reason,PASS,,,
health_employment_rate_pct,candidate_headcount_row_ids,PASS,,,
health_employment_rate_pct,campus_conflict_flag,PASS,,0.0008823324011841957,0.01812415043044857
health_employment_rate_pct,degree_course_conflict_flag,PASS,,,0.018275185017368977
health_employment_rate_pct,major_conflict_flag,PASS,,,0.018275185017368977
health_employment_rate_pct,forbidden_modifier_conflict_flag,PASS,,,0.018275185017368977
health_employment_rate_pct,headcount_match_flag,PASS,,0.02822950900516969,0.0018124150430448573
health_employment_rate_pct,headcount_grain_version,PASS,,,
health_employment_rate_pct,headcount_grain_uid,PASS,,,
health_employment_rate_pct,grain_resolution_method,PASS,,,
health_employment_rate_pct,raw_row_lineage,PASS,,0.05384552431659225,0.0
health_employment_rate_pct,school_uid_y,PASS,,,
health_employment_rate_pct,campus_uid,PASS,,,
health_employment_rate_pct,dept_uid,PASS,,,
health_employment_rate_pct,kedi_dept_code,PASS,,,
health_employment_rate_pct,school_type,PASS,,,
health_employment_rate_pct,degree_course,PASS,,,
health_employment_rate_pct,campus_name_raw_y,PASS,,,
health_employment_rate_pct,campus_name_std_y,PASS,,,
health_employment_rate_pct,region_sido,PASS,,,
health_employment_rate_pct,region_sigungu,PASS,,,
health_employment_rate_pct,hc_major_group_7,PASS,,,
health_employment_rate_pct,field_middle_name,PASS,,,
health_employment_rate_pct,field_small_name,PASS,,,
health_employment_rate_pct,admission_capacity_n,PASS,,0.04786947388905896,0.01728172817281728
health_employment_rate_pct,recruitment_n,PASS,,0.05169371961495765,0.01638163816381638
health_employment_rate_pct,applicants_n,PASS,,0.11379018764018957,0.015121512151215122
health_employment_rate_pct,admits_n,PASS,,0.11423401524235541,0.015661566156615663
health_employment_rate_pct,enrolled_students_n,PASS,,0.0938587097158161,0.0018001800180018
health_employment_rate_pct,leave_students_n,PASS,,0.06901930912945496,0.006120612061206121
health_employment_rate_pct,graduates_n,PASS,,0.08082101199182551,0.00234023402340234
health_employment_rate_pct,fulltime_faculty_n,PASS,,0.031052325537563166,0.01332133213321332
health_employment_rate_pct,nonfulltime_faculty_n,PASS,,0.016053015551100846,0.011701170117011701
health_employment_rate_pct,international_students_n,PASS,,0.019106797757942554,0.016201620162016202
health_employment_rate_pct,female_students_n,PASS,,0.0602920378399967,0.0072007200720072
health_employment_rate_pct,masters_students_n,PASS,,,0.019621962196219624
health_employment_rate_pct,doctoral_students_n,PASS,,,0.019621962196219624
health_employment_rate_pct,competition_ratio,PASS,,0.020974024419361675,0.0
health_employment_rate_pct,admission_yield_ratio,PASS,,0.03515009781889222,0.0
health_employment_rate_pct,admit_per_applicant_ratio,PASS,,0.009930237108332768,0.0
health_employment_rate_pct,leave_rate_pct,PASS,,0.10832998975699303,0.007271405199054717
health_employment_rate_pct,female_student_share_pct,PASS,,0.05840717474691548,0.009452826758771132
health_employment_rate_pct,international_student_share_pct,PASS,,0.0018287015291391258,0.014906380658062171
health_employment_rate_pct,student_faculty_ratio,PASS,,0.06853760860196795,0.00023651844843897824
health_employment_rate_pct,fulltime_faculty_share_pct,PASS,,0.10963790995256413,0.013245033112582781
health_employment_rate_pct,log_enrolled_students,PASS,,0.1429918297956987,0.00144014401440144
health_employment_rate_pct,log_graduates,PASS,,0.14347495104633035,0.00036003600360036
health_employment_rate_pct,school_uid,PASS,,,
health_employment_rate_pct,major_group_7,PASS,,,
health_employment_rate_pct,major7_mapping_method,PASS,,,
health_employment_rate_pct,major7_mapping_confidence,PASS,,,
health_employment_rate_pct,major7_candidate_count,PASS,,0.013226771011713778,0.0
health_employment_rate_pct,major7_sample_exclusion_rule,PASS,,,
health_employment_rate_pct,has_structure_context,PASS,,0.02822950900516969,0.0018124150430448573
health_employment_rate_pct,has_major_group_7_high_medium,PASS,,0.0014050827150805364,0.00015103458692040478
health_employment_rate_pct,row_qa_status,PASS,,,
health_employment_rate_pct,ctx24_reference_sample_n,PASS,,0.25135197385179553,0.0
health_employment_rate_pct,ctx24_mean_income_10kkrw,PASS,,0.3076264532861928,0.0
health_employment_rate_pct,ctx24_median_income_10kkrw,PASS,,0.3318043002822119,0.0
health_employment_rate_pct,ctx24_income_300plus_pct,PASS,,0.3258520436900689,0.0
health_employment_rate_pct,ctx24_income_400plus_pct,PASS,,0.2503325188566963,0.0
health_employment_rate_pct,ctx24_large_company_pct,PASS,,0.09085454839734164,0.0
health_employment_rate_pct,ctx24_mid_company_pct,PASS,,0.09177926862506988,0.0
health_employment_rate_pct,ctx24_small_company_pct,PASS,,0.029158257472195945,0.0
health_employment_rate_pct,ctx24_large_mid_company_pct,PASS,,0.09121333220247062,0.0
health_employment_rate_pct,ctx24_public_nonprofit_pct,PASS,,0.048628937165988366,0.0
health_employment_rate_pct,ctx24_cert_rate_pct,PASS,,0.10450728841579625,0.00015269506794930523
health_employment_rate_pct,ctx24_cert_per_person,PASS,,0.12910056936876568,0.0
health_employment_rate_pct,ctx24_log10_mean_income,PASS,,0.30550154742091523,0.0
health_employment_rate_pct,goms_profile_start_year,PASS,,,0.0
health_employment_rate_pct,goms_profile_end_year,PASS,,,0.0
health_employment_rate_pct,goms_profile_years_n,PASS,,,0.0
health_employment_rate_pct,goms_aggregation_method,PASS,,,
health_employment_rate_pct,goms_recent_employment_rate_pct,PASS,,0.298046725246969,0.0
health_employment_rate_pct,goms_recent_firm_300plus_pct,PASS,,0.3427032684063799,0.0
health_employment_rate_pct,goms_recent_public_nonprofit_pct,PASS,,0.016510107648212796,0.0
health_employment_rate_pct,goms_recent_permanent_pct,PASS,,0.3374414412076978,0.0
health_employment_rate_pct,goms_recent_unstable_pct,PASS,,0.3517786535524073,0.0
health_employment_rate_pct,goms_recent_self_employed_pct,PASS,,0.2741933104942571,0.0
health_employment_rate_pct,goms_recent_industry_hhi,PASS,,0.1669084506068784,0.0
health_employment_rate_pct,goms_recent_industry_top3_pct,PASS,,0.1291276706101581,0.0
health_employment_rate_pct,goms_recent_professional_highskill_pct,PASS,,0.09188307323947877,0.0
health_employment_rate_pct,goms_recent_mean_income_10kkrw,PASS,,0.3534218892761695,0.0
health_employment_rate_pct,goms_recent_weekly_work_hours,PASS,,0.34054558859256995,0.0
health_employment_rate_pct,goms_recent_hourly_income_proxy,PASS,,0.2926954984146361,0.0
health_employment_rate_pct,goms_income_trend_per_year,PASS,,0.21134853807250464,0.0
health_employment_rate_pct,goms_hours_trend_per_year,PASS,,0.09655407967512188,0.0
health_employment_rate_pct,goms_firm_300plus_trend_per_year,PASS,,0.1300578259467572,0.0
health_employment_rate_pct,goms_permanent_trend_per_year,PASS,,0.19446793238973517,0.0
health_employment_rate_pct,goms_latest_2019_mean_income_10kkrw,PASS,,0.2770436573773244,0.0
health_employment_rate_pct,goms_latest_2019_weekly_work_hours,PASS,,0.34929498133163206,0.0
health_employment_rate_pct,goms_latest_2019_firm_300plus_pct,PASS,,0.3427043417570323,0.00015269506794930523
health_employment_rate_pct,goms_latest_2019_permanent_pct,PASS,,0.33514375769442745,0.0
health_employment_rate_pct,goms_mapping_confidence,PASS,,,
health_employment_rate_pct,goms_row_qa_status,PASS,,,
health_employment_rate_pct,selectivity_proxy_pct,PASS,,0.12412421916168437,0.0007905138339920949
employment_rate_pct,analysis_year,PASS,,,0.0
employment_rate_pct,campus_name_raw_x,PASS,,,
employment_rate_pct,campus_seq,PASS,,,
employment_rate_pct,campus_branch,PASS,,,
employment_rate_pct,campus_name_std_x,PASS,,,
employment_rate_pct,credit_forfeit_flag,PASS,,0.05503885461924446,0.01011931732366712
employment_rate_pct,employment_rate_pct,FAIL,same_as_target|corr_abs_gt_0.995|deterministic_equality,1.0,1.0
employment_rate_pct,progression_rate_pct,PASS,,0.007894394719225284,0.0095151789759855
employment_rate_pct,vocational_college_progression_rate_pct,PASS,,0.004934228984920907,0.010572421084428334
employment_rate_pct,university_progression_rate_pct,PASS,,0.009592151156980666,0.010572421084428334
employment_rate_pct,domestic_progression_rate_pct,PASS,,0.008493959097474659,0.0095151789759855
employment_rate_pct,overseas_progression_rate_pct,PASS,,0.010748628617978392,0.01042138649750793
employment_rate_pct,has_selectivity,PASS,,0.017267296011894393,0.009364144389065096
employment_rate_pct,has_employment,FAIL,employment_lineage_name,,0.0
employment_rate_pct,has_progression,PASS,,,0.0
employment_rate_pct,rate_range_qa,PASS,,,
employment_rate_pct,dept_norm_strict,PASS,,,
employment_rate_pct,dept_norm_suffix_reduced,PASS,,,
employment_rate_pct,dept_token_signature,PASS,,,
employment_rate_pct,school_uid_x,PASS,,,
employment_rate_pct,match_stage,PASS,,,
employment_rate_pct,match_method,PASS,,,
employment_rate_pct,match_status,PASS,,,
employment_rate_pct,match_score,PASS,,,0.0
employment_rate_pct,candidate_count,PASS,,0.01031131772537419,0.0
employment_rate_pct,unmatched_reason,PASS,,,
employment_rate_pct,candidate_headcount_row_ids,PASS,,,
employment_rate_pct,campus_conflict_flag,PASS,,0.009195980576756536,0.010572421084428334
employment_rate_pct,degree_course_conflict_flag,PASS,,,0.010572421084428334
employment_rate_pct,major_conflict_flag,PASS,,,0.010572421084428334
employment_rate_pct,forbidden_modifier_conflict_flag,PASS,,,0.010572421084428334
employment_rate_pct,headcount_match_flag,PASS,,0.022352940073175415,0.0012082766953632382
employment_rate_pct,headcount_grain_version,PASS,,,
employment_rate_pct,headcount_grain_uid,PASS,,,
employment_rate_pct,grain_resolution_method,PASS,,,
employment_rate_pct,raw_row_lineage,PASS,,0.1065743615175229,0.0
employment_rate_pct,school_uid_y,PASS,,,
employment_rate_pct,campus_uid,PASS,,,
employment_rate_pct,dept_uid,PASS,,,
employment_rate_pct,kedi_dept_code,PASS,,,
employment_rate_pct,school_type,PASS,,,
employment_rate_pct,degree_course,PASS,,,
employment_rate_pct,campus_name_raw_y,PASS,,,
