target,feature,audit_status,reasons,abs_corr_train_validation,deterministic_equal_rate
graduate_school_progression_rate_pct,campus_conflict_flag,PASS,,0.002141801022865591,0.425890064054819
graduate_school_progression_rate_pct,degree_course_conflict_flag,PASS,,,0.4337851929092805
graduate_school_progression_rate_pct,major_conflict_flag,PASS,,,0.4337851929092805
graduate_school_progression_rate_pct,forbidden_modifier_conflict_flag,PASS,,,0.4337851929092805
graduate_school_progression_rate_pct,headcount_match_flag,PASS,,0.025623439845631715,0.05928794875614479
graduate_school_progression_rate_pct,headcount_grain_version,PASS,,,
graduate_school_progression_rate_pct,headcount_grain_uid,PASS,,,
graduate_school_progression_rate_pct,grain_resolution_method,PASS,,,
graduate_school_progression_rate_pct,raw_row_lineage,PASS,,0.05554830456465444,0.0
graduate_school_progression_rate_pct,school_uid_y,PASS,,,
graduate_school_progression_rate_pct,campus_uid,PASS,,,
graduate_school_progression_rate_pct,dept_uid,PASS,,,
graduate_school_progression_rate_pct,kedi_dept_code,PASS,,,
graduate_school_progression_rate_pct,school_type,PASS,,,
graduate_school_progression_rate_pct,degree_course,PASS,,,
graduate_school_progression_rate_pct,campus_name_raw_y,PASS,,,
graduate_school_progression_rate_pct,campus_name_std_y,PASS,,,
graduate_school_progression_rate_pct,region_sido,PASS,,,
graduate_school_progression_rate_pct,region_sigungu,PASS,,,
graduate_school_progression_rate_pct,hc_major_group_7,PASS,,,
graduate_school_progression_rate_pct,field_middle_name,PASS,,,
graduate_school_progression_rate_pct,field_small_name,PASS,,,
graduate_school_progression_rate_pct,admission_capacity_n,PASS,,0.021167832723838466,0.23083747338537972
graduate_school_progression_rate_pct,recruitment_n,PASS,,0.023452512498252868,0.21557842441447836
graduate_school_progression_rate_pct,applicants_n,PASS,,0.06986607935898048,0.2159332860184528
graduate_school_progression_rate_pct,admits_n,PASS,,0.0015264179215193651,0.20014194464158977
graduate_school_progression_rate_pct,enrolled_students_n,PASS,,0.0007047812887099578,0.00674237047551455
graduate_school_progression_rate_pct,leave_students_n,PASS,,0.012360017817377531,0.028743789921930447
graduate_school_progression_rate_pct,graduates_n,PASS,,0.02181460235140096,0.007274662881476224
graduate_school_progression_rate_pct,fulltime_faculty_n,PASS,,0.030895389186010574,0.1603974449964514
graduate_school_progression_rate_pct,nonfulltime_faculty_n,PASS,,0.038053858462601085,0.14158977998580555
graduate_school_progression_rate_pct,international_students_n,PASS,,0.05137108230353802,0.2885024840312278
graduate_school_progression_rate_pct,female_students_n,PASS,,0.03953501633985682,0.033179559971611074
graduate_school_progression_rate_pct,masters_students_n,PASS,,,0.44623846699787084
graduate_school_progression_rate_pct,doctoral_students_n,PASS,,,0.44623846699787084
graduate_school_progression_rate_pct,competition_ratio,PASS,,0.1203691041925929,0.0015408320493066256
graduate_school_progression_rate_pct,admission_yield_ratio,PASS,,0.05349300514642357,0.0012326656394453005
graduate_school_progression_rate_pct,admit_per_applicant_ratio,PASS,,0.08178684242445826,0.0009247842170160296
graduate_school_progression_rate_pct,leave_rate_pct,PASS,,0.017184179805101885,0.021676818344679327
graduate_school_progression_rate_pct,female_student_share_pct,PASS,,0.059483170921846504,0.02776782515227517
graduate_school_progression_rate_pct,international_student_share_pct,PASS,,0.07435729643751512,0.2850232891436761
graduate_school_progression_rate_pct,student_faculty_ratio,PASS,,0.051904699088322265,0.0011652295502213937
graduate_school_progression_rate_pct,fulltime_faculty_share_pct,PASS,,0.059915622260530606,0.04614309018876719
graduate_school_progression_rate_pct,log_enrolled_students,PASS,,0.06875915044397925,0.0063875088715401
graduate_school_progression_rate_pct,log_graduates,PASS,,0.010813035144030585,0.00319375443577005
graduate_school_progression_rate_pct,school_uid,PASS,,,
graduate_school_progression_rate_pct,major_group_7,PASS,,,
graduate_school_progression_rate_pct,major7_mapping_method,PASS,,,
graduate_school_progression_rate_pct,major7_mapping_confidence,PASS,,,
graduate_school_progression_rate_pct,major7_candidate_count,PASS,,0.015568174312562667,0.0013406822583047818
graduate_school_progression_rate_pct,major7_sample_exclusion_rule,PASS,,,
graduate_school_progression_rate_pct,has_structure_context,PASS,,0.025623439845631715,0.05928794875614479
graduate_school_progression_rate_pct,has_major_group_7_high_medium,PASS,,0.01988524758294292,0.0035751526888127515
graduate_school_progression_rate_pct,row_qa_status,PASS,,,
graduate_school_progression_rate_pct,ctx24_reference_sample_n,PASS,,0.0065494772147445405,0.0
graduate_school_progression_rate_pct,ctx24_mean_income_10kkrw,PASS,,0.08376767042408163,0.0
graduate_school_progression_rate_pct,ctx24_median_income_10kkrw,PASS,,0.12280144791077427,0.0
graduate_school_progression_rate_pct,ctx24_income_300plus_pct,PASS,,0.07373630293439254,0.0
graduate_school_progression_rate_pct,ctx24_income_400plus_pct,PASS,,0.11034265617267601,0.0
graduate_school_progression_rate_pct,ctx24_large_company_pct,PASS,,0.24701415969280852,0.0
graduate_school_progression_rate_pct,ctx24_mid_company_pct,PASS,,0.2393756073153164,0.0
graduate_school_progression_rate_pct,ctx24_small_company_pct,PASS,,0.13950275134114906,0.0
graduate_school_progression_rate_pct,ctx24_large_mid_company_pct,PASS,,0.24453060070303137,0.0
graduate_school_progression_rate_pct,ctx24_public_nonprofit_pct,PASS,,0.2317881892105782,0.0
graduate_school_progression_rate_pct,ctx24_cert_rate_pct,PASS,,0.3096147138140686,0.0
graduate_school_progression_rate_pct,ctx24_cert_per_person,PASS,,0.31226948501878893,0.0
graduate_school_progression_rate_pct,ctx24_log10_mean_income,PASS,,0.08371095786670062,0.0
graduate_school_progression_rate_pct,goms_profile_start_year,PASS,,,0.0
graduate_school_progression_rate_pct,goms_profile_end_year,PASS,,,0.0
graduate_school_progression_rate_pct,goms_profile_years_n,PASS,,,0.00015060240963855423
graduate_school_progression_rate_pct,goms_aggregation_method,PASS,,,
graduate_school_progression_rate_pct,goms_recent_employment_rate_pct,PASS,,0.09019954454071008,0.0
graduate_school_progression_rate_pct,goms_recent_firm_300plus_pct,PASS,,0.1284330851278329,0.0
graduate_school_progression_rate_pct,goms_recent_public_nonprofit_pct,PASS,,0.13746663518770635,0.0
graduate_school_progression_rate_pct,goms_recent_permanent_pct,PASS,,0.01191037070254778,0.0
graduate_school_progression_rate_pct,goms_recent_unstable_pct,PASS,,0.011831027493231781,0.0
graduate_school_progression_rate_pct,goms_recent_self_employed_pct,PASS,,0.0072447504381891945,0.0
graduate_school_progression_rate_pct,goms_recent_industry_hhi,PASS,,0.12123471799951276,0.0
graduate_school_progression_rate_pct,goms_recent_industry_top3_pct,PASS,,0.003948973081090649,0.0
graduate_school_progression_rate_pct,goms_recent_professional_highskill_pct,PASS,,0.010585990716553854,0.0
graduate_school_progression_rate_pct,goms_recent_mean_income_10kkrw,PASS,,0.06420064236515018,0.0
graduate_school_progression_rate_pct,goms_recent_weekly_work_hours,PASS,,0.17459464465063335,0.0
graduate_school_progression_rate_pct,goms_recent_hourly_income_proxy,PASS,,0.042676623280626394,0.0
graduate_school_progression_rate_pct,goms_income_trend_per_year,PASS,,0.040972633664065436,0.0
graduate_school_progression_rate_pct,goms_hours_trend_per_year,PASS,,0.10396928866380473,0.0
graduate_school_progression_rate_pct,goms_firm_300plus_trend_per_year,PASS,,0.028235815750536682,0.0
graduate_school_progression_rate_pct,goms_permanent_trend_per_year,PASS,,0.2420648680398821,0.0
graduate_school_progression_rate_pct,goms_latest_2019_mean_income_10kkrw,PASS,,0.03880502591280195,0.0
graduate_school_progression_rate_pct,goms_latest_2019_weekly_work_hours,PASS,,0.14493388103039528,0.00015060240963855423
graduate_school_progression_rate_pct,goms_latest_2019_firm_300plus_pct,PASS,,0.08888900148634324,0.0010542168674698795
graduate_school_progression_rate_pct,goms_latest_2019_permanent_pct,PASS,,0.0024230185319143727,0.0
graduate_school_progression_rate_pct,goms_mapping_confidence,PASS,,,
graduate_school_progression_rate_pct,goms_row_qa_status,PASS,,,
graduate_school_progression_rate_pct,selectivity_proxy_pct,PASS,,0.2534721489362099,0.0
progression_rate_pct,analysis_year,PASS,,,0.0
progression_rate_pct,campus_name_raw_x,PASS,,,
progression_rate_pct,campus_seq,PASS,,,
progression_rate_pct,campus_branch,PASS,,,
progression_rate_pct,campus_name_std_x,PASS,,,
progression_rate_pct,credit_forfeit_flag,PASS,,0.10315858951488507,0.37941307910025324
progression_rate_pct,employment_rate_pct,PASS,,0.007894394719225283,0.0095151789759855
progression_rate_pct,progression_rate_pct,FAIL,same_as_target|corr_abs_gt_0.995|deterministic_equality,0.9999999999999999,1.0
progression_rate_pct,vocational_college_progression_rate_pct,FAIL,same_target_family_outcome|progression_lineage_name,0.047580461137532726,0.4136749590347088
progression_rate_pct,university_progression_rate_pct,FAIL,same_target_family_outcome|progression_lineage_name,0.09753470585036018,0.4214211231938031
progression_rate_pct,domestic_progression_rate_pct,FAIL,same_target_family_outcome|progression_lineage_name|corr_abs_gt_0.995,0.9988130355127953,0.9754208252644123
progression_rate_pct,overseas_progression_rate_pct,FAIL,same_target_family_outcome|progression_lineage_name,0.1218384021958973,0.40577983018024727
progression_rate_pct,has_selectivity,PASS,,0.07580571720308055,0.2788619097273946
progression_rate_pct,has_employment,PASS,,0.18406515471928747,0.005511693728586325
progression_rate_pct,has_progression,FAIL,progression_lineage_name,,0.00014896469536719798
progression_rate_pct,rate_range_qa,PASS,,,
progression_rate_pct,dept_norm_strict,PASS,,,
progression_rate_pct,dept_norm_suffix_reduced,PASS,,,
progression_rate_pct,dept_token_signature,PASS,,,
progression_rate_pct,school_uid_x,PASS,,,
progression_rate_pct,match_stage,PASS,,,
progression_rate_pct,match_method,PASS,,,
progression_rate_pct,match_status,PASS,,,
progression_rate_pct,match_score,PASS,,,0.00015405946695424435
progression_rate_pct,candidate_count,PASS,,0.04262228451571769,0.008490987635930284
progression_rate_pct,unmatched_reason,PASS,,,
progression_rate_pct,candidate_headcount_row_ids,PASS,,,
progression_rate_pct,campus_conflict_flag,PASS,,0.0009090785472924484,0.39520333680917624
progression_rate_pct,degree_course_conflict_flag,PASS,,,0.40294950096827054
progression_rate_pct,major_conflict_flag,PASS,,,0.40294950096827054
progression_rate_pct,forbidden_modifier_conflict_flag,PASS,,,0.40294950096827054
progression_rate_pct,headcount_match_flag,PASS,,0.026779718234059818,0.05496797259049605
progression_rate_pct,headcount_grain_version,PASS,,,
progression_rate_pct,headcount_grain_uid,PASS,,,
progression_rate_pct,grain_resolution_method,PASS,,,
progression_rate_pct,raw_row_lineage,PASS,,0.052534632701610656,0.0
progression_rate_pct,school_uid_y,PASS,,,
progression_rate_pct,campus_uid,PASS,,,
progression_rate_pct,dept_uid,PASS,,,
progression_rate_pct,kedi_dept_code,PASS,,,
progression_rate_pct,school_type,PASS,,,
progression_rate_pct,degree_course,PASS,,,
progression_rate_pct,campus_name_raw_y,PASS,,,
progression_rate_pct,campus_name_std_y,PASS,,,
progression_rate_pct,region_sido,PASS,,,
progression_rate_pct,region_sigungu,PASS,,,
progression_rate_pct,hc_major_group_7,PASS,,,
progression_rate_pct,field_middle_name,PASS,,,
progression_rate_pct,field_small_name,PASS,,,
progression_rate_pct,admission_capacity_n,PASS,,0.007657220441087172,0.21486870120652946
progression_rate_pct,recruitment_n,PASS,,0.009920176988207326,0.20191625266146204
progression_rate_pct,applicants_n,PASS,,0.06776399331644978,0.20209368346344925
progression_rate_pct,admits_n,PASS,,0.0077169514124787305,0.1882540809084457
progression_rate_pct,enrolled_students_n,PASS,,0.00836522486430479,0.00674237047551455
progression_rate_pct,leave_students_n,PASS,,0.02140990340119303,0.028743789921930447
progression_rate_pct,graduates_n,PASS,,0.013203709711712388,0.007452093683463449
progression_rate_pct,fulltime_faculty_n,PASS,,0.029331781390007274,0.150638750887154
progression_rate_pct,nonfulltime_faculty_n,PASS,,0.036893226959621404,0.1328956706884315
progression_rate_pct,international_students_n,PASS,,0.051772639568174315,0.27164655784244146
progression_rate_pct,female_students_n,PASS,,0.029068559586927573,0.03300212916962385
progression_rate_pct,masters_students_n,PASS,,,0.4146557842441448
progression_rate_pct,doctoral_students_n,PASS,,,0.4146557842441448
progression_rate_pct,competition_ratio,PASS,,0.11373579796595693,0.0015408320493066256
progression_rate_pct,admission_yield_ratio,PASS,,0.041926206185092726,0.0012326656394453005
progression_rate_pct,admit_per_applicant_ratio,PASS,,0.06977576975574518,0.0006165228113440197
progression_rate_pct,leave_rate_pct,PASS,,0.019170320550385953,0.02149767108563239
progression_rate_pct,female_student_share_pct,PASS,,0.05727453638207901,0.027588677893228233
progression_rate_pct,international_student_share_pct,PASS,,0.07514521904712489,0.2680042995342171
progression_rate_pct,student_faculty_ratio,PASS,,0.041000083864915125,0.0011652295502213937
progression_rate_pct,fulltime_faculty_share_pct,PASS,,0.059212610344011186,0.04311349335819156
progression_rate_pct,log_enrolled_students,PASS,,0.07088661761279182,0.0063875088715401
progression_rate_pct,log_graduates,PASS,,0.014034643539427022,0.00319375443577005
progression_rate_pct,school_uid,PASS,,,
progression_rate_pct,major_group_7,PASS,,,
progression_rate_pct,major7_mapping_method,PASS,,,
progression_rate_pct,major7_mapping_confidence,PASS,,,
progression_rate_pct,major7_candidate_count,PASS,,0.013856949175584901,0.0010427528675703858
progression_rate_pct,major7_sample_exclusion_rule,PASS,,,
progression_rate_pct,has_structure_context,PASS,,0.026779718234059818,0.05496797259049605
progression_rate_pct,has_major_group_7_high_medium,PASS,,0.019332958017327206,0.0032772232980783555
progression_rate_pct,row_qa_status,PASS,,,
progression_rate_pct,ctx24_reference_sample_n,PASS,,0.011664400965377249,0.0
progression_rate_pct,ctx24_mean_income_10kkrw,PASS,,0.08016853349789581,0.0
progression_rate_pct,ctx24_median_income_10kkrw,PASS,,0.11689306538602606,0.0
progression_rate_pct,ctx24_income_300plus_pct,PASS,,0.06865735242609605,0.0
progression_rate_pct,ctx24_income_400plus_pct,PASS,,0.10666768884781826,0.0
progression_rate_pct,ctx24_large_company_pct,PASS,,0.24347943949622902,0.0
progression_rate_pct,ctx24_mid_company_pct,PASS,,0.23578773083702304,0.0
progression_rate_pct,ctx24_small_company_pct,PASS,,0.13835300141890777,0.0
progression_rate_pct,ctx24_large_mid_company_pct,PASS,,0.24097602722125894,0.0
progression_rate_pct,ctx24_public_nonprofit_pct,PASS,,0.22871781530825502,0.0
progression_rate_pct,ctx24_cert_rate_pct,PASS,,0.3057609876822124,0.0
progression_rate_pct,ctx24_cert_per_person,PASS,,0.3071984163180933,0.0
progression_rate_pct,ctx24_log10_mean_income,PASS,,0.08033708832920851,0.0
progression_rate_pct,goms_profile_start_year,PASS,,,0.0
progression_rate_pct,goms_profile_end_year,PASS,,,0.0
progression_rate_pct,goms_profile_years_n,PASS,,,0.00015060240963855423
progression_rate_pct,goms_aggregation_method,PASS,,,
progression_rate_pct,goms_recent_employment_rate_pct,PASS,,0.09613261967644436,0.0
progression_rate_pct,goms_recent_firm_300plus_pct,PASS,,0.12416174620857662,0.0
progression_rate_pct,goms_recent_public_nonprofit_pct,PASS,,0.1364386446857134,0.0
progression_rate_pct,goms_recent_permanent_pct,PASS,,0.006544758503983633,0.0
progression_rate_pct,goms_recent_unstable_pct,PASS,,0.00556970156939191,0.0
progression_rate_pct,goms_recent_self_employed_pct,PASS,,0.004106004623409718,0.0
progression_rate_pct,goms_recent_industry_hhi,PASS,,0.12374562239879731,0.0
progression_rate_pct,goms_recent_industry_top3_pct,PASS,,0.007782683631762821,0.0
progression_rate_pct,goms_recent_professional_highskill_pct,PASS,,0.015238319828202458,0.0
progression_rate_pct,goms_recent_mean_income_10kkrw,PASS,,0.05919449226069219,0.0
progression_rate_pct,goms_recent_weekly_work_hours,PASS,,0.16822388985617806,0.0
progression_rate_pct,goms_recent_hourly_income_proxy,PASS,,0.045274829142561264,0.0
progression_rate_pct,goms_income_trend_per_year,PASS,,0.038880214605527465,0.0
progression_rate_pct,goms_hours_trend_per_year,PASS,,0.10699676831688869,0.0
progression_rate_pct,goms_firm_300plus_trend_per_year,PASS,,0.02780530892674574,0.0
progression_rate_pct,goms_permanent_trend_per_year,PASS,,0.24381495406278694,0.0
progression_rate_pct,goms_latest_2019_mean_income_10kkrw,PASS,,0.03716163206680761,0.0
progression_rate_pct,goms_latest_2019_weekly_work_hours,PASS,,0.13920866605204843,0.00015060240963855423
progression_rate_pct,goms_latest_2019_firm_300plus_pct,PASS,,0.0852172870282774,0.0009036144578313253
progression_rate_pct,goms_latest_2019_permanent_pct,PASS,,0.0032243786174599434,0.0
progression_rate_pct,goms_mapping_confidence,PASS,,,
progression_rate_pct,goms_row_qa_status,PASS,,,
progression_rate_pct,selectivity_proxy_pct,PASS,,0.25056095136171175,0.0
