audit_type,flag,group_col,group_value,n,observed_rate,feature,smd,median_diff,ks_statistic,cramers_v
numeric_observed_vs_unobserved,major_context_eligible,,,,,employment_rate_pct,0.07099363952875137,2.2281150817871094,0.12156383693218231,
numeric_observed_vs_unobserved,major_context_eligible,,,,,progression_rate_pct,-0.26798808574676514,-4.201680660247803,0.17535614967346191,
numeric_observed_vs_unobserved,major_context_eligible,,,,,vocational_college_progression_rate_pct,0.13963863253593445,0.0,0.030369162559509277,
numeric_observed_vs_unobserved,major_context_eligible,,,,,university_progression_rate_pct,-0.02695605903863907,0.0,0.032814621925354004,
numeric_observed_vs_unobserved,major_context_eligible,,,,,domestic_progression_rate_pct,-0.26615411043167114,-4.285714149475098,0.17596957087516785,
numeric_observed_vs_unobserved,major_context_eligible,,,,,overseas_progression_rate_pct,-0.06838684529066086,0.0,0.03933417797088623,
numeric_observed_vs_unobserved,major_context_eligible,,,,,has_selectivity,0.28655397747182626,0.0,0.1310466784799399,
numeric_observed_vs_unobserved,major_context_eligible,,,,,has_employment,0.3037416416372599,0.0,0.14254656291531037,
numeric_observed_vs_unobserved,major_context_eligible,,,,,has_progression,0.30729122339569553,0.0,0.14319059496523429,
numeric_observed_vs_unobserved,major_context_eligible,,,,,candidate_count,-0.9937302080410862,-2.0,0.7907040293534159,
numeric_observed_vs_unobserved,major_context_eligible,,,,,campus_conflict_flag,-0.5230373667660475,0.0,0.14901457077370528,
numeric_observed_vs_unobserved,major_context_eligible,,,,,headcount_match_flag,3.3619208502385325,1.0,0.8496696777672914,
numeric_observed_vs_unobserved,major_context_eligible,,,,,raw_row_lineage,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,admission_capacity_n,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,recruitment_n,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,applicants_n,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,admits_n,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,enrolled_students_n,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,leave_students_n,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,graduates_n,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,fulltime_faculty_n,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,nonfulltime_faculty_n,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,international_students_n,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,female_students_n,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,competition_ratio,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,admission_yield_ratio,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,admit_per_applicant_ratio,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,leave_rate_pct,,,,
numeric_observed_vs_unobserved,major_context_eligible,,,,,female_student_share_pct,,,,
categorical_cramers_v,major_context_eligible,,,,,major_group_7,,,,1.0
categorical_cramers_v,major_context_eligible,,,,,region_sido,,,,0.2685389116421286
categorical_cramers_v,major_context_eligible,,,,,school_type,,,,0.26853891164212856
categorical_cramers_v,major_context_eligible,,,,,degree_course,,,,0.26853891164212856
categorical_cramers_v,major_context_eligible,,,,,split,,,,0.027075231952283677
