학교명,rows,admission_n,admission_mean,admission_median,A_mean,CD_mean,F_mean,employment_mean,advancement_mean,admission_row_coverage_pct,입결커버구간
부산외국어대학교,77,0,,,64.08594637634512,8.166869335724432,3.341120750487503,57.626696211126315,2.6329140373801865,0.0,0%
덕성여자대학교,76,0,,,38.051965761608905,20.739485747077765,2.991433716507133,59.75840484796864,10.531387660925674,0.0,0%
한경국립대학교,75,0,,,35.668479647567516,25.041740171077446,5.708629812423042,58.21997930739352,9.867532633332976,0.0,0%
건국대학교(글로컬)_분교,73,0,,,35.33485561835874,24.92830155469003,8.285588320540409,62.63375418339085,5.2070788876106615,0.0,0%
국립순천대학교,67,0,,,38.65222973420412,19.937256397067472,3.0274549643188124,58.57697295290595,6.59435158518713,0.0,0%
세명대학교,65,0,,,49.589861324249256,15.806548887475708,2.8887697837669064,65.36086802218242,2.7504937874416533,0.0,0%
국립목포대학교,65,0,,,43.73678682485898,10.994644455075187,3.1076353998462727,67.99196889623424,5.4327785461095806,0.0,0%
호남대학교,64,0,,,36.37983541054804,16.924608283585137,4.006825628544087,59.76315007212299,2.1552431486268393,0.0,0%
서원대학교,52,0,,,34.874759716208274,24.027595963213802,2.1076430475732955,58.76545524978292,3.308546560315648,0.0,0%
국립강릉원주대학교(폐교),51,0,,,35.5768401063442,24.534401353217653,2.9040192793377284,,,0.0,0%
상명대학교_제2캠퍼스,49,0,,,48.515223731187376,8.206601443237796,2.261349961248559,61.639636002319826,4.182135545247152,0.0,0%
명지대학교_제2캠퍼스,44,0,,,39.54847431833772,17.993156861297933,2.005205897534396,68.33030983691839,4.653053515820948,0.0,0%
신경주대학교,43,0,,,49.22394330450052,11.892247796708967,7.5868036992603995,72.02367807630966,4.1208791208791204,0.0,0%
우송대학교,41,0,,,34.136934399910324,25.778637805023152,3.3407905323396787,67.55642013857769,1.303007036739153,0.0,0%
경남과학기술대학교(폐교),40,0,,,29.947155333409928,33.16822703625583,2.2818667049880688,,,0.0,0%
전남대학교_제2캠퍼스,35,0,,,40.846104350793354,19.21344313910234,2.2808552791721253,64.15038034164435,9.798275801827772,0.0,0%
위덕대학교,32,0,,,29.469232652339667,10.606086913213083,5.957765708586293,61.36613283415993,3.674425017996242,0.0,0%
송원대학교,28,0,,,41.56262095879038,16.49880385407456,3.9880620467240036,66.6379356328435,1.3307141038233474,0.0,0%
한국방송통신대학교,27,0,,,28.298647232197506,26.545723457992377,22.363996548915857,73.25312520664838,4.790140835419692,0.0,0%
한국예술종합학교,27,0,,,79.10814747375963,3.490738406320779,2.450557881050074,67.27100908153764,10.816920879841962,0.0,0%
울산과학기술원,24,0,,,54.02101372494791,10.736031793444043,1.7030950302510715,61.49298405999943,53.43329039381671,0.0,0%
을지대학교_제2캠퍼스,24,0,,,50.64384401709619,14.908469979090528,3.4619130973373333,75.60921522576038,2.901059598323517,0.0,0%
홍익대학교_제2캠퍼스,24,0,,,30.348739490505363,25.318301422353475,4.221506097723153,64.42905139811944,6.122716575909702,0.0,0%
경동대학교_제4캠퍼스,23,0,,,52.14278083374893,13.301612693014055,2.456897833036035,70.30812177190259,0.5701579715916634,0.0,0%
영산대학교(양산)_제2캠퍼스,22,0,,,34.871862531930965,11.703393820595561,5.898362961492592,62.07725939757842,0.6880690214023546,0.0,0%
중앙대학교_제2캠퍼스,20,0,,,33.49057466792167,25.722691252651053,7.509294671507705,70.12125673632623,11.686676044910707,0.0,0%
대구예술대학교,20,0,,,73.6655062010919,3.036800180837162,2.400301379321798,59.00297619047619,1.3888888888888888,0.0,0%
한국과학기술원,20,0,,,57.991558211454006,8.489239702082552,1.77521412526796,62.51249343621784,52.543774709740326,0.0,0%
건양대학교_제2캠퍼스,17,0,,,29.97332474481085,10.838818396845156,0.9178527938974772,78.46565125904155,4.081947745697914,0.0,0%
경기대학교_제2캠퍼스,15,0,,,39.92354812667664,8.049773706925514,2.0929080096201984,67.15604606490358,1.1023972888379667,0.0,0%
안양대학교_제2캠퍼스,15,0,,,38.82973220954399,15.731105057153579,3.7335546036217724,58.0,0.0,0.0,0%
경인교육대학교,14,0,,,23.4091739783546,22.009295431788424,5.588403351478573,,,0.0,0%
경인교육대학교_제2캠퍼스,14,0,,,23.64425138464344,26.09079791748875,0.4691833309620264,59.31217874240268,1.0265848142535703,0.0,0%
예원예술대학교,14,0,,,29.648005523151774,20.142498730835705,3.242515685697487,59.024007038712924,1.4285714285714286,0.0,0%
광주교육대학교,13,0,,,28.159640200893964,21.894338803955005,0.8356549957919636,58.14563375432941,0.0,0.0,0%
경동대학교,13,0,,,45.21608681824042,16.883477001986417,1.8215454432728901,81.78571428571429,1.3888888888888888,0.0,0%
부산교육대학교,13,0,,,27.401582320953274,22.097010366783177,1.701550891257782,58.89215731314394,0.5824175824175825,0.0,0%
경동대학교_제3캠퍼스,13,0,,,49.32789075848708,16.35919308357651,1.1094647343825688,73.09351075102559,0.6876508103524439,0.0,0%
차의과학대학교,13,0,,,34.40845579292647,23.52638393265425,0.7278264080503997,71.20403454628054,15.458007538700842,0.0,0%
춘천교육대학교,12,0,,,22.95502417963782,26.279092807244368,1.251363408197552,56.75484648248266,1.2598942006269593,0.0,0%
공주교육대학교,12,0,,,29.44006629231197,29.315251499397807,1.3397452707354451,63.530669545162304,1.5849753694581281,0.0,0%
한동대학교,12,0,,,51.83771837156849,12.281621505214872,2.1837045543946094,57.849008676450765,17.572704768098706,0.0,0%
전주교육대학교,12,0,,,27.71203071638138,21.10324615738128,2.5479242401177484,59.99050766204825,1.3955984970477724,0.0,0%
포항공과대학교,12,0,,,62.30324761128179,5.237469093024284,0.16911741691287066,71.72963400236128,65.07426095561688,0.0,0%
진주교육대학교,12,0,,,36.30265779440162,12.545768396935129,1.12300778769537,58.36916199007129,1.0149572649572651,0.0,0%
국립강릉원주대학교_제2캠퍼스(폐교),11,0,,,34.83053132846362,23.993327683567,1.814012946140907,,,0.0,0%
광주과학기술원,10,0,,,68.53040677073184,11.79462101366126,0.5,81.90476190476191,80.59073694666915,0.0,0%
서울기독대학교,9,0,,,62.2868922302366,3.417055547254206,5.476026413681955,54.77723665223666,9.863945578231293,0.0,0%
인천가톨릭대학교_제2캠퍼스,9,0,,,29.077369758169418,26.811748072020876,8.926102551703885,55.91015466015467,5.28322440087146,0.0,0%
광신대학교,7,0,,,38.81654413903484,7.527905227246756,9.085053786629548,57.69063180827887,14.342403628117916,0.0,0%
한국전통문화대학교,7,0,,,44.82966688138011,12.483705203050514,0.4847374463346875,70.88141025641025,17.477591036414566,0.0,0%
신한대학교,7,0,,,36.9362225893158,20.174734288658886,1.036222243243076,72.46788246157512,3.0832130832130837,0.0,0%
대신대학교,6,0,,,50.11590408122053,7.645815409621496,0.7516686043735121,53.62280701754386,17.115384615384617,0.0,0%
한일장신대학교,6,0,,,54.03082290409244,7.542614397634334,0.0,62.02808887019413,8.75,0.0,0%
중앙승가대학교,5,0,,,90.2670759473085,0.23809523809523808,0.23255813953488377,,62.5,0.0,0%
서울장신대학교,5,0,,,50.02272001995006,11.575218510564975,3.715971378060724,48.72727272727273,15.68986568986569,0.0,0%
예원예술대학교_제2캠퍼스,5,0,,,35.35493667368548,17.048965003620403,1.4635870556590096,39.8932112890923,16.666666666666668,0.0,0%
영남신학대학교,5,0,,,36.547808181933206,5.016125117514143,8.636530614893037,35.714285714285715,34.10714285714286,0.0,0%
을지대학교_제3캠퍼스,4,0,,,50.55014070652055,15.60811875754912,0.7779822963069716,70.24524524524524,0.0,0.0,0%
가톨릭대학교_제2캠퍼스,3,0,,,37.158299559899945,17.139603423628717,21.846052354085796,63.30213903743316,1.4285714285714286,0.0,0%
을지대학교,2,0,,,34.72222222222223,32.638888888888886,0.0,69.6969696969697,0.0,0.0,0%
대구경북과학기술원,2,0,,,50.484971864729644,13.822821445887634,2.1308403820573343,67.21311475409836,59.354838709677416,0.0,0%
부산장신대학교,2,0,,,31.02082874623858,12.347666484366641,3.931127556854685,58.8235294117647,31.25,0.0,0%
순복음총회신학교,2,0,,,55.365899494594075,16.665846981425798,5.465367965367966,100.0,12.5,0.0,0%
가톨릭대학교_제3캠퍼스,1,0,,,28.89921518841249,30.41026602804548,2.673264469963645,,55.55555555555556,0.0,0%
광주가톨릭대학교,1,0,,,58.04980127664699,7.259047934481513,0.0,,57.142857142857146,0.0,0%
수원가톨릭대학교,1,0,,,69.39482066195816,3.346431703826801,0.0,,12.12121212121212,0.0,0%
영산선학대학교,1,0,,,62.294117647058826,8.450980392156861,0.5882352941176471,,81.25,0.0,0%
인천가톨릭대학교,1,0,,,25.41654939487757,35.40529130312412,0.0,,17.647058823529413,0.0,0%
한국에너지공과대학교,1,0,,,59.28070175438596,8.100877192982455,0.6666666666666666,,,0.0,0%
