학과_계열,n,universities,admission_median,admission_mean,A_median,CD_median,employment_median,advancement_median,lift_vs_overall_median
윤리교육과,15,15,76.03,70.55126666666666,44.50980392156863,12.601626016260164,53.84615384615385,0.0,3.530000000000001
건축,39,39,76.0,71.710907603817,35.84989426705455,18.226331827256487,72.72727272727273,0.0,3.5
컴퓨터공학,2,2,76.0,76.0,26.463275347039183,18.923812452410242,50.526315789473685,1.0416666666666667,3.5
건설환경공학,1,1,76.0,76.0,42.31842176241668,17.406850845759642,60.0,33.333333333333336,3.5
글로벌통상・문화,1,1,76.0,76.0,31.34283811023349,22.64882214013202,,,3.5
반도체신소재공,1,1,76.0,76.0,15.789473684210526,47.36842105263158,,,3.5
지능형모빌리티융합,1,1,76.0,76.0,45.00984251968504,15.14271653543307,100.0,0.0,3.5
화장품발명디자인,1,1,76.0,76.0,40.58746477196047,18.76672091453976,63.333333333333336,0.0,3.5
간호,77,77,75.959,73.48568403846531,45.9577152506424,19.66057422530951,74.07407407407408,0.0,3.459000000000003
법,24,24,75.95,74.33518930041153,34.13189445335057,21.891986986749675,50.57471264367816,2.247191011235955,3.450000000000003
AI빅데이터융합,1,1,75.9,75.9,42.47753530166881,16.061189559264015,,,3.4000000000000057
정경,1,1,75.86506024096384,75.86506024096384,37.24482362208759,19.86224878636113,,,3.3650602409638424
정보통신공,13,13,75.8,71.05110256410256,37.449201420730944,20.064991876015497,56.86274509803921,10.526315789473683,3.299999999999997
임베디드시스템공,1,1,75.8,75.8,38.26150279396029,17.553501367257162,55.55555555555556,6.25,3.299999999999997
심리,18,18,75.75,77.31966049382716,40.03050482360457,21.52049302763874,51.086956521739125,23.705004389815628,3.25
무역물류,1,1,75.67,75.67,28.870808678500985,26.869252993305,,,3.1700000000000017
한국언어문,1,1,75.67,75.67,35.57834825398707,24.430100195648308,71.42857142857143,6.451612903225806,3.1700000000000017
디자인과,2,2,75.66499999999999,75.66499999999999,53.66947815028793,6.3040809649173095,63.63636363636363,2.857142857142857,3.164999999999992
전자정보공,1,1,75.6,75.6,33.326486204688536,26.85694128846906,73.52941176470588,10.526315789473683,3.0999999999999943
체육교육과,14,14,75.55,75.98413690476191,53.561406012241356,13.079132711000842,44.26111908177906,0.0,3.049999999999997
스마트시티건축공,1,1,75.55,75.55,51.15058934218436,16.33954472989572,,,3.049999999999997
에너지자원공,5,5,75.5,78.7,49.29260893546608,11.760204081632654,61.11111111111112,22.22222222222222,3.0
경영학,3,3,75.5,69.28333333333333,38.98872445384073,26.428091397849464,51.851851851851855,0.0,3.0
문학문화콘텐츠,1,1,75.5,75.5,57.3623417721519,13.088607594936708,,,3.0
외식조리,1,1,75.5,75.5,33.34830043306893,16.762487367845978,60.869565217391305,0.0,3.0
식품조리,1,1,75.49,75.49,38.48484848484848,22.02020202020202,,,2.989999999999995
언론홍보,2,2,75.42,75.42,32.175467567923356,26.96659453081328,82.21153846153845,0.0,2.9200000000000017
영상문화,1,1,75.38,75.38,36.19307521746546,26.67576326112912,66.66666666666667,0.0,2.8799999999999955
도시정보공,1,1,75.34615384615384,75.34615384615384,34.4886603534592,25.497617467881057,,,2.8461538461538396
글로벌MICE,1,1,75.33,75.33,34.54673448996276,10.287037878099737,,,2.8299999999999983
나노화학소재공,1,1,75.33,75.33,28.0,20.0,,,2.8299999999999983
항공・기계설계,1,1,75.33,75.33,44.31733630952381,17.179044913419915,55.319148936170215,4.0,2.8299999999999983
정보전기전자공,1,1,75.3157894736842,75.3157894736842,29.166166371654,27.10191687227178,,,2.8157894736842053
IT융합경영,1,1,75.3,75.3,45.19867549668874,20.35305172722392,,,2.799999999999997
나노바이오공학,1,1,75.3,75.3,31.111111111111114,29.93055555555556,,,2.799999999999997
글로벌통상,2,2,75.25,75.25,43.668785114888294,16.909375971034503,68.02494802494803,3.052820901173798,2.75
신소재공,26,26,75.24083333333333,70.18128460696589,38.26335845843714,22.398039507284807,64.1711229946524,18.795289855072465,2.7408333333333275
건축건축공학,2,2,75.235,75.235,47.6828619965266,16.025098779757165,71.42857142857143,12.5,2.7349999999999994
경영,68,68,75.2328125,69.94747086701321,33.350486811664666,23.289132967829516,62.903225806451616,1.4234875444839858,2.7328124999999943
보험계리,1,1,75.17,75.17,40.22548703045959,23.03788612635884,82.75862068965517,0.0,2.6700000000000017
분자생물,2,2,75.16499999999999,75.16499999999999,38.32317496992798,24.53154149620569,63.4375,36.39705882352941,2.664999999999992
전자컴퓨터공,2,2,75.16499999999999,75.16499999999999,31.563822696701973,25.395184280710183,68.75,5.2631578947368425,2.664999999999992
해양,2,2,75.16499999999999,75.16499999999999,40.189118185228224,23.93439592640483,46.086956521739125,33.09523809523809,2.664999999999992
교통공,2,2,75.14268292682928,75.14268292682928,35.599144501358325,22.524678777868637,63.63636363636363,54.16666666666666,2.6426829268292806
해상운송,1,1,75.13,75.13,55.76756924032303,19.753307091561148,76.25,1.098901098901099,2.6299999999999955
식품자원경제,5,5,75.1,74.22540000000001,39.699004548185016,25.717090019737405,53.0,8.258928571428571,2.5999999999999943
천문우주과,1,1,75.05,75.05,33.27158636695749,30.317187432844804,58.333333333333336,42.85714285714285,2.549999999999997
중어중문,20,20,75.03999999999999,72.81315,45.218708564963705,18.68872019400243,66.66666666666667,1.5151515151515151,2.539999999999992
공공인재,4,4,75.025,77.68,47.386306011272,10.47071446691225,57.54716981132076,10.20408163265306,2.5250000000000057
호텔관광경영,1,1,75.0,75.0,32.652422671196135,23.64935335836462,,,2.5
화학생명공,2,2,74.95,74.95,32.86956810613511,25.998497674793295,60.130718954248366,15.789473684210527,2.450000000000003
소프트웨어융합,6,6,74.91499999999999,75.06416666666667,32.313436655076146,26.114628984581696,43.13725490196079,12.06896551724138,2.414999999999992
사회복지학,1,1,74.9,74.9,41.13477060322855,19.068606627017843,50.0,3.225806451612903,2.4000000000000057
전기전자제어공,1,1,74.9,74.9,29.166666666666668,16.666666666666668,,,2.4000000000000057
지능미디어공,1,1,74.9,74.9,28.029381022608497,30.22723042339027,,,2.4000000000000057
바이오메디컬,2,2,74.83500000000001,74.83500000000001,32.48519782552047,28.809525373388297,48.0,19.35483870967742,2.335000000000008
농생명화,1,1,74.83,74.83,41.16809438781276,22.36568496711344,30.0,58.333333333333336,2.3299999999999983
도시건축,1,1,74.8,74.8,18.05555555555556,20.0,,,2.299999999999997
창의인재개발,1,1,74.8,74.8,54.2252110268191,13.006197243295224,73.07692307692308,0.0,2.299999999999997
환경보건,1,1,74.72,74.72,37.58513931888545,15.139318885448915,73.80952380952381,0.0,2.219999999999999
바이오소재과,1,1,74.67,74.67,47.09458067174943,15.924170616113743,47.82608695652174,37.83783783783784,2.1700000000000017
유러피언스터디즈,1,1,74.67,74.67,35.595238095238095,13.80952380952381,,,2.1700000000000017
지역・바이오시스템공,1,1,74.67,74.67,49.35253610204457,13.654369533845363,68.08510638297872,14.545454545454543,2.1700000000000017
도시・교통공,1,1,74.65,74.65,36.02764234915239,21.33381043968332,,,2.1500000000000057
소비자,4,4,74.64,75.155,38.98811766419419,21.730460780334873,55.0,1.7241379310344827,2.1400000000000006
경영·회계,1,1,74.63,74.63,0.0,0.0,,,2.1299999999999955
산업환경보건,1,1,74.63,74.63,34.509418881180984,25.12630872615676,64.28571428571429,6.666666666666667,2.1299999999999955
IT응용공,1,1,74.5,74.5,38.96515368897005,26.03310725620625,51.851851851851855,3.571428571428572,2.0
과학교육,1,1,74.5,74.5,20.0,40.0,,,2.0
해사법,1,1,74.5,74.5,52.14234636955171,20.294681432561344,54.16666666666666,9.433962264150944,2.0
의약공,1,1,74.4,74.4,37.41384092642674,19.79474377643714,76.92307692307692,28.205128205128204,1.9000000000000057
청소년교육・상담,1,1,74.4,74.4,38.54792695465801,5.4763490845196205,67.6470588235294,12.195121951219512,1.9000000000000057
국어교육과,31,31,74.38,73.2569306236234,39.93317493317493,18.409478221643027,42.85714285714285,2.4390243902439024,1.8799999999999955
독어교육과,2,2,74.33500000000001,74.33500000000001,47.881396299205136,9.719852522917531,30.952380952380956,0.0,1.835000000000008
보건관리,3,3,74.33,76.01333333333334,37.458351441402286,21.688637790332702,71.42857142857143,3.0303030303030303,1.8299999999999983
전기전자공,10,10,74.32499999999999,64.73836734693877,32.382952655862944,26.2657201795279,60.0,11.900425015179113,1.8249999999999886
스마트정보기술공,1,1,74.22,74.22,31.5177779569459,21.693541885027816,,,1.7199999999999989
에너지공,7,7,74.18,72.871,30.275853537852548,25.53846153846154,63.63636363636363,29.032258064516128,1.6800000000000068
일반사회교육과,7,7,74.17,74.60000000000001,39.68984321745057,20.03344906427301,38.888888888888886,0.0,1.6700000000000017
문화인류고고,1,1,74.17,74.17,51.05736509479824,13.867997369098344,57.142857142857146,16.0,1.6700000000000017
도시・자치융합,1,1,74.13,74.13,33.766497461928935,29.26033357505439,,,1.6299999999999955
지능형모빌리티공,1,1,74.08,74.08,71.23470948012232,6.906218144750254,,,1.5799999999999983
IT금융경영,1,1,74.0,74.0,37.61325205007756,11.505496922159464,77.14285714285714,2.702702702702702,1.5
배터리융합공,1,1,74.0,74.0,23.405285734052857,34.115123841151245,,,1.5
뷰티메디컬디자인,1,1,74.0,74.0,38.56224498781812,19.01106642792145,,,1.5
철도시스템공,1,1,74.0,74.0,30.374809741248097,28.234398782343987,,,1.5
환경소재공,1,1,74.0,74.0,35.2899170059153,25.16250196801691,70.0,12.5,1.5
고분자공,4,4,73.9845,70.19725,41.33605162064006,14.721037709612581,61.64874551971326,47.07050645481629,1.484499999999997
전파정보통신공,1,1,73.88,73.88,39.61776859504132,22.38556897647807,76.74418604651163,23.214285714285715,1.3799999999999955
산업심리,2,2,73.85,73.85,51.60187758334298,14.935471307681334,57.934782608695656,14.140271493212671,1.3499999999999943
환경안,2,2,73.8365,73.8365,33.138026019695154,23.03019084989099,85.0,9.183673469387756,1.336500000000001
과학교육지구과학교육,1,1,73.83,73.83,54.69211479520758,11.678740596266367,50.0,0.0,1.3299999999999983
리더십과조직과학,1,1,73.7,73.7,54.43751373140887,13.22752586281009,64.70588235294117,0.0,1.2000000000000028
화공생물공,2,2,73.6965,73.6965,38.451765945146356,4.025860992983676,63.51351351351352,19.565217391304348,1.1965000000000003
식품생명,1,1,73.67,73.67,6.0606060606060606,62.121212121212125,,,1.1700000000000017
응용화학,1,1,73.67,73.67,37.67082590612002,14.334521687462864,64.28571428571429,28.205128205128204,1.1700000000000017
기계의용・메카트로닉스공,1,1,73.63,73.63,25.0354609929078,26.74265450861196,,,1.1299999999999955
바이오시스템기계공,1,1,73.63,73.63,37.48857462042351,24.259254557456963,66.66666666666667,19.23076923076923,1.1299999999999955
러시아언어문화,2,2,73.58500000000001,73.58500000000001,39.68463308820614,16.098340310729938,60.150375939849624,2.5,1.085000000000008
전자재료공,2,2,73.58500000000001,73.58500000000001,44.95582275895275,19.35456675779202,55.95238095238095,23.913043478260867,1.085000000000008
금융,2,2,73.58,73.58,32.116120228462925,25.927398723196134,63.54166666666667,1.96078431372549,1.0799999999999983
철,22,22,73.575,73.80028507295174,41.25351446387823,20.547092692253983,54.54545454545455,7.275132275132275,1.0750000000000028
의료정보,1,1,73.56,73.56,38.216925351071694,15.590539541759052,70.37037037037037,3.571428571428572,1.0600000000000023
언어치료,2,2,73.5,73.5,40.91063795899957,22.789613901963623,82.2884012539185,7.352941176470588,1.0
건축·토목·환경공,1,1,73.5,73.5,55.0,27.5,,,1.0
유기소재섬유공,1,1,73.5,73.5,25.948616600790515,38.12252964426877,,,1.0
소방안,1,1,73.49,73.49,30.05680895958448,29.55039766271709,71.42857142857143,0.0,0.9899999999999949
디지털밀리터리,1,1,73.38,73.38,53.00919754732071,14.322847240735804,,,0.8799999999999955
생물의소재공,1,1,73.38,73.38,32.66194481333923,28.17091422669112,42.85714285714285,29.032258064516128,0.8799999999999955
프랑스언어문화,2,2,73.375,73.375,44.35977171817407,19.90831080932604,67.3076923076923,3.637566137566138,0.875
화학교육과,9,9,73.33,72.92888888888889,40.85919928025192,17.518382352941174,44.82758620689656,0.0,0.8299999999999983
지리교육과,14,14,73.2,74.57007142857142,44.75542859891786,9.830560314982806,38.888888888888886,0.0,0.7000000000000028
사회,21,21,73.17,76.81586360964138,43.3172125086468,21.53028790434553,59.25925925925926,3.333333333333333,0.6700000000000017
바이오에너지공,1,1,73.17,73.17,42.43204471200889,25.158382672438098,40.0,40.0,0.6700000000000017
원예생명공,1,1,73.17,73.17,47.90180878552972,17.952454780361755,62.5,11.11111111111111,0.6700000000000017
산림환경자원,1,1,73.13,73.13,43.93764434180139,13.647421093148576,54.54545454545455,0.0,0.6299999999999955
러시아,2,2,73.08500000000001,73.08500000000001,40.267549756389045,23.32719422228351,56.94736842105263,8.444816053511705,0.585000000000008
스마트인프라공,1,1,73.06,73.06,29.06582492351249,29.181126992100097,,,0.5600000000000023
영어영문,42,42,73.05,71.72478466448308,39.99536823862873,19.264033898120463,61.20156300879192,2.1980676328502415,0.5499999999999972
수학교육과,33,33,73.0,75.69060729746444,37.20609623075991,21.96521838948516,40.0,0.0,0.5
동물응용과,1,1,73.0,73.0,30.287015945330296,31.35709500200992,47.05882352941177,39.285714285714285,0.5
언어정보,1,1,73.0,73.0,38.03191489361702,26.21126271970397,68.96551724137932,9.375,0.5
토목건축공,1,1,73.0,73.0,29.117544128261773,27.541612896170083,72.41379310344827,0.0,0.5
문화창의,1,1,72.95,72.95,0.0,0.0,,,0.45000000000000284
미디어소프트웨어,1,1,72.9,72.9,32.89950924522989,23.29015205352713,58.18181818181818,1.7241379310344829,0.4000000000000057
항공기계공,3,3,72.83,65.55580498866213,44.0036486107213,13.552037353609062,57.57575757575758,10.81081081081081,0.3299999999999983
바이오산업기계공,1,1,72.83,72.83,42.39018425666738,21.785121043403365,76.47058823529412,15.0,0.3299999999999983
응용식물,1,1,72.83,72.83,44.3087575733732,18.51483200881265,57.89473684210526,24.0,0.3299999999999983
디지털도시건설,1,1,72.8,72.8,34.79468971904909,18.076566841617783,,,0.29999999999999716
기계공,34,34,72.78999999999999,73.16609516977523,38.86455259333516,20.16379199469651,70.58823529411765,16.049382716049383,0.28999999999999204
기술・가정교육과,1,1,72.68,72.68,52.98171348755007,14.993372386368495,53.84615384615385,0.0,0.18000000000000682
안,4,4,72.66499999999999,72.1675,37.4553257512122,22.65460849357997,80.85106382978724,0.0,0.16499999999999204
건설융합,1,1,72.64,72.64,5.0,40.0,,,0.14000000000000057
바이오산업공,1,1,72.63,72.63,0.0,60.0,,,0.12999999999999545
항해정보시스템,1,1,72.63,72.63,55.07040505072001,20.59906363055969,79.16666666666667,1.2048192771084338,0.12999999999999545
나노반도체공,1,1,72.60833333333333,72.60833333333333,57.74961597542243,7.670250896057348,67.6923076923077,16.666666666666668,0.10833333333333428
반도체물리,2,2,72.59480154888674,72.59480154888674,43.49761406856321,25.621071966630687,46.15384615384615,36.36363636363637,0.09480154888673553
자율운항시스템공,1,1,72.55,72.55,28.32073887489505,30.088484143899763,,,0.04999999999999716
세무,3,3,72.5,75.34333333333333,33.80907372400756,19.169616772641348,55.75221238938053,0.0,0.0
드론로봇공,1,1,72.5,72.5,25.28720736963687,26.287573597768827,,,0.0
미생물・분자생명과,1,1,72.5,72.5,40.19019610740834,24.23362446490411,53.84615384615385,38.095238095238095,0.0
아동청소년,1,1,72.5,72.5,27.333333333333336,23.23809523809524,,,0.0
융합바이오시스템기계공,1,1,72.5,72.5,39.97598786755413,18.75684556407448,,,0.0
작물생명과,1,1,72.5,72.5,47.20753576900667,21.45385096786724,48.14814814814815,18.181818181818183,0.0
해사인공지능・보안,1,1,72.5,72.5,43.32488080522691,20.13837188769204,,,0.0
건설환경도시교통공,1,1,72.43708920187794,72.43708920187794,5.0,42.5,,,-0.06291079812206135
광공,1,1,72.4,72.4,35.61094819159335,17.297165200391007,65.38461538461539,10.344827586206897,-0.09999999999999432
지역사회개발,1,1,72.4,72.4,45.685404339250496,12.638067061143984,,,-0.09999999999999432
아동보육,3,3,72.33,71.34333333333333,33.619607728679,18.14814814814815,78.57142857142857,0.0,-0.1700000000000017
바이오의약,1,1,72.33,72.33,34.891304347826086,22.23278985507246,,,-0.1700000000000017
임산공,1,1,72.33,72.33,37.82129583907269,21.15116389877936,63.1578947368421,17.391304347826086,-0.1700000000000017
분자생명과,1,1,72.25,72.25,47.29285037878788,18.57007575757576,28.571428571428573,70.83333333333333,-0.25
문화재,2,2,72.18950000000001,72.18950000000001,39.84520472469075,14.966799659544126,58.064516129032256,6.0606060606060606,-0.31049999999999045
생명정보공,1,1,72.13,72.13,35.17282865777544,28.872528086196706,73.07692307692308,44.680851063829785,-0.37000000000000455
인공지능사이버보안,1,1,72.1,72.1,37.229199573653865,32.46715722155873,88.23529411764706,22.727272727272727,-0.4000000000000057
빅데이터사이언스,1,1,72.08,72.08,29.62487947752369,38.28703451036039,66.66666666666667,57.142857142857146,-0.4200000000000017
부동산,4,4,72.065,71.1375,36.28375100515788,22.751772166403338,70.0,3.0303030303030303,-0.4350000000000023
미생물,3,3,72.0,74.66666666666667,39.17858436950157,20.825594035327107,50.0,31.25,-0.5
스마트모빌리티공,3,3,72.0,73.72333333333334,42.92018170019468,3.571428571428572,,,-0.5
역사문화,3,3,72.0,66.79333333333334,47.5609756097561,13.797909407665506,57.142857142857146,13.333333333333334,-0.5
동물산업융합,1,1,72.0,72.0,34.73509098470748,26.10160015817499,70.0,11.764705882352942,-0.5
의생명화,1,1,72.0,72.0,39.60612037535114,19.250941366325986,,,-0.5
패션디자인・비즈니스,1,1,72.0,72.0,39.64285714285714,25.32288812105326,61.36363636363637,0.0,-0.5
한문,5,5,71.95,72.9848,36.98187670870448,22.91538382594417,55.55555555555556,6.25,-0.5499999999999972
디지털융합금형공,1,1,71.92,71.92,20.81081081081081,38.67867867867868,,,-0.5799999999999983
전자공모바일공학,1,1,71.905,71.905,49.31986945721685,6.236787167697267,94.73684210526316,0.0,-0.5949999999999989
의류패션,2,2,71.86500000000001,71.86500000000001,35.01449078034126,19.341856892292004,61.96120689655172,3.125,-0.6349999999999909
전자공,33,33,71.83090909090909,68.67377875506732,37.10351966873706,19.89233954451345,63.141025641025635,12.800613203027691,-0.6690909090909116
화학공,27,27,71.83,69.66621318879855,40.14119964613761,20.252525252525253,65.77806122448979,21.507936507936506,-0.6700000000000017
동물자원,3,3,71.83,65.13666666666667,30.71664475884911,27.854177477945,53.84615384615385,3.703703703703704,-0.6700000000000017
고분자융합소재공,1,1,71.83,71.83,43.56969064998262,16.134306569343064,66.66666666666667,35.0,-0.6700000000000017
해운경영,1,1,71.83,71.83,35.9,24.8,67.9245283018868,0.0,-0.6700000000000017
일본지역문화,1,1,71.8,71.8,36.19918256789765,15.724684998428014,,,-0.7000000000000028
관광경영,14,14,71.75,70.13728395061729,34.75540598716195,19.180196958344975,67.34693877551021,0.0,-0.75
인문・사회과학,1,1,71.75,71.75,38.981762917933125,21.86302365534558,27.27272727272728,0.0,-0.75
무역,12,12,71.685,66.31,36.388001409654834,19.36351502196899,61.45104895104895,0.0,-0.8149999999999977
유아특수교육,1,1,71.67,71.67,69.20274914089347,0.3333333333333333,66.66666666666667,0.0,-0.8299999999999983
혁신신약,2,2,71.66784146341463,71.66784146341463,30.027472527472526,29.66346153846154,,,-0.8321585365853679
중국언어문화,2,2,71.66499999999999,71.66499999999999,40.44624523921181,22.97249944509786,47.586726998491706,0.9615384615384616,-0.835000000000008
생명건강공,1,1,71.63,71.63,41.812427119773446,20.33983008495752,65.51724137931035,11.428571428571429,-0.8700000000000045
비즈니스영어,1,1,71.5,71.5,33.22772816637848,28.15808797403889,42.10526315789474,0.0,-1.0
지능정보통신공,1,1,71.5,71.5,31.010675645109608,22.71808380298946,59.15492957746479,1.351351351351351,-1.0
국사,3,3,71.45,65.64999999999999,38.58347077148616,13.45061389041598,42.85714285714285,6.896551724137931,-1.0499999999999972
바이오기능성소재,1,1,71.445,71.445,44.3173821252639,10.432793807178044,,,-1.0550000000000068
응용생물,2,2,71.44,71.44,42.93773661409833,20.702643340469876,45.833333333333336,12.6984126984127,-1.0600000000000023
에너지화학공,2,2,71.425,71.425,41.093957329422445,22.703628670198437,71.42857142857143,27.58620689655172,-1.0750000000000028
독일언어문화,1,1,71.42,71.42,37.35064081905848,18.459183420511167,47.05882352941177,5.555555555555555,-1.0799999999999983
미디어영상광고,2,2,71.33500000000001,71.33500000000001,37.467100132597835,19.266454114885157,65.15151515151516,0.0,-1.164999999999992
전기공,25,25,71.33,67.43382285714286,39.626759549267376,21.52469135802469,64.63414634146342,8.333333333333334,-1.1700000000000017
일어교육과,5,5,71.33,72.39708843537414,44.21135275182539,19.174137931034483,51.851851851851855,0.0,-1.1700000000000017
회화,3,3,71.33,56.24333333333334,56.43734200072228,6.566750932948116,75.0,11.11111111111111,-1.1700000000000017
바이오환경에너지,1,1,71.33,71.33,43.738674539346434,18.12022803624147,37.5,20.0,-1.1700000000000017
유기재료공,1,1,71.3,71.3,35.78842853370885,23.880863844393595,65.71428571428571,52.7027027027027,-1.2000000000000028
응급구조,12,12,71.25,63.633375,35.0327195972888,21.473021995212754,75.0,0.0,-1.25
나노화학생명공,1,1,71.2,71.2,27.48593796256702,29.42156508009605,,,-1.2999999999999972
외식산업조리,1,1,71.2,71.2,27.254992556086044,32.7634888854664,,,-1.2999999999999972
신문방송,1,1,71.17,71.17,41.86930393284067,13.938915419515196,58.53658536585366,0.0,-1.3299999999999983
도시공,16,16,71.15,67.185,38.1742889902798,20.850562267058105,62.5,9.523809523809524,-1.3499999999999943
기관시스템공,2,2,71.15,71.15,54.46007609155997,18.78128018434218,92.35050196420778,1.3626453488372094,-1.3499999999999943
산업유통,1,1,71.13,71.13,41.957855428114165,15.806437272161466,64.70588235294117,0.0,-1.3700000000000045
지구환경과,5,5,71.0,79.176,48.92399267399267,13.703830891330892,61.01694915254237,25.0,-1.5
동물자원과,4,4,71.0,74.105,37.31123789734752,22.49347733608522,69.78818283166109,17.142857142857142,-1.5
경찰법,3,3,71.0,56.94333333333333,30.26612354499283,13.83016208597604,46.66666666666666,3.0303030303030303,-1.5
AI보건정보관리,1,1,71.0,71.0,22.37903225806452,34.72782258064516,,,-1.5
G2빅데이터경영,1,1,71.0,71.0,32.10287462294397,18.138934626852382,70.37037037037037,0.0,-1.5
글로벌비즈니스어,1,1,71.0,71.0,31.233822139191503,26.88830804897812,,,-1.5
독일언어문,1,1,71.0,71.0,47.81257767834949,16.165382384621758,30.76923076923077,4.878048780487805,-1.5
법경찰행정,1,1,71.0,71.0,41.21978109594991,19.355769944545408,35.714285714285715,2.73972602739726,-1.5
환경공학,1,1,71.0,71.0,48.137973137973134,16.67183244106321,50.0,33.333333333333336,-1.5
휴먼서비스,2,2,70.96000000000001,70.96000000000001,41.1945192333595,14.547086006269996,65.0,4.545454545454546,-1.539999999999992
유아교육과,38,38,70.9,64.73437594205973,42.7559835430156,13.96202913636719,66.26016260162602,0.0,-1.5999999999999943
농경제유통,1,1,70.88142857142857,70.88142857142857,60.79404729463772,8.822175795561208,59.45945945945946,2.5641025641025643,-1.6185714285714283
초등교육,3,3,70.83,75.53184991273997,33.48881633787163,20.24922789628672,64.28571428571429,0.0,-1.6700000000000017
생명환경화,1,1,70.83,70.83,41.8554178631573,19.003086561938545,83.33333333333333,64.70588235294117,-1.6700000000000017
식품영양과,1,1,70.83,70.83,44.27331711273317,22.0786699107867,52.083333333333336,11.666666666666666,-1.6700000000000017
경제금융,6,6,70.75,69.45919753086419,35.16099873623911,22.24016447051327,60.094876660341555,3.369235017950842,-1.75
초등특수교육과,3,3,70.67,51.47260869565218,32.163560443258206,14.732706142778085,63.63636363636363,0.0,-1.8299999999999983
물류시스템공,2,2,70.65,70.65,34.3318690487581,26.291530195778165,70.0,1.6129032258064515,-1.8499999999999943
컴퓨터공,41,41,70.6276923076923,67.41651351555586,35.315537149999074,22.34142623807225,53.6231884057971,4.081632653061225,-1.8723076923077002
식품영양,43,43,70.5,68.81864741222637,37.96752463942461,22.765054933058863,61.167800453514744,7.658536585365853,-2.0
IT경영정보,1,1,70.5,70.5,34.636893203883496,15.528802588996763,53.84615384615385,3.4482758620689653,-2.0
전기에너지공학,1,1,70.5,70.5,50.0,0.0,,,-2.0
전자·기계융합공,1,1,70.47,70.47,30.566667935166024,35.08069119554113,71.42857142857143,18.33333333333333,-2.030000000000001
반도체공,9,9,70.39999999999999,67.15627202562982,34.31114388034548,21.45922746781116,65.21739130434783,20.6896551724138,-2.1000000000000085
생명공,10,10,70.365,75.6773,45.35198025211032,15.734786340350624,53.84615384615385,42.64705882352941,-2.135000000000005
동아시아,1,1,70.33,70.33,41.924307036247335,25.43532338308458,45.833333333333336,0.0,-2.1700000000000017
경영・금융교육과,1,1,70.3,70.3,29.166666666666668,31.944444444444446,,,-2.200000000000003
사회복지,57,57,70.25,64.44449678277941,36.38722682780171,21.22561832384003,58.8235294117647,1.4705882352941178,-2.25
게임소프트웨어,2,2,70.10085365853658,70.10085365853658,34.69547863990057,25.83106491638594,45.36124794745484,0.7575757575757576,-2.399146341463421
환경시스템공,1,1,70.05,70.05,35.295790970868666,29.09102881525576,76.3157894736842,13.636363636363637,-2.450000000000003
의류,12,12,70.03999999999999,72.82025,44.44011623314884,15.343265671362314,64.42687747035573,0.0,-2.460000000000008
표준・지식,1,1,70.02,70.02,34.64409490802453,34.73407091442282,,,-2.480000000000004
응용수,3,3,70.0,76.26666666666667,47.19348213593737,12.271172585884226,65.21739130434783,6.493506493506493,-2.5
산업・광고심리,1,1,70.0,70.0,34.771708077956646,25.414324830667244,48.71794871794872,6.976744186046512,-2.5
생활복지,1,1,70.0,70.0,49.24603494418213,17.926887900153126,38.297872340425535,7.547169811320755,-2.5
식물생명과,1,1,70.0,70.0,44.583333333333336,16.740196078431374,47.36842105263158,24.0,-2.5
주얼리ㆍ패션디자인,1,1,70.0,70.0,65.77556398504336,6.607323553443974,73.07692307692308,2.083333333333333,-2.5
특수체육교육과,2,2,69.97,69.97,41.443497078726594,22.67558869793367,63.15789473684211,0.0,-2.530000000000001
지능로봇공,1,1,69.93,69.93,29.67519347989864,26.59749332237518,,,-2.569999999999993
지능형반도체공,1,1,69.93,69.93,32.51206619168008,29.85290737761434,,,-2.569999999999993
정보통계,3,3,69.92,66.95,33.22818086225026,29.208306242524944,56.25,17.5,-2.5799999999999983
기술교육과,3,3,69.85,69.06,40.37144128113879,16.045373665480426,80.0,0.0,-2.6500000000000057
지역환경토목,1,1,69.85,69.85,29.29442011045515,29.153970672252903,66.66666666666667,25.0,-2.6500000000000057
해양행정,1,1,69.83,69.83,35.08295625942685,23.96681749622926,50.0,0.0,-2.6700000000000017
식품공,13,13,69.67,70.8116153846154,36.85474620017207,21.0840108401084,57.69230769230769,15.384615384615383,-2.8299999999999983
제약공,7,7,69.67,61.762857142857136,33.97342995169082,22.745571658615138,64.70588235294117,12.903225806451612,-2.8299999999999983
양자시스템공,1,1,69.67,69.67,62.00980392156863,8.350840336134453,42.85714285714285,57.89473684210526,-2.8299999999999983
건축공,25,25,69.65,66.59860878048781,37.02222222222223,20.947662601626018,69.76513865308434,6.797235023041475,-2.8499999999999943
신소재화,1,1,69.55,69.55,32.99683186241231,35.94093686354378,58.333333333333336,35.13513513513514,-2.950000000000003
과학,1,1,69.5,69.5,50.41100271869502,19.81448904525828,57.142857142857146,0.0,-3.0
호텔항공경영,1,1,69.5,69.5,33.866279069767444,15.232558139534884,55.55555555555556,0.0,-3.0
컴퓨터융합소프트웨어,1,1,69.48,69.48,33.684160111115105,34.694678383388464,45.23809523809524,24.13793103448276,-3.019999999999996
생태조경디자인,2,2,69.44,69.44,48.310550247089,19.143577451250476,49.808429118773944,4.298245614035087,-3.0600000000000023
