학과_계열,n,universities,admission_median,admission_mean,A_median,CD_median,employment_median,advancement_median,lift_vs_overall_median
국방시스템공,1,1,83.33,83.33,29.18245965338864,30.116331736155807,100.0,0.0,10.829999999999998
화학공학·신소재공,1,1,83.3,83.3,7.017543859649122,30.70175438596491,,,10.799999999999997
기계시스템디자인공,1,1,83.27057142857143,83.27057142857143,41.141849529780565,18.995689655172413,64.78873239436619,23.157894736842103,10.77057142857143
데이터과,3,3,83.26875,82.51291666666667,33.420666720440195,23.863636363636363,66.23376623376623,6.097560975609756,10.768749999999997
e-비즈니스,1,1,83.17,83.17,52.02702702702703,12.09103840682788,76.66666666666667,3.225806451612903,10.670000000000002
나노메카트로닉스공,1,1,83.17,83.17,41.50050705129608,23.54706092640825,91.66666666666669,10.0,10.670000000000002
산업・정보시스템공,1,1,83.17,83.17,43.44147384938787,20.18852422614025,67.12328767123287,0.0,10.670000000000002
건축도시부동산,1,1,83.1,83.1,13.48314606741573,39.325842696629216,,,10.599999999999994
과학교육과,3,3,83.04999999999998,77.21999999999998,33.8543117051889,13.157894736842106,44.82758620689656,0.0,10.549999999999983
AI・SW학,1,1,83.0,83.0,27.71509929860133,27.084730357182583,,,10.5
평생교육,1,1,83.0,83.0,55.45557112441541,11.473895874656524,82.75862068965517,3.333333333333333,10.5
ICT융합공,1,1,82.9,82.9,39.428154710702,19.12910803346257,,,10.400000000000006
창의소프트,1,1,82.835,82.835,42.59696041780849,14.639680172184214,56.89655172413793,7.462686567164179,10.334999999999994
응용화학생명공,1,1,82.83,82.83,36.82891034221093,21.1249644298768,57.89473684210526,44.927536231884055,10.329999999999998
도시계획・조경,1,1,82.77,82.77,20.0,6.666666666666667,,,10.269999999999996
경제,32,32,82.7,80.80034892429194,36.9226600555371,24.558794132149306,58.47701149425288,3.6109303838646714,10.200000000000003
아동가족복지,1,1,82.7,82.7,37.53664665642887,25.79924612592489,60.97560975609756,2.380952380952381,10.200000000000003
지리,6,6,82.675,81.08749999999999,45.79086156678869,15.364383660436292,62.758620689655174,10.620300751879698,10.174999999999997
바이오신약의과,1,1,82.66,82.66,38.90939354465191,18.671298306556665,,,10.159999999999997
AI빅데이터,1,1,82.65,82.65,8.333333333333334,70.83333333333333,,,10.150000000000006
인공지능데이터사이언스,1,1,82.58,82.58,36.130016051364365,16.84590690208668,,,10.079999999999998
스마트모빌리티,3,3,82.5,84.37333333333333,49.46906740535549,11.842105263157894,,,10.0
사회환경공,1,1,82.5,82.5,37.23460782908747,26.822530107905457,63.75,11.458333333333334,10.0
예술문화영상,1,1,82.5,82.5,36.39662012780521,23.88200732911354,50.0,0.0,10.0
정보사회,1,1,82.5,82.5,41.41025641025641,21.5970695970696,64.0,3.571428571428572,10.0
정보통신,1,1,82.46000000000001,82.46000000000001,31.99607843137256,33.53333333333333,51.61290322580645,5.882352941176471,9.960000000000008
의료산업경영,1,1,82.45,82.45,51.68104089219331,22.13828996282528,,,9.950000000000003
기계항공공,2,2,82.43551724137932,82.43551724137932,28.52276431069395,44.287000782674596,75.0,37.5,9.935517241379316
에코응용화학,1,1,82.42999999999999,82.42999999999999,39.569160997732425,20.89618456078083,75.0,33.333333333333336,9.929999999999993
IT기계공,1,1,82.41,82.41,46.88423645320197,15.467980295566502,,,9.909999999999997
시각・영상디자인,1,1,82.33,82.33,35.9349593495935,22.03252032520325,,,9.829999999999998
아태물류,1,1,82.33,82.33,42.14392883123182,13.445431215648238,83.89830508474576,5.063291139240507,9.829999999999998
유기소재시스템공,1,1,82.33,82.33,43.88752193484397,19.81441214618143,57.142857142857146,36.36363636363637,9.829999999999998
의약생명과,1,1,82.33,82.33,57.65957446808511,16.97872340425532,52.94117647058823,35.8974358974359,9.829999999999998
화공생명.환경공환경공학,1,1,82.33,82.33,42.02287731751508,20.98721385255599,54.16666666666666,35.0,9.829999999999998
산업및기계공,1,1,82.32727272727273,82.32727272727273,21.428571428571427,17.857142857142858,,,9.827272727272728
조소과,3,3,82.25,70.02666666666666,40.05926724137931,7.999472851871376,54.54545454545455,14.285714285714286,9.75
산업공,11,11,82.17,78.12641352549889,39.94477981715403,21.582832148715145,67.5,24.489795918367346,9.670000000000002
금융공,1,1,82.17,82.17,34.5573653090455,20.39851812405891,65.71428571428571,7.894736842105263,9.670000000000002
패션산업,3,3,82.15,82.38333333333334,40.80212550607288,20.244395207314767,66.99346405228758,1.351351351351351,9.650000000000006
운동재활,1,1,82.08,82.08,64.22567004737228,8.795981305439863,,,9.579999999999998
행정정보,1,1,82.05,82.05,36.68414786684148,21.25962596259626,50.0,0.0,9.549999999999997
스마트시티,2,2,82.03999999999999,82.03999999999999,55.205158661806564,15.253382969804925,,,9.539999999999992
국제지역학,1,1,82.0,82.0,39.76460637853043,18.50267989508496,,,9.5
바이오화학산업,1,1,81.95294117647057,81.95294117647057,27.77777777777778,16.666666666666668,,,9.452941176470574
ICT디자인,1,1,81.9,81.9,55.80416777985573,16.686704069819218,53.191489361702125,2.0202020202020203,9.400000000000006
문화재보존과,1,1,81.9,81.9,39.950291013394974,17.92377955387229,77.77777777777777,50.0,9.400000000000006
데이터사이언스,9,9,81.83,75.26777777777778,40.3918411164788,14.073357646247104,33.771929824561404,20.0,9.329999999999998
인공지능융합공,1,1,81.8,81.8,40.44646479043098,19.78366096194538,,,9.299999999999997
영상디자인,2,2,81.75,81.75,69.98100666903159,7.602133728945622,55.60224089635854,0.0,9.25
로봇AI로봇,1,1,81.7,81.7,77.66666666666666,1.0,,,9.200000000000003
반도체・디스플레이스쿨,1,1,81.5,81.5,36.5942617129639,26.92054055150864,45.45454545454545,54.16666666666666,9.0
언어청각,1,1,81.5,81.5,0.0,87.5,,,9.0
융합인재,1,1,81.5,81.5,45.94193736627116,19.20589379498152,66.66666666666667,2.702702702702702,9.0
일본어과,1,1,81.33,81.33,43.09027388558831,23.46913819282388,33.333333333333336,5.882352941176471,8.829999999999998
AI응용,1,1,81.28666666666668,81.28666666666668,36.31043581886279,28.07286346612189,,,8.786666666666676
언론영상,2,2,81.25555555555556,81.25555555555556,63.95948585318216,18.280362134927323,,,8.75555555555556
회화과,1,1,81.25,81.25,45.16848506674742,15.01673801124598,56.81818181818182,8.771929824561404,8.75
항해융합,1,1,81.17,81.17,44.54385948421631,21.135968268525247,,,8.670000000000002
ICT융합,1,1,81.0,81.0,16.71826625386997,27.24458204334365,,,8.5
글로벌금융,1,1,81.0,81.0,31.274509803921568,13.529411764705882,66.66666666666667,0.0,8.5
인문융합콘텐츠,1,1,81.0,81.0,34.61538461538461,24.757085020242915,,,8.5
재료화학공,1,1,81.0,81.0,45.172677212973866,19.809593532164115,68.25396825396825,42.34234234234234,8.5
전자융합공,1,1,81.0,81.0,52.25155279503106,15.529258845697536,76.78571428571429,25.0,8.5
우주항공드론공,1,1,80.97734693877551,80.97734693877551,0.0,13.333333333333334,,,8.477346938775511
AI로봇,1,1,80.95136363636362,80.95136363636362,39.60440370838601,12.104930467762326,,,8.451363636363624
천문우주,2,2,80.935,80.935,38.80299886258233,22.245186799053148,53.13479623824451,30.52367288378766,8.435000000000002
신학,1,1,80.9,80.9,34.34831955549532,26.77869630031169,50.0,40.0,8.400000000000006
건축학,1,1,80.83,80.83,38.16135084427767,18.62101313320825,67.74193548387096,20.512820512820515,8.329999999999998
문화콘텐츠문화경영,1,1,80.83,80.83,39.50235280674783,11.817919765654215,64.51612903225806,10.81081081081081,8.329999999999998
동북아국제통상,1,1,80.8,80.8,39.65993974660559,21.68915851595064,,,8.299999999999997
의료생명공,1,1,80.72,80.72,41.98006678958319,10.049814514516738,55.172413793103445,32.55813953488372,8.219999999999999
부동산건설,1,1,80.7,80.7,44.35188779110797,17.501587861679603,64.81481481481481,4.032258064516129,8.200000000000003
수리데이터사이언스,1,1,80.67,80.67,54.88095238095238,13.333333333333334,69.23076923076923,35.0,8.170000000000002
조선·해양공,1,1,80.67,80.67,36.886707760420094,23.468148485587232,76.0,23.88059701492537,8.170000000000002
한문교육과,9,9,80.66,75.44111111111111,39.07143726420834,18.02241800343432,45.833333333333336,6.25,8.159999999999997
문예콘텐츠창작,1,1,80.6,80.6,42.36571970316127,17.005296021445616,57.142857142857146,0.0,8.099999999999994
일본어문화콘텐츠,1,1,80.6,80.6,46.567796610169495,14.32529335071708,,,8.099999999999994
미래모빌리티,3,3,80.55,79.45666666666666,31.67644334671195,27.292374189564683,,,8.049999999999997
동양화과,3,3,80.5,74.33333333333333,45.595445804307126,8.078958925640848,60.0,23.33333333333333,8.0
관광컨벤션,1,1,80.5,80.5,37.58040253138292,27.64290901545804,60.0,3.4482758620689653,8.0
나노광전자,1,1,80.5,80.5,67.76315789473685,7.894736842105263,80.0,46.42857142857143,8.0
도시철도시스템,1,1,80.5,80.5,39.74065598779558,16.151792524790235,,,8.0
미디어콘텐츠융합,1,1,80.5,80.5,30.881211180124225,24.57298136645963,,,8.0
미래융합스쿨,1,1,80.5,80.5,48.00901154604337,16.27569698676429,61.11111111111112,21.73913043478261,8.0
전자통신공,1,1,80.5,80.5,44.81949411450496,19.96741861167024,55.072463768115945,18.6046511627907,8.0
정보융합,1,1,80.5,80.5,20.0,20.0,,,8.0
정치행정,1,1,80.5,80.5,36.3878124762556,25.408403616746448,56.52173913043478,8.0,8.0
광메카트로닉스공,1,1,80.33,80.33,40.47270492952519,20.57104594677069,76.92307692307692,30.76923076923077,7.829999999999998
서비스・디자인공,1,1,80.33,80.33,26.784101174345075,22.35772357723577,69.44444444444444,12.195121951219512,7.829999999999998
중국어과,1,1,80.33,80.33,48.64414749794271,20.68850660292331,51.06382978723404,0.0,7.829999999999998
커뮤니케이션디자인,1,1,80.33,80.33,58.0921343349536,8.998011489173663,37.93103448275862,0.0,7.829999999999998
AI・빅데이터,1,1,80.28,80.28,38.3054543899536,9.403530778496034,60.0,28.571428571428573,7.780000000000001
공공안전,1,1,80.25,80.25,46.496651739862784,7.402358307852126,,,7.75
의생명과의생명시스템학,1,1,80.18,80.18,10.0,60.0,,,7.680000000000007
청정융합에너지공,1,1,80.16,80.16,57.585470085470085,7.905982905982906,47.36842105263158,24.0,7.659999999999997
스마트생명산업융합,1,1,80.15363636363635,80.15363636363635,37.96436433681893,13.531920748486517,,,7.653636363636352
인공지능공,4,4,80.08500000000001,77.63,44.74027210625674,20.967557741161116,,,7.585000000000008
물리,24,24,80.08,77.87758333333333,40.33534117980282,21.062280046249786,61.20071684587814,36.37566137566138,7.579999999999998
산림과,2,2,80.075,80.075,46.036735035056374,16.868139905386187,68.25396825396825,20.0,7.575000000000003
동북아문화산업,1,1,80.0,80.0,0.0,25.0,,,7.5
사회인프라공,1,1,80.0,80.0,43.03835102230637,15.087614396997028,67.74193548387096,18.181818181818183,7.5
실내환경디자인,1,1,80.0,80.0,47.5034435261708,14.807162534435262,53.333333333333336,9.523809523809524,7.5
아동심리교육,1,1,80.0,80.0,54.22805964842101,13.713136431317643,85.0,0.0,7.5
역사·문화콘텐츠,1,1,80.0,80.0,36.19059239826734,21.0187408833007,61.90476190476191,2.272727272727273,7.5
의생명융합공,1,1,80.0,80.0,33.75171864598693,26.342099205534502,,,7.5
중국학,1,1,80.0,80.0,41.73146270002253,16.1342123056119,71.42857142857143,0.0,7.5
영미언어문화,2,2,79.91499999999999,79.91499999999999,38.229279414321354,22.907829070703894,64.35185185185185,1.9230769230769231,7.414999999999992
실버산업,1,1,79.9,79.9,36.42202698588209,21.43907344198196,68.75,0.0,7.400000000000006
AI자율주행시스템공,1,1,79.88533333333334,79.88533333333334,31.190267518050163,28.563081674387547,,,7.385333333333335
소프트웨어,16,16,79.85260869565218,78.97532608695653,37.900465065278226,20.641965261640536,59.036144578313255,9.183673469387756,7.3526086956521794
영어교육과,28,28,79.83500000000001,77.66069960947343,46.882180949672964,12.176768181886597,48.14814814814815,0.0,7.335000000000008
일본,8,8,79.83500000000001,77.059625,43.1078380877407,8.605508207082138,50.0,3.125,7.335000000000008
건설환경공,9,9,79.83,77.48333333333333,44.41447755267652,18.870571234532274,65.15151515151516,15.151515151515152,7.329999999999998
건축공학,1,1,79.83,79.83,39.70082928602108,21.3314005352364,57.142857142857146,22.727272727272727,7.329999999999998
바이오생명공,1,1,79.83,79.83,39.14718614718615,10.87878787878788,53.84615384615385,33.333333333333336,7.329999999999998
융합보안공,1,1,79.83,79.83,29.82113821138212,18.796747967479675,64.81481481481481,18.181818181818183,7.329999999999998
해양과,1,1,79.83,79.83,48.133608815427,11.798898071625343,61.90476190476191,36.11111111111112,7.329999999999998
화,33,33,79.75,79.0209600886918,40.92277223026019,20.232519278310487,58.8235294117647,45.3125,7.25
융합보안,1,1,79.68,79.68,27.27041557686719,26.32229003196745,,,7.180000000000007
글로벌패션산업,1,1,79.67121212121212,79.67121212121212,40.43554246015411,22.26513132713709,68.18181818181819,1.96078431372549,7.171212121212122
아동심리,1,1,79.67,79.67,44.74854510442268,15.696381645441685,80.0,17.857142857142858,7.170000000000002
정보사회미디어,1,1,79.67,79.67,36.30952380952381,25.15873015873016,56.86274509803921,8.571428571428571,7.170000000000002
지구환경시스템공,1,1,79.65592592592593,79.65592592592593,31.442465958401915,28.091675395281563,50.0,3.225806451612903,7.155925925925928
한국어문,6,6,79.55,77.83666666666666,38.4231003967043,18.292210744980387,65.60865015695849,6.274131274131275,7.049999999999997
에너지자원화학공,1,1,79.52,79.52,26.67316439246264,31.49772579597141,,,7.019999999999996
중국어,2,2,79.5,79.5,43.20502612109912,17.61205964249921,60.3021978021978,2.727272727272727,7.0
사회에너지시스템공,1,1,79.5,79.5,71.43196365888912,2.9351641544497213,,,7.0
산업경영정보공,1,1,79.5,79.5,33.6020797683296,7.848492826115572,,,7.0
스마트물류공학,1,1,79.5,79.5,59.82404692082111,3.225806451612903,,,7.0
영어산업,1,1,79.5,79.5,45.758438545531234,19.52297412594787,47.36842105263158,0.0,7.0
생화,3,3,79.4,81.19,40.63441869657592,19.60932244296047,28.07486631016043,40.22435897435898,6.900000000000006
정치외교,25,25,79.33,77.66499012345679,42.783885423314736,18.06777756974349,59.03225806451613,4.924924924924925,6.829999999999998
공간환경,1,1,79.33,79.33,46.48942163393031,6.602188105078279,78.57142857142857,15.151515151515152,6.829999999999998
관광&영어통역융복합,1,1,79.33,79.33,42.05898112583942,17.961750905148456,50.0,0.0,6.829999999999998
국어국문·창작,1,1,79.33,79.33,33.95151981531359,25.44165338316936,47.540983606557376,7.246376811594203,6.829999999999998
항공경영,1,1,79.33,79.33,50.25093087259187,7.228428039501376,,,6.829999999999998
해양융합공,1,1,79.33,79.33,47.37179487179488,6.730769230769231,72.72727272727273,35.294117647058826,6.829999999999998
사회학,1,1,79.3,79.3,43.40592861464005,17.407743496672715,,,6.799999999999997
항공우주공,7,7,79.29655172413794,80.06950738916257,42.40623861405921,23.05536684782609,73.07692307692308,37.66233766233766,6.796551724137942
지구시스템과,2,2,79.263,79.263,25.232254362780704,33.319802965286975,72.72727272727273,33.333333333333336,6.763000000000005
스마트시티공,1,1,79.21428571428571,79.21428571428571,49.08209596269481,7.641019347977258,,,6.714285714285708
로봇정보제어・지능시스템,1,1,79.20000000000002,79.20000000000002,69.98327759197323,2.1739130434782608,,,6.700000000000017
글로벌문화,1,1,79.2,79.2,45.64623216966967,17.48193506006006,,,6.700000000000003
AI융합,4,4,79.16499999999999,80.0525,34.81912346149552,20.15567247022452,78.04878048780488,25.454545454545453,6.664999999999992
글로벌경영,6,6,79.125,80.05,45.030180529140196,16.556230068483757,64.79832653936924,1.604302870125655,6.625
생물교육과,10,10,79.10499999999999,76.69460000000001,38.178449943920256,17.47756659391719,40.0,2.380952380952381,6.60499999999999
스마트융합보안,1,1,79.06,79.06,0.0,0.0,,,6.560000000000002
사회교육과,5,5,79.0,77.934,44.70899470899471,12.962962962962962,35.41666666666667,2.272727272727273,6.5
의공,3,3,79.0,67.63333333333334,52.88961038961039,12.683759794743777,60.69299552906111,9.076923076923077,6.5
건축실내건축,1,1,79.0,79.0,46.03599516031458,17.66333938294011,63.1578947368421,5.0,6.5
메타버스&게임,1,1,79.0,79.0,38.22348178137652,3.419433198380567,,,6.5
전자바이오물리,1,1,79.0,79.0,37.80877950686684,21.158108818354243,51.42857142857143,20.454545454545453,6.5
화학분자공,1,1,79.0,79.0,65.64576061254363,8.754644747213153,48.27586206896552,34.09090909090909,6.5
국제,6,6,78.9,81.05333333333333,43.50396720806425,12.203842860626228,62.96296296296296,8.461538461538462,6.400000000000006
아동복지,4,4,78.9,78.1575,36.74313004353643,20.093187093349137,70.09925558312655,2.3176291793313073,6.400000000000006
교통시스템공,1,1,78.83,78.83,33.555933612513854,23.71289567680749,64.51612903225806,24.390243902439025,6.329999999999998
융합경영,3,3,78.67,77.05666666666667,38.00668050916313,22.39068941650868,59.375,2.7777777777777777,6.170000000000002
가족복지,1,1,78.67,78.67,50.03316575897221,12.18405250663315,80.55555555555556,4.761904761904762,6.170000000000002
시큐리티매니지먼트,1,1,78.666,78.666,36.08357873063756,10.839977016447603,91.66666666666669,2.702702702702702,6.165999999999997
산업경영공,10,10,78.66499999999999,75.553,40.07552735688037,20.19781333001072,67.56756756756756,12.903225806451612,6.164999999999992
통계데이터사이언스,2,2,78.575,78.575,31.88156112117447,29.212909775517893,,,6.075000000000003
나노에너지공,1,1,78.5,78.5,45.49593269073284,18.951507725157867,60.869565217391305,25.0,6.0
대기환경과,1,1,78.5,78.5,35.4075591985428,27.194796323894685,43.333333333333336,16.216216216216218,6.0
사회과,1,1,78.45232558139536,78.45232558139536,45.844766284292376,18.153943209676147,65.03496503496504,1.2738853503184713,5.952325581395357
국제관계,2,2,78.41499999999999,78.41499999999999,44.08332415724013,19.778681540314565,57.89473684210526,7.547169811320755,5.914999999999992
게임디자인,1,1,78.4,78.4,32.083041388550846,14.74566999791029,51.51515151515152,0.0,5.900000000000006
바이오식품공,1,1,78.33,78.33,40.053763440860216,8.79416282642089,56.66666666666666,31.818181818181817,5.829999999999998
스포츠산업레저,1,1,78.33,78.33,52.19881221719457,12.358597285067871,76.0,3.8461538461538463,5.829999999999998
행정정보융합,1,1,78.33,78.33,33.30769230769231,26.76923076923077,,,5.829999999999998
중국어문화,2,2,78.315,78.315,44.14532777541746,16.52985735466836,66.66666666666667,3.0303030303030303,5.814999999999998
일본어,2,2,78.30357142857143,78.30357142857143,51.60623958461312,12.767237036313087,44.41964285714286,2.6315789473684212,5.803571428571431
창의융합,1,1,78.3,78.3,31.94297414182197,26.21556414485832,47.61904761904762,16.0,5.799999999999997
스마트자동차,1,1,78.2,78.2,39.96064268185396,9.602954113997315,58.064516129032256,13.88888888888889,5.700000000000003
생물공,3,3,78.17,79.97333333333334,48.43519419332976,17.62109727675478,52.63157894736842,31.57894736842105,5.670000000000002
아동가족,3,3,78.17,75.83666666666666,42.86180773249739,21.858672936259143,69.07894736842105,5.708245243128965,5.670000000000002
전자정보통신공,1,1,78.11295454545454,78.11295454545454,33.38699141470698,30.785740948114967,,,5.612954545454542
세무회계,2,2,78.1,78.1,34.87499390623958,22.43829841975365,71.42857142857143,0.0,5.599999999999994
스포츠산업,2,2,78.08500000000001,78.08500000000001,45.0357817556076,16.557761279139353,,,5.585000000000008
교육,27,27,78.0,74.0973560930545,50.55837393473638,10.895598549497318,53.333333333333336,6.25,5.5
공예과,2,2,78.0,78.0,54.58991465673843,4.052956097027393,56.63265306122449,31.89393939393939,5.5
경영공,1,1,78.0,78.0,32.606307494419134,27.70575327092164,52.63157894736842,3.389830508474576,5.5
연출,1,1,78.0,78.0,28.879310344827587,28.75,75.0,33.333333333333336,5.5
모바일융합공,1,1,77.9,77.9,33.28040070787511,27.601599039312347,,,5.400000000000006
설비공,1,1,77.9,77.9,40.55028369352155,22.44502329540985,75.67567567567568,7.5,5.400000000000006
과학교육생물교육,1,1,77.83,77.83,57.77081592871066,14.522417153996102,0.0,0.0,5.329999999999998
불어교육과,1,1,77.83,77.83,23.17043813192104,15.418873375060183,33.333333333333336,0.0,5.329999999999998
역사교육과,18,18,77.765,77.99652343159487,44.12264280229126,14.459466345827586,33.333333333333336,0.0,5.265000000000001
글로벌어문,1,1,77.75,77.75,53.62083851479321,5.028592497933142,61.71875,0.0,5.25
생명공학,1,1,77.7,77.7,42.24028003185387,19.666239932260112,68.18181818181819,40.54054054054054,5.200000000000003
유통경영,1,1,77.67,77.67,31.03661044837516,25.26150320267968,,,5.170000000000002
화학・에너지융합,1,1,77.66,77.66,26.71842305726711,18.49417107813359,,,5.159999999999997
응용화학공,1,1,77.65,77.65,32.28791234605188,24.953997337718267,60.0,32.58426966292135,5.150000000000006
설비소방,1,1,77.63,77.63,30.462523719165084,20.706831119544592,80.0,11.764705882352942,5.1299999999999955
지구과학교육과,8,8,77.58500000000001,79.21275,38.34780200897881,17.79197434202965,46.42857142857142,7.5,5.085000000000008
생명과,25,25,77.57,73.00580878048781,39.67831813576494,19.916992973233924,50.0,38.297872340425535,5.069999999999993
전기제어계측공,1,1,77.56862068965516,77.56862068965516,100.0,0.0,,,5.068620689655162
수,30,30,77.525,76.02166789625747,36.58319010990661,21.980421894529563,60.526315789473685,12.82051282051282,5.025000000000006
교통물류공,1,1,77.5,77.5,41.04719133162247,19.584402623324777,61.29032258064516,22.727272727272727,5.0
기계교육과,1,1,77.5,77.5,26.311315772100087,29.808707994982505,47.05882352941177,0.0,5.0
심리치료,1,1,77.4,77.4,35.714285714285715,24.9624060150376,54.54545454545455,27.27272727272728,4.900000000000006
중국언어문화콘텐츠,1,1,77.4,77.4,41.0521468495935,14.754827235772357,,,4.900000000000006
고용서비스정책,1,1,77.35,77.35,32.73766786331605,19.7061560962638,,,4.849999999999994
행정,40,40,77.33500000000001,75.13528489786228,40.21065251883666,19.507098828822656,54.54545454545455,1.818181818181818,4.835000000000008
토목환경공,5,5,77.33,72.138,33.03631979504182,26.61157377749306,61.11111111111112,3.571428571428572,4.829999999999998
HCI사이언스,1,1,77.33,77.33,46.40808032512551,5.58809466889792,,,4.829999999999998
생물과,1,1,77.33,77.33,47.74638232916328,22.83459724982864,42.85714285714285,51.72413793103448,4.829999999999998
화장품학,1,1,77.33,77.33,41.786500366837856,11.740645634629496,73.91304347826087,14.285714285714286,4.829999999999998
코스메디컬소재,1,1,77.31,77.31,28.88888888888889,29.583333333333336,,,4.810000000000002
특수체육학,1,1,77.3,77.3,30.014049877063577,40.042149631190725,,,4.799999999999997
사물인터넷,1,1,77.28,77.28,39.876068376068375,11.572649572649572,48.57142857142857,12.195121951219512,4.780000000000001
공공정책,2,2,77.26357142857142,77.26357142857142,40.26256664927752,24.19125972507223,48.288288288288285,9.372822299651569,4.763571428571424
미디어커뮤니케이션,25,25,77.2,75.4614,41.755274261603375,16.918126071300442,63.246753246753244,2.2254475084663765,4.700000000000003
글로벌문화산업,1,1,77.2,77.2,40.71770247903821,7.491678943635074,66.66666666666667,0.0,4.700000000000003
생명과학,1,1,77.2,77.2,47.75853658536586,15.797560975609755,50.0,23.529411764705884,4.700000000000003
한국문화콘텐츠,1,1,77.2,77.2,39.382763975155285,6.7481884057971016,37.5,0.0,4.700000000000003
역사,4,4,77.18,68.945,41.45400858180198,16.431221035206207,50.0,7.317073170731708,4.680000000000007
나노화학공,1,1,77.12,77.12,38.97385075833884,12.579200467891996,46.875,23.25581395348837,4.6200000000000045
디스플레이신소재공,1,1,77.12,77.12,40.56079889413223,10.691644024977355,52.0,13.79310344827586,4.6200000000000045
인문,2,2,77.11346153846154,77.11346153846154,13.170498084291188,28.400383141762454,,,4.613461538461536
문헌정보,16,16,77.1,74.90263844797178,41.66572007101008,19.82699248699572,50.756048387096776,5.257936507936508,4.599999999999994
컴퓨터융합,1,1,77.1,77.1,39.46937006505647,21.587268441307632,60.71428571428572,14.705882352941176,4.599999999999994
통계,13,13,77.0,75.55779924953096,44.366507124387965,14.68230403800475,54.61323392357875,19.45945945945946,4.5
인공지능,11,11,77.0,76.72829545454546,39.46820944366526,18.65727935629872,,,4.5
과학컴퓨팅,1,1,77.0,77.0,50.19293924466338,14.51559934318555,,,4.5
분자의생명,1,1,77.0,77.0,55.97121584790268,10.957338961643288,50.0,40.0,4.5
의생명과미생물학,1,1,76.99,76.99,0.0,40.0,,,4.489999999999995
크리에이티브인문,1,1,76.92179487179487,76.92179487179487,48.395824410717694,17.472651186747733,60.41666666666666,5.357142857142857,4.421794871794873
물리치료,31,31,76.92,74.74343866578889,40.86039838649312,21.47617697107204,86.48648648648648,0.0,4.420000000000002
의료IT공,1,1,76.88,76.88,37.85962395227668,8.84051951974628,47.36842105263158,4.878048780487805,4.3799999999999955
행정.심리,1,1,76.75,76.75,16.666666666666668,0.0,,,4.25
게임,1,1,76.7,76.7,37.9699791784412,17.207741901210483,37.5,0.0,4.200000000000003
공공인재법,1,1,76.7,76.7,41.30048221820374,20.678119349005428,57.57575757575758,2.9411764705882355,4.200000000000003
사,25,25,76.67,75.96416197530864,40.83693259686864,20.61433331066839,51.42857142857143,13.043478260869565,4.170000000000002
도시행정,3,3,76.67,81.05666666666667,44.77756286266924,16.091318805918952,49.12280701754386,10.644257703081234,4.170000000000002
토목교통공,1,1,76.67,76.67,0.0,66.66666666666667,,,4.170000000000002
에너지환경공,1,1,76.64,76.64,42.516324921903134,7.124088869858015,64.0,0.0,4.140000000000001
생명정보융합,1,1,76.63,76.63,48.00148206400097,21.582178936543464,,,4.1299999999999955
국어국문,34,34,76.6,72.92720495225225,39.190105342334085,21.291774116513643,57.89473684210526,4.761904761904762,4.099999999999994
지질환경과,3,3,76.6,75.32333333333334,39.32316199057957,23.8053792067718,61.76470588235294,30.232558139534884,4.099999999999994
국제무역,4,4,76.58500000000001,75.355,33.00054403912595,27.441322883596,67.44186046511628,1.9867549668874167,4.085000000000008
그린스마트건축공,1,1,76.52,76.52,29.84178806179513,24.472885490308045,,,4.019999999999996
바이오융합,1,1,76.5,76.5,41.79778838343338,9.32034702812402,56.45161290322581,24.390243902439025,4.0
산업경영,1,1,76.45,76.45,32.330314694679345,22.04494410780444,82.66666666666667,2.5,3.950000000000003
독어독문,10,10,76.435,76.61359999999999,41.11070882436688,20.1110397538969,56.2200956937799,4.2857142857142865,3.9350000000000023
스마트드론공,1,1,76.35125,76.35125,41.66666666666667,37.5,,,3.851249999999993
프랑스,1,1,76.33,76.33,38.44086021505376,24.60304659498208,57.142857142857146,0.0,3.8299999999999983
글로벌물류,1,1,76.3,76.3,35.52362305436942,21.919828213857024,,,3.799999999999997
바이오-로봇시스템공,1,1,76.3,76.3,21.97209892200381,27.76157260621433,,,3.799999999999997
반도체융합,1,1,76.3,76.3,28.88888888888889,19.93055555555556,,,3.799999999999997
영유아보육,1,1,76.3,76.3,34.53537206552004,25.30908458814072,77.27272727272727,0.0,3.799999999999997
컴퓨터소프트웨어,6,6,76.275,71.60833333333333,33.00244200372906,21.377850284309254,63.63636363636363,13.157894736842104,3.7750000000000057
국제통상,8,8,76.25,73.24037962962963,36.73516780007315,18.267581607991517,63.1578947368421,1.7543859649122806,3.75
의생명과생명과학,1,1,76.23,76.23,23.07692307692308,30.76923076923077,,,3.730000000000004
문화인류,4,4,76.19,77.49,46.40561969675893,25.341193616510072,61.44736842105263,7.771260997067449,3.6899999999999977
고고,2,2,76.185,76.185,44.49016468199122,20.90352348730679,50.239234449760765,24.175824175824175,3.6850000000000023
컴퓨터인공지능,1,1,76.17,76.17,34.780578898225954,24.052287581699343,,,3.6700000000000017
불어불문,12,12,76.15,77.51174999999999,39.86026568160476,21.222820998566718,61.20401337792642,4.951690821256038,3.6500000000000057
도시디자인정보공,1,1,76.15,76.15,31.475936817700145,24.6794301929464,45.71428571428572,5.2631578947368425,3.6500000000000057
공공안전학,1,1,76.13,76.13,47.370830408642846,19.957579271828365,33.333333333333336,0.0,3.6299999999999955
