sample_id,feature_column,rows,missing_n,missing_rate
GRADE_ALL,goms_latest_2019_permanent_pct,10099,0,0.0
GRADE_ALL,goms_source_years_observed,10099,0,0.0
GRADE_ALL,goms_year_over_year_review_flag,10099,0,0.0
GRADE_ALL,goms_mapping_confidence,10099,0,0.0
GRADE_ALL,goms_row_qa_status,10099,0,0.0
GRADE_ALL,admission_capacity_n,10099,1538,0.1522923061689276
GRADE_ALL,recruitment_n,10099,1538,0.1522923061689276
GRADE_ALL,applicants_n,10099,1538,0.1522923061689276
GRADE_ALL,admits_n,10099,1538,0.1522923061689276
GRADE_ALL,enrolled_students_n,10099,1538,0.1522923061689276
GRADE_ALL,leave_students_n,10099,1538,0.1522923061689276
GRADE_ALL,graduates_n,10099,1538,0.1522923061689276
GRADE_ALL,fulltime_faculty_n,10099,1538,0.1522923061689276
GRADE_ALL,nonfulltime_faculty_n,10099,1538,0.1522923061689276
GRADE_ALL,international_students_n,10099,1538,0.1522923061689276
GRADE_ALL,female_students_n,10099,1538,0.1522923061689276
GRADE_ALL,masters_students_n,10099,1538,0.1522923061689276
GRADE_ALL,doctoral_students_n,10099,1538,0.1522923061689276
GRADE_ALL,competition_ratio,10099,4842,0.47945341122883456
GRADE_ALL,admission_yield_ratio,10099,4842,0.47945341122883456
GRADE_ALL,admit_per_applicant_ratio,10099,4839,0.4791563521140707
GRADE_ALL,leave_rate_pct,10099,1658,0.16417467075948114
GRADE_ALL,female_student_share_pct,10099,1658,0.16417467075948114
GRADE_ALL,international_student_share_pct,10099,1658,0.16417467075948114
GRADE_ALL,student_faculty_ratio,10099,3720,0.3683533023071591
GRADE_ALL,fulltime_faculty_share_pct,10099,3720,0.3683533023071591
GRADE_ALL,log_enrolled_students,10099,1538,0.1522923061689276
GRADE_ALL,log_graduates,10099,1538,0.1522923061689276
GRADE_SELECTIVITY,ctx24_reference_sample_n,3707,0,0.0
GRADE_SELECTIVITY,ctx24_mean_income_10kkrw,3707,0,0.0
GRADE_SELECTIVITY,ctx24_median_income_10kkrw,3707,0,0.0
GRADE_SELECTIVITY,ctx24_income_300plus_pct,3707,0,0.0
GRADE_SELECTIVITY,ctx24_income_400plus_pct,3707,0,0.0
GRADE_SELECTIVITY,ctx24_large_company_pct,3707,0,0.0
GRADE_SELECTIVITY,ctx24_mid_company_pct,3707,0,0.0
GRADE_SELECTIVITY,ctx24_small_company_pct,3707,0,0.0
GRADE_SELECTIVITY,ctx24_large_mid_company_pct,3707,0,0.0
GRADE_SELECTIVITY,ctx24_public_nonprofit_pct,3707,0,0.0
GRADE_SELECTIVITY,ctx24_cert_rate_pct,3707,0,0.0
GRADE_SELECTIVITY,ctx24_cert_per_person,3707,0,0.0
GRADE_SELECTIVITY,ctx24_log10_mean_income,3707,0,0.0
GRADE_SELECTIVITY,ctx24_industry_top3_pct,3707,3707,1.0
GRADE_SELECTIVITY,ctx24_industry_hhi,3707,3707,1.0
GRADE_SELECTIVITY,goms_profile_start_year,3707,0,0.0
GRADE_SELECTIVITY,goms_profile_end_year,3707,0,0.0
GRADE_SELECTIVITY,goms_profile_years_n,3707,0,0.0
GRADE_SELECTIVITY,goms_aggregation_method,3707,0,0.0
GRADE_SELECTIVITY,goms_recent_employment_rate_pct,3707,0,0.0
GRADE_SELECTIVITY,goms_recent_firm_300plus_pct,3707,0,0.0
GRADE_SELECTIVITY,goms_recent_public_nonprofit_pct,3707,0,0.0
GRADE_SELECTIVITY,goms_recent_permanent_pct,3707,0,0.0
GRADE_SELECTIVITY,goms_recent_unstable_pct,3707,0,0.0
GRADE_SELECTIVITY,goms_recent_self_employed_pct,3707,0,0.0
GRADE_SELECTIVITY,goms_recent_industry_hhi,3707,0,0.0
GRADE_SELECTIVITY,goms_recent_industry_top3_pct,3707,0,0.0
GRADE_SELECTIVITY,goms_recent_professional_highskill_pct,3707,0,0.0
GRADE_SELECTIVITY,goms_recent_mean_income_10kkrw,3707,0,0.0
GRADE_SELECTIVITY,goms_recent_weekly_work_hours,3707,0,0.0
GRADE_SELECTIVITY,goms_recent_hourly_income_proxy,3707,0,0.0
GRADE_SELECTIVITY,goms_income_trend_per_year,3707,0,0.0
GRADE_SELECTIVITY,goms_hours_trend_per_year,3707,0,0.0
GRADE_SELECTIVITY,goms_firm_300plus_trend_per_year,3707,0,0.0
GRADE_SELECTIVITY,goms_permanent_trend_per_year,3707,0,0.0
GRADE_SELECTIVITY,goms_latest_2019_mean_income_10kkrw,3707,0,0.0
GRADE_SELECTIVITY,goms_latest_2019_weekly_work_hours,3707,0,0.0
GRADE_SELECTIVITY,goms_latest_2019_firm_300plus_pct,3707,0,0.0
GRADE_SELECTIVITY,goms_latest_2019_permanent_pct,3707,0,0.0
GRADE_SELECTIVITY,goms_source_years_observed,3707,0,0.0
GRADE_SELECTIVITY,goms_year_over_year_review_flag,3707,0,0.0
GRADE_SELECTIVITY,goms_mapping_confidence,3707,0,0.0
GRADE_SELECTIVITY,goms_row_qa_status,3707,0,0.0
GRADE_SELECTIVITY,admission_capacity_n,3707,509,0.13730779606150526
GRADE_SELECTIVITY,recruitment_n,3707,509,0.13730779606150526
GRADE_SELECTIVITY,applicants_n,3707,509,0.13730779606150526
GRADE_SELECTIVITY,admits_n,3707,509,0.13730779606150526
GRADE_SELECTIVITY,enrolled_students_n,3707,509,0.13730779606150526
GRADE_SELECTIVITY,leave_students_n,3707,509,0.13730779606150526
GRADE_SELECTIVITY,graduates_n,3707,509,0.13730779606150526
GRADE_SELECTIVITY,fulltime_faculty_n,3707,509,0.13730779606150526
GRADE_SELECTIVITY,nonfulltime_faculty_n,3707,509,0.13730779606150526
GRADE_SELECTIVITY,international_students_n,3707,509,0.13730779606150526
GRADE_SELECTIVITY,female_students_n,3707,509,0.13730779606150526
GRADE_SELECTIVITY,masters_students_n,3707,509,0.13730779606150526
GRADE_SELECTIVITY,doctoral_students_n,3707,509,0.13730779606150526
GRADE_SELECTIVITY,competition_ratio,3707,540,0.14567035338548692
GRADE_SELECTIVITY,admission_yield_ratio,3707,540,0.14567035338548692
GRADE_SELECTIVITY,admit_per_applicant_ratio,3707,547,0.1475586727812247
GRADE_SELECTIVITY,leave_rate_pct,3707,514,0.1386565956298894
GRADE_SELECTIVITY,female_student_share_pct,3707,514,0.1386565956298894
GRADE_SELECTIVITY,international_student_share_pct,3707,514,0.1386565956298894
GRADE_SELECTIVITY,student_faculty_ratio,3707,639,0.17237658483949286
GRADE_SELECTIVITY,fulltime_faculty_share_pct,3707,639,0.17237658483949286
GRADE_SELECTIVITY,log_enrolled_students,3707,509,0.13730779606150526
GRADE_SELECTIVITY,log_graduates,3707,509,0.13730779606150526
EMPLOYMENT_HEALTH,ctx24_reference_sample_n,7389,0,0.0
EMPLOYMENT_HEALTH,ctx24_mean_income_10kkrw,7389,0,0.0
EMPLOYMENT_HEALTH,ctx24_median_income_10kkrw,7389,0,0.0
EMPLOYMENT_HEALTH,ctx24_income_300plus_pct,7389,0,0.0
EMPLOYMENT_HEALTH,ctx24_income_400plus_pct,7389,0,0.0
EMPLOYMENT_HEALTH,ctx24_large_company_pct,7389,0,0.0
EMPLOYMENT_HEALTH,ctx24_mid_company_pct,7389,0,0.0
EMPLOYMENT_HEALTH,ctx24_small_company_pct,7389,0,0.0
EMPLOYMENT_HEALTH,ctx24_large_mid_company_pct,7389,0,0.0
EMPLOYMENT_HEALTH,ctx24_public_nonprofit_pct,7389,0,0.0
EMPLOYMENT_HEALTH,ctx24_cert_rate_pct,7389,0,0.0
EMPLOYMENT_HEALTH,ctx24_cert_per_person,7389,0,0.0
EMPLOYMENT_HEALTH,ctx24_log10_mean_income,7389,0,0.0
EMPLOYMENT_HEALTH,ctx24_industry_top3_pct,7389,7389,1.0
EMPLOYMENT_HEALTH,ctx24_industry_hhi,7389,7389,1.0
EMPLOYMENT_HEALTH,goms_profile_start_year,7389,0,0.0
EMPLOYMENT_HEALTH,goms_profile_end_year,7389,0,0.0
EMPLOYMENT_HEALTH,goms_profile_years_n,7389,0,0.0
EMPLOYMENT_HEALTH,goms_aggregation_method,7389,0,0.0
EMPLOYMENT_HEALTH,goms_recent_employment_rate_pct,7389,0,0.0
EMPLOYMENT_HEALTH,goms_recent_firm_300plus_pct,7389,0,0.0
EMPLOYMENT_HEALTH,goms_recent_public_nonprofit_pct,7389,0,0.0
EMPLOYMENT_HEALTH,goms_recent_permanent_pct,7389,0,0.0
EMPLOYMENT_HEALTH,goms_recent_unstable_pct,7389,0,0.0
EMPLOYMENT_HEALTH,goms_recent_self_employed_pct,7389,0,0.0
EMPLOYMENT_HEALTH,goms_recent_industry_hhi,7389,0,0.0
EMPLOYMENT_HEALTH,goms_recent_industry_top3_pct,7389,0,0.0
EMPLOYMENT_HEALTH,goms_recent_professional_highskill_pct,7389,0,0.0
EMPLOYMENT_HEALTH,goms_recent_mean_income_10kkrw,7389,0,0.0
EMPLOYMENT_HEALTH,goms_recent_weekly_work_hours,7389,0,0.0
EMPLOYMENT_HEALTH,goms_recent_hourly_income_proxy,7389,0,0.0
EMPLOYMENT_HEALTH,goms_income_trend_per_year,7389,0,0.0
EMPLOYMENT_HEALTH,goms_hours_trend_per_year,7389,0,0.0
EMPLOYMENT_HEALTH,goms_firm_300plus_trend_per_year,7389,0,0.0
EMPLOYMENT_HEALTH,goms_permanent_trend_per_year,7389,0,0.0
EMPLOYMENT_HEALTH,goms_latest_2019_mean_income_10kkrw,7389,0,0.0
EMPLOYMENT_HEALTH,goms_latest_2019_weekly_work_hours,7389,0,0.0
EMPLOYMENT_HEALTH,goms_latest_2019_firm_300plus_pct,7389,0,0.0
EMPLOYMENT_HEALTH,goms_latest_2019_permanent_pct,7389,0,0.0
EMPLOYMENT_HEALTH,goms_source_years_observed,7389,0,0.0
EMPLOYMENT_HEALTH,goms_year_over_year_review_flag,7389,0,0.0
EMPLOYMENT_HEALTH,goms_mapping_confidence,7389,0,0.0
EMPLOYMENT_HEALTH,goms_row_qa_status,7389,0,0.0
EMPLOYMENT_HEALTH,admission_capacity_n,7389,1119,0.1514413317092976
EMPLOYMENT_HEALTH,recruitment_n,7389,1119,0.1514413317092976
EMPLOYMENT_HEALTH,applicants_n,7389,1119,0.1514413317092976
EMPLOYMENT_HEALTH,admits_n,7389,1119,0.1514413317092976
EMPLOYMENT_HEALTH,enrolled_students_n,7389,1119,0.1514413317092976
EMPLOYMENT_HEALTH,leave_students_n,7389,1119,0.1514413317092976
EMPLOYMENT_HEALTH,graduates_n,7389,1119,0.1514413317092976
EMPLOYMENT_HEALTH,fulltime_faculty_n,7389,1119,0.1514413317092976
EMPLOYMENT_HEALTH,nonfulltime_faculty_n,7389,1119,0.1514413317092976
EMPLOYMENT_HEALTH,international_students_n,7389,1119,0.1514413317092976
EMPLOYMENT_HEALTH,female_students_n,7389,1119,0.1514413317092976
EMPLOYMENT_HEALTH,masters_students_n,7389,1119,0.1514413317092976
EMPLOYMENT_HEALTH,doctoral_students_n,7389,1119,0.1514413317092976
EMPLOYMENT_HEALTH,competition_ratio,7389,3706,0.5015563675734199
EMPLOYMENT_HEALTH,admission_yield_ratio,7389,3706,0.5015563675734199
EMPLOYMENT_HEALTH,admit_per_applicant_ratio,7389,3705,0.5014210312626878
EMPLOYMENT_HEALTH,leave_rate_pct,7389,1176,0.15915550142103127
EMPLOYMENT_HEALTH,female_student_share_pct,7389,1176,0.15915550142103127
EMPLOYMENT_HEALTH,international_student_share_pct,7389,1176,0.15915550142103127
EMPLOYMENT_HEALTH,student_faculty_ratio,7389,2628,0.3556638246041413
EMPLOYMENT_HEALTH,fulltime_faculty_share_pct,7389,2628,0.3556638246041413
EMPLOYMENT_HEALTH,log_enrolled_students,7389,1119,0.1514413317092976
EMPLOYMENT_HEALTH,log_graduates,7389,1119,0.1514413317092976
PROGRESSION_GRADSCHOOL,ctx24_reference_sample_n,7498,0,0.0
PROGRESSION_GRADSCHOOL,ctx24_mean_income_10kkrw,7498,0,0.0
PROGRESSION_GRADSCHOOL,ctx24_median_income_10kkrw,7498,0,0.0
PROGRESSION_GRADSCHOOL,ctx24_income_300plus_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,ctx24_income_400plus_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,ctx24_large_company_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,ctx24_mid_company_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,ctx24_small_company_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,ctx24_large_mid_company_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,ctx24_public_nonprofit_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,ctx24_cert_rate_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,ctx24_cert_per_person,7498,0,0.0
PROGRESSION_GRADSCHOOL,ctx24_log10_mean_income,7498,0,0.0
PROGRESSION_GRADSCHOOL,ctx24_industry_top3_pct,7498,7498,1.0
PROGRESSION_GRADSCHOOL,ctx24_industry_hhi,7498,7498,1.0
PROGRESSION_GRADSCHOOL,goms_profile_start_year,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_profile_end_year,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_profile_years_n,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_aggregation_method,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_recent_employment_rate_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_recent_firm_300plus_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_recent_public_nonprofit_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_recent_permanent_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_recent_unstable_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_recent_self_employed_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_recent_industry_hhi,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_recent_industry_top3_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_recent_professional_highskill_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_recent_mean_income_10kkrw,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_recent_weekly_work_hours,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_recent_hourly_income_proxy,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_income_trend_per_year,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_hours_trend_per_year,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_firm_300plus_trend_per_year,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_permanent_trend_per_year,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_latest_2019_mean_income_10kkrw,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_latest_2019_weekly_work_hours,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_latest_2019_firm_300plus_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_latest_2019_permanent_pct,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_source_years_observed,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_year_over_year_review_flag,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_mapping_confidence,7498,0,0.0
PROGRESSION_GRADSCHOOL,goms_row_qa_status,7498,0,0.0
PROGRESSION_GRADSCHOOL,admission_capacity_n,7498,1132,0.15097359295812215
PROGRESSION_GRADSCHOOL,recruitment_n,7498,1132,0.15097359295812215
PROGRESSION_GRADSCHOOL,applicants_n,7498,1132,0.15097359295812215
PROGRESSION_GRADSCHOOL,admits_n,7498,1132,0.15097359295812215
PROGRESSION_GRADSCHOOL,enrolled_students_n,7498,1132,0.15097359295812215
PROGRESSION_GRADSCHOOL,leave_students_n,7498,1132,0.15097359295812215
PROGRESSION_GRADSCHOOL,graduates_n,7498,1132,0.15097359295812215
PROGRESSION_GRADSCHOOL,fulltime_faculty_n,7498,1132,0.15097359295812215
PROGRESSION_GRADSCHOOL,nonfulltime_faculty_n,7498,1132,0.15097359295812215
PROGRESSION_GRADSCHOOL,international_students_n,7498,1132,0.15097359295812215
PROGRESSION_GRADSCHOOL,female_students_n,7498,1132,0.15097359295812215
PROGRESSION_GRADSCHOOL,masters_students_n,7498,1132,0.15097359295812215
PROGRESSION_GRADSCHOOL,doctoral_students_n,7498,1132,0.15097359295812215
PROGRESSION_GRADSCHOOL,competition_ratio,7498,3760,0.5014670578821019
PROGRESSION_GRADSCHOOL,admission_yield_ratio,7498,3760,0.5014670578821019
PROGRESSION_GRADSCHOOL,admit_per_applicant_ratio,7498,3760,0.5014670578821019
PROGRESSION_GRADSCHOOL,leave_rate_pct,7498,1189,0.15857562016537743
PROGRESSION_GRADSCHOOL,female_student_share_pct,7498,1189,0.15857562016537743
PROGRESSION_GRADSCHOOL,international_student_share_pct,7498,1189,0.15857562016537743
PROGRESSION_GRADSCHOOL,student_faculty_ratio,7498,2661,0.3548946385702854
PROGRESSION_GRADSCHOOL,fulltime_faculty_share_pct,7498,2661,0.3548946385702854
PROGRESSION_GRADSCHOOL,log_enrolled_students,7498,1132,0.15097359295812215
PROGRESSION_GRADSCHOOL,log_graduates,7498,1132,0.15097359295812215
JOINT_EMP_PROG,ctx24_reference_sample_n,7389,0,0.0
JOINT_EMP_PROG,ctx24_mean_income_10kkrw,7389,0,0.0
JOINT_EMP_PROG,ctx24_median_income_10kkrw,7389,0,0.0
JOINT_EMP_PROG,ctx24_income_300plus_pct,7389,0,0.0
JOINT_EMP_PROG,ctx24_income_400plus_pct,7389,0,0.0
JOINT_EMP_PROG,ctx24_large_company_pct,7389,0,0.0
JOINT_EMP_PROG,ctx24_mid_company_pct,7389,0,0.0
JOINT_EMP_PROG,ctx24_small_company_pct,7389,0,0.0
JOINT_EMP_PROG,ctx24_large_mid_company_pct,7389,0,0.0
JOINT_EMP_PROG,ctx24_public_nonprofit_pct,7389,0,0.0
JOINT_EMP_PROG,ctx24_cert_rate_pct,7389,0,0.0
JOINT_EMP_PROG,ctx24_cert_per_person,7389,0,0.0
JOINT_EMP_PROG,ctx24_log10_mean_income,7389,0,0.0
JOINT_EMP_PROG,ctx24_industry_top3_pct,7389,7389,1.0
JOINT_EMP_PROG,ctx24_industry_hhi,7389,7389,1.0
JOINT_EMP_PROG,goms_profile_start_year,7389,0,0.0
JOINT_EMP_PROG,goms_profile_end_year,7389,0,0.0
JOINT_EMP_PROG,goms_profile_years_n,7389,0,0.0
JOINT_EMP_PROG,goms_aggregation_method,7389,0,0.0
JOINT_EMP_PROG,goms_recent_employment_rate_pct,7389,0,0.0
JOINT_EMP_PROG,goms_recent_firm_300plus_pct,7389,0,0.0
JOINT_EMP_PROG,goms_recent_public_nonprofit_pct,7389,0,0.0
JOINT_EMP_PROG,goms_recent_permanent_pct,7389,0,0.0
JOINT_EMP_PROG,goms_recent_unstable_pct,7389,0,0.0
JOINT_EMP_PROG,goms_recent_self_employed_pct,7389,0,0.0
JOINT_EMP_PROG,goms_recent_industry_hhi,7389,0,0.0
JOINT_EMP_PROG,goms_recent_industry_top3_pct,7389,0,0.0
JOINT_EMP_PROG,goms_recent_professional_highskill_pct,7389,0,0.0
JOINT_EMP_PROG,goms_recent_mean_income_10kkrw,7389,0,0.0
JOINT_EMP_PROG,goms_recent_weekly_work_hours,7389,0,0.0
JOINT_EMP_PROG,goms_recent_hourly_income_proxy,7389,0,0.0
JOINT_EMP_PROG,goms_income_trend_per_year,7389,0,0.0
JOINT_EMP_PROG,goms_hours_trend_per_year,7389,0,0.0
JOINT_EMP_PROG,goms_firm_300plus_trend_per_year,7389,0,0.0
JOINT_EMP_PROG,goms_permanent_trend_per_year,7389,0,0.0
JOINT_EMP_PROG,goms_latest_2019_mean_income_10kkrw,7389,0,0.0
JOINT_EMP_PROG,goms_latest_2019_weekly_work_hours,7389,0,0.0
JOINT_EMP_PROG,goms_latest_2019_firm_300plus_pct,7389,0,0.0
JOINT_EMP_PROG,goms_latest_2019_permanent_pct,7389,0,0.0
JOINT_EMP_PROG,goms_source_years_observed,7389,0,0.0
JOINT_EMP_PROG,goms_year_over_year_review_flag,7389,0,0.0
JOINT_EMP_PROG,goms_mapping_confidence,7389,0,0.0
JOINT_EMP_PROG,goms_row_qa_status,7389,0,0.0
JOINT_EMP_PROG,admission_capacity_n,7389,1119,0.1514413317092976
JOINT_EMP_PROG,recruitment_n,7389,1119,0.1514413317092976
JOINT_EMP_PROG,applicants_n,7389,1119,0.1514413317092976
JOINT_EMP_PROG,admits_n,7389,1119,0.1514413317092976
JOINT_EMP_PROG,enrolled_students_n,7389,1119,0.1514413317092976
JOINT_EMP_PROG,leave_students_n,7389,1119,0.1514413317092976
JOINT_EMP_PROG,graduates_n,7389,1119,0.1514413317092976
JOINT_EMP_PROG,fulltime_faculty_n,7389,1119,0.1514413317092976
JOINT_EMP_PROG,nonfulltime_faculty_n,7389,1119,0.1514413317092976
JOINT_EMP_PROG,international_students_n,7389,1119,0.1514413317092976
JOINT_EMP_PROG,female_students_n,7389,1119,0.1514413317092976
JOINT_EMP_PROG,masters_students_n,7389,1119,0.1514413317092976
JOINT_EMP_PROG,doctoral_students_n,7389,1119,0.1514413317092976
JOINT_EMP_PROG,competition_ratio,7389,3706,0.5015563675734199
JOINT_EMP_PROG,admission_yield_ratio,7389,3706,0.5015563675734199
JOINT_EMP_PROG,admit_per_applicant_ratio,7389,3705,0.5014210312626878
JOINT_EMP_PROG,leave_rate_pct,7389,1176,0.15915550142103127
JOINT_EMP_PROG,female_student_share_pct,7389,1176,0.15915550142103127
JOINT_EMP_PROG,international_student_share_pct,7389,1176,0.15915550142103127
JOINT_EMP_PROG,student_faculty_ratio,7389,2628,0.3556638246041413
JOINT_EMP_PROG,fulltime_faculty_share_pct,7389,2628,0.3556638246041413
JOINT_EMP_PROG,log_enrolled_students,7389,1119,0.1514413317092976
JOINT_EMP_PROG,log_graduates,7389,1119,0.1514413317092976
