outcome_row_id,major_group_7,major7_mapping_method,major7_mapping_confidence,major7_evidence,major7_candidate_count,major7_review_needed
OC2024_00769,,ambiguous,low,"hits=ENG,NAT evidence=ENG:공학 | NAT:식품과학/과학 ambiguous_token=False",2,True
OC2024_01005,,ambiguous,low,"hits=ENG,NAT evidence=ENG:화학공학/신소재/에너지/공학 | NAT:화학 ambiguous_token=False",2,True
OC2024_01303,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01309,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01312,,ambiguous,low,hits=ENG evidence=ENG:소프트웨어 ambiguous_token=True,1,True
OC2024_01317,,ambiguous,low,"hits=MED,SOC evidence=MED:의료 | SOC:경영 ambiguous_token=False",2,True
OC2024_01322,,ambiguous,low,"hits=ENG,SOC evidence=ENG:항공 | SOC:관광 ambiguous_token=False",2,True
OC2024_01369,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01371,,ambiguous,low,hits=ENG evidence=ENG:기계/자동화 ambiguous_token=True,1,True
OC2024_01376,,ambiguous,low,"hits=MED,SOC evidence=MED:보건/의료 | SOC:사회복지 ambiguous_token=False",2,True
OC2024_01387,,ambiguous,low,hits=ART evidence=ART:스포츠 ambiguous_token=True,1,True
OC2024_01388,,ambiguous,low,"hits=MED,ART evidence=MED:의학/재활 | ART:스포츠 ambiguous_token=False",2,True
OC2024_01390,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01393,,ambiguous,low,hits=ENG evidence=ENG:전자/전기 ambiguous_token=True,1,True
OC2024_01394,,ambiguous,low,"hits=MED,ENG,SOC evidence=MED:약학 | ENG:공학 | SOC:경영 ambiguous_token=False",3,True
OC2024_01396,,ambiguous,low,hits=MED evidence=MED:약학 ambiguous_token=True,1,True
OC2024_01403,,ambiguous,low,"hits=ENG,SOC evidence=ENG:it | SOC:경영 ambiguous_token=False",2,True
OC2024_01413,,ambiguous,low,"hits=ART,SOC evidence=ART:엔터테인먼트 | SOC:관광 ambiguous_token=False",2,True
OC2024_01418,,ambiguous,low,"hits=ENG,SOC evidence=ENG:it | SOC:관광 ambiguous_token=False",2,True
OC2024_01419,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01420,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01451,,ambiguous,low,"hits=ENG,NAT evidence=ENG:신소재/공학 | NAT:환경 ambiguous_token=False",2,True
OC2024_01479,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01483,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01502,,ambiguous,low,"hits=NAT,ART evidence=NAT:환경 | ART:디자인 ambiguous_token=False",2,True
OC2024_01503,,ambiguous,low,"hits=ENG,NAT evidence=ENG:공학 | NAT:환경 ambiguous_token=False",2,True
OC2024_01505,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01506,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01512,,ambiguous,low,"hits=ENG,SOC evidence=ENG:데이터 | SOC:경영 ambiguous_token=False",2,True
OC2024_01529,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01536,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01546,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01670,,ambiguous,low,"hits=ART,HUM evidence=ART:미술 | HUM:고고 ambiguous_token=False",2,True
OC2024_01671,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01676,,ambiguous,low,"hits=ART,SOC evidence=ART:스포츠 | SOC:국제 ambiguous_token=False",2,True
OC2024_01677,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01679,,ambiguous,low,"hits=ENG,NAT evidence=ENG:데이터 | NAT:과학 ambiguous_token=False",2,True
OC2024_01681,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01682,,ambiguous,low,"hits=ENG,NAT evidence=ENG:반도체 | NAT:물리 ambiguous_token=False",2,True
OC2024_01683,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01685,,ambiguous,low,hits=ENG evidence=ENG:ict ambiguous_token=True,1,True
OC2024_01686,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01692,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01699,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01701,,ambiguous,low,"hits=ART,SOC evidence=ART:스포츠 | SOC:비즈니스 ambiguous_token=False",2,True
OC2024_01703,,ambiguous,low,"hits=ENG,NAT evidence=ENG:신소재 | NAT:화학 ambiguous_token=False",2,True
OC2024_01705,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01707,,ambiguous,low,hits=SOC evidence=SOC:경영 ambiguous_token=True,1,True
OC2024_01711,,ambiguous,low,hits=ENG evidence=ENG:기계/전자/공학 ambiguous_token=True,1,True
OC2024_01718,,ambiguous,low,hits=ENG evidence=ENG:컴퓨터/소프트웨어 ambiguous_token=True,1,True
OC2024_01720,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01721,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01729,,ambiguous,low,"hits=ART,SOC evidence=ART:영상 | SOC:마케팅 ambiguous_token=False",2,True
OC2024_01731,,ambiguous,low,"hits=MED,NAT evidence=MED:보건 | NAT:환경 ambiguous_token=False",2,True
OC2024_01751,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01754,,ambiguous,low,"hits=MED,NAT evidence=MED:보건 | NAT:환경 ambiguous_token=False",2,True
OC2024_01778,,ambiguous,low,"hits=NAT,SOC evidence=NAT:과학 | SOC:법 ambiguous_token=False",2,True
OC2024_01786,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01789,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01794,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01799,,ambiguous,low,"hits=MED,ART,SOC evidence=MED:재활 | ART:스포츠 | SOC:상담 ambiguous_token=False",3,True
OC2024_01800,,ambiguous,low,"hits=NAT,ART evidence=NAT:과학 | ART:스포츠 ambiguous_token=True",2,True
OC2024_01802,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01806,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01809,,ambiguous,low,"hits=ENG,NAT evidence=ENG:전자 | NAT:물리 ambiguous_token=False",2,True
OC2024_01810,,ambiguous,low,hits=ENG evidence=ENG:전자/공학 ambiguous_token=True,1,True
OC2024_01814,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01815,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01816,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01817,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01818,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01820,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01823,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_01962,,ambiguous,low,"hits=ENG,NAT evidence=ENG:에너지 | NAT:수학/물리 ambiguous_token=False",2,True
OC2024_02013,,ambiguous,low,"hits=ENG,EDU evidence=ENG:기계 | EDU:교육 ambiguous_token=False",2,True
OC2024_02023,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02026,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02033,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02045,,ambiguous,low,hits=NAT evidence=NAT:원예 ambiguous_token=True,1,True
OC2024_02056,,ambiguous,low,"hits=ENG,EDU evidence=ENG:전자/전기 | EDU:교육 ambiguous_token=False",2,True
OC2024_02058,,ambiguous,low,"hits=ENG,EDU evidence=ENG:전자/공학 | EDU:교육 ambiguous_token=False",2,True
OC2024_02248,,ambiguous,low,"hits=ENG,NAT evidence=ENG:반도체 | NAT:물리/화학/과학 ambiguous_token=False",2,True
OC2024_02276,,ambiguous,low,hits=ENG evidence=ENG:공학/it ambiguous_token=True,1,True
OC2024_02279,,ambiguous,low,"hits=ENG,ART evidence=ENG:공학 | ART:디자인 ambiguous_token=False",2,True
OC2024_02283,,ambiguous,low,hits=ENG evidence=ENG:전자/it ambiguous_token=True,1,True
OC2024_02399,,ambiguous,low,hits=ENG evidence=ENG:기계/공학/it ambiguous_token=True,1,True
OC2024_02405,,ambiguous,low,hits=ENG evidence=ENG:공학 ambiguous_token=True,1,True
OC2024_02406,,ambiguous,low,hits=ENG evidence=ENG:반도체/공학 ambiguous_token=True,1,True
OC2024_02408,,ambiguous,low,"hits=ENG,SOC evidence=ENG:데이터 | SOC:비즈니스 ambiguous_token=True",2,True
OC2024_02409,,ambiguous,low,"hits=ENG,NAT evidence=ENG:데이터 | NAT:과학 ambiguous_token=False",2,True
OC2024_02418,,ambiguous,low,hits=SOC evidence=SOC:사회복지 ambiguous_token=True,1,True
OC2024_02423,,ambiguous,low,"hits=ENG,SOC evidence=ENG:공학 | SOC:소방 ambiguous_token=False",2,True
OC2024_02427,,ambiguous,low,"hits=ENG,EDU evidence=ENG:공학 | EDU:교육 ambiguous_token=False",2,True
OC2024_02428,,ambiguous,low,"hits=ENG,EDU evidence=ENG:공학 | EDU:교육 ambiguous_token=False",2,True
OC2024_02429,,ambiguous,low,"hits=ENG,NAT,EDU evidence=ENG:공학 | NAT:식품공학 | EDU:교육 ambiguous_token=False",3,True
OC2024_02430,,ambiguous,low,"hits=ENG,EDU evidence=ENG:공학 | EDU:교육 ambiguous_token=False",2,True
OC2024_02431,,ambiguous,low,"hits=ENG,EDU evidence=ENG:공학 | EDU:교육 ambiguous_token=False",2,True
OC2024_02432,,ambiguous,low,"hits=ENG,EDU evidence=ENG:공학 | EDU:교육 ambiguous_token=False",2,True
OC2024_02448,,ambiguous,low,hits=ENG evidence=ENG:공학 ambiguous_token=True,1,True
OC2024_02450,,ambiguous,low,hits=ENG evidence=ENG:공학 ambiguous_token=True,1,True
OC2024_02451,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02454,,ambiguous,low,hits=ENG evidence=ENG:공학/it ambiguous_token=True,1,True
OC2024_02460,,ambiguous,low,"hits=NAT,SOC evidence=NAT:환경 | SOC:경제 ambiguous_token=False",2,True
OC2024_02469,,ambiguous,low,hits=ENG evidence=ENG:로봇 ambiguous_token=True,1,True
OC2024_02474,,ambiguous,low,"hits=ENG,NAT evidence=ENG:데이터 | NAT:통계 ambiguous_token=False",2,True
OC2024_02476,,ambiguous,low,"hits=EDU,SOC evidence=EDU:교육 | SOC:상담 ambiguous_token=False",2,True
OC2024_02479,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02480,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02481,,ambiguous,low,"hits=NAT,SOC evidence=NAT:수산 | SOC:경영/경제 ambiguous_token=False",2,True
OC2024_02482,,ambiguous,low,"hits=NAT,SOC evidence=NAT:수산 | SOC:경영 ambiguous_token=False",2,True
OC2024_02484,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02493,,ambiguous,low,hits=ENG evidence=ENG:ict ambiguous_token=True,1,True
OC2024_02494,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02500,,ambiguous,low,"hits=ENG,NAT evidence=ENG:화학공학/공학 | NAT:화학 ambiguous_token=False",2,True
OC2024_02502,,ambiguous,low,"hits=EDU,SOC evidence=EDU:교육/국어교육 | SOC:국제 ambiguous_token=False",2,True
OC2024_02512,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02515,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02534,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02536,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02544,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02572,,ambiguous,low,hits=ENG evidence=ENG:기계/공학 ambiguous_token=True,1,True
OC2024_02575,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02582,,ambiguous,low,"hits=ENG,SOC evidence=ENG:데이터 | SOC:비즈니스/창업 ambiguous_token=False",2,True
OC2024_02589,,ambiguous,low,hits=NAT evidence=NAT:화학/생물 ambiguous_token=True,1,True
OC2024_02593,,ambiguous,low,"hits=ENG,NAT evidence=ENG:화학공학/공학 | NAT:화학 ambiguous_token=False",2,True
OC2024_02594,,ambiguous,low,"hits=ENG,NAT evidence=ENG:에너지/공학 | NAT:환경 ambiguous_token=False",2,True
OC2024_02596,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02617,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02620,,ambiguous,low,"hits=ENG,NAT evidence=ENG:공학 | NAT:환경 ambiguous_token=False",2,True
OC2024_02631,,ambiguous,low,"hits=ENG,NAT evidence=ENG:공학 | NAT:화학 ambiguous_token=False",2,True
OC2024_02632,,ambiguous,low,"hits=ENG,NAT evidence=ENG:공학 | NAT:화학 ambiguous_token=False",2,True
OC2024_02637,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02650,,ambiguous,low,"hits=MED,ART evidence=MED:의학 | ART:스포츠 ambiguous_token=False",2,True
OC2024_02652,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02661,,ambiguous,low,hits=SOC evidence=SOC:경영 ambiguous_token=True,1,True
OC2024_02670,,ambiguous,low,"hits=ENG,SOC evidence=ENG:철도 | SOC:경영 ambiguous_token=False",2,True
OC2024_02671,,ambiguous,low,"hits=ENG,SOC evidence=ENG:철도 | SOC:경영 ambiguous_token=False",2,True
OC2024_02690,,ambiguous,low,hits=SOC evidence=SOC:행정 ambiguous_token=True,1,True
OC2024_02693,,ambiguous,low,"hits=ENG,NAT evidence=ENG:화공/공학 | NAT:생물 ambiguous_token=False",2,True
OC2024_02694,,ambiguous,low,"hits=ENG,NAT evidence=ENG:화공/공학 | NAT:생물 ambiguous_token=False",2,True
OC2024_02706,,ambiguous,low,hits=ENG evidence=ENG:데이터/전자/전기/정보통신/반도체 ambiguous_token=True,1,True
OC2024_02717,,ambiguous,low,"hits=ENG,NAT evidence=ENG:공학 | NAT:생물/환경/수산/과학 ambiguous_token=True",2,True
OC2024_02732,,ambiguous,low,hits=ENG evidence=ENG:기계/공학 ambiguous_token=True,1,True
OC2024_02734,,ambiguous,low,hits=ENG evidence=ENG:공학 ambiguous_token=True,1,True
OC2024_02741,,ambiguous,low,"hits=NAT,ART evidence=NAT:과학 | ART:스포츠 ambiguous_token=False",2,True
OC2024_02746,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02747,,ambiguous,low,hits=SOC evidence=SOC:경영 ambiguous_token=True,1,True
OC2024_02756,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02766,,ambiguous,low,"hits=ENG,SOC evidence=ENG:데이터 | SOC:경영 ambiguous_token=True",2,True
OC2024_02767,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02768,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02770,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02771,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02785,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02786,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02792,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02793,,ambiguous,low,"hits=ENG,NAT evidence=ENG:전자 | NAT:물리 ambiguous_token=False",2,True
OC2024_02799,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02802,,ambiguous,low,"hits=ENG,NAT,SOC evidence=ENG:데이터 | NAT:통계 | SOC:경영 ambiguous_token=False",3,True
OC2024_02810,,ambiguous,low,"hits=EDU,ART evidence=EDU:교육 | ART:스포츠 ambiguous_token=False",2,True
OC2024_02822,,ambiguous,low,hits=ENG evidence=ENG:기계/공학 ambiguous_token=True,1,True
OC2024_02832,,ambiguous,low,"hits=ENG,ART evidence=ENG:자동차 | ART:디자인 ambiguous_token=False",2,True
OC2024_02838,,ambiguous,low,"hits=ENG,NAT evidence=ENG:전자 | NAT:화학 ambiguous_token=False",2,True
OC2024_02839,,ambiguous,low,"hits=ENG,NAT evidence=ENG:보안 | NAT:수학 ambiguous_token=False",2,True
OC2024_02842,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02843,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_02845,,ambiguous,low,hits=ENG evidence=ENG:전자/반도체 ambiguous_token=True,1,True
OC2024_02925,,ambiguous,low,"hits=ENG,SOC evidence=ENG:항공 | SOC:호텔 ambiguous_token=False",2,True
OC2024_02997,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03009,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03011,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03014,,ambiguous,low,"hits=MED,ART evidence=MED:보건 | ART:뷰티 ambiguous_token=False",2,True
OC2024_03016,,ambiguous,low,"hits=ENG,SOC evidence=ENG:데이터/공학 | SOC:경영 ambiguous_token=False",2,True
OC2024_03021,,ambiguous,low,"hits=ART,SOC evidence=ART:스포츠 | SOC:비즈니스 ambiguous_token=False",2,True
OC2024_03037,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03038,,ambiguous,low,hits=ENG evidence=ENG:sw ambiguous_token=True,1,True
OC2024_03044,,ambiguous,low,"hits=ENG,NAT,ART evidence=ENG:화공 | NAT:화학 | ART:영화 ambiguous_token=False",3,True
OC2024_03048,,ambiguous,low,"hits=ENG,ART,SOC evidence=ENG:공학 | ART:영상 | SOC:국제 ambiguous_token=True",3,True
OC2024_03068,,ambiguous,low,hits=ENG evidence=ENG:반도체/공학 ambiguous_token=True,1,True
OC2024_03080,,ambiguous,low,"hits=ENG,NAT evidence=ENG:데이터 | NAT:통계 ambiguous_token=False",2,True
OC2024_03088,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03090,,ambiguous,low,"hits=ART,SOC evidence=ART:스포츠 | SOC:국제 ambiguous_token=False",2,True
OC2024_03091,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03092,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03093,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03094,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03106,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03110,,ambiguous,low,"hits=ART,SOC evidence=ART:스포츠 | SOC:경영 ambiguous_token=False",2,True
OC2024_03116,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03120,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03130,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03134,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03135,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03139,,ambiguous,low,"hits=NAT,SOC evidence=NAT:환경 | SOC:경제 ambiguous_token=False",2,True
OC2024_03282,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03296,,ambiguous,low,"hits=NAT,HUM evidence=NAT:화학 | HUM:영문/언어/문학 ambiguous_token=False",2,True
OC2024_03297,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03298,,ambiguous,low,hits=EDU evidence=EDU:교육 ambiguous_token=True,1,True
OC2024_03302,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03325,,ambiguous,low,"hits=ART,SOC evidence=ART:디자인 | SOC:마케팅 ambiguous_token=True",2,True
OC2024_03331,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03349,,ambiguous,low,"hits=MED,SOC evidence=MED:재활 | SOC:심리 ambiguous_token=False",2,True
OC2024_03362,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03368,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03372,,ambiguous,low,"hits=ENG,NAT evidence=ENG:공학 | NAT:환경 ambiguous_token=False",2,True
OC2024_03373,,ambiguous,low,"hits=MED,SOC evidence=MED:의학 | SOC:상담 ambiguous_token=False",2,True
OC2024_03394,,ambiguous,low,"hits=MED,ENG,NAT evidence=MED:의료 | ENG:데이터/it | NAT:과학 ambiguous_token=False",3,True
OC2024_03396,,ambiguous,low,"hits=ART,SOC evidence=ART:뷰티 | SOC:비즈니스 ambiguous_token=False",2,True
OC2024_03409,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03410,,ambiguous,low,"hits=MED,ENG evidence=MED:재활/의료 | ENG:공학 ambiguous_token=False",2,True
OC2024_03411,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03415,,ambiguous,low,"hits=ART,SOC evidence=ART:미술 | SOC:심리 ambiguous_token=False",2,True
OC2024_03418,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03420,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03428,,ambiguous,low,"hits=NAT,SOC evidence=NAT:산림 | SOC:비즈니스 ambiguous_token=False",2,True
OC2024_03430,,ambiguous,low,"hits=ENG,ART evidence=ENG:공학 | ART:디자인 ambiguous_token=False",2,True
OC2024_03431,,ambiguous,low,"hits=ENG,ART evidence=ENG:공학 | ART:디자인 ambiguous_token=False",2,True
OC2024_03437,,ambiguous,low,"hits=NAT,SOC evidence=NAT:환경 | SOC:소방 ambiguous_token=False",2,True
OC2024_03438,,ambiguous,low,"hits=NAT,SOC evidence=NAT:환경 | SOC:소방 ambiguous_token=False",2,True
OC2024_03442,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03444,,ambiguous,low,"hits=ART,SOC evidence=ART:스포츠 | SOC:경영 ambiguous_token=False",2,True
OC2024_03456,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03457,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03459,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03461,,ambiguous,low,"hits=MED,SOC evidence=MED:의료 | SOC:경영 ambiguous_token=False",2,True
OC2024_03466,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03467,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03468,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03471,,ambiguous,low,"hits=MED,ENG evidence=MED:재활/의료 | ENG:공학 ambiguous_token=False",2,True
OC2024_03476,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03477,,ambiguous,low,"hits=EDU,SOC evidence=EDU:교육 | SOC:상담 ambiguous_token=False",2,True
OC2024_03478,,ambiguous,low,"hits=EDU,SOC evidence=EDU:교육 | SOC:상담 ambiguous_token=False",2,True
OC2024_03480,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03483,,ambiguous,low,"hits=EDU,SOC evidence=EDU:교육 | SOC:경영 ambiguous_token=False",2,True
OC2024_03485,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
OC2024_03487,,ambiguous,low,"hits=MED,ART evidence=MED:의학 | ART:스포츠 ambiguous_token=False",2,True
OC2024_03488,,ambiguous,low,"hits=MED,ART evidence=MED:의학 | ART:스포츠 ambiguous_token=False",2,True
OC2024_03490,,unknown,unknown,"no inherited, dictionary, or keyword evidence",0,True
