outcome_row_id,headcount_row_id,match_method,match_score,candidate_count,review_needed,match_evidence,candidate_preview,headcount_match_flag
OC2024_00015,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,AI?소프트웨어학부(인공지능전공) | AI?소프트웨어학부(소프트웨어전공),False
OC2024_00021,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,경영학부 | 경영학부(글로벌경영학) | 경영학부(경영학),False
OC2024_00030,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,기계?스마트?산업공학부(기계공학전공) | 기계?스마트?산업공학부(산업공학전공) | 기계?스마트?산업공학부(스마트팩토리전공),False
OC2024_00039,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,미술·디자인학부(디자인) | 미술·디자인학부(패션디자인) | 미술·디자인학부(회화·조소),False
OC2024_00044,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,반도체공학부(반도체설계전공) | 반도체공학부(반도체?디스플레이전공),False
OC2024_00060,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,약학과 | 약학과(2+4학제),False
OC2024_00063,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,운동재활학과 | 운동재활학과,False
OC2024_00067,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,음악학부(기악) | 음악학부(성악) | 음악학부(작곡),False
OC2024_00077,,manual_review,1.0,4,True,multiple exact normalized candidates; campus not sufficiently decisive,전자공학과 | 전자공학부(전자공학전공) | 전자공학부(차세대반도체전공) | 전자공학부(시스템반도체전공),False
OC2024_00080,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,체육학부(태권도) | 체육학부(체육),False
OC2024_00082,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,컴퓨터공학과 | 컴퓨터공학부(컴퓨터공학전공) | 컴퓨터공학부(스마트보안전공),False
OC2024_00092,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,화공생명공학부(배터리공학전공) | 화공생명공학과 | 화공생명공학부(화공생명공학전공),False
OC2024_00093,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,화공생명배터리공학부(배터리공학전공) | 화공생명배터리공학부,False
OC2024_00176,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,사회복지학과 | 사회복지학부,False
OC2024_00270,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,간호학과 | 간호학과,False
OC2024_00271,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,건축학과(5) | 건축학과(5),False
OC2024_00273,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,건축공학전공 | 건축공학전공,False
OC2024_00274,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,건축학전공(5년제) | 건축학전공(5년제),False
OC2024_00287,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,글로벌비즈니스전공 | 글로벌비즈니스학과,False
