analysis_year,school_name_std,campus_name_std,dept_name_std,degree_course,duplicate_rows,raw_school_examples,raw_dept_examples,campus_raw_n,degree_course_n,school_type_n,headcount_rows
2024,우송대학교,본교_제4캠퍼스,소방안전학부,대학과정,0,,,0,0,0,
2024,우송대학교,본교_제4캠퍼스,소방안전학부,대학원과정,0,,,0,0,0,
2024,우송대학교,본교_제4캠퍼스,소방안전학부,전문대학과정,0,,,0,0,0,
2024,우송대학교,분교_제1캠퍼스,소방안전학부,대학과정,0,,,0,0,0,
2024,우송대학교,분교_제1캠퍼스,소방안전학부,대학원과정,0,,,0,0,0,
2024,우송대학교,분교_제1캠퍼스,소방안전학부,전문대학과정,0,,,0,0,0,
2024,유원대학교,본교_제1캠퍼스,경찰소방행정학부,대학과정,2,유원대학교 | 유원대학교,경찰·소방행정학부 | 경찰소방행정학부,1,1,1,HC2024_10606 | HC2024_10608
2024,유원대학교,본교_제1캠퍼스,경찰소방행정학부,대학원과정,0,,,0,0,0,
2024,유원대학교,본교_제1캠퍼스,경찰소방행정학부,전문대학과정,0,,,0,0,0,
2024,유원대학교,본교_제2캠퍼스,경찰소방행정학부,대학과정,0,,,0,0,0,
2024,유원대학교,본교_제2캠퍼스,경찰소방행정학부,대학원과정,0,,,0,0,0,
2024,유원대학교,본교_제2캠퍼스,경찰소방행정학부,전문대학과정,0,,,0,0,0,
2024,유원대학교,본교_제3캠퍼스,경찰소방행정학부,대학과정,0,,,0,0,0,
2024,유원대학교,본교_제3캠퍼스,경찰소방행정학부,대학원과정,0,,,0,0,0,
2024,유원대학교,본교_제3캠퍼스,경찰소방행정학부,전문대학과정,0,,,0,0,0,
2024,유원대학교,본교_제4캠퍼스,경찰소방행정학부,대학과정,0,,,0,0,0,
2024,유원대학교,본교_제4캠퍼스,경찰소방행정학부,대학원과정,0,,,0,0,0,
2024,유원대학교,본교_제4캠퍼스,경찰소방행정학부,전문대학과정,0,,,0,0,0,
2024,유원대학교,분교_제1캠퍼스,경찰소방행정학부,대학과정,0,,,0,0,0,
2024,유원대학교,분교_제1캠퍼스,경찰소방행정학부,대학원과정,0,,,0,0,0,
2024,유원대학교,분교_제1캠퍼스,경찰소방행정학부,전문대학과정,0,,,0,0,0,
2024,이화여자대학교대학원,본교_제1캠퍼스,기후에너지시스템공학과,대학과정,0,,,0,0,0,
2024,이화여자대학교대학원,본교_제1캠퍼스,기후에너지시스템공학과,대학원과정,2,이화여자대학교 대학원 | 이화여자대학교 대학원,기후?에너지시스템공학과 | 기후에너지시스템공학과,1,1,1,HC2024_11032 | HC2024_11033
2024,이화여자대학교대학원,본교_제1캠퍼스,기후에너지시스템공학과,전문대학과정,0,,,0,0,0,
2024,이화여자대학교대학원,본교_제2캠퍼스,기후에너지시스템공학과,대학과정,0,,,0,0,0,
2024,이화여자대학교대학원,본교_제2캠퍼스,기후에너지시스템공학과,대학원과정,0,,,0,0,0,
2024,이화여자대학교대학원,본교_제2캠퍼스,기후에너지시스템공학과,전문대학과정,0,,,0,0,0,
2024,이화여자대학교대학원,본교_제3캠퍼스,기후에너지시스템공학과,대학과정,0,,,0,0,0,
2024,이화여자대학교대학원,본교_제3캠퍼스,기후에너지시스템공학과,대학원과정,0,,,0,0,0,
2024,이화여자대학교대학원,본교_제3캠퍼스,기후에너지시스템공학과,전문대학과정,0,,,0,0,0,
2024,이화여자대학교대학원,본교_제4캠퍼스,기후에너지시스템공학과,대학과정,0,,,0,0,0,
2024,이화여자대학교대학원,본교_제4캠퍼스,기후에너지시스템공학과,대학원과정,0,,,0,0,0,
2024,이화여자대학교대학원,본교_제4캠퍼스,기후에너지시스템공학과,전문대학과정,0,,,0,0,0,
2024,이화여자대학교대학원,분교_제1캠퍼스,기후에너지시스템공학과,대학과정,0,,,0,0,0,
2024,이화여자대학교대학원,분교_제1캠퍼스,기후에너지시스템공학과,대학원과정,0,,,0,0,0,
2024,이화여자대학교대학원,분교_제1캠퍼스,기후에너지시스템공학과,전문대학과정,0,,,0,0,0,
2024,충남대학교,본교_제1캠퍼스,미생물분자생명과학과,대학과정,2,충남대학교 | 충남대학교,미생물분자생명과학과 | 미생물?분자생명과학과,1,1,1,HC2024_03793 | HC2024_03794
2024,충남대학교,본교_제1캠퍼스,미생물분자생명과학과,대학원과정,0,,,0,0,0,
2024,충남대학교,본교_제1캠퍼스,미생물분자생명과학과,전문대학과정,0,,,0,0,0,
2024,충남대학교,본교_제2캠퍼스,미생물분자생명과학과,대학과정,0,,,0,0,0,
2024,충남대학교,본교_제2캠퍼스,미생물분자생명과학과,대학원과정,0,,,0,0,0,
2024,충남대학교,본교_제2캠퍼스,미생물분자생명과학과,전문대학과정,0,,,0,0,0,
2024,충남대학교,본교_제3캠퍼스,미생물분자생명과학과,대학과정,0,,,0,0,0,
2024,충남대학교,본교_제3캠퍼스,미생물분자생명과학과,대학원과정,0,,,0,0,0,
2024,충남대학교,본교_제3캠퍼스,미생물분자생명과학과,전문대학과정,0,,,0,0,0,
2024,충남대학교,본교_제4캠퍼스,미생물분자생명과학과,대학과정,0,,,0,0,0,
2024,충남대학교,본교_제4캠퍼스,미생물분자생명과학과,대학원과정,0,,,0,0,0,
2024,충남대학교,본교_제4캠퍼스,미생물분자생명과학과,전문대학과정,0,,,0,0,0,
2024,충남대학교,분교_제1캠퍼스,미생물분자생명과학과,대학과정,0,,,0,0,0,
2024,충남대학교,분교_제1캠퍼스,미생물분자생명과학과,대학원과정,0,,,0,0,0,
2024,충남대학교,분교_제1캠퍼스,미생물분자생명과학과,전문대학과정,0,,,0,0,0,
2024,한남대학교,본교_제1캠퍼스,토목환경공학전공,대학과정,2,한남대학교 | 한남대학교,토목환경공학전공 | 토목?환경공학전공,1,1,1,HC2024_12309 | HC2024_12310
2024,한남대학교,본교_제1캠퍼스,토목환경공학전공,대학원과정,0,,,0,0,0,
2024,한남대학교,본교_제1캠퍼스,토목환경공학전공,전문대학과정,0,,,0,0,0,
2024,한남대학교,본교_제2캠퍼스,토목환경공학전공,대학과정,0,,,0,0,0,
2024,한남대학교,본교_제2캠퍼스,토목환경공학전공,대학원과정,0,,,0,0,0,
2024,한남대학교,본교_제2캠퍼스,토목환경공학전공,전문대학과정,0,,,0,0,0,
2024,한남대학교,본교_제3캠퍼스,토목환경공학전공,대학과정,0,,,0,0,0,
2024,한남대학교,본교_제3캠퍼스,토목환경공학전공,대학원과정,0,,,0,0,0,
2024,한남대학교,본교_제3캠퍼스,토목환경공학전공,전문대학과정,0,,,0,0,0,
2024,한남대학교,본교_제4캠퍼스,토목환경공학전공,대학과정,0,,,0,0,0,
2024,한남대학교,본교_제4캠퍼스,토목환경공학전공,대학원과정,0,,,0,0,0,
2024,한남대학교,본교_제4캠퍼스,토목환경공학전공,전문대학과정,0,,,0,0,0,
2024,한남대학교,분교_제1캠퍼스,토목환경공학전공,대학과정,0,,,0,0,0,
2024,한남대학교,분교_제1캠퍼스,토목환경공학전공,대학원과정,0,,,0,0,0,
2024,한남대학교,분교_제1캠퍼스,토목환경공학전공,전문대학과정,0,,,0,0,0,
