analysis_year,school_name_std,campus_name_std,dept_name_std,degree_course,duplicate_rows,raw_school_examples,raw_dept_examples,campus_raw_n,degree_course_n,school_type_n,headcount_rows
2024,경기대학교일반대학원,본교_제1캠퍼스,부동산자산관리학과,대학과정,0,,,0,0,0,
2024,경기대학교일반대학원,본교_제1캠퍼스,부동산자산관리학과,대학원과정,2,경기대학교 일반대학원 | 경기대학교 일반대학원,부동산?자산관리학과 | 부동산자산관리학과,1,1,1,HC2024_05292 | HC2024_05293
2024,경기대학교일반대학원,본교_제1캠퍼스,부동산자산관리학과,전문대학과정,0,,,0,0,0,
2024,경기대학교일반대학원,본교_제2캠퍼스,부동산자산관리학과,대학과정,0,,,0,0,0,
2024,경기대학교일반대학원,본교_제2캠퍼스,부동산자산관리학과,대학원과정,0,,,0,0,0,
2024,경기대학교일반대학원,본교_제2캠퍼스,부동산자산관리학과,전문대학과정,0,,,0,0,0,
2024,경기대학교일반대학원,본교_제3캠퍼스,부동산자산관리학과,대학과정,0,,,0,0,0,
2024,경기대학교일반대학원,본교_제3캠퍼스,부동산자산관리학과,대학원과정,0,,,0,0,0,
2024,경기대학교일반대학원,본교_제3캠퍼스,부동산자산관리학과,전문대학과정,0,,,0,0,0,
2024,경기대학교일반대학원,본교_제4캠퍼스,부동산자산관리학과,대학과정,0,,,0,0,0,
2024,경기대학교일반대학원,본교_제4캠퍼스,부동산자산관리학과,대학원과정,0,,,0,0,0,
2024,경기대학교일반대학원,본교_제4캠퍼스,부동산자산관리학과,전문대학과정,0,,,0,0,0,
2024,경기대학교일반대학원,분교_제1캠퍼스,부동산자산관리학과,대학과정,0,,,0,0,0,
2024,경기대학교일반대학원,분교_제1캠퍼스,부동산자산관리학과,대학원과정,0,,,0,0,0,
2024,경기대학교일반대학원,분교_제1캠퍼스,부동산자산관리학과,전문대학과정,0,,,0,0,0,
2024,단국대학교일반대학원,본교_제1캠퍼스,과학기술정책융합학과,대학과정,0,,,0,0,0,
2024,단국대학교일반대학원,본교_제1캠퍼스,과학기술정책융합학과,대학원과정,2,단국대학교 일반대학원 | 단국대학교 일반대학원,과학기술정책융합학과 | 과학기술정책융합학과,1,1,1,HC2024_06952 | HC2024_06981
2024,단국대학교일반대학원,본교_제1캠퍼스,과학기술정책융합학과,전문대학과정,0,,,0,0,0,
2024,단국대학교일반대학원,본교_제2캠퍼스,과학기술정책융합학과,대학과정,0,,,0,0,0,
2024,단국대학교일반대학원,본교_제2캠퍼스,과학기술정책융합학과,대학원과정,0,,,0,0,0,
2024,단국대학교일반대학원,본교_제2캠퍼스,과학기술정책융합학과,전문대학과정,0,,,0,0,0,
2024,단국대학교일반대학원,본교_제3캠퍼스,과학기술정책융합학과,대학과정,0,,,0,0,0,
2024,단국대학교일반대학원,본교_제3캠퍼스,과학기술정책융합학과,대학원과정,0,,,0,0,0,
2024,단국대학교일반대학원,본교_제3캠퍼스,과학기술정책융합학과,전문대학과정,0,,,0,0,0,
2024,단국대학교일반대학원,본교_제4캠퍼스,과학기술정책융합학과,대학과정,0,,,0,0,0,
2024,단국대학교일반대학원,본교_제4캠퍼스,과학기술정책융합학과,대학원과정,0,,,0,0,0,
2024,단국대학교일반대학원,본교_제4캠퍼스,과학기술정책융합학과,전문대학과정,0,,,0,0,0,
2024,단국대학교일반대학원,분교_제1캠퍼스,과학기술정책융합학과,대학과정,0,,,0,0,0,
2024,단국대학교일반대학원,분교_제1캠퍼스,과학기술정책융합학과,대학원과정,0,,,0,0,0,
2024,단국대학교일반대학원,분교_제1캠퍼스,과학기술정책융합학과,전문대학과정,0,,,0,0,0,
2024,동명대학교,본교_제1캠퍼스,정보보호학과,대학과정,2,동명대학교 | 동명대학교,정보보호학과 | 정보보호학과,1,1,1,HC2024_13757 | HC2024_13791
2024,동명대학교,본교_제1캠퍼스,정보보호학과,대학원과정,0,,,0,0,0,
2024,동명대학교,본교_제1캠퍼스,정보보호학과,전문대학과정,0,,,0,0,0,
2024,동명대학교,본교_제2캠퍼스,정보보호학과,대학과정,0,,,0,0,0,
2024,동명대학교,본교_제2캠퍼스,정보보호학과,대학원과정,0,,,0,0,0,
2024,동명대학교,본교_제2캠퍼스,정보보호학과,전문대학과정,0,,,0,0,0,
2024,동명대학교,본교_제3캠퍼스,정보보호학과,대학과정,0,,,0,0,0,
2024,동명대학교,본교_제3캠퍼스,정보보호학과,대학원과정,0,,,0,0,0,
2024,동명대학교,본교_제3캠퍼스,정보보호학과,전문대학과정,0,,,0,0,0,
2024,동명대학교,본교_제4캠퍼스,정보보호학과,대학과정,0,,,0,0,0,
2024,동명대학교,본교_제4캠퍼스,정보보호학과,대학원과정,0,,,0,0,0,
2024,동명대학교,본교_제4캠퍼스,정보보호학과,전문대학과정,0,,,0,0,0,
2024,동명대학교,분교_제1캠퍼스,정보보호학과,대학과정,0,,,0,0,0,
2024,동명대학교,분교_제1캠퍼스,정보보호학과,대학원과정,0,,,0,0,0,
2024,동명대학교,분교_제1캠퍼스,정보보호학과,전문대학과정,0,,,0,0,0,
2024,배재대학교,본교_제1캠퍼스,드론로봇공학과,대학과정,2,배재대학교 | 배재대학교,드론로봇공학과 | 드론?로봇공학과,1,1,1,HC2024_08570 | HC2024_08594
2024,배재대학교,본교_제1캠퍼스,드론로봇공학과,대학원과정,0,,,0,0,0,
2024,배재대학교,본교_제1캠퍼스,드론로봇공학과,전문대학과정,0,,,0,0,0,
2024,배재대학교,본교_제2캠퍼스,드론로봇공학과,대학과정,0,,,0,0,0,
2024,배재대학교,본교_제2캠퍼스,드론로봇공학과,대학원과정,0,,,0,0,0,
2024,배재대학교,본교_제2캠퍼스,드론로봇공학과,전문대학과정,0,,,0,0,0,
2024,배재대학교,본교_제3캠퍼스,드론로봇공학과,대학과정,0,,,0,0,0,
2024,배재대학교,본교_제3캠퍼스,드론로봇공학과,대학원과정,0,,,0,0,0,
2024,배재대학교,본교_제3캠퍼스,드론로봇공학과,전문대학과정,0,,,0,0,0,
2024,배재대학교,본교_제4캠퍼스,드론로봇공학과,대학과정,0,,,0,0,0,
2024,배재대학교,본교_제4캠퍼스,드론로봇공학과,대학원과정,0,,,0,0,0,
2024,배재대학교,본교_제4캠퍼스,드론로봇공학과,전문대학과정,0,,,0,0,0,
2024,배재대학교,분교_제1캠퍼스,드론로봇공학과,대학과정,0,,,0,0,0,
2024,배재대학교,분교_제1캠퍼스,드론로봇공학과,대학원과정,0,,,0,0,0,
2024,배재대학교,분교_제1캠퍼스,드론로봇공학과,전문대학과정,0,,,0,0,0,
2024,신라대학교,본교_제1캠퍼스,자동차기계공학과,대학과정,2,신라대학교 | 신라대학교,자동차기계공학과 | 자동차?기계공학과,1,1,1,HC2024_09965 | HC2024_09968
2024,신라대학교,본교_제1캠퍼스,자동차기계공학과,대학원과정,0,,,0,0,0,
2024,신라대학교,본교_제1캠퍼스,자동차기계공학과,전문대학과정,0,,,0,0,0,
2024,신라대학교,본교_제2캠퍼스,자동차기계공학과,대학과정,0,,,0,0,0,
2024,신라대학교,본교_제2캠퍼스,자동차기계공학과,대학원과정,0,,,0,0,0,
2024,신라대학교,본교_제2캠퍼스,자동차기계공학과,전문대학과정,0,,,0,0,0,
2024,신라대학교,본교_제3캠퍼스,자동차기계공학과,대학과정,0,,,0,0,0,
2024,신라대학교,본교_제3캠퍼스,자동차기계공학과,대학원과정,0,,,0,0,0,
2024,신라대학교,본교_제3캠퍼스,자동차기계공학과,전문대학과정,0,,,0,0,0,
2024,신라대학교,본교_제4캠퍼스,자동차기계공학과,대학과정,0,,,0,0,0,
2024,신라대학교,본교_제4캠퍼스,자동차기계공학과,대학원과정,0,,,0,0,0,
2024,신라대학교,본교_제4캠퍼스,자동차기계공학과,전문대학과정,0,,,0,0,0,
2024,신라대학교,분교_제1캠퍼스,자동차기계공학과,대학과정,0,,,0,0,0,
2024,신라대학교,분교_제1캠퍼스,자동차기계공학과,대학원과정,0,,,0,0,0,
2024,신라대학교,분교_제1캠퍼스,자동차기계공학과,전문대학과정,0,,,0,0,0,
2024,연세대학교,본교_제1캠퍼스,문화미디어전공,대학과정,2,연세대학교 | 연세대학교,문화?미디어전공 | 문화미디어전공,1,1,1,HC2024_10192 | HC2024_10208
2024,연세대학교,본교_제1캠퍼스,문화미디어전공,대학원과정,0,,,0,0,0,
2024,연세대학교,본교_제1캠퍼스,문화미디어전공,전문대학과정,0,,,0,0,0,
2024,연세대학교,본교_제2캠퍼스,문화미디어전공,대학과정,0,,,0,0,0,
2024,연세대학교,본교_제2캠퍼스,문화미디어전공,대학원과정,0,,,0,0,0,
2024,연세대학교,본교_제2캠퍼스,문화미디어전공,전문대학과정,0,,,0,0,0,
2024,연세대학교,본교_제3캠퍼스,문화미디어전공,대학과정,0,,,0,0,0,
2024,연세대학교,본교_제3캠퍼스,문화미디어전공,대학원과정,0,,,0,0,0,
2024,연세대학교,본교_제3캠퍼스,문화미디어전공,전문대학과정,0,,,0,0,0,
2024,연세대학교,본교_제4캠퍼스,문화미디어전공,대학과정,0,,,0,0,0,
2024,연세대학교,본교_제4캠퍼스,문화미디어전공,대학원과정,0,,,0,0,0,
2024,연세대학교,본교_제4캠퍼스,문화미디어전공,전문대학과정,0,,,0,0,0,
2024,연세대학교,분교_제1캠퍼스,문화미디어전공,대학과정,0,,,0,0,0,
2024,연세대학교,분교_제1캠퍼스,문화미디어전공,대학원과정,0,,,0,0,0,
2024,연세대학교,분교_제1캠퍼스,문화미디어전공,전문대학과정,0,,,0,0,0,
2024,우석대학교일반대학원,본교_제1캠퍼스,글로벌외식경영학과학과간협동과정,대학과정,0,,,0,0,0,
2024,우석대학교일반대학원,본교_제1캠퍼스,글로벌외식경영학과학과간협동과정,대학원과정,2,우석대학교 일반대학원 | 우석대학교 일반대학원,글로벌외식경영학과(학과간 협동과정) | 글로벌외식경영학과(학과간협동과정),1,1,1,HC2024_10688 | HC2024_10690
2024,우석대학교일반대학원,본교_제1캠퍼스,글로벌외식경영학과학과간협동과정,전문대학과정,0,,,0,0,0,
2024,우석대학교일반대학원,본교_제2캠퍼스,글로벌외식경영학과학과간협동과정,대학과정,0,,,0,0,0,
2024,우석대학교일반대학원,본교_제2캠퍼스,글로벌외식경영학과학과간협동과정,대학원과정,0,,,0,0,0,
2024,우석대학교일반대학원,본교_제2캠퍼스,글로벌외식경영학과학과간협동과정,전문대학과정,0,,,0,0,0,
2024,우석대학교일반대학원,본교_제3캠퍼스,글로벌외식경영학과학과간협동과정,대학과정,0,,,0,0,0,
2024,우석대학교일반대학원,본교_제3캠퍼스,글로벌외식경영학과학과간협동과정,대학원과정,0,,,0,0,0,
2024,우석대학교일반대학원,본교_제3캠퍼스,글로벌외식경영학과학과간협동과정,전문대학과정,0,,,0,0,0,
2024,우석대학교일반대학원,본교_제4캠퍼스,글로벌외식경영학과학과간협동과정,대학과정,0,,,0,0,0,
2024,우석대학교일반대학원,본교_제4캠퍼스,글로벌외식경영학과학과간협동과정,대학원과정,0,,,0,0,0,
2024,우석대학교일반대학원,본교_제4캠퍼스,글로벌외식경영학과학과간협동과정,전문대학과정,0,,,0,0,0,
2024,우석대학교일반대학원,분교_제1캠퍼스,글로벌외식경영학과학과간협동과정,대학과정,0,,,0,0,0,
2024,우석대학교일반대학원,분교_제1캠퍼스,글로벌외식경영학과학과간협동과정,대학원과정,0,,,0,0,0,
2024,우석대학교일반대학원,분교_제1캠퍼스,글로벌외식경영학과학과간협동과정,전문대학과정,0,,,0,0,0,
2024,우송대학교,본교_제1캠퍼스,소방안전학부,대학과정,2,우송대학교 | 우송대학교,소방안전학부 | 소방?안전학부,1,1,1,HC2024_14178 | HC2024_14179
2024,우송대학교,본교_제1캠퍼스,소방안전학부,대학원과정,0,,,0,0,0,
2024,우송대학교,본교_제1캠퍼스,소방안전학부,전문대학과정,0,,,0,0,0,
2024,우송대학교,본교_제2캠퍼스,소방안전학부,대학과정,0,,,0,0,0,
2024,우송대학교,본교_제2캠퍼스,소방안전학부,대학원과정,0,,,0,0,0,
2024,우송대학교,본교_제2캠퍼스,소방안전학부,전문대학과정,0,,,0,0,0,
2024,우송대학교,본교_제3캠퍼스,소방안전학부,대학과정,0,,,0,0,0,
2024,우송대학교,본교_제3캠퍼스,소방안전학부,대학원과정,0,,,0,0,0,
2024,우송대학교,본교_제3캠퍼스,소방안전학부,전문대학과정,0,,,0,0,0,
