model_label,fold,train_row_n,valid_row_n,train_school_n,valid_school_n,n,mae,rmse,r2,calibration_intercept,calibration_slope,rank,encoded_n,constant_cols,duplicate_cols
NOPOLICY,1,5361,1341,133,34,1341,10.66737410394685,14.486287254141956,0.10658652016509051,-5.642316703319852,1.1356801224040214,35,35,"['major_group_7___OTHER__', 'school_type___OTHER__', 'region_sido___OTHER__', 'campus_branch___OTHER__']","['international_student_share_pct__missing==female_student_share_pct__missing', 'leave_rate_pct__missing==female_student_share_pct__missing', 'fulltime_faculty_share_pct__missing==student_faculty_ratio__missing']"
NOPOLICY,2,5361,1341,133,34,1341,10.446022255460381,14.128556470816315,0.0023680288697588425,18.1663050300822,0.6035540007491998,34,34,"['major_group_7___OTHER__', 'school_type___OTHER__', 'region_sido___OTHER__', 'campus_branch___OTHER__']","['international_student_share_pct__missing==female_student_share_pct__missing', 'leave_rate_pct__missing==female_student_share_pct__missing', 'fulltime_faculty_share_pct__missing==student_faculty_ratio__missing']"
NOPOLICY,3,5362,1340,134,33,1340,10.885209781048165,14.549197896240857,0.06860671979335953,10.71479051966743,0.7568342604054117,37,37,"['major_group_7___OTHER__', 'school_type___OTHER__', 'region_sido___OTHER__', 'campus_branch___OTHER__']","['international_student_share_pct__missing==female_student_share_pct__missing', 'leave_rate_pct__missing==female_student_share_pct__missing', 'fulltime_faculty_share_pct__missing==student_faculty_ratio__missing']"
NOPOLICY,4,5362,1340,134,33,1340,10.132726563105098,13.386771974151335,0.0699000470482023,-0.9068137470657883,0.9663310441872173,37,37,"['major_group_7___OTHER__', 'school_type___OTHER__', 'region_sido___OTHER__', 'campus_branch___OTHER__']","['international_student_share_pct__missing==female_student_share_pct__missing', 'leave_rate_pct__missing==female_student_share_pct__missing', 'fulltime_faculty_share_pct__missing==student_faculty_ratio__missing']"
NOPOLICY,5,5362,1340,134,33,1340,9.746791175916492,13.152309972621063,0.08260733075583504,8.534933619423342,0.7779222452904803,36,36,"['major_group_7___OTHER__', 'school_type___OTHER__', 'region_sido___OTHER__', 'campus_branch___OTHER__']","['international_student_share_pct__missing==female_student_share_pct__missing', 'leave_rate_pct__missing==female_student_share_pct__missing', 'fulltime_faculty_share_pct__missing==student_faculty_ratio__missing']"
