column,dtype,unique_count,null_count,top_values
직무분류,str,24,0,전체: 1 | 경영·회계·사무: 1 | 교육·자연과학·사회과학: 1 | 보건·의료: 1 | 사회복지·종교: 1
primary_industry_candidate,str,16,0,C.제조업: 7 | Q.보건·사회복지업: 2 | I.숙박·음식점업: 2 | 매핑대상아님: 1 | M.전문·과학·기술업: 1
industry_candidates,str,22,0,C.제조업: 2 | C.제조업 | R.예술·스포츠·여가업: 2 | 매핑대상아님: 1 | M.전문·과학·기술업 | N.사업시설·지원업 | K.금융·보험업 | O.공공행정 | G.도·소매업: 1 | P.교육서비스업 | M.전문·과학·기술업: 1
mapping_type,str,18,0,direct_domain_match: 6 | manufacturing_domain_match: 2 | aggregate_exclude: 1 | cross_industry_support_function: 1 | mixed_education_research: 1
confidence,str,5,0,medium: 10 | high: 8 | low: 4 | exclude: 1 | unknown: 1
guide_match_top_departments,str,23,0,"근거없음: 2 | 경영(370,552) | 경영학(59,542) | 글로벌경영(33,531) | 관광경영(23,340) | 회계(22,491) | 산업경영공(20,699): 1 | 유아교육과(96,382) | 물리치료(79,375) | 화학공(55,905) | 교육(50,933) | 화(50,243) | 생명과(39,101): 1 | 간호(611,529) | 물리치료(79,375) | 임상병리(49,311) | 치위생(47,574) | 방사선(32,454) | 응급구조(25,645): 1 | 사회복지(283,988) | 신(30,231) | 청소년교육복지상담(16,541) | 사회복지학(15,660) | 사회복지상담(13,459) | 상담복지(10,892): 1"
guide_terms,str,23,0,"근거없음: 2 | 경영, 회계, 세무, 사무, 비서: 1 | 교육, 자연과학, 사회과학, 수학, 물리, 화학, 생명과학, 사회학: 1 | 보건, 의료, 간호, 임상병리, 물리치료, 치위생, 방사선, 응급구조: 1 | 사회복지, 복지, 종교, 신학: 1"
decision_note,str,24,0,집계 행이므로 산업분류 매핑 대상에서 제외: 1 | 직무가 산업이 아니라 기능에 가까워 단일 산업으로 확정하면 위험: 1 | 건수가 매우 작고 교육/연구 기능이 섞여 후속 검토 필요: 1 | 학과명 가이드의 보건/의료/간호 계열과 산업 대분류가 직접 대응: 1 | 사회복지는 Q가 강하지만 종교는 S 후보가 있어 분리 검토 필요: 1
cleaning_policy,str,1,0,직무별 자격증은 별도 클린 매핑표로 보관하고 임금분류 테이블에는 조인하지 않음: 24
