column,raw_dtype,est_type,non_null,null_count,null_pct,unique_count,zero_count_if_numeric,min_if_numeric,max_if_numeric
기준연도,int64,numeric_low_cardinality,14,0,0.0,1,0,2024.0,2024.0
대학원여부,int64,binary_numeric,14,0,0.0,2,7,0.0,1.0
계열,str,categorical_low_cardinality,14,0,0.0,7,,,
분석대상자_명,int64,numeric_count,14,0,0.0,14,0,2304.0,72776.0
평균소득만원,float64,numeric_continuous,14,0,0.0,14,0,234.7,648.5
평균소득만원_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
중위소득만원,float64,numeric_continuous,14,0,0.0,14,0,217.5,500.0
중위소득만원_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
평균소득_중위소득_차이만원,float64,numeric_continuous,14,0,0.0,14,0,13.099999999999966,198.5
평균소득_중위소득_차이만원_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
평균소득_중위소득_비율,float64,numeric_rate_or_ratio,14,0,0.0,14,0,1.0309473186865106,1.441111111111111
평균소득_중위소득_비율_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
초임급여_100만원미만_명,int64,numeric_count,14,0,0.0,14,0,70.0,1490.0
초임급여_100만원미만_명_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
초임급여_100~200만원미만_명,int64,numeric_count,14,0,0.0,14,0,199.0,7584.0
초임급여_100~200만원미만_명_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
초임급여_200~300만원미만_명,int64,numeric_count,14,0,0.0,13,0,800.0,35224.0
초임급여_200~300만원미만_명_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
초임급여_300~400만원미만_명,int64,numeric_count,14,0,0.0,14,0,396.0,16828.0
초임급여_300~400만원미만_명_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
초임급여_400만원이상_명,int64,numeric_count,14,0,0.0,14,0,664.0,17155.0
초임급여_400만원이상_명_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
초임급여_100만원미만_비율,float64,numeric_rate_or_ratio,14,0,0.0,14,0,0.5271138710376201,5.989583333333334
초임급여_100만원미만_비율_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
초임급여_100~200만원미만_비율,float64,numeric_rate_or_ratio,14,0,0.0,14,0,1.884612607408477,23.043878490334457
초임급여_100~200만원미만_비율_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
초임급여_200~300만원미만_비율,float64,numeric_rate_or_ratio,14,0,0.0,14,0,11.89255541916384,59.146100907377374
초임급여_200~300만원미만_비율_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
초임급여_300~400만원미만_비율,float64,numeric_rate_or_ratio,14,0,0.0,14,0,8.534607460658398,30.12848591035188
초임급여_300~400만원미만_비율_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
초임급여_400만원이상_비율,float64,numeric_rate_or_ratio,14,0,0.0,14,0,4.891947573751809,67.34060220954582
초임급여_400만원이상_비율_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
초임급여_300만원이상_비율,float64,numeric_rate_or_ratio,14,0,0.0,14,0,13.426555034410203,85.69571810239006
초임급여_300만원이상_비율_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
초임급여_200만원미만_비율,float64,numeric_rate_or_ratio,14,0,0.0,14,0,2.411726478446097,27.427344058212423
초임급여_200만원미만_비율_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
cert_자격증취득자_명,int64,numeric_count,14,0,0.0,14,0,925.0,44295.0
cert_자격증취득자_명_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
cert_자격증미취득자_명,int64,numeric_count,14,0,0.0,14,0,1379.0,36439.0
cert_자격증미취득자_명_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
cert_자격증취득률_pct,float64,numeric_rate_or_ratio,14,0,0.0,14,0,25.1,61.6
cert_자격증취득률_pct_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
cert_자격증미취득률_pct,float64,numeric_rate_or_ratio,14,0,0.0,14,0,38.4,74.9
cert_자격증미취득률_pct_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
cert_자격증취득수_건,int64,numeric_count,14,0,0.0,14,0,1752.0,103757.0
cert_자격증취득수_건_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
cert_취득자당자격증취득수,float64,numeric_count,14,0,0.0,9,0,1.6,2.5
cert_취득자당자격증취득수_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
cert_분석대상자당자격증취득수,float64,numeric_count,14,0,0.0,14,0,0.413953375188592,1.5164271788576793
cert_분석대상자당자격증취득수_사분위,str,ordered_quartile_label,14,0,0.0,4,,,
company_대기업_명,int64,numeric_count,14,0,0.0,14,0,125.0,15391.0
company_대기업_pct,float64,numeric_rate_or_ratio,14,0,0.0,14,0,1.2866191607284243,33.35258863455845
company_중견기업_명,int64,numeric_count,14,0,0.0,14,0,54.0,8042.0
company_중견기업_pct,float64,numeric_rate_or_ratio,14,0,0.0,14,0,0.6631037212984956,11.05034626800044
company_중소기업_명,int64,numeric_count,14,0,0.0,14,0,900.0,38709.0
company_중소기업_pct,float64,numeric_rate_or_ratio,14,0,0.0,14,0,8.907363420427554,70.78858545566125
company_국가및지방_명,int64,numeric_count,14,0,0.0,14,0,276.0,9156.0
company_국가및지방_pct,float64,numeric_rate_or_ratio,14,0,0.0,14,0,3.2729838905923008,59.54077593032462
company_공공기관_명,int64,numeric_count,14,0,0.0,14,0,113.0,2038.0
company_공공기관_pct,float64,numeric_rate_or_ratio,14,0,0.0,14,0,0.6487529040459388,11.416781292984869
company_비영리_명,int64,numeric_count,14,0,0.0,14,0,436.0,17230.0
company_비영리_pct,float64,numeric_rate_or_ratio,14,0,0.0,14,0,3.8213147191381776,42.15191808039126
company_기타_명,int64,numeric_count,14,0,0.0,14,0,30.0,4928.0
company_기타_pct,float64,numeric_rate_or_ratio,14,0,0.0,14,0,0.4647880469168248,31.79765130984643
company_대중견기업_pct,float64,numeric_rate_or_ratio,14,0,0.0,14,0,1.94972288202692,40.24117264784461
company_공공비영리_pct,float64,numeric_rate_or_ratio,14,0,0.0,14,0,13.89469055732659,80.13657957244655
