column,dtype,unique_count,null_count,top_values
계열,str,7,0,공학: 2 | 의약: 2 | 인문: 2 | 사회: 2 | 자연: 2
평균소득만원_사분위,str,4,0,Q1_하위25%: 4 | Q4_상위25%: 4 | Q2_25~50%: 3 | Q3_50~75%: 3
중위소득만원_사분위,str,4,0,Q1_하위25%: 4 | Q4_상위25%: 4 | Q3_50~75%: 3 | Q2_25~50%: 3
평균소득_중위소득_차이만원_사분위,str,4,0,Q1_하위25%: 4 | Q4_상위25%: 4 | Q2_25~50%: 3 | Q3_50~75%: 3
평균소득_중위소득_비율_사분위,str,4,0,Q1_하위25%: 4 | Q4_상위25%: 4 | Q2_25~50%: 3 | Q3_50~75%: 3
초임급여_100만원미만_명_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q3_50~75%: 3 | Q2_25~50%: 3
초임급여_100~200만원미만_명_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q3_50~75%: 3 | Q2_25~50%: 3
초임급여_200~300만원미만_명_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q3_50~75%: 3 | Q2_25~50%: 3
초임급여_300~400만원미만_명_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q3_50~75%: 3 | Q2_25~50%: 3
초임급여_400만원이상_명_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q3_50~75%: 3 | Q2_25~50%: 3
초임급여_100만원미만_비율_사분위,str,4,0,Q1_하위25%: 4 | Q4_상위25%: 4 | Q3_50~75%: 3 | Q2_25~50%: 3
초임급여_100~200만원미만_비율_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q2_25~50%: 3 | Q3_50~75%: 3
초임급여_200~300만원미만_비율_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q3_50~75%: 3 | Q2_25~50%: 3
초임급여_300~400만원미만_비율_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q2_25~50%: 3 | Q3_50~75%: 3
초임급여_400만원이상_비율_사분위,str,4,0,Q1_하위25%: 4 | Q4_상위25%: 4 | Q2_25~50%: 3 | Q3_50~75%: 3
초임급여_300만원이상_비율_사분위,str,4,0,Q1_하위25%: 4 | Q4_상위25%: 4 | Q3_50~75%: 3 | Q2_25~50%: 3
초임급여_200만원미만_비율_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q2_25~50%: 3 | Q3_50~75%: 3
cert_자격증취득자_명_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q3_50~75%: 3 | Q2_25~50%: 3
cert_자격증미취득자_명_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q3_50~75%: 3 | Q2_25~50%: 3
cert_자격증취득률_pct_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q2_25~50%: 3 | Q3_50~75%: 3
cert_자격증미취득률_pct_사분위,str,4,0,Q1_하위25%: 4 | Q4_상위25%: 4 | Q3_50~75%: 3 | Q2_25~50%: 3
cert_자격증취득수_건_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q3_50~75%: 3 | Q2_25~50%: 3
cert_취득자당자격증취득수_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q3_50~75%: 3 | Q2_25~50%: 3
cert_분석대상자당자격증취득수_사분위,str,4,0,Q4_상위25%: 4 | Q1_하위25%: 4 | Q2_25~50%: 3 | Q3_50~75%: 3
