연도,학제,대학원구분,학교명,본분교,시도,시군구,설립,학위과정,대계열,중계열,소계열,학과코드,학과명,학과수_전체,학과수_석사,학과수_박사,입학정원_학부_계,정원내_입학정원_학부,정원외_입학정원_학부,모집인원_학부_계,정원내_모집인원_학부,정원외_모집정원_학부,지원자_전체_계,지원자_전체_남,지원자_전체_여,지원자_석사_계,지원자_석사_남,지원자_석사_여,지원자_박사_계,지원자_박사_남,지원자_박사_여,입학자_전체_계,입학자_전체_남,입학자_전체_여,입학자_석사_계,입학자_석사_남,입학자_석사_여,입학자_박사_계,입학자_박사_남,입학자_박사_여,정원내_입학자_전체_계,정원내_입학자_전체_남,정원내_입학자_전체_여,정원내_입학자_학부_계,정원내_입학자_학부_남,정원내_입학자_학부_여,정원내_입학자_석사_계,정원내_입학자_석사_남,정원내_입학자_석사_여,정원내_입학자_박사_계,정원내_입학자_박사_남,정원내_입학자_박사_여,정원외_입학자_전체_계,정원외_입학자_전체_남,정원외_입학자_전체_여,정원외_입학자_석사_계,정원외_입학자_석사_남,정원외_입학자_석사_여,정원외_입학자_박사_계,정원외_입학자_박사_남,정원외_입학자_박사_여,재적생_전체_계,재적생_전체_남,재적생_전체_여,재학생_전체_계,재학생_전체_남,재학생_전체_여,휴학생_전체_계,휴학생_전체_남,휴학생_전체_여,유예생_전체_계,유예생_전체_남,유예생_전체_여,재적생_석사_계,재적생_석사_남,재적생_석사_여,재학생_석사_계,재학생_석사_남,재학생_석사_여,휴학생_석사_계,휴학생_석사_남,휴학생_석사_여,재적생_박사_계,재적생_박사_남,재적생_박사_여,재학생_박사_계,재학생_박사_남,재학생_박사_여,휴학생_박사_계,휴학생_박사_남,휴학생_박사_여,외국인유학생_총계_계,외국인유학생_총계_남,외국인유학생_총계_여,외국인유학생_학사_계,외국인유학생_학사_남,외국인유학생_학사_여,외국인유학생_석사_계,외국인유학생_석사_남,외국인유학생_석사_여,외국인유학생_박사_계,외국인유학생_박사_남,외국인유학생_박사_여,졸업자_전체,졸업자_남,졸업자_전체_여,졸업자_석사_계,졸업자_석사_남,졸업자_석사_여,졸업자_박사_계,졸업자_박사_남,졸업자_박사_여,전임교원_계,전임교원_남,전임교원_여,비전임교원_계,비전임교원_남,비전임교원_여,대학원구분_clean
2024,대학교,,국립강릉원주대학교,본교(제1캠퍼스),강원,강원 강릉시,국립,대학과정,인문계열,언어ㆍ문학,국어ㆍ국문학,U01010200008,국어국문학과,1,0,0,29,29,0,29,29,0,111,47,64,0,0,0,0,0,0,31,13,18,0,0,0,0,0,0,29,13,16,29,13,16,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,152,62,90,113,36,77,39,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,7,1,6,0,0,0,0,0,0,25,11,14,0,0,0,0,0,0,5,2,3,15,10,5,0
2024,대학교,,국립강릉원주대학교,본교(제1캠퍼스),강원,강원 강릉시,국립,대학과정,인문계열,언어ㆍ문학,중국어ㆍ문학,U01010400016,중어중문학과,1,0,0,26,26,0,26,26,0,120,50,70,0,0,0,0,0,0,26,12,14,0,0,0,0,0,0,26,12,14,26,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,47,62,80,35,45,26,11,15,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,12,0,0,0,0,0,0,5,4,1,1,0,1,0
2024,대학교,,국립강릉원주대학교,본교(제1캠퍼스),강원,강원 강릉시,국립,대학과정,인문계열,언어ㆍ문학,영미어ㆍ문학,U01010600018,영어영문학과,1,0,0,32,32,0,32,32,0,116,54,62,0,0,0,0,0,0,34,17,17,0,0,0,0,0,0,32,15,17,32,15,17,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,162,76,86,112,44,68,48,32,16,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,0,0,0,0,0,0,21,8,13,0,0,0,0,0,0,5,3,2,6,5,1,0
2024,대학교,,국립강릉원주대학교,본교(제1캠퍼스),강원,강원 강릉시,국립,대학과정,인문계열,언어ㆍ문학,독일어ㆍ문학,U01010700003,독어독문학과,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,13,19,10,9,17,15,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,4,0,0,0,0,0,0,1,1,0,5,4,1,0
2024,대학교,,국립강릉원주대학교,본교(제1캠퍼스),강원,강원 강릉시,국립,대학과정,인문계열,인문과학,역사ㆍ고고학,U01020400006,사학과,1,0,0,21,21,0,21,21,0,102,64,38,0,0,0,0,0,0,23,15,8,0,0,0,0,0,0,21,13,8,21,13,8,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,115,91,24,80,56,24,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,7,0,0,0,0,0,0,4,4,0,7,6,1,0
