column,dtype,unique_count,null_count,top_values
학교명,str,227,0,경북대학교: 158 | 강원대학교: 154 | 신라대학교: 144 | 동의대학교: 138 | 경상국립대학교: 137
학과_전공,str,4946,0,간호학과: 106 | 사회복지학과: 93 | 식품영양학과: 72 | 경영학과: 68 | 유아교육과: 64
학과_계열,str,4195,0,경영: 120 | 사회복지: 114 | 간호: 113 | 컴퓨터공: 83 | 식품영양: 75
학점포기제유무,str,2,0,X: 9093 | O: 1149
