column,missing,zero_count,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max
기준연도,0,0,14.0,2024.0,0.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0
대학원여부,0,7,14.0,0.5,0.5188745216627708,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0
분석대상자_명,0,0,14.0,22803.714285714286,22031.41801864074,2304.0,2615.35,3860.75,7433.25,16207.0,22711.25,68111.59999999999,71843.12,72776.0
평균소득만원,0,0,14.0,385.4428571428572,130.5076638733156,234.7,238.015,251.27499999999998,301.2,337.8,433.2,625.1,643.8199999999999,648.5
중위소득만원,0,0,14.0,325.4928571428572,96.24321326151315,217.5,219.814,229.07,250.125,286.2,407.15,480.695,496.13899999999995,500.0
평균소득_중위소득_차이만원,0,0,14.0,59.949999999999996,47.65959020450699,13.099999999999966,13.632999999999969,15.764999999999981,32.15000000000003,51.849999999999994,67.125,142.59999999999997,187.31999999999994,198.5
평균소득_중위소득_비율,0,0,14.0,1.1756920462908382,0.09812993424906993,1.0309473186865106,1.0372046270273791,1.0622338603908534,1.117565082543714,1.1628661654789623,1.2189,1.3110853174603174,1.4151059523809522,1.441111111111111
초임급여_100만원미만_명,0,0,14.0,429.7142857142857,420.627448640065,70.0,70.39,71.95,136.5,295.5,531.5,1171.4999999999998,1426.2999999999997,1490.0
초임급여_100~200만원미만_명,0,0,14.0,2137.0,2328.700628115305,199.0,201.73,212.65,317.75,1321.0,2746.5,6071.449999999999,7281.489999999998,7584.0
초임급여_200~300만원미만_명,0,0,14.0,10375.0,11735.202512100079,800.0,827.56,937.8,1672.0,5825.5,13346.25,33771.25,34933.45,35224.0
초임급여_300~400만원미만_명,0,0,14.0,4503.214285714285,5016.467055586054,396.0,449.43,663.15,1591.5,2512.5,3531.5,13937.449999999999,16249.889999999996,16828.0
초임급여_400만원이상_명,0,0,14.0,5358.785714285715,4890.713400510611,664.0,681.29,750.45,1772.5,3495.5,8408.5,13046.349999999999,16333.269999999995,17155.0
초임급여_100만원미만_비율,0,0,14.0,2.248792054180978,1.5237931495392703,0.5271138710376201,0.574372393835727,0.7634064850281546,1.2175489326314186,1.8193451211837615,2.6055964451633056,4.945606785787343,5.780788023824135,5.989583333333334
초임급여_100~200만원미만_비율,0,0,14.0,8.948906691691622,5.927921574726421,1.884612607408477,2.076721328524849,2.8451562129903385,3.5557542536574456,8.499736664517343,12.886553204994692,16.698169971617055,21.77473678659097,23.043878490334457
초임급여_200~300만원미만_비율,0,0,14.0,38.304444361408336,17.625415858823864,11.89255541916384,12.357221671038122,14.215886678535254,21.09493578188834,40.45577148190475,53.195879777997526,58.48149407355059,59.013179540612015,59.146100907377374
초임급여_300~400만원미만_비율,0,0,14.0,19.046941764917133,5.271155125462705,8.534607460658398,9.333301917114731,12.528079742940063,16.049009493319517,17.771307946422127,21.87275173989704,27.035669345233558,29.509922597328213,30.12848591035188
초임급여_400만원이상_비율,0,0,14.0,31.450915127801927,22.254816295512597,4.891947573751809,4.924532265019023,5.054871030087878,13.923785495657192,26.195887991157036,52.28306289750222,65.1990286972001,66.91228750707667,67.34060220954582
초임급여_300만원이상_비율,0,0,14.0,50.497856892719064,23.25864920154394,13.426555034410203,15.215042743145032,22.36899357808435,32.47504268033818,46.351141783616086,74.11702909104596,81.93985621891767,84.94454572569558,85.69571810239006
초임급여_200만원미만_비율,0,0,14.0,11.1976987458726,7.113002876433715,2.411726478446097,2.698232603266292,3.844257102547071,5.042614154949789,10.903736859109275,14.976946402381227,22.125612087041013,26.366997663978136,27.427344058212423
cert_자격증취득자_명,0,0,14.0,10593.785714285714,11956.597394670518,925.0,1098.94,1794.7,3409.5,7627.0,9908.0,34457.899999999994,42327.57999999999,44295.0
cert_자격증미취득자_명,0,0,14.0,12209.92857142857,11499.080414499278,1379.0,1516.41,2066.05,3854.5,8785.5,14451.0,32729.449999999997,35697.09,36439.0
cert_자격증취득률_pct,0,0,14.0,46.13571428571429,12.407975545706767,25.1,25.113,25.165,40.475,46.35,57.05,61.144999999999996,61.509,61.6
cert_자격증미취득률_pct,0,0,14.0,53.86428571428571,12.407975545706767,38.4,38.491,38.855000000000004,42.95,53.65,59.525,74.835,74.887,74.9
cert_자격증취득수_건,0,0,14.0,21674.785714285714,26887.12051744813,1752.0,2116.91,3576.55,7032.75,12685.0,20383.25,70256.64999999998,97056.92999999996,103757.0
cert_취득자당자격증취득수,0,0,14.0,1.9714285714285713,0.2672612419124244,1.6,1.6,1.6,1.8,1.95,2.1750000000000003,2.3699999999999997,2.4739999999999998,2.5
cert_분석대상자당자격증취득수,0,0,14.0,0.9356835280134465,0.35309291325758585,0.413953375188592,0.41911672380599657,0.43977011827561485,0.7249428421071251,0.8914917202508318,1.1948988783956531,1.4574568062134667,1.5046331043288368,1.5164271788576793
company_대기업_명,0,0,14.0,2861.0,4218.95625079875,125.0,125.65,128.25,235.75,1371.5,3027.75,10498.449999999997,14412.489999999994,15391.0
company_대기업_pct,0,0,14.0,10.475892641069706,9.013454802591045,1.2866191607284243,1.3278319262701919,1.4926829884372623,2.8159249952028906,10.101209676126043,14.029987359819232,25.419902119710052,31.766051331588763,33.35258863455845
company_중견기업_명,0,0,14.0,1381.5,2224.929307433592,54.0,55.69,62.45,118.5,618.5,1179.25,5649.3499999999985,7563.4699999999975,8042.0
company_중견기업_pct,0,0,14.0,4.404808501496053,3.1248470719496595,0.6631037212984956,0.7059701747468031,0.8774359885400334,1.5497824612512305,4.767004423278506,6.604451714591176,8.77902885246301,10.596082784892952,11.05034626800044
company_중소기업_명,0,0,14.0,10234.42857142857,11642.153559136104,900.0,927.3,1036.5,2146.0,4852.5,15133.25,31744.899999999994,37316.17999999999,38709.0
company_중소기업_pct,0,0,14.0,39.40695382529401,16.783691718496744,8.907363420427554,9.820447600471933,13.472784320649449,31.544926231257474,40.361076483116705,52.04516270656552,60.43572713170366,68.71801379086972,70.78858545566125
company_국가및지방_명,0,0,14.0,2853.9285714285716,2577.8471776714327,276.0,320.46,498.3,1057.75,1729.0,4266.0,7114.999999999999,8747.799999999997,9156.0
company_국가및지방_pct,0,0,14.0,16.565020920544427,14.61207801080199,3.2729838905923008,3.62306254773995,5.023377176330547,7.794526626702196,11.785311889998852,18.00578083352562,40.295653044190196,55.691751353097715,59.54077593032462
company_공공기관_명,0,0,14.0,738.6428571428571,677.0478459564624,113.0,113.78,116.9,140.5,535.5,1101.5,2034.75,2037.35,2038.0
company_공공기관_pct,0,0,14.0,4.061640638673855,3.0052340942504503,0.6487529040459388,0.6592014505746835,0.7009956366896622,2.509694242223267,3.0072996524948223,6.161194747052857,8.694046605840969,10.872234355556087,11.416781292984869
company_비영리_명,0,0,14.0,3784.714285714286,4493.171989527279,436.0,552.22,1017.1,1853.0,2381.0,2794.5,12710.549999999997,16326.109999999995,17230.0
company_비영리_pct,0,0,14.0,20.143685615013734,11.807777123971405,3.8213147191381776,4.471083059584375,7.070156421369164,13.172012688665156,18.435494205295058,21.988004907419608,42.00654164983841,42.12284279428069,42.15191808039126
company_기타_명,0,0,14.0,949.5,1519.963650881165,30.0,32.08,40.4,128.0,319.5,838.5,4268.9,4796.179999999999,4928.0
company_기타_pct,0,0,14.0,4.94199785790821,8.191763170735127,0.4647880469168248,0.4976106266503297,0.6289009455843492,0.8081820105358816,1.5682067117438783,5.6878716086453265,16.98329513976057,28.834780075829244,31.79765130984643
company_대중견기업_pct,0,0,14.0,14.880701142565764,11.684043284083364,1.94972288202692,2.033802101016995,2.3701189769772957,4.165404289146559,15.297224878635063,19.949083096684543,35.013631598560494,39.19566443798778,40.24117264784461
company_공공비영리_pct,0,0,14.0,40.770347174232015,19.32597010785869,13.89469055732659,14.094824479258914,14.89536016698821,28.54052326500772,38.529892747445174,48.62325925993757,70.8324378790858,78.27575123377439,80.13657957244655
