column,quartile_column,source_definition,q1_25pct,q2_median,q3_75pct,min,max,quartile_scope,interpretation
평균소득만원,평균소득만원_사분위,"원자료 '월 평균 소득액 - 평균소득'. 분석대상자의 월 초임 소득 평균, 단위 만원",301.2,337.8,433.2,234.7,648.5,P2_G2_임금분류_학부대학원.CSV 전체 14행 기준,Q4는 해당 값이 큰 집단
중위소득만원,중위소득만원_사분위,"원자료 '월 평균 소득액 - 중위소득'. 분석대상자의 월 초임 소득 중앙값, 단위 만원",250.125,286.2,407.15,217.5,500.0,P2_G2_임금분류_학부대학원.CSV 전체 14행 기준,Q4는 해당 값이 큰 집단
평균소득_중위소득_차이만원,평균소득_중위소득_차이만원_사분위,"평균소득만원 - 중위소득만원. 평균이 중위보다 얼마나 높은지 보는 분포 왜도 진단값, 단위 만원",32.15000000000003,51.85,67.125,13.099999999999966,198.5,P2_G2_임금분류_학부대학원.CSV 전체 14행 기준,Q4는 해당 값이 큰 집단
평균소득_중위소득_비율,평균소득_중위소득_비율_사분위,평균소득만원 / 중위소득만원. 1보다 클수록 상위 소득이 평균을 끌어올린 정도가 큼,1.1175650825437142,1.1628661654789625,1.2189,1.0309473186865106,1.441111111111111,P2_G2_임금분류_학부대학원.CSV 전체 14행 기준,Q4는 해당 값이 큰 집단
초임급여_100만원미만_명,초임급여_100만원미만_명_사분위,초임급여 원자료 기반 파생 컬럼,136.5,295.5,531.5,70.0,1490.0,P2_G2_임금분류_학부대학원.CSV 전체 14행 기준,Q4는 해당 급여구간 인원 규모가 큰 집단
