기준연도,학교명,학과_전공,학과_계열,입결_프록시,A비율,CD비율,F비율,전체취업률,건보가입취업률,전체진학률,전문대학진학률,대학진학률,대학원진학률,국내진학률,국외진학률,학점포기제유무
2024,가야대학교(김해),간호학과,간호,4.0,35.114052749091094,25.497461719461256,1.1858037289550245,74.07407407407408,74.07407407407408,0.0,0.0,0.0,0.0,0.0,0.0,X
2024,가야대학교(김해),경영물류학과,경영물류,,34.833333333333336,13.333333333333334,12.166666666666666,69.23076923076923,61.53846153846154,0.0,0.0,0.0,0.0,0.0,0.0,X
2024,가야대학교(김해),경찰소방학과,경찰소방,,39.507270635003664,21.86421173762946,1.2396694214876034,61.11111111111112,50.0,0.0,0.0,0.0,0.0,0.0,0.0,X
2024,가야대학교(김해),귀금속주얼리학과,귀금속주얼리,,51.785714285714285,1.4285714285714286,5.0,36.36363636363637,36.36363636363637,8.333333333333334,0.0,0.0,8.333333333333334,8.333333333333334,0.0,X
2024,가야대학교(김해),물리치료학과,물리치료,,27.34986880782813,32.31404578245116,5.576489310632813,91.07142857142856,91.07142857142856,1.7543859649122806,0.0,0.0,1.7543859649122806,1.7543859649122806,0.0,X
