outcome,n,mean,std,min,p05,median,p95,max,zero_ratio
HEALTH_EMPLOYMENT,5600,52.6941032409668,17.51350975036621,0.0,23.076923370361328,52.94117736816406,82.22325973510742,100.0,0.0035714285714285713
GRAD_SCHOOL_PROGRESSION,5674,8.254615783691406,12.895549774169922,0.0,0.0,2.777777671813965,35.77838840484609,100.0,0.4127599577017977
