raw_row_id,source_id,univ_id,admission_year,raw_table_index,raw_row_index,raw_section_title,raw_header_json,raw_cells_json,raw_admission_group,raw_recruitment_unit,raw_recruitment_n,raw_competition_rate,raw_additional_rank,raw_score_70cut,raw_score_max,raw_percentile_70cut,raw_parse_warning
SRC_0002748_2025_0001_T7_R3,SRC_0002748_2025_0001,U0002748,2024,7,3,,"[""모집단위"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )""]","[""특수교육과"", ""21"", ""0.48"", """", ""278.63"", ""300"", ""4.25""]",,특수교육과,,,,,,,
SRC_0002748_2025_0001_T7_R4,SRC_0002748_2025_0001,U0002748,2024,7,4,,"[""모집단위"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )""]","[""방사선학과"", ""6"", ""4.5"", ""14"", ""275.44"", ""300"", ""4.75""]",,방사선학과,,,,,,,
SRC_0002748_2025_0001_T7_R5,SRC_0002748_2025_0001,U0002748,2024,7,5,,"[""모집단위"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )""]","[""간호학과"", ""45"", ""3.6"", ""95"", ""282.1"", ""300"", ""3.75""]",,간호학과,,,,,,,
SRC_0002748_2025_0001_T7_R6,SRC_0002748_2025_0001,U0002748,2024,7,6,,"[""모집단위"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )""]","[""믈리치료학과"", ""7"", ""5.14"", ""8"", ""280.5"", ""300"", ""4""]",,믈리치료학과,,,,,,,
SRC_0002748_2025_0001_T7_R7,SRC_0002748_2025_0001,U0002748,2024,7,7,,"[""모집단위"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )""]","[""스포츠재활복지학과"", ""23"", ""0.17"", """", ""273.88"", ""300"", ""5""]",,스포츠재활복지학과,,,,,,,
SRC_0002748_2025_0001_T7_R8,SRC_0002748_2025_0001,U0002748,2024,7,8,,"[""모집단위"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )""]","[""사회복지상담학과"", ""29"", ""0.93"", """", ""263.38"", ""300"", ""7""]",,사회복지상담학과,,,,,,,
SRC_0002748_2025_0001_T7_R9,SRC_0002748_2025_0001,U0002748,2024,7,9,,"[""모집단위"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )"", ""정시다군 ( 학생부 )""]","[""부동산금융재테크학과"", ""34"", ""0.06"", """", ""-"", ""300"", ""-""]",,부동산금융재테크학과,,,,,,,
SRC_0000072_2025_0002_T8_R0,SRC_0000072_2025_0002,U0000072,2024,8,0,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""20"", ""2.1"", ""41"", ""517.50"", ""1,000 점"", ""45.00""]",나군,경영학전공,20,2.1,41,517.50,"1,000 점",45.00,
SRC_0000072_2025_0002_T8_R1,SRC_0000072_2025_0002,U0000072,2024,8,1,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""행정학전공"", ""19"", ""1.8"", ""31"", ""489.10"", ""37.75""]",나군,경영학전공,행정학전공,19,1.8,31,489.10,37.75,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R2,SRC_0000072_2025_0002,U0000072,2024,8,2,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""사회복지학전공"", ""24"", ""1.3"", ""30"", ""442.10"", ""33.75""]",나군,경영학전공,사회복지학전공,24,1.3,30,442.10,33.75,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R3,SRC_0000072_2025_0002,U0000072,2024,8,3,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""호텔경영학전공"", ""19"", ""1.8"", ""30"", ""446.60"", ""31.50""]",나군,경영학전공,호텔경영학전공,19,1.8,30,446.60,31.50,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R4,SRC_0000072_2025_0002,U0000072,2024,8,4,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""조리외식경영학전공"", ""19"", ""0.9"", ""-"", ""319.10"", ""16.50""]",나군,경영학전공,조리외식경영학전공,19,0.9,-,319.10,16.50,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R5,SRC_0000072_2025_0002,U0000072,2024,8,5,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""항공교통물류전공"", ""20"", ""1.6"", ""29"", ""487.10"", ""37.50""]",나군,경영학전공,항공교통물류전공,20,1.6,29,487.10,37.50,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R6,SRC_0000072_2025_0002,U0000072,2024,8,6,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""건축공학전공"", ""18"", ""1.3"", ""24"", ""567.10"", ""47.50""]",나군,경영학전공,건축공학전공,18,1.3,24,567.10,47.50,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R7,SRC_0000072_2025_0002,U0000072,2024,8,7,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""건축학전공 (5 년제 )"", ""18"", ""2.2"", ""33"", ""622.00"", ""55.25""]",나군,경영학전공,건축학전공 (5 년제 ),18,2.2,33,622.00,55.25,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R8,SRC_0000072_2025_0002,U0000072,2024,8,8,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""디지털헬스케어전공"", ""20"", ""0.8"", ""-"", ""513.20"", ""41.75""]",나군,경영학전공,디지털헬스케어전공,20,0.8,-,513.20,41.75,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R9,SRC_0000072_2025_0002,U0000072,2024,8,9,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""디지털헬스케어전공"", ""20"", ""0.8"", ""-"", ""513.20"", ""39.50""]",나군,경영학전공,디지털헬스케어전공,20,0.8,-,513.20,39.50,7개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R10,SRC_0000072_2025_0002,U0000072,2024,8,10,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""디지털헬스케어전공"", ""20"", ""0.8"", ""-"", ""513.20"", ""495.60""]",나군,경영학전공,디지털헬스케어전공,20,0.8,-,513.20,495.60,7개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R11,SRC_0000072_2025_0002,U0000072,2024,8,11,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""디지털헬스케어전공"", ""20"", ""0.8"", ""-"", ""513.20"", ""35""]",나군,경영학전공,디지털헬스케어전공,20,0.8,-,513.20,35,7개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R12,SRC_0000072_2025_0002,U0000072,2024,8,12,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""디지털헬스케어전공"", ""20"", ""0.8"", ""-"", ""513.20"", ""1.3""]",나군,경영학전공,디지털헬스케어전공,20,0.8,-,513.20,1.3,7개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R13,SRC_0000072_2025_0002,U0000072,2024,8,13,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""디지털헬스케어전공"", ""20"", ""0.8"", ""-"", ""513.20"", ""28""]",나군,경영학전공,디지털헬스케어전공,20,0.8,-,513.20,28,7개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R14,SRC_0000072_2025_0002,U0000072,2024,8,14,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""경영학전공"", ""디지털헬스케어전공"", ""20"", ""0.8"", ""-"", ""513.20"", ""항공정비학전공""]",나군,경영학전공,디지털헬스케어전공,20,0.8,-,513.20,항공정비학전공,7개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R15,SRC_0000072_2025_0002,U0000072,2024,8,15,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""20"", ""13.0"", ""71"", ""1005.10"", ""1,000 점"", ""97.83""]",다군,의학과 ( 의예과 ),20,13.0,71,1005.10,"1,000 점",97.83,
SRC_0000072_2025_0002_T8_R16,SRC_0000072_2025_0002,U0000072,2024,8,16,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""간호학과"", ""41"", ""5.4"", ""92"", ""778.30"", ""71.00""]",다군,의학과 ( 의예과 ),간호학과,41,5.4,92,778.30,71.00,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R17,SRC_0000072_2025_0002,U0000072,2024,8,17,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""임상병리학과"", ""8"", ""5.1"", ""19"", ""759.50"", ""71.50""]",다군,의학과 ( 의예과 ),임상병리학과,8,5.1,19,759.50,71.50,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R18,SRC_0000072_2025_0002,U0000072,2024,8,18,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""치위생학과"", ""12"", ""3.1"", ""27"", ""679.00"", ""60.50""]",다군,의학과 ( 의예과 ),치위생학과,12,3.1,27,679.00,60.50,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R19,SRC_0000072_2025_0002,U0000072,2024,8,19,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""국어교육과"", ""12"", ""2.7"", ""29"", ""609.50"", ""56.50""]",다군,의학과 ( 의예과 ),국어교육과,12,2.7,29,609.50,56.50,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R20,SRC_0000072_2025_0002,U0000072,2024,8,20,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""지리교육과"", ""11"", ""2.1"", ""22"", ""612.00"", ""54.00""]",다군,의학과 ( 의예과 ),지리교육과,11,2.1,22,612.00,54.00,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R21,SRC_0000072_2025_0002,U0000072,2024,8,21,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""영어교육과"", ""21"", ""1.9"", ""39"", ""543.50"", ""44.50""]",다군,의학과 ( 의예과 ),영어교육과,21,1.9,39,543.50,44.50,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R22,SRC_0000072_2025_0002,U0000072,2024,8,22,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""역사교육과"", ""10"", ""2.1"", ""18"", ""645.50"", ""57.25""]",다군,의학과 ( 의예과 ),역사교육과,10,2.1,18,645.50,57.25,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R23,SRC_0000072_2025_0002,U0000072,2024,8,23,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""수학교육과"", ""23"", ""1.1"", ""25"", ""644.30"", ""57.25""]",다군,의학과 ( 의예과 ),수학교육과,23,1.1,25,644.30,57.25,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R24,SRC_0000072_2025_0002,U0000072,2024,8,24,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""컴퓨터교육과"", ""16"", ""1.8"", ""29"", ""550.10"", ""47.25""]",다군,의학과 ( 의예과 ),컴퓨터교육과,16,1.8,29,550.10,47.25,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R25,SRC_0000072_2025_0002,U0000072,2024,8,25,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""자율전공학부"", ""106"", ""1.2"", ""121"", ""398.10"", ""28.25""]",다군,의학과 ( 의예과 ),자율전공학부,106,1.2,121,398.10,28.25,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R26,SRC_0000072_2025_0002,U0000072,2024,8,26,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""경찰학부"", ""76"", ""1.1"", ""84"", ""476.50"", ""38.00""]",다군,의학과 ( 의예과 ),경찰학부,76,1.1,84,476.50,38.00,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R27,SRC_0000072_2025_0002,U0000072,2024,8,27,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""광고홍보학전공"", ""14"", ""1.6"", ""21"", ""544.00"", ""45.50""]",다군,의학과 ( 의예과 ),광고홍보학전공,14,1.6,21,544.00,45.50,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R28,SRC_0000072_2025_0002,U0000072,2024,8,28,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""의료경영학전공"", ""25"", ""1.2"", ""28"", ""593.20"", ""51.75""]",다군,의학과 ( 의예과 ),의료경영학전공,25,1.2,28,593.20,51.75,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R29,SRC_0000072_2025_0002,U0000072,2024,8,29,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""콘텐츠제작전공"", ""13"", ""1.5"", ""18"", ""438.50"", ""33.25""]",다군,의학과 ( 의예과 ),콘텐츠제작전공,13,1.5,18,438.50,33.25,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R30,SRC_0000072_2025_0002,U0000072,2024,8,30,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""바이오메디컬전공"", ""21"", ""1.4"", ""29"", ""599.10"", ""51.50""]",다군,의학과 ( 의예과 ),바이오메디컬전공,21,1.4,29,599.10,51.50,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R31,SRC_0000072_2025_0002,U0000072,2024,8,31,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""항공운항전공"", ""21"", ""1.7"", ""25"", ""599.40"", ""50.75""]",다군,의학과 ( 의예과 ),항공운항전공,21,1.7,25,599.40,50.75,2개 선두 컬럼 rowspan 승계
SRC_0000072_2025_0002_T8_R32,SRC_0000072_2025_0002,U0000072,2024,8,32,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""의학과 ( 의예과 )"", ""스포츠지도학전공"", ""16"", ""0.8"", ""-"", ""590.20"", ""49.50""]",다군,의학과 ( 의예과 ),스포츠지도학전공,16,0.8,-,590.20,49.50,2개 선두 컬럼 rowspan 승계
SRC_0000215_2025_0003_T3_R0,SRC_0000215_2025_0003,U0000215,2024,3,0,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""간호학과"", ""16"", ""4.1"", ""18"", ""331.75"", ""500"", ""-""]",나군,간호학과,16,4.1,18,331.75,500,-,
