raw_row_id,source_id,univ_id,admission_year,raw_table_index,raw_row_index,raw_section_title,raw_header_json,raw_cells_json,raw_admission_group,raw_recruitment_unit,raw_recruitment_n,raw_competition_rate,raw_additional_rank,raw_score_70cut,raw_score_max,raw_percentile_70cut,raw_parse_warning,source_url,raw_file_path,retrieved_at,content_sha256,univ_name_std,adiga_univ_code,admission_metric_v2,metric_family_v2,metric_source_v2,metric_column_index_v2,metric_context_v2,raw_percentile_num_v2,raw_score_num_v2,raw_score_max_num_v2,score_ratio_num_v2,score_source_v2,recruitment_n_v2,primary_selection_candidate,selection_priority,selection_note,broad_recruitment_unit_flag_v2,row_metric_usable_v2
SRC_0000019_2025_0001_T72_R1,SRC_0000019_2025_0001,U0000019,2024,72,1,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""역사학부"", ""10"", ""5:1"", ""0"", ""401.6"", ""-"", ""96.75""]",‘ 나 ’ 군,역사학부,10,5:1,0,401.6,-,96.75,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,96.75,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,96.75,401.6,,,raw_score_columns,10.0,True,1,general_or_csat_priority,False,True
SRC_0000019_2025_0001_T72_R2,SRC_0000019_2025_0001,U0000019,2024,72,2,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""정치외교학부"", ""18"", ""3.89:1"", ""1"", ""407.1"", ""-"", ""97.50""]",‘ 나 ’ 군,정치외교학부,18,3.89:1,1,407.1,-,97.50,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,97.5,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,97.5,407.1,,,raw_score_columns,18.0,True,1,general_or_csat_priority,False,True
SRC_0000019_2025_0001_T72_R3,SRC_0000019_2025_0001,U0000019,2024,72,3,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""경제학부"", ""54"", ""2.98:1"", ""6"", ""409.2"", ""-"", ""98.25""]",‘ 나 ’ 군,경제학부,54,2.98:1,6,409.2,-,98.25,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,98.25,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,98.25,409.2,,,raw_score_columns,54.0,True,1,general_or_csat_priority,False,True
SRC_0000019_2025_0001_T72_R4,SRC_0000019_2025_0001,U0000019,2024,72,4,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""사회학과"", ""10"", ""5.50:1"", ""0"", ""403.9"", ""-"", ""97.75""]",‘ 나 ’ 군,사회학과,10,5.50:1,0,403.9,-,97.75,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,97.75,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,97.75,403.9,,,raw_score_columns,10.0,True,1,general_or_csat_priority,False,True
SRC_0000019_2025_0001_T72_R5,SRC_0000019_2025_0001,U0000019,2024,72,5,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""인류학과"", ""1"", ""18:1"", ""0"", ""Θ"", ""-"", ""Θ""]",‘ 나 ’ 군,인류학과,1,18:1,0,Θ,-,Θ,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,,missing_or_unusable,missing_or_unusable,,,,,,,len8_score_max_columns,1.0,True,1,general_or_csat_priority,False,False
SRC_0000019_2025_0001_T72_R6,SRC_0000019_2025_0001,U0000019,2024,72,6,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""심리학과"", ""9"", ""5.11:1"", ""2"", ""404.9"", ""-"", ""97.25""]",‘ 나 ’ 군,심리학과,9,5.11:1,2,404.9,-,97.25,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,97.25,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,97.25,404.9,,,raw_score_columns,9.0,True,1,general_or_csat_priority,False,True
SRC_0000019_2025_0001_T72_R7,SRC_0000019_2025_0001,U0000019,2024,72,7,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""지리학과"", ""9"", ""3.78:1"", ""0"", ""403.6"", ""-"", ""97.50""]",‘ 나 ’ 군,지리학과,9,3.78:1,0,403.6,-,97.50,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,97.5,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,97.5,403.6,,,raw_score_columns,9.0,True,1,general_or_csat_priority,False,True
SRC_0000019_2025_0001_T72_R8,SRC_0000019_2025_0001,U0000019,2024,72,8,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""사회복지학과"", ""6"", ""6.50:1"", ""0"", ""400.9"", ""-"", ""95""]",‘ 나 ’ 군,사회복지학과,6,6.50:1,0,400.9,-,95,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,95.0,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,95.0,400.9,,,raw_score_columns,6.0,True,1,general_or_csat_priority,False,True
SRC_0000019_2025_0001_T72_R9,SRC_0000019_2025_0001,U0000019,2024,72,9,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""언론정보학과"", ""7"", ""5.43:1"", ""0"", ""405.7"", ""-"", ""94.75""]",‘ 나 ’ 군,언론정보학과,7,5.43:1,0,405.7,-,94.75,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,94.75,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,94.75,405.7,,,raw_score_columns,7.0,True,1,general_or_csat_priority,False,True
SRC_0000019_2025_0001_T72_R10,SRC_0000019_2025_0001,U0000019,2024,72,10,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""수리과학부"", ""10"", ""5.90:1"", ""0"", ""420.2"", ""-"", ""98.50""]",‘ 나 ’ 군,수리과학부,10,5.90:1,0,420.2,-,98.50,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,98.5,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,98.5,420.2,,,raw_score_columns,10.0,True,1,general_or_csat_priority,False,True
SRC_0000019_2025_0001_T72_R11,SRC_0000019_2025_0001,U0000019,2024,72,11,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""통계학과"", ""8"", ""8.13:1"", ""4"", ""413.6"", ""-"", ""95.50""]",‘ 나 ’ 군,통계학과,8,8.13:1,4,413.6,-,95.50,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,95.5,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,95.5,413.6,,,raw_score_columns,8.0,True,1,general_or_csat_priority,False,True
SRC_0000019_2025_0001_T72_R12,SRC_0000019_2025_0001,U0000019,2024,72,12,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""물리 · 천문학부 물리학전공"", ""13"", ""5.54:1"", ""3"", ""412.0"", ""-"", ""95.25""]",‘ 나 ’ 군,물리 · 천문학부 물리학전공,13,5.54:1,3,412.0,-,95.25,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,95.25,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,95.25,412.0,,,raw_score_columns,13.0,True,1,general_or_csat_priority,False,True
SRC_0000019_2025_0001_T72_R13,SRC_0000019_2025_0001,U0000019,2024,72,13,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""물리 · 천문학부 천문학전공"", ""5"", ""9:1"", ""1"", ""410.3"", ""-"", ""96.50""]",‘ 나 ’ 군,물리 · 천문학부 천문학전공,5,9:1,1,410.3,-,96.50,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,96.5,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,96.5,410.3,,,raw_score_columns,5.0,True,1,general_or_csat_priority,False,True
SRC_0000019_2025_0001_T72_R14,SRC_0000019_2025_0001,U0000019,2024,72,14,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""화학부"", ""17"", ""4.18:1"", ""1"", ""408.7"", ""-"", ""98.25""]",‘ 나 ’ 군,화학부,17,4.18:1,1,408.7,-,98.25,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,98.25,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,98.25,408.7,,,raw_score_columns,17.0,True,1,general_or_csat_priority,False,True
SRC_0000019_2025_0001_T72_R15,SRC_0000019_2025_0001,U0000019,2024,72,15,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""생명과학부"", ""23"", ""4.13:1"", ""7"", ""410.3"", ""-"", ""97.75""]",‘ 나 ’ 군,생명과학부,23,4.13:1,7,410.3,-,97.75,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,97.75,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,97.75,410.3,,,raw_score_columns,23.0,True,1,general_or_csat_priority,False,True
