raw_row_id,source_id,univ_id,admission_year,raw_table_index,raw_row_index,raw_section_title,raw_header_json,raw_cells_json,raw_admission_group,raw_recruitment_unit,raw_recruitment_n,raw_competition_rate,raw_additional_rank,raw_score_70cut,raw_score_max,raw_percentile_70cut,raw_parse_warning,source_url,raw_file_path,retrieved_at,content_sha256,univ_name_std,adiga_univ_code,admission_metric_v2,metric_family_v2,metric_source_v2,metric_column_index_v2,metric_context_v2,raw_percentile_num_v2,raw_score_num_v2,raw_score_max_num_v2,score_ratio_num_v2,score_source_v2,recruitment_n_v2,primary_selection_candidate,selection_priority,selection_note,broad_recruitment_unit_flag_v2,row_metric_usable_v2
SRC_0000019_2025_0001_T71_R0,SRC_0000019_2025_0001,U0000019,2024,71,0,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""인문계열"", ""23"", ""2.48:1"", ""2"", ""401.9"", ""-"", ""96.25""]",‘나’군,인문계열,23,2.48:1,2,401.9,-,96.25,,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,96.25,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,96.25,401.9,,,raw_score_columns,23.0,True,2,regional_balance_secondary,True,True
SRC_0000019_2025_0001_T71_R1,SRC_0000019_2025_0001,U0000019,2024,71,1,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""정치외교학부"", ""10"", ""3.10:1"", ""0"", ""405.7"", ""-"", ""98.25""]",‘나’군,정치외교학부,10,3.10:1,0,405.7,-,98.25,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,98.25,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,98.25,405.7,,,raw_score_columns,10.0,True,2,regional_balance_secondary,False,True
SRC_0000019_2025_0001_T71_R2,SRC_0000019_2025_0001,U0000019,2024,71,2,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""경제학부"", ""20"", ""1.95:1"", ""3"", ""404.5"", ""-"", ""98""]",‘나’군,경제학부,20,1.95:1,3,404.5,-,98,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,98.0,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,98.0,404.5,,,raw_score_columns,20.0,True,2,regional_balance_secondary,False,True
SRC_0000019_2025_0001_T71_R3,SRC_0000019_2025_0001,U0000019,2024,71,3,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""인류학과"", ""7"", ""4.57:1"", ""0"", ""401.1"", ""-"", ""97.25""]",‘나’군,인류학과,7,4.57:1,0,401.1,-,97.25,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,97.25,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,97.25,401.1,,,raw_score_columns,7.0,True,2,regional_balance_secondary,False,True
SRC_0000019_2025_0001_T71_R4,SRC_0000019_2025_0001,U0000019,2024,71,4,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""광역"", ""46"", ""2.87:1"", ""2"", ""414.1"", ""-"", ""96.75""]",‘나’군,광역,46,2.87:1,2,414.1,-,96.75,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,96.75,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,96.75,414.1,,,raw_score_columns,46.0,True,2,regional_balance_secondary,True,True
SRC_0000019_2025_0001_T71_R5,SRC_0000019_2025_0001,U0000019,2024,71,5,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""약학계열"", ""10"", ""2.80:1"", ""1"", ""416.7"", ""-"", ""97.75""]",‘나’군,약학계열,10,2.80:1,1,416.7,-,97.75,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,97.75,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,97.75,416.7,,,raw_score_columns,10.0,True,2,regional_balance_secondary,True,True
SRC_0000019_2025_0001_T71_R6,SRC_0000019_2025_0001,U0000019,2024,71,6,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""의예과"", ""10"", ""3.60:1"", ""0"", ""434.1"", ""-"", ""99""]",‘나’군,의예과,10,3.60:1,0,434.1,-,99,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,99.0,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,99.0,434.1,,,raw_score_columns,10.0,True,2,regional_balance_secondary,False,True
SRC_0000019_2025_0001_T71_R7,SRC_0000019_2025_0001,U0000019,2024,71,7,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""첨단융합학부"", ""20"", ""3.70:1"", ""1"", ""409.2"", ""-"", ""96.50""]",‘나’군,첨단융합학부,20,3.70:1,1,409.2,-,96.50,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,96.5,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,96.5,409.2,,,raw_score_columns,20.0,True,2,regional_balance_secondary,False,True
SRC_0000019_2025_0001_T71_R8,SRC_0000019_2025_0001,U0000019,2024,71,8,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""치의학과"", ""10"", ""2.90:1"", ""0"", ""424.7"", ""-"", ""97.25""]",‘나’군,치의학과,10,2.90:1,0,424.7,-,97.25,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,97.25,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,97.25,424.7,,,raw_score_columns,10.0,True,2,regional_balance_secondary,False,True
SRC_0000019_2025_0001_T72_R0,SRC_0000019_2025_0001,U0000019,2024,72,0,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""인문계열"", ""69"", ""3.29:1"", ""6"", ""403.0"", ""-"", ""95.25""]",‘ 나 ’ 군,인문계열,69,3.29:1,6,403.0,-,95.25,,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,data/crawl_2024_admission/raw_html/0000019_2025.html,2026-07-10T13:00:25.715081+09:00,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,서울대학교,19,95.25,percentile,header_percentile,7.0,최종등록자 70% cut 평균 백분위,95.25,403.0,,,raw_score_columns,69.0,True,1,general_or_csat_priority,True,True
