raw_row_id,source_id,univ_id,admission_year,raw_table_index,raw_row_index,raw_section_title,raw_header_json,raw_cells_json,raw_admission_group,raw_recruitment_unit,raw_recruitment_n,raw_competition_rate,raw_additional_rank,raw_score_70cut,raw_score_max,raw_percentile_70cut,raw_parse_warning,source_url,raw_file_path,retrieved_at,content_sha256,univ_name_std,adiga_univ_code,admission_metric_v3,metric_family_v3,metric_source_v3,metric_column_index_v3,metric_context_v3,raw_percentile_num_v3,raw_score_num_v3,raw_score_max_num_v3,score_ratio_num_v3,score_source_v3,recruitment_n_v3,primary_selection_candidate,selection_priority,selection_note,broad_recruitment_unit_flag_v3,row_metric_usable_v3,학교명,학과_계열,department_label_rule_v3,university_match_flag_v3,department_match_flag_v3,match_exclusion_reason_v3,matched_for_final_v3
SRC_0002748_2025_0001_T6_R3,SRC_0002748_2025_0001,U0002748,2024,6,3,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 등급 )""]","[""다군"", ""믈리치료학과"", ""7"", ""5.14"", ""8"", ""648.5"", ""700"", ""4.75""]",다군,믈리치료학과,7,5.14,8,648.5,700,,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0002748,data/crawl_2024_admission_full/raw_html/0002748_2025.html,2026-07-12T17:40:10.586369+09:00,364a3e28ff7e57fb60c408da205e788dd148c0131d59fed71302726dda8c30cb,가야대학교(김해),2748,4.75,percentile,structural_last_percentile,7.0,len8_last_column,,648.5,700.0,92.64285714285714,raw_score_columns,7.0,True,2,no_special_keyword_assumed_primary,False,True,가야대학교(김해),믈리치료학과,raw_fallback,True,False,department_label_not_in_university_grade,False
SRC_0002748_2025_0001_T7_R4,SRC_0002748_2025_0001,U0002748,2024,7,4,,"[""모집단위"", ""정시다군 ( 학생부 ) / 모집 인원"", ""정시다군 ( 학생부 ) / 경쟁률"", ""정시다군 ( 학생부 ) / 충원 합격 순위"", ""정시다군 ( 학생부 ) / 대학별환산 / 최종등록자 환산점수"", ""정시다군 ( 학생부 ) / 대학별환산 / 총점 ( 학생부 )"", ""정시다군 ( 학생부 ) / 최종등록자 교과성적 학생부등급""]","[""믈리치료학과"", ""7"", ""5.14"", ""8"", ""280.5"", ""300"", ""4""]",,믈리치료학과,7,5.14,8,280.5,300,,,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0002748,data/crawl_2024_admission_full/raw_html/0002748_2025.html,2026-07-12T17:40:10.586369+09:00,364a3e28ff7e57fb60c408da205e788dd148c0131d59fed71302726dda8c30cb,가야대학교(김해),2748,93.5,score_ratio_normalized,score_to_max_ratio,,raw_score_columns,,280.5,300.0,93.5,raw_score_columns,7.0,True,2,no_special_keyword_assumed_primary,False,True,가야대학교(김해),믈리치료학과,raw_fallback,True,False,department_label_not_in_university_grade,False
SRC_0000051_2025_0007_T5_R14,SRC_0000051_2025_0007,U0000051,2024,5,14,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""음악학과 ( 성악 )"", ""4"", ""1.5 : 1"", ""1"", ""35.8"", ""1000"", ""35.8""]",다군,음악학과 ( 성악 ),4,1.5 : 1,1,35.8,1000,35.8,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000051,data/crawl_2024_admission_full/raw_html/0000051_2025.html,2026-07-12T17:40:14.705167+09:00,02ba1721e96a86a8cdf7e5a8f521d65824b862e17b76fc4922b08ad7935e86af,강남대학교,51,35.8,percentile,header_percentile,7.0,최종등록자 70% cut 평균 ( 백분위 ),35.8,35.8,1000.0,3.58,raw_score_columns,4.0,True,2,no_special_keyword_assumed_primary,False,True,강남대학교,음악학과 ( 성악 ),raw_fallback,True,False,department_label_not_in_university_grade,False
SRC_0000004_2025_0009_T6_R7,SRC_0000004_2025_0009,U0000004,2024,6,7,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""자유전공학부 ( 인문계열 )"", ""21"", ""3.57"", ""52"", ""139.6"", ""200"", ""139.6""]",나군,자유전공학부 ( 인문계열 ),21,3.57,52,139.6,200,139.6,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000004,data/crawl_2024_admission_full/raw_html/0000004_2025.html,2026-07-12T17:40:16.222591+09:00,5657bddd9a7b330313e5d1ff3f53a799a2498dbcddf1cedb6a62f38c27fa4fc4,강원대학교_제2캠퍼스,4,69.8,score_ratio_normalized,score_to_max_ratio,,raw_score_columns,139.6,139.6,200.0,69.8,raw_score_columns,21.0,True,2,no_special_keyword_assumed_primary,True,True,강원대학교_제2캠퍼스,자유전공학부 ( 인문계열 ),raw_fallback,True,False,department_label_not_in_university_grade,False
SRC_0000004_2025_0009_T6_R8,SRC_0000004_2025_0009,U0000004,2024,6,8,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""자유전공학부 ( 자연계열 )"", ""12"", ""3.92"", ""27"", ""156.15"", ""200"", ""156.15""]",나군,자유전공학부 ( 자연계열 ),12,3.92,27,156.15,200,156.15,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000004,data/crawl_2024_admission_full/raw_html/0000004_2025.html,2026-07-12T17:40:16.222591+09:00,5657bddd9a7b330313e5d1ff3f53a799a2498dbcddf1cedb6a62f38c27fa4fc4,강원대학교_제2캠퍼스,4,78.075,score_ratio_normalized,score_to_max_ratio,,raw_score_columns,156.15,156.15,200.0,78.075,raw_score_columns,12.0,True,2,no_special_keyword_assumed_primary,True,True,강원대학교_제2캠퍼스,자유전공학부 ( 자연계열 ),raw_fallback,True,False,department_label_not_in_university_grade,False
SRC_0000004_2025_0009_T6_R13,SRC_0000004_2025_0009,U0000004,2024,6,13,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""글로벌인재학부"", ""79"", ""2.85"", ""93"", ""151.05"", ""200"", ""151.05""]",다군,글로벌인재학부,79,2.85,93,151.05,200,151.05,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000004,data/crawl_2024_admission_full/raw_html/0000004_2025.html,2026-07-12T17:40:16.222591+09:00,5657bddd9a7b330313e5d1ff3f53a799a2498dbcddf1cedb6a62f38c27fa4fc4,강원대학교_제2캠퍼스,4,75.525,score_ratio_normalized,score_to_max_ratio,,raw_score_columns,151.05,151.05,200.0,75.525,raw_score_columns,79.0,True,2,no_special_keyword_assumed_primary,False,True,강원대학교_제2캠퍼스,글로벌인재,alias_strict,True,False,department_label_not_in_university_grade,False
SRC_0000004_2025_0009_T7_R3,SRC_0000004_2025_0009,U0000004,2024,7,3,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""글로벌인재학부"", ""2"", ""2"", ""1"", ""157"", ""200"", ""157""]",다군,글로벌인재학부,2,2,1,157,200,157,1개 선두 컬럼 rowspan 승계,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000004,data/crawl_2024_admission_full/raw_html/0000004_2025.html,2026-07-12T17:40:16.222591+09:00,5657bddd9a7b330313e5d1ff3f53a799a2498dbcddf1cedb6a62f38c27fa4fc4,강원대학교_제2캠퍼스,4,78.5,score_ratio_normalized,score_to_max_ratio,,raw_score_columns,157.0,157.0,200.0,78.5,raw_score_columns,2.0,True,2,no_special_keyword_assumed_primary,False,True,강원대학교_제2캠퍼스,글로벌인재,alias_strict,True,False,department_label_not_in_university_grade,False
SRC_0000007_2025_0016_T4_R8,SRC_0000007_2025_0016,U0000007,2024,4,8,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""가군"", ""기계공학부"", ""27"", ""4.30:1"", ""36"", ""812.58"", ""1000"", ""69.33""]",가군,기계공학부,27,4.30:1,36,812.58,1000,69.33,,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000007,data/crawl_2024_admission_full/raw_html/0000007_2025.html,2026-07-12T17:40:21.427287+09:00,04d727a2a891c11820ca1220c0dac77f5ace7d20b800883eb9b824a7521fadce,경상국립대학교,7,69.33,percentile,header_percentile,7.0,최종등록자 70% cut 평균 ( 백분위 ),69.33,812.58,1000.0,81.25800000000001,raw_score_columns,27.0,True,2,no_special_keyword_assumed_primary,False,True,경상국립대학교,기계공,alias_strict,True,False,department_label_not_in_university_grade,False
SRC_0000007_2025_0016_T4_R68,SRC_0000007_2025_0016,U0000007,2024,4,68,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""나군"", ""산업시스템공학부"", ""16"", ""3.06:1"", ""5"", ""789.86"", ""1000"", ""60.00""]",나군,산업시스템공학부,16,3.06:1,5,789.86,1000,60.00,,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000007,data/crawl_2024_admission_full/raw_html/0000007_2025.html,2026-07-12T17:40:21.427287+09:00,04d727a2a891c11820ca1220c0dac77f5ace7d20b800883eb9b824a7521fadce,경상국립대학교,7,60.0,percentile,header_percentile,7.0,최종등록자 70% cut 평균 ( 백분위 ),60.0,789.86,1000.0,78.986,raw_score_columns,16.0,True,2,no_special_keyword_assumed_primary,False,True,경상국립대학교,산업시스템공,alias_strict,True,False,department_label_not_in_university_grade,False
SRC_0000007_2025_0016_T4_R99,SRC_0000007_2025_0016,U0000007,2024,4,99,,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 ( 백분위 )""]","[""다군"", ""해양생명과학과"", ""7"", ""2.86:1"", ""13"", ""650.63"", ""1000"", ""27.17""]",다군,해양생명과학과,7,2.86:1,13,650.63,1000,27.17,,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000007,data/crawl_2024_admission_full/raw_html/0000007_2025.html,2026-07-12T17:40:21.427287+09:00,04d727a2a891c11820ca1220c0dac77f5ace7d20b800883eb9b824a7521fadce,경상국립대학교,7,27.17,percentile,header_percentile,7.0,최종등록자 70% cut 평균 ( 백분위 ),27.17,650.63,1000.0,65.063,raw_score_columns,7.0,True,2,no_special_keyword_assumed_primary,False,True,경상국립대학교,해양생명과,alias_strict,True,False,department_label_not_in_university_grade,False
