학교명,학과_계열,입결_프록시,admission_metric_family_used_v3,admission_metric_source_used_v3,admission_source_rows_v3,admission_source_units_v3,admission_recruitment_n_sum_v3
가야대학교(김해),간호,4.0,percentile,structural_last_percentile,1,간호학과,45.0
가야대학교(김해),방사선,3.75,percentile,structural_last_percentile,1,방사선학과,6.0
가야대학교(김해),사회복지상담,85.14666666666666,score_ratio_normalized,score_to_max_ratio,2,사회복지상담학과,58.0
가야대학교(김해),스포츠재활복지,86.89666666666666,score_ratio_normalized,score_to_max_ratio,2,스포츠재활복지학과,46.0
가야대학교(김해),특수교육과,5.75,percentile,structural_last_percentile,1,특수교육과,21.0
가천대학교,간호,88.92,percentile,header_percentile,1,간호학과,61.0
가천대학교,건축,83.87,percentile,header_percentile,1,건축학부,53.0
가천대학교,경영,82.3,percentile,header_percentile,1,경영학부,86.0
가천대학교,경제,82.15,percentile,header_percentile,1,경제학과,17.0
가천대학교,경찰행정,83.7,percentile,header_percentile,1,경찰행정학과,16.0
가천대학교,관광경영,81.5,percentile,header_percentile,1,관광경영학과,17.0
가천대학교,금융・빅데이터,83.6,percentile,header_percentile,1,금융 · 빅데이터학부,40.0
가천대학교,도시계획・조경,82.77,percentile,header_percentile,1,도시계획 · 조경학부,33.0
가천대학교,물리,82.12,percentile,header_percentile,1,물리학과,17.0
가천대학교,물리치료,86.4,percentile,header_percentile,1,물리치료학과,14.0
가천대학교,미디어커뮤니케이션,82.55,percentile,header_percentile,1,미디어커뮤니케이션학과,21.0
가천대학교,바이오나노,84.75,percentile,header_percentile,1,바이오나노학과,16.0
가천대학교,반도체・전자공,84.85,percentile,header_percentile,1,반도체 · 전자공학부,102.0
가천대학교,방사선,87.15,percentile,header_percentile,1,방사선학과,14.0
가천대학교,법,81.2,percentile,header_percentile,1,법학과,46.0
가천대학교,사회복지,81.6,percentile,header_percentile,1,사회복지학과,16.0
가천대학교,생명과,84.18,percentile,header_percentile,1,생명과학과,17.0
가천대학교,설비·소방공,83.78,percentile,header_percentile,1,설비 · 소방공학과,16.0
가천대학교,스마트시티,84.08,percentile,header_percentile,1,스마트시티학과,19.0
가천대학교,식품생명공,84.4,percentile,header_percentile,1,식품생명공학과,16.0
가천대학교,식품영양,84.25,percentile,header_percentile,1,식품영양학과,16.0
가천대학교,신소재공,81.4,percentile,header_percentile,1,신소재공학과,18.0
가천대학교,심리,83.05,percentile,header_percentile,1,심리학과,18.0
가천대학교,약,96.85,percentile,header_percentile,1,약학과,15.0
가천대학교,운동재활,82.08,percentile,header_percentile,1,운동재활학과,14.0
가천대학교,유아교육,81.25,percentile,header_percentile,1,유아교육학과,22.0
가천대학교,응급구조,82.54,percentile,header_percentile,1,응급구조학과,10.0
가천대학교,응용통계,82.3,percentile,header_percentile,1,응용통계학과,16.0
가천대학교,의공,84.65,percentile,header_percentile,1,의공학과,19.0
가천대학교,의료산업경영,82.45,percentile,header_percentile,1,의료산업경영학과,17.0
가천대학교,의예과,98.8,percentile,header_percentile,1,의예과,15.0
가천대학교,전기공,85.32,percentile,header_percentile,1,전기공학과,29.0
가천대학교,체육,70.75,percentile,header_percentile,2,체육학부 ( 체육 ) | 체육학부 ( 태권도 ),20.0
가천대학교,치위생,79.84,percentile,header_percentile,1,치위생학과,15.0
가천대학교,클라우드공,90.95,percentile,header_percentile,1,클라우드공학과,9.0
가천대학교,토목환경공,83.53,percentile,header_percentile,1,토목환경공학과,18.0
가천대학교,패션산업,82.15,percentile,header_percentile,1,패션산업학과,13.0
가천대학교,한국어문,81.6,percentile,header_percentile,1,한국어문학과,18.0
가천대학교,한의예과,98.79999999999998,percentile,header_percentile,1,한의예과,21.0
가천대학교,행정,81.85,percentile,header_percentile,1,행정학과,18.0
가천대학교,화,84.18,percentile,header_percentile,1,화학과,17.0
가천대학교,화공생명배터리공,84.9,percentile,header_percentile,1,화공생명배터리공학부,82.0
가톨릭관동대학교,경영학,47.05,percentile,header_percentile,13,경영학전공,25.0
가톨릭관동대학교,의,97.83,percentile,header_percentile,18,의학과 ( 의예과 ),20.0
가톨릭꽃동네대학교,간호,66.35,score_ratio_normalized,score_to_max_ratio,1,간호학과,16.0
가톨릭대학교,국어국문,77.67,percentile,header_percentile,1,국어국문학과,38.0
감리교신학대학교,신,42.6,score_ratio_normalized,score_to_max_ratio,1,신학부 / 일반전형,75.0
강남대학교,ICT융합공,82.9,percentile,header_percentile,1,ICT 융합공학부,78.0
강남대학교,교육,81.9,percentile,header_percentile,1,교육학과,11.0
강남대학교,글로벌경영,78.44999999999999,percentile,header_percentile,2,글로벌경영학부 | 글로벌경영학부 ( 야 ),78.0
강남대학교,글로벌문화,79.2,percentile,header_percentile,1,글로벌문화학부,82.0
강남대학교,부동산건설,80.7,percentile,header_percentile,1,부동산건설학부,42.0
강남대학교,사회복지,78.06829268292684,percentile,header_percentile,2,사회복지학부 | 사회복지학부 ( 야 ),41.0
강남대학교,스포츠복지,63.3,percentile,header_percentile,1,스포츠복지학과,14.0
강남대학교,실버산업,79.9,percentile,header_percentile,1,실버산업학과,13.0
강남대학교,유니버설아트디자인,66.0,percentile,header_percentile,1,유니버설아트 디자인학과,20.0
강남대학교,유아교육과,81.1,percentile,header_percentile,1,유아교육과,12.0
강남대학교,인공지능융합공,81.8,percentile,header_percentile,1,인공지능융합공학부,80.0
강남대학교,정경,75.86506024096384,percentile,header_percentile,2,정경학부 ( 야 ) | 정경학부,83.0
강남대학교,중등특수교육과,77.2,percentile,header_percentile,1,중등특수교육과,5.0
강남대학교,초등특수교육과,79.4,percentile,header_percentile,1,초등특수교육과,5.0
강서대학교,G2빅데이터경영,71.0,percentile,header_percentile,1,G2 빅데이터경영학과,10.0
강서대학교,간호,76.0,percentile,header_percentile,1,간호학과,10.0
강서대학교,사회복지,71.0,percentile,header_percentile,1,사회복지학과,5.0
강서대학교,상담심리,66.42857142857143,percentile,header_percentile,2,상담심리학과,7.0
강서대학교,식품영양,71.0,percentile,header_percentile,1,식품영양학과,6.0
강서대학교,신,61.0,percentile,header_percentile,1,신학과,4.0
강원대학교,AI융합,76.38,percentile,header_percentile,1,AI 융합학과,13.0
강원대학교,가정교육과,74.25,percentile,header_percentile,1,가정교육과,5.0
강원대학교,간호,81.0,percentile,header_percentile,1,간호학과,28.0
강원대학교,건축,77.13,percentile,header_percentile,1,건축학과 (5 년제 ),6.0
강원대학교,건축·토목·환경공,73.5,percentile,header_percentile,1,건축 · 토목 · 환경공학부,32.0
강원대학교,경영·회계,74.63,percentile,header_percentile,1,경영 · 회계학부,63.0
강원대학교,과학교육,74.5,percentile,header_percentile,1,과학교육학부,15.0
강원대학교,관광경영,76.75,percentile,header_percentile,1,관광경영학과,6.0
강원대학교,교육,76.5,percentile,header_percentile,1,교육학과,6.0
강원대학교,국어교육과,74.38,percentile,header_percentile,1,국어교육과,14.0
강원대학교,국제무역,74.5,percentile,header_percentile,1,국제무역학과,11.0
강원대학교,기계의용・메카트로닉스공,73.63,percentile,header_percentile,1,기계의용 · 메카트로닉스공학과,26.0
강원대학교,동물산업융합,72.0,percentile,header_percentile,1,동물산업융합학과,7.0
강원대학교,동물응용과,73.0,percentile,header_percentile,1,동물응용과학과,10.0
강원대학교,동물자원과,73.5,percentile,header_percentile,1,동물자원과학과,12.0
강원대학교,디지털밀리터리,73.38,percentile,header_percentile,1,디지털밀리터리학과,3.0
강원대학교,문화인류,74.88,percentile,header_percentile,1,문화인류학과,6.0
강원대학교,미디어커뮤니케이션,77.88,percentile,header_percentile,1,미디어커뮤니케이션학과,5.0
강원대학교,바이오산업공,72.63,percentile,header_percentile,1,바이오산업공학부,10.0
강원대학교,반도체물리,75.76960309777347,score_ratio_normalized,score_to_max_ratio,1,반도체물리학과,2.0
강원대학교,배터리융합공,74.0,percentile,header_percentile,1,배터리융합공학과,7.0
강원대학교,부동산,75.63,percentile,header_percentile,1,부동산학과,6.0
강원대학교,분자생명과,72.25,percentile,header_percentile,1,분자생명과학과,7.0
강원대학교,사회,71.13,percentile,header_percentile,1,사회학과,7.0
강원대학교,생명건강공,71.63,percentile,header_percentile,1,생명건강공학과,6.0
강원대학교,생명과,73.25,percentile,header_percentile,1,생명과학과,6.0
강원대학교,생물의소재공,73.38,percentile,header_percentile,1,생물의소재공학과,6.0
강원대학교,생태조경디자인,76.88,percentile,header_percentile,1,생태조경디자인학과,7.0
강원대학교,수,73.88,percentile,header_percentile,1,수학과,7.0
강원대학교,수의예과,97.5,percentile,header_percentile,1,수의예과,10.0
강원대학교,수학교육과,72.0,percentile,header_percentile,1,수학교육과,10.0
강원대학교,스포츠과,59.25,percentile,header_percentile,1,스포츠과학과,18.0
강원대학교,약,97.37999999999998,percentile,header_percentile,1,약학과,15.0
강원대학교,역사교육과,74.38,percentile,header_percentile,1,역사교육과,9.0
강원대학교,영상문화,75.38,percentile,header_percentile,1,영상문화학과,13.0
강원대학교,영어교육과,76.0,percentile,header_percentile,1,영어교육과,10.0
강원대학교,윤리교육과,77.88,percentile,header_percentile,1,윤리교육과,4.0
강원대학교,인문,73.25,percentile,header_percentile,1,인문학부,59.0
강원대학교,일반사회교육과,76.88,percentile,header_percentile,1,일반사회교육과,8.0
강원대학교,전기전자공,76.25,percentile,header_percentile,1,전기전자공학과,24.0
강원대학교,전자공,78.0,percentile,header_percentile,1,전자공학과,9.0
강원대학교,정치외교,75.0,percentile,header_percentile,1,정치외교학과,7.0
강원대학교,지리교육과,75.63,percentile,header_percentile,1,지리교육과,3.0
강원대학교,지역건설공,72.75,percentile,header_percentile,1,지역건설공학과,6.0
강원대학교,체육교육과,68.88,percentile,header_percentile,1,체육교육과,12.0
강원대학교,컴퓨터공,74.75,percentile,header_percentile,1,컴퓨터공학과,39.0
강원대학교,한문교육과,74.25,percentile,header_percentile,1,한문교육과,6.0
강원대학교,행정.심리,76.75,percentile,header_percentile,1,행정 · 심리학부,23.0
강원대학교_제2캠퍼스,AI소프트웨어,79.07721153846153,score_ratio_normalized,score_to_max_ratio,3,AI 소프트웨어학과,52.0
강원대학교_제2캠퍼스,간호,95.495,score_ratio_normalized,score_to_max_ratio,1,간호학과,17.0
강원대학교_제2캠퍼스,건설융합,72.64,score_ratio_normalized,score_to_max_ratio,3,건설융합학부,30.0
강원대학교_제2캠퍼스,기계시스템공,73.16841666666667,score_ratio_normalized,score_to_max_ratio,3,기계시스템공학부,60.0
강원대학교_제2캠퍼스,물리치료,92.575,score_ratio_normalized,score_to_max_ratio,1,물리치료학과,6.0
강원대학교_제2캠퍼스,바이오기능성소재,71.445,score_ratio_normalized,score_to_max_ratio,1,바이오기능성소재학과,9.0
강원대학교_제2캠퍼스,방사선,91.71,score_ratio_normalized,score_to_max_ratio,1,방사선학과,10.0
강원대학교_제2캠퍼스,사회복지,71.35,score_ratio_normalized,score_to_max_ratio,1,사회복지학과,9.0
강원대학교_제2캠퍼스,생활조형디자인,50.5,score_ratio_normalized,score_to_max_ratio,1,생활조형디자인학과,1.0
강원대학교_제2캠퍼스,소방방재,74.925,score_ratio_normalized,score_to_max_ratio,1,소방방재학부,24.0
강원대학교_제2캠퍼스,식품영양,71.98333333333333,score_ratio_normalized,score_to_max_ratio,2,식품영양학과,9.0
강원대학교_제2캠퍼스,신소재공,74.38166666666666,score_ratio_normalized,score_to_max_ratio,2,신소재공학과,39.0
강원대학교_제2캠퍼스,안경광,65.93409090909091,score_ratio_normalized,score_to_max_ratio,2,안경광학과,22.0
강원대학교_제2캠퍼스,에너지자원화학공,79.52,score_ratio_normalized,score_to_max_ratio,1,에너지자원화학공학과,39.0
강원대학교_제2캠퍼스,유아교육과,70.8,score_ratio_normalized,score_to_max_ratio,1,유아교육과,5.0
강원대학교_제2캠퍼스,응급구조,76.7,score_ratio_normalized,score_to_max_ratio,1,응급구조학과,8.0
강원대학교_제2캠퍼스,일본어,71.60714285714286,score_ratio_normalized,score_to_max_ratio,2,일본어학과,7.0
강원대학교_제2캠퍼스,작업치료,85.26,score_ratio_normalized,score_to_max_ratio,1,작업치료학과,7.0
강원대학교_제2캠퍼스,전기제어계측공,77.56862068965516,score_ratio_normalized,score_to_max_ratio,2,전기제어계측공학부,29.0
강원대학교_제2캠퍼스,전자정보통신공,78.11295454545454,score_ratio_normalized,score_to_max_ratio,2,전자정보통신공학과,44.0
강원대학교_제2캠퍼스,지구환경시스템공,79.65592592592593,score_ratio_normalized,score_to_max_ratio,2,지구환경시스템공학과,27.0
강원대학교_제2캠퍼스,치위생,79.125,score_ratio_normalized,score_to_max_ratio,1,치위생학과,9.0
건국대학교,건축,89.25,percentile,header_percentile,1,건축학부,39.0
건국대학교,경영,91.5,percentile,header_percentile,1,경영학과,66.0
건국대학교,경제,81.0,percentile,header_percentile,1,경제학과,33.0
건국대학교,교육공,79.5,percentile,header_percentile,1,교육공학과,13.0
건국대학교,국어국문,84.0,percentile,header_percentile,1,국어국문학과,13.0
건국대학교,국제무역,88.25,percentile,header_percentile,1,국제무역학과,33.0
건국대학교,글로벌비즈니스,83.75,percentile,header_percentile,1,글로벌비즈니스학과,4.0
건국대학교,기계항공공,85.25,percentile,header_percentile,1,기계항공공학부,90.0
건국대학교,기술경영,87.25,percentile,header_percentile,1,기술경영학과,19.0
건국대학교,동물자원과,89.75,percentile,header_percentile,1,동물자원과학과,21.0
건국대학교,문화콘텐츠,83.5,percentile,header_percentile,1,문화콘텐츠학과,9.0
건국대학교,물리,85.75,percentile,header_percentile,1,물리학과,13.0
건국대학교,미디어커뮤니케이션,90.75,percentile,header_percentile,1,미디어커뮤니케이션학과,8.0
건국대학교,미래에너지공,89.0,percentile,header_percentile,1,미래에너지공학과,13.0
건국대학교,부동산,89.25,percentile,header_percentile,1,부동산학과,16.0
건국대학교,사,87.25,percentile,header_percentile,1,사학과,8.0
건국대학교,사회환경공,82.5,percentile,header_percentile,1,사회환경공학부,45.0
건국대학교,산림조경,86.5,percentile,header_percentile,1,산림조경학과,10.0
건국대학교,산업공,85.75,percentile,header_percentile,1,산업공학과,22.0
건국대학교,생명과학특성,88.25,percentile,header_percentile,1,생명과학특성학과,14.0
건국대학교,생물공,89.75,percentile,header_percentile,1,생물공학과,13.0
건국대학교,수,88.25,percentile,header_percentile,1,수학과,10.0
건국대학교,수학교육과,91.25,percentile,header_percentile,1,수학교육과,8.0
건국대학교,스마트ICT융합공,89.0,percentile,header_percentile,1,스마트 ICT 융합공학과,19.0
건국대학교,스마트운행체공,90.25,percentile,header_percentile,1,스마트운행체공학과,21.0
건국대학교,시스템생명공,90.25,percentile,header_percentile,1,시스템생명공학과,16.0
건국대학교,식량자원과,87.5,percentile,header_percentile,1,식량자원과학과,15.0
건국대학교,식품유통공,90.5,percentile,header_percentile,1,식품유통공학과,12.0
건국대학교,영어교육과,89.5,percentile,header_percentile,1,영어교육과,9.0
건국대학교,영어영문,85.0,percentile,header_percentile,1,영어영문학과,18.0
건국대학교,융합생명공,91.25,percentile,header_percentile,1,융합생명공학과,15.0
건국대학교,융합인재,81.5,percentile,header_percentile,1,융합인재학과,17.0
건국대학교,응용통계,89.0,percentile,header_percentile,1,응용통계학과,20.0
건국대학교,의생명공,92.0,percentile,header_percentile,1,의생명공학과,11.0
건국대학교,일어교육과,89.75,percentile,header_percentile,1,일어교육과,3.0
건국대학교,전기전자공,87.0,percentile,header_percentile,1,전기전자공학부,93.0
건국대학교,정치외교,81.0,percentile,header_percentile,1,정치외교학과,13.0
건국대학교,줄기세포재생공,88.75,percentile,header_percentile,1,줄기세포재생공학과,11.0
건국대학교,중어중문,87.5,percentile,header_percentile,1,중어중문학과,15.0
건국대학교,지리,81.25,percentile,header_percentile,1,지리학과,4.0
건국대학교,철,91.0,percentile,header_percentile,1,철학과,3.0
건국대학교,축산식품생명공,87.25,percentile,header_percentile,1,축산식품생명공학과,22.0
건국대학교,컴퓨터공,90.5,percentile,header_percentile,1,컴퓨터공학부,62.0
건국대학교,행정,89.25,percentile,header_percentile,1,행정학과,26.0
건국대학교,화,87.0,percentile,header_percentile,1,화학과,9.0
건국대학교,화장품공,87.75,percentile,header_percentile,1,화장품공학과,13.0
건국대학교,화학공,92.25,percentile,header_percentile,1,화학공학부,57.0
건국대학교,환경보건과,90.25,percentile,header_percentile,1,환경보건과학과,11.0
건양대학교,경영,2.3041474654377887,score_ratio_normalized,score_to_max_ratio,1,경영학부,14.0
건양대학교,국방경찰행정,3.7037037037037033,score_ratio_normalized,score_to_max_ratio,1,국방경찰행정학부,8.0
건양대학교,글로벌의료뷰티,2.0202020202020203,score_ratio_normalized,score_to_max_ratio,1,글로벌의료뷰티학과,7.0
건양대학교,금융세무,7.894736842105263,score_ratio_normalized,score_to_max_ratio,1,금융세무학부,19.0
건양대학교,기업소프트웨어,4.219409282700422,score_ratio_normalized,score_to_max_ratio,1,기업소프트웨어학부,10.0
건양대학교,디지털콘텐츠,1.834862385321101,score_ratio_normalized,score_to_max_ratio,1,디지털콘텐츠학과,8.0
건양대학교,반도체공,6.8807339449541285,score_ratio_normalized,score_to_max_ratio,1,반도체공학과,14.0
건양대학교,사회복지,3.125,score_ratio_normalized,score_to_max_ratio,1,사회복지학과,17.0
건양대학교,스마트보안,7.657657657657657,score_ratio_normalized,score_to_max_ratio,1,스마트보안학과,23.0
건양대학교,심리상담치료,2.7450980392156863,score_ratio_normalized,score_to_max_ratio,1,심리상담치료학과,7.0
건양대학교,아동교육,0.49261083743842365,score_ratio_normalized,score_to_max_ratio,1,아동교육학과,16.0
건양대학교,유아교육과,1.646090534979424,score_ratio_normalized,score_to_max_ratio,1,유아교육과,5.0
건양대학교,의약바이오,8.189655172413794,score_ratio_normalized,score_to_max_ratio,1,의약바이오학과,21.0
건양대학교,임상의약,3.2128514056224895,score_ratio_normalized,score_to_max_ratio,1,임상의약학과,7.0
건양대학교,재난안전소방,2.666666666666667,score_ratio_normalized,score_to_max_ratio,1,재난안전소방학과,5.0
건양대학교,중등특수교육과,1.1299435028248588,score_ratio_normalized,score_to_max_ratio,1,중등특수교육과,15.0
건양대학교,초등특수교육과,4.3478260869565215,score_ratio_normalized,score_to_max_ratio,1,초등특수교육과,24.0
건양대학교,호텔관광,4.291845493562231,score_ratio_normalized,score_to_max_ratio,1,호텔관광학과,19.0
경기대학교,건축,81.0,percentile,header_percentile,1,건축학과 (5 년제 ),14.0
경기대학교,경영,77.67045454545455,percentile,header_percentile,2,경영학부,88.0
경기대학교,경제,77.64351851851852,percentile,header_percentile,3,경제학부,54.0
경기대학교,공공안전,80.25,percentile,header_percentile,1,공공안전학부,28.0
경기대학교,공공인재,76.75,percentile,header_percentile,1,공공인재학부,36.0
경기대학교,국어국문,78.0,percentile,header_percentile,1,국어국문학과,20.0
경기대학교,글로벌어문,77.75,percentile,header_percentile,1,글로벌어문학부,54.0
경기대학교,기계시스템공,78.87037037037037,percentile,header_percentile,3,기계시스템공학과 | 기계시스템 공학과,27.0
경기대학교,무역,78.0,percentile,header_percentile,1,무역학과,19.0
경기대학교,문헌정보,79.75,percentile,header_percentile,1,문헌정보학과,14.0
경기대학교,바이오융합,76.5,percentile,header_percentile,1,바이오융합학부,35.0
경기대학교,법,76.5,percentile,header_percentile,1,법학과,18.0
경기대학교,사,79.0,percentile,header_percentile,1,사학과,13.0
경기대학교,사회에너지시스템공,79.5,percentile,header_percentile,1,사회에너지시스템 공학과,39.0
경기대학교,산업경영정보공,79.5,percentile,header_percentile,1,산업경영정보공학과,41.0
경기대학교,수,77.25,percentile,header_percentile,1,수학과,9.0
경기대학교,스마트시티공,79.21428571428571,percentile,header_percentile,2,스마트시티공학부,28.0
경기대학교,스포츠과,83.666,percentile,header_percentile,1,스포츠과학부,64.0
경기대학교,시큐리티매니지먼트,78.666,percentile,header_percentile,1,시큐리티 매니지먼트학과,30.0
경기대학교,신소재화학공,79.75,percentile,header_percentile,1,신소재화학공학부,41.0
경기대학교,영어영문,77.75,percentile,header_percentile,1,영어영문학과,23.0
경기대학교,유아교육과,77.25,percentile,header_percentile,1,유아교육과,12.0
경기대학교,전자공,80.01530612244898,percentile,header_percentile,2,전자공학부,49.0
경기대학교,체육,82.666,percentile,header_percentile,1,체육학과,17.0
경기대학교,화,79.75,percentile,header_percentile,1,화학과,14.0
경기대학교,휴먼서비스,77.25,percentile,header_percentile,1,휴먼서비스학부,22.0
경남대학교,경호보안,90.0,percentile,header_percentile,1,경호보안학과,7.0
경북대학교,가정교육과,64.15700000000001,score_ratio_normalized,score_to_max_ratio,1,가정교육과,6.0
경북대학교,간호,67.355,score_ratio_normalized,score_to_max_ratio,1,간호학과,24.0
경북대학교,건설방재공,65.365,score_ratio_normalized,score_to_max_ratio,1,건설방재공학과,10.0
경북대학교,경영,66.26299999999999,score_ratio_normalized,score_to_max_ratio,1,경영학부,39.0
경북대학교,경제통상,65.806,score_ratio_normalized,score_to_max_ratio,1,경제통상학부,29.0
경북대학교,고고인류,64.568,score_ratio_normalized,score_to_max_ratio,1,고고인류학과,5.0
경북대학교,고분자공,65.96900000000001,score_ratio_normalized,score_to_max_ratio,1,고분자공학과,10.0
경북대학교,곤충생명과,64.537,score_ratio_normalized,score_to_max_ratio,1,곤충생명과학과,3.0
경북대학교,관광,60.169000000000004,score_ratio_normalized,score_to_max_ratio,1,관광학과,3.0
경북대학교,교육,65.19299999999998,score_ratio_normalized,score_to_max_ratio,1,교육학과,4.0
경북대학교,국어교육과,63.936,score_ratio_normalized,score_to_max_ratio,1,국어교육과,17.0
경북대학교,국어국문,64.938,score_ratio_normalized,score_to_max_ratio,1,국어국문학과,5.0
경북대학교,금속재료공,65.565,score_ratio_normalized,score_to_max_ratio,1,금속재료공학과,9.0
경북대학교,기계공,66.548,score_ratio_normalized,score_to_max_ratio,1,기계공학부,30.0
경북대학교,나노신소재공,65.218,score_ratio_normalized,score_to_max_ratio,1,나노신소재공학과,11.0
경북대학교,노어노문,64.66499999999999,score_ratio_normalized,score_to_max_ratio,1,노어노문학과,6.0
경북대학교,농업토목공,64.876,score_ratio_normalized,score_to_max_ratio,1,농업토목공학과,6.0
경북대학교,독어독문,64.616,score_ratio_normalized,score_to_max_ratio,1,독어독문학과,8.0
경북대학교,동물생명공,63.613,score_ratio_normalized,score_to_max_ratio,1,동물생명공학과,4.0
경북대학교,말/특수동물,64.64500000000001,score_ratio_normalized,score_to_max_ratio,1,말 / 특수동물학과,4.0
경북대학교,문헌정보,65.25800000000001,score_ratio_normalized,score_to_max_ratio,1,문헌정보학과,6.0
경북대학교,물리,64.842,score_ratio_normalized,score_to_max_ratio,1,물리학과,12.0
경북대학교,물리교육과,64.281,score_ratio_normalized,score_to_max_ratio,1,물리교육과,6.0
경북대학교,미디어커뮤니케이션,65.715,score_ratio_normalized,score_to_max_ratio,1,미디어커뮤니 케이션학과,6.0
경북대학교,바이오섬유소재,64.755,score_ratio_normalized,score_to_max_ratio,1,바이오섬유소재학과,6.0
경북대학교,불어불문,64.771,score_ratio_normalized,score_to_max_ratio,1,불어불문학과,6.0
경북대학교,사,64.785,score_ratio_normalized,score_to_max_ratio,1,사학과,7.0
경북대학교,사회,64.964,score_ratio_normalized,score_to_max_ratio,1,사회학과,6.0
경북대학교,사회복지,65.275,score_ratio_normalized,score_to_max_ratio,1,사회복지학부,7.0
경북대학교,산림과학.조경,64.736,score_ratio_normalized,score_to_max_ratio,1,산림과학 ᆞ 조경학부,16.0
경북대학교,산림생태보호,64.01299999999999,score_ratio_normalized,score_to_max_ratio,1,산림생태보호학과,4.0
경북대학교,생명공,66.29299999999999,score_ratio_normalized,score_to_max_ratio,1,생명공학부,16.0
경북대학교,생물,64.051,score_ratio_normalized,score_to_max_ratio,1,생물학과,8.0
경북대학교,생물교육과,65.18599999999999,score_ratio_normalized,score_to_max_ratio,1,생물교육과,4.0
경북대학교,섬유시스템공,65.063,score_ratio_normalized,score_to_max_ratio,1,섬유시스템공학과,8.0
경북대학교,섬유패션디자인섬유공학,63.711000000000006,score_ratio_normalized,score_to_max_ratio,1,섬유패션디자인학부 ( 섬유공학전공 ),7.0
경북대학교,소프트웨어,68.52000000000001,score_ratio_normalized,score_to_max_ratio,1,소프트웨어학과,8.0
경북대학교,수,65.508,score_ratio_normalized,score_to_max_ratio,1,수학과,9.0
경북대학교,수의예과,72.907,score_ratio_normalized,score_to_max_ratio,1,수의예과,13.0
경북대학교,수학교육과,67.236,score_ratio_normalized,score_to_max_ratio,1,수학교육과,7.0
경북대학교,스마트생물산업기계공,64.931,score_ratio_normalized,score_to_max_ratio,1,스마트생물산업 기계공학과,8.0
경북대학교,스마트플랜트공,65.66300000000001,score_ratio_normalized,score_to_max_ratio,1,스마트플랜트공학과,5.0
경북대학교,식물의,64.538,score_ratio_normalized,score_to_max_ratio,1,식물의학과,7.0
경북대학교,식물자원,63.866,score_ratio_normalized,score_to_max_ratio,1,식물자원학과,5.0
경북대학교,식품공,64.921,score_ratio_normalized,score_to_max_ratio,1,식품공학부,21.0
경북대학교,식품영양,64.576,score_ratio_normalized,score_to_max_ratio,1,식품영양학과,5.0
경북대학교,식품외식산업,65.827,score_ratio_normalized,score_to_max_ratio,1,식품외식산업학과,5.0
경북대학교,식품자원경제,64.35700000000001,score_ratio_normalized,score_to_max_ratio,1,식품자원경제학과,10.0
경북대학교,신소재공,66.595,score_ratio_normalized,score_to_max_ratio,1,신소재공학과,8.0
경북대학교,심리,65.77499999999999,score_ratio_normalized,score_to_max_ratio,1,심리학과,6.0
경북대학교,아동,63.998000000000005,score_ratio_normalized,score_to_max_ratio,1,아동학부,10.0
경북대학교,약,73.368,score_ratio_normalized,score_to_max_ratio,1,약학과,5.0
경북대학교,에너지공,66.007,score_ratio_normalized,score_to_max_ratio,1,에너지공학부,19.0
경북대학교,에너지화학공,65.35,score_ratio_normalized,score_to_max_ratio,1,에너지화학공학과,15.0
경북대학교,역사교육과,65.56900000000002,score_ratio_normalized,score_to_max_ratio,1,역사교육과,5.0
경북대학교,영어교육과,65.64099999999999,score_ratio_normalized,score_to_max_ratio,1,영어교육과,6.0
경북대학교,영어영문,65.284,score_ratio_normalized,score_to_max_ratio,1,영어영문학과,14.0
경북대학교,우주공,65.45400000000001,score_ratio_normalized,score_to_max_ratio,1,우주공학부,16.0
경북대학교,원예과,64.155,score_ratio_normalized,score_to_max_ratio,1,원예과학과,10.0
경북대학교,위치정보시스템,65.334,score_ratio_normalized,score_to_max_ratio,1,위치정보시스템학과,9.0
경북대학교,윤리교육과,66.60900000000001,score_ratio_normalized,score_to_max_ratio,1,윤리교육과,4.0
경북대학교,응용생명과,64.848,score_ratio_normalized,score_to_max_ratio,1,응용생명과학부,13.0
경북대학교,응용화,65.851,score_ratio_normalized,score_to_max_ratio,1,응용화학과,9.0
경북대학교,의류,64.45299999999999,score_ratio_normalized,score_to_max_ratio,1,의류학과,5.0
경북대학교,의예과,74.875,score_ratio_normalized,score_to_max_ratio,1,의예과,22.0
경북대학교,일반사회교육과,63.81,score_ratio_normalized,score_to_max_ratio,1,일반사회교육과,4.0
경북대학교,일어일문,65.34,score_ratio_normalized,score_to_max_ratio,1,일어일문학과,5.0
경북대학교,자동차공,66.659,score_ratio_normalized,score_to_max_ratio,1,자동차공학부,9.0
경북대학교,전기공,67.202,score_ratio_normalized,score_to_max_ratio,1,전기공학과,15.0
경북대학교,전자공,68.08384955752213,score_ratio_normalized,score_to_max_ratio,2,전자공학부 | 전자공학부 ( 인공지능전공 ),113.0
경북대학교,전자공모바일공학,71.905,score_ratio_normalized,score_to_max_ratio,1,전자공학부모바일공학전공,10.0
경북대학교,정밀기계공,66.969,score_ratio_normalized,score_to_max_ratio,1,정밀기계공학과,8.0
경북대학교,정치외교,65.815,score_ratio_normalized,score_to_max_ratio,1,정치외교학과,6.0
경북대학교,중어중문,64.476,score_ratio_normalized,score_to_max_ratio,1,중어중문학과,5.0
