model_label,dev_row_n,test_row_n,oof_n,oof_mae,oof_rmse,oof_r2,oof_calibration_intercept,oof_calibration_slope,test_n,test_mae,test_rmse,test_r2,test_calibration_intercept,test_calibration_slope,devfit_rank,devfit_encoded_n
FULL,6702,890,6702,10.47304556993959,14.053527350308487,0.05615309344205577,12.081454249885073,0.7110546854993528,890,10.432356651587114,14.082240783761726,-0.06676176708745185,25.08200739435661,0.3777680244956546,38,38
NOPOLICY,6702,890,6702,10.37567881152769,13.95243153098029,0.06968361425092917,9.840045694737068,0.7640126261842889,890,10.426698965945413,14.08545923484066,-0.06724943278642548,25.14324187688244,0.3763134382314064,37,37
