target_candidate,outcome_row_id,strict_target_keep,drop_common_structural,drop_target_missing,drop_target_extreme_small_denominator,drop_reasons
a_rate_pct,OC2024_00040,True,False,False,False,
a_rate_pct,OC2024_00041,True,False,False,False,
a_rate_pct,OC2024_00042,True,False,False,False,
a_rate_pct,OC2024_00043,True,False,False,False,
a_rate_pct,OC2024_00044,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00045,True,False,False,False,
a_rate_pct,OC2024_00046,True,False,False,False,
a_rate_pct,OC2024_00047,True,False,False,False,
a_rate_pct,OC2024_00048,True,False,False,False,
a_rate_pct,OC2024_00049,True,False,False,False,
a_rate_pct,OC2024_00050,True,False,False,False,
a_rate_pct,OC2024_00051,True,False,False,False,
a_rate_pct,OC2024_00052,True,False,False,False,
a_rate_pct,OC2024_00053,True,False,False,False,
a_rate_pct,OC2024_00054,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00055,True,False,False,False,
a_rate_pct,OC2024_00056,True,False,False,False,
a_rate_pct,OC2024_00057,True,False,False,False,
a_rate_pct,OC2024_00058,True,False,False,False,
a_rate_pct,OC2024_00059,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00060,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00061,True,False,False,False,
a_rate_pct,OC2024_00062,True,False,False,False,
a_rate_pct,OC2024_00063,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00064,True,False,False,False,
a_rate_pct,OC2024_00065,True,False,False,False,
a_rate_pct,OC2024_00066,True,False,False,False,
a_rate_pct,OC2024_00067,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00068,True,False,False,False,
a_rate_pct,OC2024_00069,True,False,False,False,
a_rate_pct,OC2024_00070,True,False,False,False,
a_rate_pct,OC2024_00071,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00072,True,False,False,False,
a_rate_pct,OC2024_00073,True,False,False,False,
a_rate_pct,OC2024_00074,True,False,False,False,
a_rate_pct,OC2024_00075,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00076,True,False,False,False,
a_rate_pct,OC2024_00077,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00078,True,False,False,False,
a_rate_pct,OC2024_00079,True,False,False,False,
a_rate_pct,OC2024_00080,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00081,True,False,False,False,
a_rate_pct,OC2024_00082,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00083,True,False,False,False,
a_rate_pct,OC2024_00084,True,False,False,False,
a_rate_pct,OC2024_00085,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00086,True,False,False,False,
a_rate_pct,OC2024_00087,True,False,False,False,
a_rate_pct,OC2024_00088,True,False,False,False,
a_rate_pct,OC2024_00089,True,False,False,False,
a_rate_pct,OC2024_00090,True,False,False,False,
a_rate_pct,OC2024_00091,True,False,False,False,
a_rate_pct,OC2024_00092,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00093,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00094,True,False,False,False,
a_rate_pct,OC2024_00095,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00096,True,False,False,False,
a_rate_pct,OC2024_00097,True,False,False,False,
a_rate_pct,OC2024_00098,True,False,False,False,
a_rate_pct,OC2024_00099,True,False,False,False,
a_rate_pct,OC2024_00100,True,False,False,False,
a_rate_pct,OC2024_00101,True,False,False,False,
a_rate_pct,OC2024_00102,True,False,False,False,
a_rate_pct,OC2024_00103,True,False,False,False,
a_rate_pct,OC2024_00104,True,False,False,False,
a_rate_pct,OC2024_00105,True,False,False,False,
a_rate_pct,OC2024_00106,True,False,False,False,
a_rate_pct,OC2024_00107,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00108,True,False,False,False,
a_rate_pct,OC2024_00109,True,False,False,False,
a_rate_pct,OC2024_00110,False,True,False,True,rate_extreme_small_denominator
a_rate_pct,OC2024_00111,True,False,False,False,
a_rate_pct,OC2024_00112,True,False,False,False,
a_rate_pct,OC2024_00113,True,False,False,False,
a_rate_pct,OC2024_00114,True,False,False,False,
a_rate_pct,OC2024_00115,True,False,False,False,
a_rate_pct,OC2024_00116,True,False,False,False,
a_rate_pct,OC2024_00117,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00118,True,False,False,False,
a_rate_pct,OC2024_00119,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00120,True,False,False,False,
a_rate_pct,OC2024_00121,True,False,False,False,
a_rate_pct,OC2024_00122,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00123,True,False,False,False,
a_rate_pct,OC2024_00124,True,False,False,False,
a_rate_pct,OC2024_00125,True,False,False,False,
a_rate_pct,OC2024_00126,True,False,False,False,
a_rate_pct,OC2024_00127,True,False,False,False,
a_rate_pct,OC2024_00128,True,False,False,False,
a_rate_pct,OC2024_00129,True,False,False,False,
a_rate_pct,OC2024_00130,True,False,False,False,
a_rate_pct,OC2024_00131,True,False,False,False,
a_rate_pct,OC2024_00132,True,False,False,False,
a_rate_pct,OC2024_00133,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00134,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00135,True,False,False,False,
a_rate_pct,OC2024_00136,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00137,True,False,False,False,
a_rate_pct,OC2024_00138,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00139,True,False,False,False,
a_rate_pct,OC2024_00140,False,True,False,True,rate_extreme_small_denominator
a_rate_pct,OC2024_00141,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00142,True,False,False,False,
a_rate_pct,OC2024_00143,True,False,False,False,
a_rate_pct,OC2024_00144,True,False,False,False,
a_rate_pct,OC2024_00145,True,False,False,False,
a_rate_pct,OC2024_00146,True,False,False,False,
a_rate_pct,OC2024_00147,True,False,False,False,
a_rate_pct,OC2024_00148,True,False,False,False,
a_rate_pct,OC2024_00149,True,False,False,False,
a_rate_pct,OC2024_00150,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00151,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00152,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00153,True,False,False,False,
a_rate_pct,OC2024_00154,True,False,False,False,
a_rate_pct,OC2024_00155,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00156,True,False,False,False,
a_rate_pct,OC2024_00157,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00158,True,False,False,False,
a_rate_pct,OC2024_00159,True,False,False,False,
a_rate_pct,OC2024_00160,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00161,True,False,False,False,
a_rate_pct,OC2024_00162,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00163,True,False,False,False,
a_rate_pct,OC2024_00164,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00165,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00166,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00167,True,False,False,False,
a_rate_pct,OC2024_00168,True,False,False,False,
a_rate_pct,OC2024_00169,True,False,False,False,
a_rate_pct,OC2024_00170,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00171,True,False,False,False,
a_rate_pct,OC2024_00172,True,False,False,False,
a_rate_pct,OC2024_00173,True,False,False,False,
a_rate_pct,OC2024_00174,True,False,False,False,
a_rate_pct,OC2024_00175,True,False,False,False,
a_rate_pct,OC2024_00176,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00177,True,False,False,False,
a_rate_pct,OC2024_00178,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00179,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00180,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00181,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00182,True,False,False,False,
a_rate_pct,OC2024_00183,True,False,False,False,
a_rate_pct,OC2024_00184,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00185,True,False,False,False,
a_rate_pct,OC2024_00186,True,False,False,False,
a_rate_pct,OC2024_00187,True,False,False,False,
a_rate_pct,OC2024_00188,True,False,False,False,
a_rate_pct,OC2024_00189,True,False,False,False,
a_rate_pct,OC2024_00190,True,False,False,False,
a_rate_pct,OC2024_00191,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00192,True,False,False,False,
a_rate_pct,OC2024_00193,True,False,False,False,
a_rate_pct,OC2024_00194,True,False,False,False,
a_rate_pct,OC2024_00195,True,False,False,False,
a_rate_pct,OC2024_00196,True,False,False,False,
a_rate_pct,OC2024_00197,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00198,True,False,False,False,
a_rate_pct,OC2024_00199,True,False,False,False,
a_rate_pct,OC2024_00200,True,False,False,False,
a_rate_pct,OC2024_00201,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00202,True,False,False,False,
a_rate_pct,OC2024_00203,True,False,False,False,
a_rate_pct,OC2024_00204,True,False,False,False,
a_rate_pct,OC2024_00205,True,False,False,False,
a_rate_pct,OC2024_00206,True,False,False,False,
a_rate_pct,OC2024_00207,True,False,False,False,
a_rate_pct,OC2024_00208,True,False,False,False,
a_rate_pct,OC2024_00209,True,False,False,False,
a_rate_pct,OC2024_00210,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00211,True,False,False,False,
a_rate_pct,OC2024_00212,False,True,False,True,rate_extreme_small_denominator
a_rate_pct,OC2024_00213,True,False,False,False,
a_rate_pct,OC2024_00214,True,False,False,False,
a_rate_pct,OC2024_00215,True,False,False,False,
a_rate_pct,OC2024_00216,True,False,False,False,
a_rate_pct,OC2024_00217,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00218,True,False,False,False,
a_rate_pct,OC2024_00219,True,False,False,False,
a_rate_pct,OC2024_00220,True,False,False,False,
a_rate_pct,OC2024_00221,True,False,False,False,
a_rate_pct,OC2024_00222,True,False,False,False,
a_rate_pct,OC2024_00223,True,False,False,False,
a_rate_pct,OC2024_00224,True,False,False,False,
a_rate_pct,OC2024_00225,True,False,False,False,
a_rate_pct,OC2024_00226,True,False,False,False,
a_rate_pct,OC2024_00227,True,False,False,False,
a_rate_pct,OC2024_00228,True,False,False,False,
a_rate_pct,OC2024_00229,True,False,False,False,
a_rate_pct,OC2024_00230,True,False,False,False,
a_rate_pct,OC2024_00231,True,False,False,False,
a_rate_pct,OC2024_00232,True,False,False,False,
a_rate_pct,OC2024_00233,True,False,False,False,
a_rate_pct,OC2024_00234,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00235,True,False,False,False,
a_rate_pct,OC2024_00236,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00237,True,False,False,False,
a_rate_pct,OC2024_00238,True,False,False,False,
a_rate_pct,OC2024_00239,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00240,True,False,False,False,
a_rate_pct,OC2024_00241,True,False,False,False,
a_rate_pct,OC2024_00242,True,False,False,False,
a_rate_pct,OC2024_00243,True,False,False,False,
a_rate_pct,OC2024_00244,True,False,False,False,
a_rate_pct,OC2024_00245,True,False,False,False,
a_rate_pct,OC2024_00246,True,False,False,False,
a_rate_pct,OC2024_00247,True,False,False,False,
a_rate_pct,OC2024_00248,True,False,False,False,
a_rate_pct,OC2024_00249,True,False,False,False,
a_rate_pct,OC2024_00250,True,False,False,False,
a_rate_pct,OC2024_00251,True,False,False,False,
a_rate_pct,OC2024_00252,True,False,False,False,
a_rate_pct,OC2024_00253,True,False,False,False,
a_rate_pct,OC2024_00254,True,False,False,False,
a_rate_pct,OC2024_00255,True,False,False,False,
a_rate_pct,OC2024_00256,True,False,False,False,
a_rate_pct,OC2024_00257,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00258,True,False,False,False,
a_rate_pct,OC2024_00259,True,False,False,False,
a_rate_pct,OC2024_00260,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00261,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00262,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00263,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00264,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00265,True,False,False,False,
a_rate_pct,OC2024_00266,True,False,False,False,
a_rate_pct,OC2024_00267,True,False,False,False,
a_rate_pct,OC2024_00268,True,False,False,False,
a_rate_pct,OC2024_00269,True,False,False,False,
a_rate_pct,OC2024_00270,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00271,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00272,True,False,False,False,
a_rate_pct,OC2024_00273,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00274,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00275,True,False,False,False,
a_rate_pct,OC2024_00276,True,False,False,False,
a_rate_pct,OC2024_00277,True,False,False,False,
a_rate_pct,OC2024_00278,True,False,False,False,
a_rate_pct,OC2024_00279,True,False,False,False,
a_rate_pct,OC2024_00280,True,False,False,False,
a_rate_pct,OC2024_00281,True,False,False,False,
a_rate_pct,OC2024_00282,True,False,False,False,
a_rate_pct,OC2024_00283,True,False,False,False,
a_rate_pct,OC2024_00284,True,False,False,False,
a_rate_pct,OC2024_00285,True,False,False,False,
a_rate_pct,OC2024_00286,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00287,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00288,True,False,False,False,
a_rate_pct,OC2024_00289,False,True,False,True,rate_extreme_small_denominator
a_rate_pct,OC2024_00290,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00291,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00292,True,False,False,False,
a_rate_pct,OC2024_00293,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00294,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00295,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00296,True,False,False,False,
a_rate_pct,OC2024_00297,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00298,True,False,False,False,
a_rate_pct,OC2024_00299,True,False,False,False,
a_rate_pct,OC2024_00300,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00301,True,False,False,False,
a_rate_pct,OC2024_00302,True,False,False,False,
a_rate_pct,OC2024_00303,True,False,False,False,
a_rate_pct,OC2024_00304,True,False,False,False,
a_rate_pct,OC2024_00305,True,False,False,False,
a_rate_pct,OC2024_00306,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00307,True,False,False,False,
a_rate_pct,OC2024_00308,True,False,False,False,
a_rate_pct,OC2024_00309,True,False,False,False,
a_rate_pct,OC2024_00310,True,False,False,False,
a_rate_pct,OC2024_00311,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00312,True,False,False,False,
a_rate_pct,OC2024_00313,True,False,False,False,
a_rate_pct,OC2024_00314,True,False,False,False,
a_rate_pct,OC2024_00315,False,True,False,True,rate_extreme_small_denominator
a_rate_pct,OC2024_00316,True,False,False,False,
a_rate_pct,OC2024_00317,True,False,False,False,
a_rate_pct,OC2024_00318,True,False,False,False,
a_rate_pct,OC2024_00319,True,False,False,False,
a_rate_pct,OC2024_00320,True,False,False,False,
a_rate_pct,OC2024_00321,True,False,False,False,
a_rate_pct,OC2024_00322,False,True,False,True,rate_extreme_small_denominator
a_rate_pct,OC2024_00323,True,False,False,False,
a_rate_pct,OC2024_00324,False,True,False,True,rate_extreme_small_denominator
a_rate_pct,OC2024_00325,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00326,True,False,False,False,
a_rate_pct,OC2024_00327,True,False,False,False,
a_rate_pct,OC2024_00328,True,False,False,False,
a_rate_pct,OC2024_00329,False,True,False,True,rate_extreme_small_denominator
a_rate_pct,OC2024_00330,False,True,False,True,rate_extreme_small_denominator
a_rate_pct,OC2024_00331,True,False,False,False,
a_rate_pct,OC2024_00332,True,False,False,False,
a_rate_pct,OC2024_00333,True,False,False,False,
a_rate_pct,OC2024_00334,True,False,False,False,
a_rate_pct,OC2024_00335,True,False,False,False,
a_rate_pct,OC2024_00336,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00337,True,False,False,False,
a_rate_pct,OC2024_00338,True,False,False,False,
a_rate_pct,OC2024_00339,True,False,False,False,
a_rate_pct,OC2024_00340,True,False,False,False,
a_rate_pct,OC2024_00341,True,False,False,False,
a_rate_pct,OC2024_00342,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00343,True,False,False,False,
a_rate_pct,OC2024_00344,True,False,False,False,
a_rate_pct,OC2024_00345,True,False,False,False,
a_rate_pct,OC2024_00346,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00347,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00348,True,False,False,False,
a_rate_pct,OC2024_00349,True,False,False,False,
a_rate_pct,OC2024_00350,True,False,False,False,
a_rate_pct,OC2024_00351,False,True,False,True,rate_extreme_small_denominator
a_rate_pct,OC2024_00352,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00353,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00354,True,False,False,False,
a_rate_pct,OC2024_00355,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00356,True,False,False,False,
a_rate_pct,OC2024_00357,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00358,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00359,True,False,False,False,
a_rate_pct,OC2024_00360,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00361,True,False,False,False,
a_rate_pct,OC2024_00362,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00363,True,False,False,False,
a_rate_pct,OC2024_00364,True,False,False,False,
a_rate_pct,OC2024_00365,True,False,False,False,
a_rate_pct,OC2024_00366,True,False,False,False,
a_rate_pct,OC2024_00367,True,False,False,False,
a_rate_pct,OC2024_00368,True,False,False,False,
a_rate_pct,OC2024_00369,True,False,False,False,
a_rate_pct,OC2024_00370,True,False,False,False,
a_rate_pct,OC2024_00371,True,False,False,False,
a_rate_pct,OC2024_00372,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00373,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00374,True,False,False,False,
a_rate_pct,OC2024_00375,True,False,False,False,
a_rate_pct,OC2024_00376,True,False,False,False,
a_rate_pct,OC2024_00377,True,False,False,False,
a_rate_pct,OC2024_00378,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00379,False,True,False,True,rate_extreme_small_denominator
a_rate_pct,OC2024_00380,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00381,True,False,False,False,
a_rate_pct,OC2024_00382,True,False,False,False,
a_rate_pct,OC2024_00383,True,False,False,False,
a_rate_pct,OC2024_00384,True,False,False,False,
a_rate_pct,OC2024_00385,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00386,True,False,False,False,
a_rate_pct,OC2024_00387,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00388,True,False,False,False,
a_rate_pct,OC2024_00389,True,False,False,False,
a_rate_pct,OC2024_00390,True,False,False,False,
a_rate_pct,OC2024_00391,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00392,True,False,False,False,
a_rate_pct,OC2024_00393,True,False,False,False,
a_rate_pct,OC2024_00394,True,False,False,False,
a_rate_pct,OC2024_00395,True,False,False,False,
a_rate_pct,OC2024_00396,True,False,False,False,
a_rate_pct,OC2024_00397,True,False,False,False,
a_rate_pct,OC2024_00398,True,False,False,False,
a_rate_pct,OC2024_00399,True,False,False,False,
a_rate_pct,OC2024_00400,True,False,False,False,
a_rate_pct,OC2024_00401,True,False,False,False,
a_rate_pct,OC2024_00402,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00403,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00404,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00405,True,False,False,False,
a_rate_pct,OC2024_00406,True,False,False,False,
a_rate_pct,OC2024_00407,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00408,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00409,True,False,False,False,
a_rate_pct,OC2024_00410,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00411,True,False,False,False,
a_rate_pct,OC2024_00412,True,False,False,False,
a_rate_pct,OC2024_00413,True,False,False,False,
a_rate_pct,OC2024_00414,True,False,False,False,
a_rate_pct,OC2024_00415,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00416,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00417,True,False,False,False,
a_rate_pct,OC2024_00418,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00419,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00420,True,False,False,False,
a_rate_pct,OC2024_00421,True,False,False,False,
a_rate_pct,OC2024_00422,True,False,False,False,
a_rate_pct,OC2024_00423,True,False,False,False,
a_rate_pct,OC2024_00424,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00425,True,False,False,False,
a_rate_pct,OC2024_00426,True,False,False,False,
a_rate_pct,OC2024_00427,True,False,False,False,
a_rate_pct,OC2024_00428,True,False,False,False,
a_rate_pct,OC2024_00429,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00430,True,False,False,False,
a_rate_pct,OC2024_00431,True,False,False,False,
a_rate_pct,OC2024_00432,True,False,False,False,
a_rate_pct,OC2024_00433,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00434,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00435,True,False,False,False,
a_rate_pct,OC2024_00436,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00437,True,False,False,False,
a_rate_pct,OC2024_00438,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00439,True,False,False,False,
a_rate_pct,OC2024_00440,True,False,False,False,
a_rate_pct,OC2024_00441,True,False,False,False,
a_rate_pct,OC2024_00442,True,False,False,False,
a_rate_pct,OC2024_00443,True,False,False,False,
a_rate_pct,OC2024_00444,True,False,False,False,
a_rate_pct,OC2024_00445,True,False,False,False,
a_rate_pct,OC2024_00446,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00447,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00448,True,False,False,False,
a_rate_pct,OC2024_00449,True,False,False,False,
a_rate_pct,OC2024_00450,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00451,True,False,False,False,
a_rate_pct,OC2024_00452,True,False,False,False,
a_rate_pct,OC2024_00453,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00454,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00455,True,False,False,False,
a_rate_pct,OC2024_00456,True,False,False,False,
a_rate_pct,OC2024_00457,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00458,True,False,False,False,
a_rate_pct,OC2024_00459,True,False,False,False,
a_rate_pct,OC2024_00460,True,False,False,False,
a_rate_pct,OC2024_00461,True,False,False,False,
a_rate_pct,OC2024_00462,True,False,False,False,
a_rate_pct,OC2024_00463,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00464,True,False,False,False,
a_rate_pct,OC2024_00465,True,False,False,False,
a_rate_pct,OC2024_00466,True,False,False,False,
a_rate_pct,OC2024_00467,True,False,False,False,
a_rate_pct,OC2024_00468,True,False,False,False,
a_rate_pct,OC2024_00469,True,False,False,False,
a_rate_pct,OC2024_00470,False,True,False,True,rate_extreme_small_denominator
a_rate_pct,OC2024_00471,True,False,False,False,
a_rate_pct,OC2024_00472,True,False,False,False,
a_rate_pct,OC2024_00473,True,False,False,False,
a_rate_pct,OC2024_00474,True,False,False,False,
a_rate_pct,OC2024_00475,True,False,False,False,
a_rate_pct,OC2024_00476,True,False,False,False,
a_rate_pct,OC2024_00477,True,False,False,False,
a_rate_pct,OC2024_00478,True,False,False,False,
a_rate_pct,OC2024_00479,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00480,True,False,False,False,
a_rate_pct,OC2024_00481,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00482,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00483,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00484,True,False,False,False,
a_rate_pct,OC2024_00485,True,False,False,False,
a_rate_pct,OC2024_00486,False,True,False,False,structure_unresolved
a_rate_pct,OC2024_00487,True,False,False,False,
a_rate_pct,OC2024_00488,True,False,False,False,
a_rate_pct,OC2024_00489,False,True,False,False,structure_unresolved|campus_conflict
a_rate_pct,OC2024_00490,True,False,False,False,
a_rate_pct,OC2024_00491,True,False,False,False,
a_rate_pct,OC2024_00492,True,False,False,False,
a_rate_pct,OC2024_00493,True,False,False,False,
a_rate_pct,OC2024_00494,False,True,False,False,rate_extreme_small_denominator
a_rate_pct,OC2024_00495,True,False,False,False,
a_rate_pct,OC2024_00496,True,False,False,False,
a_rate_pct,OC2024_00497,True,False,False,False,
a_rate_pct,OC2024_00498,True,False,False,False,
a_rate_pct,OC2024_00499,True,False,False,False,
a_rate_pct,OC2024_00500,True,False,False,False,
a_rate_pct,OC2024_00501,True,False,False,False,
