topic_id,topic_group,topic_name,classification_version,dimension_value,year,measure_type,value
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,기계 관련직,2011,mean_income_or_hours,253.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,재료관련직,2011,mean_income_or_hours,241.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,화학 관련직,2011,mean_income_or_hours,247.4
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,섬유 및 의복 관련직,2011,mean_income_or_hours,171.0
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,전기·전자 관련직,2011,mean_income_or_hours,258.1
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,정보통신 관련직,2011,mean_income_or_hours,236.3
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,식품가공 관련직,2011,mean_income_or_hours,191.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,환경·인쇄·목재·가구·공예 및 생산단순직,2011,mean_income_or_hours,203.4
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,농림어업 관련직,2011,mean_income_or_hours,294.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,군인,2011,mean_income_or_hours,194.5
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,전체,2012,mean_income_or_hours,205.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,관리직,2012,mean_income_or_hours,496.1
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,경영·회계·사무 관련직,2012,mean_income_or_hours,204.7
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,금융·보험 관련직,2012,mean_income_or_hours,276.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,교육 및 자연과학·사회과학 연구관련직,2012,mean_income_or_hours,166.7
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,법률·경찰·소방·교도 관련직,2012,mean_income_or_hours,266.7
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,보건·의료 관련직,2012,mean_income_or_hours,209.0
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,사회복지 및 종교 관련직,2012,mean_income_or_hours,151.0
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,문화·예술·디자인·방송 관련직,2012,mean_income_or_hours,172.6
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,운전 및 운송 관련직,2012,mean_income_or_hours,214.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,영업 및 판매 관련직,2012,mean_income_or_hours,206.6
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,경비 및 청소 관련직,2012,mean_income_or_hours,167.6
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,미용·숙박·여행·오락 스포츠 관련직,2012,mean_income_or_hours,176.7
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,음식서비스 관련직,2012,mean_income_or_hours,147.7
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,건설 관련직,2012,mean_income_or_hours,235.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,기계 관련직,2012,mean_income_or_hours,256.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,재료관련직,2012,mean_income_or_hours,242.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,화학 관련직,2012,mean_income_or_hours,250.7
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,섬유 및 의복 관련직,2012,mean_income_or_hours,216.0
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,전기·전자 관련직,2012,mean_income_or_hours,235.4
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,정보통신 관련직,2012,mean_income_or_hours,235.1
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,식품가공 관련직,2012,mean_income_or_hours,215.0
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,환경·인쇄·목재·가구·공예 및 생산단순직,2012,mean_income_or_hours,202.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,농림어업 관련직,2012,mean_income_or_hours,200.5
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,군인,2012,mean_income_or_hours,184.0
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,전체,2013,mean_income_or_hours,204.7
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,관리직,2013,mean_income_or_hours,640.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,경영·회계·사무 관련직,2013,mean_income_or_hours,203.5
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,금융·보험 관련직,2013,mean_income_or_hours,288.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,교육 및 자연과학·사회과학 연구관련직,2013,mean_income_or_hours,170.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,법률·경찰·소방·교도 관련직,2013,mean_income_or_hours,249.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,보건·의료 관련직,2013,mean_income_or_hours,209.4
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,사회복지 및 종교 관련직,2013,mean_income_or_hours,154.0
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,문화·예술·디자인·방송 관련직,2013,mean_income_or_hours,171.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,운전 및 운송 관련직,2013,mean_income_or_hours,209.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,영업 및 판매 관련직,2013,mean_income_or_hours,219.5
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,경비 및 청소 관련직,2013,mean_income_or_hours,174.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,미용·숙박·여행·오락 스포츠 관련직,2013,mean_income_or_hours,164.0
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,음식서비스 관련직,2013,mean_income_or_hours,141.7
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,건설 관련직,2013,mean_income_or_hours,232.3
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,기계 관련직,2013,mean_income_or_hours,258.3
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,재료관련직,2013,mean_income_or_hours,260.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,화학 관련직,2013,mean_income_or_hours,224.0
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,섬유 및 의복 관련직,2013,mean_income_or_hours,194.5
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,전기·전자 관련직,2013,mean_income_or_hours,252.3
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,정보통신 관련직,2013,mean_income_or_hours,233.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,식품가공 관련직,2013,mean_income_or_hours,187.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,환경·인쇄·목재·가구·공예 및 생산단순직,2013,mean_income_or_hours,202.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,농림어업 관련직,2013,mean_income_or_hours,230.1
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,군인,2013,mean_income_or_hours,183.3
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,전체,2014,mean_income_or_hours,205.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,관리직,2014,mean_income_or_hours,438.3
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,경영·회계·사무 관련직,2014,mean_income_or_hours,207.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,금융·보험 관련직,2014,mean_income_or_hours,278.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,교육 및 자연과학·사회과학 연구관련직,2014,mean_income_or_hours,177.3
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,법률·경찰·소방·교도 관련직,2014,mean_income_or_hours,256.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,보건·의료 관련직,2014,mean_income_or_hours,213.1
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,사회복지 및 종교 관련직,2014,mean_income_or_hours,158.6
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,문화·예술·디자인·방송 관련직,2014,mean_income_or_hours,176.1
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,운전 및 운송 관련직,2014,mean_income_or_hours,223.4
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,영업 및 판매 관련직,2014,mean_income_or_hours,213.4
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,경비 및 청소 관련직,2014,mean_income_or_hours,166.4
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,미용·숙박·여행·오락 스포츠 관련직,2014,mean_income_or_hours,181.1
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,음식서비스 관련직,2014,mean_income_or_hours,146.1
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,건설 관련직,2014,mean_income_or_hours,218.5
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,기계 관련직,2014,mean_income_or_hours,251.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,재료관련직,2014,mean_income_or_hours,209.1
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,화학 관련직,2014,mean_income_or_hours,239.6
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,섬유 및 의복 관련직,2014,mean_income_or_hours,177.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,전기·전자 관련직,2014,mean_income_or_hours,240.3
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,정보통신 관련직,2014,mean_income_or_hours,233.1
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,식품가공 관련직,2014,mean_income_or_hours,182.4
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,환경·인쇄·목재·가구·공예 및 생산단순직,2014,mean_income_or_hours,211.3
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,농림어업 관련직,2014,mean_income_or_hours,242.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,군인,2014,mean_income_or_hours,182.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,전체,2015,mean_income_or_hours,207.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,관리직,2015,mean_income_or_hours,591.4
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,경영·회계·사무 관련직,2015,mean_income_or_hours,207.1
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,금융·보험 관련직,2015,mean_income_or_hours,280.4
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,교육 및 자연과학·사회과학 연구관련직,2015,mean_income_or_hours,174.7
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,법률·경찰·소방·교도 관련직,2015,mean_income_or_hours,258.4
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,보건·의료 관련직,2015,mean_income_or_hours,216.3
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,사회복지 및 종교 관련직,2015,mean_income_or_hours,167.5
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,문화·예술·디자인·방송 관련직,2015,mean_income_or_hours,182.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,운전 및 운송 관련직,2015,mean_income_or_hours,231.5
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,영업 및 판매 관련직,2015,mean_income_or_hours,212.0
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,경비 및 청소 관련직,2015,mean_income_or_hours,176.5
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,미용·숙박·여행·오락 스포츠 관련직,2015,mean_income_or_hours,193.7
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,음식서비스 관련직,2015,mean_income_or_hours,145.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,건설 관련직,2015,mean_income_or_hours,230.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,기계 관련직,2015,mean_income_or_hours,259.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,재료관련직,2015,mean_income_or_hours,212.3
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,화학 관련직,2015,mean_income_or_hours,223.1
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,섬유 및 의복 관련직,2015,mean_income_or_hours,206.4
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,전기·전자 관련직,2015,mean_income_or_hours,242.3
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,정보통신 관련직,2015,mean_income_or_hours,230.3
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,식품가공 관련직,2015,mean_income_or_hours,183.1
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,환경·인쇄·목재·가구·공예 및 생산단순직,2015,mean_income_or_hours,209.4
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,농림어업 관련직,2015,mean_income_or_hours,230.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,군인,2015,mean_income_or_hours,188.5
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,전체,2016,mean_income_or_hours,217.0
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,관리직,2016,mean_income_or_hours,603.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,경영·회계·사무 관련직,2016,mean_income_or_hours,220.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,금융·보험 관련직,2016,mean_income_or_hours,298.5
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,교육 및 자연과학·사회과학 연구관련직,2016,mean_income_or_hours,176.6
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,법률·경찰·소방·교도 관련직,2016,mean_income_or_hours,270.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,보건·의료 관련직,2016,mean_income_or_hours,228.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,사회복지 및 종교 관련직,2016,mean_income_or_hours,166.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,문화·예술·디자인·방송 관련직,2016,mean_income_or_hours,184.0
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,운전 및 운송 관련직,2016,mean_income_or_hours,231.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,영업 및 판매 관련직,2016,mean_income_or_hours,216.6
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,경비 및 청소 관련직,2016,mean_income_or_hours,175.6
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,미용·숙박·여행·오락 스포츠 관련직,2016,mean_income_or_hours,188.0
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,음식서비스 관련직,2016,mean_income_or_hours,142.7
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,건설 관련직,2016,mean_income_or_hours,237.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,기계 관련직,2016,mean_income_or_hours,265.9
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,재료관련직,2016,mean_income_or_hours,229.7
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,화학 관련직,2016,mean_income_or_hours,247.0
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,섬유 및 의복 관련직,2016,mean_income_or_hours,190.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,전기·전자 관련직,2016,mean_income_or_hours,248.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,정보통신 관련직,2016,mean_income_or_hours,244.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,식품가공 관련직,2016,mean_income_or_hours,186.5
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,환경·인쇄·목재·가구·공예 및 생산단순직,2016,mean_income_or_hours,224.2
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,농림어업 관련직,2016,mean_income_or_hours,289.8
GOMS_026,근로소득,직업별 월평균 근로소득(~2016),pre_2017,군인,2016,mean_income_or_hours,214.9
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,전체,2017,mean_income_or_hours,227.2
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,경영·사무·금융·보험직,2017,mean_income_or_hours,244.3
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,연구직 및 공학 기술직,2017,mean_income_or_hours,237.9
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,교육·법률·사회복지·경찰·소방직 및 군인,2017,mean_income_or_hours,193.8
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,보건·의료직,2017,mean_income_or_hours,249.8
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,예술·디자인·방송·스포츠직,2017,mean_income_or_hours,197.5
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,미용·여행·숙박·음식·경비·청소직,2017,mean_income_or_hours,154.3
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,영업·판매·운전·운송직,2017,mean_income_or_hours,225.7
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,건설·채굴직,2017,mean_income_or_hours,278.9
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,설치·정비·생산직,2017,mean_income_or_hours,263.5
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,농림어업직,2017,mean_income_or_hours,269.8
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,전체,2018,mean_income_or_hours,235.7
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,경영·사무·금융·보험직,2018,mean_income_or_hours,251.2
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,연구직 및 공학 기술직,2018,mean_income_or_hours,244.2
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,교육·법률·사회복지·경찰·소방직 및 군인,2018,mean_income_or_hours,203.0
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,보건·의료직,2018,mean_income_or_hours,268.6
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,예술·디자인·방송·스포츠직,2018,mean_income_or_hours,208.6
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,미용·여행·숙박·음식·경비·청소직,2018,mean_income_or_hours,161.7
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,영업·판매·운전·운송직,2018,mean_income_or_hours,226.5
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,건설·채굴직,2018,mean_income_or_hours,256.7
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,설치·정비·생산직,2018,mean_income_or_hours,274.3
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,농림어업직,2018,mean_income_or_hours,328.8
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,전체,2019,mean_income_or_hours,236.4
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,경영·사무·금융·보험직,2019,mean_income_or_hours,246.1
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,연구직 및 공학 기술직,2019,mean_income_or_hours,259.2
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,교육·법률·사회복지·경찰·소방직 및 군인,2019,mean_income_or_hours,205.9
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,보건·의료직,2019,mean_income_or_hours,274.1
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,예술·디자인·방송·스포츠직,2019,mean_income_or_hours,215.5
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,미용·여행·숙박·음식·경비·청소직,2019,mean_income_or_hours,148.3
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,영업·판매·운전·운송직,2019,mean_income_or_hours,206.6
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,건설·채굴직,2019,mean_income_or_hours,302.7
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,설치·정비·생산직,2019,mean_income_or_hours,273.6
GOMS_027,근로소득,직업별 월평균 근로소득(2017~),post_2017,농림어업직,2019,mean_income_or_hours,249.6
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,전체,2007,mean_income_or_hours,195.9
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,1. 1～4명,2007,mean_income_or_hours,171.2
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,2. 5～9명,2007,mean_income_or_hours,164.3
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,3. 10～29명,2007,mean_income_or_hours,182.5
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,4. 30～49명,2007,mean_income_or_hours,194.8
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,5. 50～99명,2007,mean_income_or_hours,197.1
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,6. 100～299명,2007,mean_income_or_hours,202.9
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,7. 300～499명,2007,mean_income_or_hours,210.2
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,8. 500～999명,2007,mean_income_or_hours,223.4
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,"9. 1,000명 이상",2007,mean_income_or_hours,252.7
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,전체,2008,mean_income_or_hours,189.0
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,1. 1～4명,2008,mean_income_or_hours,164.1
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,2. 5～9명,2008,mean_income_or_hours,160.0
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,3. 10～29명,2008,mean_income_or_hours,187.2
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,4. 30～49명,2008,mean_income_or_hours,190.1
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,5. 50～99명,2008,mean_income_or_hours,188.3
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,6. 100～299명,2008,mean_income_or_hours,195.4
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,7. 300～499명,2008,mean_income_or_hours,201.3
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,8. 500～999명,2008,mean_income_or_hours,211.8
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,"9. 1,000명 이상",2008,mean_income_or_hours,230.2
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,전체,2009,mean_income_or_hours,190.1
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,1. 1～4명,2009,mean_income_or_hours,172.8
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,2. 5～9명,2009,mean_income_or_hours,164.2
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,3. 10～29명,2009,mean_income_or_hours,180.6
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,4. 30～49명,2009,mean_income_or_hours,181.8
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,5. 50～99명,2009,mean_income_or_hours,186.6
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,6. 100～299명,2009,mean_income_or_hours,195.1
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,7. 300～499명,2009,mean_income_or_hours,206.2
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,8. 500～999명,2009,mean_income_or_hours,207.9
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,"9. 1,000명 이상",2009,mean_income_or_hours,244.9
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,전체,2010,mean_income_or_hours,198.2
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,1. 1～4명,2010,mean_income_or_hours,170.4
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,2. 5～9명,2010,mean_income_or_hours,182.0
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,3. 10～29명,2010,mean_income_or_hours,189.1
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,4. 30～49명,2010,mean_income_or_hours,190.1
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,5. 50～99명,2010,mean_income_or_hours,195.8
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,6. 100～299명,2010,mean_income_or_hours,201.2
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,7. 300～499명,2010,mean_income_or_hours,212.1
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,8. 500～999명,2010,mean_income_or_hours,218.1
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,"9. 1,000명 이상",2010,mean_income_or_hours,248.7
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,전체,2011,mean_income_or_hours,206.6
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,1. 1～4명,2011,mean_income_or_hours,181.3
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,2. 5～9명,2011,mean_income_or_hours,173.0
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,3. 10～29명,2011,mean_income_or_hours,197.7
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,4. 30～49명,2011,mean_income_or_hours,199.8
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,5. 50～99명,2011,mean_income_or_hours,202.0
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,6. 100～299명,2011,mean_income_or_hours,215.1
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,7. 300～499명,2011,mean_income_or_hours,222.6
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,8. 500～999명,2011,mean_income_or_hours,225.6
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,"9. 1,000명 이상",2011,mean_income_or_hours,252.0
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,전체,2012,mean_income_or_hours,203.6
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,1. 1～4명,2012,mean_income_or_hours,167.4
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,2. 5～9명,2012,mean_income_or_hours,172.5
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,3. 10～29명,2012,mean_income_or_hours,189.8
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,4. 30～49명,2012,mean_income_or_hours,197.3
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,5. 50～99명,2012,mean_income_or_hours,198.8
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,6. 100～299명,2012,mean_income_or_hours,209.8
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,7. 300～499명,2012,mean_income_or_hours,227.9
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,8. 500～999명,2012,mean_income_or_hours,233.2
GOMS_028,근로소득,사업체 규모별 월평균 근로소득,all,"9. 1,000명 이상",2012,mean_income_or_hours,265.5
