univ_name_std,dept_name_std,major_group,analysis_year,dept_term_rows,regular_terms_observed,grade_total_n,term_students_mean,a_count,a_rate_pct,b_rate_pct,c_or_lower_pct,f_rate_pct,dept_id,univ_id,rank_2024_raw,rank_pct_2024,prestige_score,rank_years_observed,credit_forfeit_raw,credit_forfeit_bin,policy_reference_year,policy_source,policy_verified,campus_status,match_status,merge_status
가야대학교(김해),간호,간호,2024,2,2,10323,5161.5,3628,35.11405274909109,38.20268180249262,26.683265448416282,1.1858037289550243,1,,,,,,,,,,,,,not_in_2024_rank_main_sample
가야대학교(김해),경영물류,경영경제,2024,2,2,110,55.0,38,34.83333333333333,39.66666666666667,25.5,12.166666666666666,2,,,,,,,,,,,,,not_in_2024_rank_main_sample
가야대학교(김해),경찰소방,법행정경찰소방,2024,2,2,200,100.0,77,39.507270635003664,37.38884820587927,23.103881159117062,1.2396694214876034,3,,,,,,,,,,,,,not_in_2024_rank_main_sample
가야대학교(김해),귀금속주얼리,기타,2024,2,2,75,37.5,39,51.78571428571429,41.785714285714285,6.428571428571429,5.0,4,,,,,,,,,,,,,not_in_2024_rank_main_sample
가야대학교(김해),물리치료,보건의료,2024,2,2,2210,1105.0,607,27.34986880782813,34.7595960990879,37.89053509308397,5.576489310632812,5,,,,,,,,,,,,,not_in_2024_rank_main_sample
가야대학교(김해),방사선,보건의료,2024,2,2,1681,840.5,508,29.811025981252406,32.19891851788441,37.99005550086319,7.553396396010786,6,,,,,,,,,,,,,not_in_2024_rank_main_sample
가야대학교(김해),부동산금융재테크,경영경제,2024,2,2,72,36.0,42,61.48148148148148,20.0,18.51851851851852,12.222222222222221,7,,,,,,,,,,,,,not_in_2024_rank_main_sample
가야대학교(김해),사회복지상담,사회복지상담심리,2024,4,2,1233,616.5,712,57.85180874538531,33.98013513584681,8.168056118767872,0.8905483903245683,8,,,,,,,,,,,,,not_in_2024_rank_main_sample
가야대학교(김해),스포츠재활복지,보건의료,2024,2,2,554,277.0,158,28.59607218683652,39.07112526539278,32.3328025477707,5.378184713375797,9,,,,,,,,,,,,,not_in_2024_rank_main_sample
가야대학교(김해),안경광,보건의료,2024,2,2,49,24.5,33,67.22408026755852,32.77591973244147,0.0,0.0,10,,,,,,,,,,,,,not_in_2024_rank_main_sample
가야대학교(김해),외식조리영양,관광호텔조리,2024,2,2,69,34.5,42,61.11111111111111,34.5959595959596,4.292929292929292,0.0,11,,,,,,,,,,,,,not_in_2024_rank_main_sample
가야대학교(김해),유아교육과,교육,2024,2,2,178,89.0,95,53.09930423782416,29.171410499683745,17.729285262492095,0.5376344086021506,12,,,,,,,,,,,,,not_in_2024_rank_main_sample
가야대학교(김해),작업치료,보건의료,2024,2,2,398,199.0,152,38.08513325754705,38.955412403688264,22.959454338764687,3.0061892130857646,13,,,,,,,,,,,,,not_in_2024_rank_main_sample
가야대학교(김해),특수교육과,교육,2024,2,2,605,302.5,176,29.15080511070272,39.60466439135381,31.24453049794347,1.1217948717948718,14,,,,,,,,,,,,,not_in_2024_rank_main_sample
가천대학교,AI・소프트웨어,컴퓨터AI,2024,4,2,6016,3008.0,3369,56.090353238294625,31.65856954552,12.251077216185381,1.5994528074081458,15,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,간호,간호,2024,2,2,10887,5443.5,6937,63.72685020041801,20.318693194486872,15.954456605095116,0.09518864659051575,16,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,건축,건축토목환경,2024,2,2,30,15.0,4,8.695652173913043,27.329192546583847,63.975155279503106,17.391304347826086,17,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,건축공학,건축토목환경,2024,2,2,874,437.0,452,51.926290186125215,26.59369712351946,21.48001269035533,2.0568950930626055,18,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,건축학,건축토목환경,2024,2,2,1754,877.0,880,50.295257775989526,29.894735882641704,19.81000634136877,2.8221695293975184,19,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,게임・영상,컴퓨터AI,2024,2,2,829,414.5,293,35.16828058573453,40.11809163911195,24.71362777515352,4.955125177137458,20,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,경영,경영경제,2024,4,2,2101,1050.5,950,45.66866071411706,26.638478000940673,27.692861284942268,6.512167341318339,21,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,경영학,경영경제,2024,2,2,10367,5183.5,5185,50.05450948512032,26.14283260314641,23.80265791173327,3.629958392137268,22,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,경제,경영경제,2024,2,2,3406,1703.0,1764,51.83840254084491,25.62446256691909,22.537134892235997,3.2238356772350283,23,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,경찰・안보,법행정경찰소방,2024,1,1,24,24.0,9,37.5,25.0,37.5,0.0,24,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,경찰행정,법행정경찰소방,2024,2,2,1377,688.5,768,55.94388897810157,23.8696870325138,20.18642398938463,1.01832757207211,25,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,관광경영,경영경제,2024,2,2,2508,1254.0,1124,44.81894198245222,26.7192451289565,28.461812888591275,3.50974590256196,26,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,글로벌경영학,경영경제,2024,2,2,1778,889.0,1038,58.41809488128726,24.05458436255802,17.527320756154708,4.151802439659388,27,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,금융・빅데이터,경영경제,2024,4,2,22,11.0,7,34.705882352941174,31.764705882352942,33.529411764705884,14.705882352941178,28,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,금융수,경영경제,2024,2,2,1325,662.5,683,51.684038029323034,26.19985993051455,22.116102040162406,2.335521346864229,29,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,기계・스마트・산업공,공학,2024,6,2,3943,1971.5,2157,54.77588363792569,25.706920666587155,19.51719569548716,2.0298670367519236,30,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,기계공,공학,2024,2,2,412,206.0,263,63.664577466921,25.58664123293063,10.748781300148364,0.33003300330033003,31,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,도시계획・조경,건축토목환경,2024,2,2,16,8.0,6,20.0,6.666666666666667,73.33333333333333,66.66666666666666,32,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,도시계획학,건축토목환경,2024,2,2,1103,551.5,709,64.24270495599815,26.50483027856812,9.252464765433732,1.8389796863627341,33,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,동양어문,기타,2024,2,2,1472,736.0,842,57.47782144862437,25.805914280366835,16.716264271008797,2.443758188283736,34,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,물리,기타,2024,2,2,807,403.5,427,53.1492615182043,27.69896774033266,19.151770741463054,1.8927866042259296,35,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,물리치료,보건의료,2024,4,2,1763,881.5,1037,59.02919600063317,28.761992002304332,12.208811997062496,0.6656096491341885,36,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,미디어커뮤니케이션,기타,2024,2,2,4159,2079.5,2288,55.04503671229219,26.352515430660667,18.602447857047153,2.4474513736568153,37,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,미래자동차,공학,2024,2,2,697,348.5,286,41.002173805642016,28.437741877048232,30.56008431730975,3.44968133985475,38,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,미술·디자인,예체능디자인,2024,6,2,5286,2643.0,3173,60.09504115696441,27.60978094796767,12.29517789506792,4.237332255950667,39,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,바이오나노,생명식품농림,2024,2,2,1177,588.5,779,66.41863032803556,25.007118575122757,8.574251096841678,1.66937850480867,40,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,바이오의료기기,보건의료,2024,2,2,845,422.5,400,47.52379828495005,29.54555671690437,22.93064499814559,0.0,41,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,반도체・디스플레이,공학,2024,2,2,583,291.5,268,45.87688323917138,24.723987758945384,29.39912900188324,3.294491525423729,42,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,반도체・전자공,공학,2024,2,2,211,105.5,104,42.02771272443404,36.98282591725214,20.989461358313818,4.6643247462919595,43,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,반도체공,공학,2024,4,2,576,288.0,287,49.659938569548046,33.41743454731608,16.92262688313588,1.10062893081761,44,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,반도체설계,공학,2024,2,2,341,170.5,164,48.008865248226954,20.679078014184398,31.312056737588655,0.9592198581560284,45,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,방사선,보건의료,2024,4,2,1729,864.5,969,56.115219225977576,26.076705649104476,17.80807512491795,1.2179667510616352,46,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,법,법행정경찰소방,2024,2,2,2511,1255.5,1329,52.93697495133695,22.815093228152854,24.247931820510196,2.1000986067001333,47,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,사회복지,사회복지상담심리,2024,2,2,1247,623.5,728,58.53824465195686,22.362968519620267,19.098786828422874,0.507902428929874,48,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,산업경영공,경영경제,2024,2,2,166,83.0,115,70.84748793134276,19.63168246021813,9.52082960843912,0.42016806722689076,49,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,생명과,생명식품농림,2024,2,2,1159,579.5,637,55.113582160744095,24.683251848318626,20.203165990937276,1.8712735511566896,50,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,설비·소방공,법행정경찰소방,2024,2,2,2141,1070.5,1131,52.74386503067485,23.300262927256796,23.955872042068364,2.1887817703768624,51,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,스마트시티,기타,2024,2,2,33,16.5,15,70.96774193548387,17.741935483870968,11.29032258064516,1.6129032258064515,52,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,스마트시티융합,기타,2024,2,2,370,185.0,237,64.04745125675359,24.873737373737374,11.078811369509044,0.7575757575757576,53,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,식품생명공,생명식품농림,2024,2,2,1251,625.5,664,53.08334486416678,24.372722660393894,22.543932475439327,1.3664037636640376,54,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,식품생물공,생명식품농림,2024,2,2,314,157.0,233,74.02568192041876,18.326994642784115,7.647323436797121,0.0,55,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,식품영양,생명식품농림,2024,2,2,1404,702.0,826,58.876441013661065,28.32197450611955,12.80158448021939,0.979533797166218,56,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,신소재공,공학,2024,2,2,1268,634.0,522,41.20998338427659,29.6675360650878,29.122480550635608,2.393585882364664,57,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,실내건축학,건축토목환경,2024,2,2,720,360.0,409,57.292508889952984,29.708535139845043,12.998955970201976,2.260756254366478,58,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,심리,사회복지상담심리,2024,2,2,1976,988.0,1129,57.09656914542333,22.922170122837144,19.981260731739532,2.3741909919429403,59,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,약,보건의료,2024,4,2,2296,1148.0,1412,61.482071773621286,19.408362837399395,19.109565388979327,0.0,60,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,연기예술,기타,2024,2,2,837,418.5,570,68.35181504341458,24.93461659169369,6.713568364891725,0.9083934860689752,61,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,영미어문,기타,2024,2,2,1402,701.0,794,56.72199296958581,26.421824850985786,16.856182179428398,2.2009271995516837,62,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,운동재활,보건의료,2024,4,2,798,399.0,515,64.22567004737226,25.9065907862525,9.867739166375227,1.071757860935364,63,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
가천대학교,운동재활복지,보건의료,2024,2,2,213,106.5,113,51.984834968777875,30.285459411239962,17.72970561998216,0.0,64,33.0,34.0,0.6470588235294118,0.3529411764705882,1.0,X,0.0,,,,main_or_unspecified,matched,matched_ranked_university
