univ_name_std,analysis_year,grade_raw_rows,grade_total_n,a_count,b_count,c_count,d_count,f_count,dept_count,regular_terms_observed,max_grade_count_gap_abs,max_ratio_sum_gap_abs,max_a_rate_gap_abs,a_rate_pct,b_rate_pct,c_rate_pct,d_rate_pct,f_rate_pct,df_rate_pct,qa_status
가야대학교(김해),2024,30,17757,6307,6534,3486,966,464,14,2,0,0.20000000000000284,4.6153871835485916e-09,35.51838711494059,36.79675620881906,19.631694542997128,5.4401081263726985,2.61305400687053,8.053162133243227,pass
가천대학교,2024,208,133618,72585,35583,19804,2771,2875,80,2,0,0.20000000000000284,4.955751364832395e-09,54.32277088416231,26.630394108578187,14.821356404077296,2.07382238919906,2.151656213983146,4.225478603182206,pass
가톨릭관동대학교,2024,240,36992,18694,13894,3076,578,750,80,2,0,0.29999999999999716,4.988400803540571e-09,50.53525086505191,37.5594723183391,8.315311418685122,1.5625,2.0274653979238755,3.5899653979238755,ratio_sum_gap
가톨릭꽃동네대학교,2024,14,4289,2059,1276,776,139,39,6,2,0,0.20000000000000284,4.28570956501062e-09,48.00652832828165,29.750524597808347,18.092795523432034,3.240848682676615,0.9093028678013524,4.150151550477967,pass
가톨릭대학교,2024,79,38919,14670,15356,7520,689,684,40,2,0,0.20000000000000284,4.9823256631498225e-09,37.69367147151777,39.45630668824995,19.322181967676457,1.7703435340065263,1.7574963385492945,3.5278398725558215,pass
가톨릭대학교_제2캠퍼스,2024,6,6735,3979,1728,521,0,507,3,2,0,0.09999999999999432,4.482757276491611e-09,59.07943578322198,25.657015590200444,7.7357089829250185,0.0,7.527839643652562,7.527839643652562,pass
가톨릭대학교_제3캠퍼스,2024,2,2633,762,1001,699,101,70,1,2,0,0.09999999999999432,4.615383630834913e-09,28.940372199012533,38.01747056589442,26.5476642612989,3.8359285985567793,2.658564375237372,6.494492973794151,pass
감리교신학대학교,2024,1,1944,755,956,118,38,77,1,1,0,0.09999999999999432,3.292157657597272e-10,38.83744855967078,49.17695473251029,6.0699588477366255,1.954732510288066,3.960905349794239,5.915637860082304,pass
강남대학교,2024,71,38145,16132,14188,6510,528,787,31,2,0,0.20000000000000284,4.949491483330348e-09,42.291257045484336,37.19491414340018,17.066456940621315,1.3841918993314983,2.063179971162669,3.447371870494167,pass
강서대학교,2024,33,11980,4648,4895,1858,347,232,14,2,0,0.20000000000000284,4.986596024991741e-09,38.797996661101834,40.85976627712854,15.509181969949918,2.8964941569282137,1.9365609348914858,4.8330550918197,pass
강원대학교,2024,330,79874,31798,27520,17285,1920,1351,154,2,0,0.29999999999999716,4.845354339977348e-09,39.81020106668002,34.454265468112276,21.640333525302353,2.403785962891554,1.6914139770137968,4.095199939905351,ratio_sum_gap
강원대학교_제2캠퍼스,2024,148,37322,14991,12568,7802,1173,788,63,2,0,0.20000000000000284,4.990759805423295e-09,40.16665773538396,33.674508332886774,20.904560312952146,3.142918385938589,2.11135523283854,5.2542736187771295,pass
건국대학교,2024,139,77725,31047,26640,16690,1921,1427,68,2,0,0.20000000000000284,4.993175650724879e-09,39.94467674493406,34.274686394339014,21.47314248954648,2.4715342553875845,1.8359601157928593,4.307494371180444,pass
