credit_forfeit_raw,universities,a_rate_mean_pct,a_rate_median_pct,a_rate_std_pct,official_employment_rate_mean_pct
O,19,43.991869997990065,43.4654848499446,7.370558158067916,65.29845404834633
X,24,45.03157630267696,42.69760574580097,8.408413201654025,62.72749456736607
