outcome_row_id,column,observed_value,rule_id,severity,reason,source_dataset,recommended_action
OC2024_00197,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00201,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00210,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00217,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00234,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00239,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00257,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00260,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00262,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00263,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00264,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00270,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00271,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00273,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00274,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00286,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00287,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00290,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00295,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00306,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00311,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00342,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00346,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00347,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00355,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00357,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00358,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00360,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00362,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00372,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00373,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00378,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00380,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00385,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00391,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00404,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00407,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00408,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00410,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00415,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00416,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00419,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00433,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00434,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00450,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00453,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00454,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00457,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00479,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00486,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00489,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00502,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00505,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00510,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00512,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00517,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00521,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00534,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00538,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00545,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00562,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00572,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00573,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00576,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00577,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00582,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00584,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00585,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00586,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00591,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00593,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00601,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00602,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00606,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00607,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00622,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00623,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00624,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00626,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00639,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00648,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00649,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00656,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00658,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00667,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00670,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00678,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00684,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00686,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00690,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00694,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00701,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00712,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00715,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00721,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00730,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00734,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00748,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00776,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00781,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00783,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00797,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00801,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
OC2024_00834,headcount_grain_uid,,OPTIONAL_LINEAGE_ID_NULL_LEDGER,WARN,optional lineage ID may be null when source grain is unavailable; ledger only,D08,KEEP_WITH_LEDGER
