outcome_row_id,analysis_year,school_uid,campus_uid,dept_uid,major_group_7,school_type,region_sido,split,sample_P1_STRUCTURE_READY,sample_P1_SELECTIVITY_READY,sample_P2_STRUCTURE_READY,sample_P2_SELECTIVITY_READY,sample_P3_STRUCTURE_READY,sample_P3_SELECTIVITY_READY,sample_P4_E_STRUCTURE_READY,sample_P4_P_STRUCTURE_READY,sample_P4_JOINT_STRUCTURE_READY,sample_P4_E_SELECTIVITY_READY,sample_P4_P_SELECTIVITY_READY,sample_P4_JOINT_SELECTIVITY_READY
OC2024_05521,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_dc65942024b5,ENG,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05522,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_775a40e7422c,NAT,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05523,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_a5406ee06e82,ART,대학교,서울,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_05524,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_68c44bf5cfad,ART,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05525,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_5d122a68eb91,NAT,대학교,서울,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_05526,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_83024d8c164c,NAT,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05527,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_ec1b9ae1d083,NAT,대학교,서울,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_05528,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_9a3091660086,NAT,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05529,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_8fbcf61c66ae,SOC,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05530,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_ad67f1c22059,SOC,대학교,서울,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_05531,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_03308c87e693,HUM,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05532,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_dffc84284db0,NAT,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05533,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_2094505f4e14,HUM,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05534,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_97fb17ffe5b5,SOC,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05536,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_9af47127eddd,HUM,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05537,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_68d8db38cc03,ART,대학교,서울,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_05538,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_64827472c95f,ART,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05540,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_c13744dfc26d,HUM,대학교,서울,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_05541,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_0eb9ce257d84,SOC,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05542,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_fd4d49af7364,ART,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05543,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_78518f2d98e2,NAT,대학교,서울,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_05544,2024,SCH_c235744d252d,CAM_16571255f98a,DEP_737af42653a8,NAT,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05545,2024,SCH_9b07d5e5cea5,CAM_f6467d747768,DEP_b6ee2295ef67,ART,대학교,경기,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05548,2024,SCH_9b07d5e5cea5,CAM_f6467d747768,DEP_db5d16d2d862,HUM,대학교,경기,train,False,False,True,False,True,False,False,True,False,False,False,False
OC2024_05549,2024,SCH_9b07d5e5cea5,CAM_f6467d747768,DEP_e58429e13b77,ART,대학교,경기,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05551,2024,SCH_b95165ee3f1c,CAM_7fcf9c4f7159,DEP_f0b731f248f6,HUM,대학교,서울,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05552,2024,SCH_b95165ee3f1c,CAM_7fcf9c4f7159,DEP_185ea6cb0add,SOC,대학교,서울,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05554,2024,SCH_b95165ee3f1c,CAM_7fcf9c4f7159,DEP_fce1b392b69e,HUM,대학교,서울,train,False,False,True,True,True,True,False,True,False,False,True,False
OC2024_05555,2024,SCH_b95165ee3f1c,CAM_7fcf9c4f7159,DEP_5686687dab0b,EDU,대학교,서울,train,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_05558,2024,SCH_b95165ee3f1c,CAM_7fcf9c4f7159,DEP_8d9d9447ae19,ART,대학교,서울,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05560,2024,SCH_b95165ee3f1c,CAM_7fcf9c4f7159,DEP_a6fcd0d70700,HUM,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05561,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_45d0a1a1f7de,HUM,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05562,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_02891aff48aa,ENG,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05563,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_f563c2659b8b,SOC,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05564,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_8c6e7ef49d29,SOC,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05565,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_2a3d3823c981,SOC,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05566,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_bb03d852d709,SOC,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05567,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_0ec03b05222a,EDU,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05568,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_1b64352e4656,EDU,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05569,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_761e4fe69a26,ART,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05570,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_618701b59e67,SOC,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05572,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_ba8bfab1d3b8,SOC,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05575,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_9a9d158508ee,SOC,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05576,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_8604db77dabb,SOC,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05577,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_580dcfc5bba0,ART,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05578,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_00ee4285f95f,EDU,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05579,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_be71604abb94,SOC,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05581,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_5bc010fe66d6,EDU,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05582,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_9b34834b8f5a,ART,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05583,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_437160302d83,SOC,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05584,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_cd27b27a5b0c,ENG,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05585,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_263d042e6927,EDU,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05586,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_90ccc2e7ad81,ART,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05587,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_f720f166e461,ART,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05588,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_ba05bbb5fac3,NAT,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05589,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_f8ea275a8738,NAT,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05590,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_1a156179b769,SOC,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05591,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_2e701dc5bd51,EDU,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05592,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_eb31a08c51b6,ART,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05593,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_81973d542661,HUM,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05594,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_2f85e7bf7443,EDU,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05595,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_2a75cbb9d025,ART,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05596,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_d3d2d7982d1b,EDU,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05597,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_b631a05dca13,EDU,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05599,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_6c8bbe098b9c,EDU,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05600,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_8e70f93a8038,MED,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05602,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_5fadaf735190,HUM,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05603,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_57d3078e3326,EDU,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05604,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_161fa1bf883d,ENG,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05607,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_29164031dde2,SOC,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05608,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_6ea4c7971e68,MED,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05611,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_1c20e6742aa1,NAT,대학교,충북,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05612,2024,SCH_d0774c2b8283,CAM_52503c19f05a,DEP_48dc4c889640,SOC,대학교,충북,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05613,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_b3b792d8a919,ENG,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05614,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_09d4872ddd1b,SOC,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05615,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_046badf45685,MED,대학교,충남,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05616,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_80340a9b6e2d,ENG,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05617,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_5e0f418cb34d,ENG,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05618,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_afbefe51a8cd,ENG,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05619,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_414f1d8f9ab4,SOC,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05621,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_3bcf8928e7d8,HUM,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05622,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_22e59a0de9ee,SOC,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05623,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_46733d96b5b3,SOC,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05627,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_6c603e64d4a4,SOC,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05629,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_8c422cc519fb,ENG,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05630,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_c5fe54f4b406,SOC,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05631,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_8332b9a02ec7,HUM,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05632,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_f05b28bee154,EDU,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05633,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_4ae3c6b54826,ENG,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05634,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_4cac6ae1a6d1,ENG,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05635,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_f68c757a4cbc,ENG,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05636,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_60e8c4a1accd,ART,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05637,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_1f105ee88d26,ART,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05639,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_01b4e118ea74,MED,대학교,충남,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05641,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_d2a7777611eb,ENG,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05643,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_87c0585f5ffc,SOC,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05644,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_762b7ea27367,HUM,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05645,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_6e5383aaa4df,SOC,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05646,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_4c1994ddb0cf,ENG,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05647,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_010c560d8cd4,ENG,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05651,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_20ed9a8c6faf,SOC,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05653,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_f4f2bd17e5d5,NAT,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05654,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_de6e59d581d1,ENG,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05655,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_6edd2805791f,ENG,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05658,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_370d8260d96b,ART,대학교,충남,train,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05660,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_c6910a44dd7a,HUM,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05661,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_4be195c1ebf9,ENG,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05662,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_0ae06f2f0de6,HUM,대학교,충남,train,False,False,True,False,True,False,False,True,False,False,False,False
OC2024_05663,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_66672b36d535,ENG,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05664,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_20ebd346b9ea,HUM,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05666,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_c90191ad00fd,ART,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05668,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_1c4045028f9c,HUM,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05669,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_7eeea81d0704,HUM,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05670,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_4a614481aac2,HUM,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05671,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_84a330b4ea1c,HUM,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05672,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_0c1adf7fdaa8,HUM,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05673,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_eb23e378d939,HUM,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05674,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_07e540adea76,HUM,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05675,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_1fbb3ab7fb86,HUM,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05676,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_c33c67bd7982,HUM,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05677,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_5016d10c5915,HUM,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05678,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_a5da0fa4f209,MED,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05680,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_d2ed1b0ce7a6,ENG,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05681,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_597bda2f4339,ENG,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05682,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_8ed9841d4160,SOC,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05684,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_59b25ff6ef0b,MED,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05685,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_8f58fd798396,ENG,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05686,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_234a7cc357f1,HUM,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05687,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_65b258d982b7,SOC,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05688,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_7a1f0e3127b1,SOC,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05689,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_07322785ec6b,SOC,대학교,충남,train,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05690,2024,SCH_863c64a05072,CAM_921d4514a92a,DEP_d46de8c74880,ENG,대학교,충남,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05691,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_3c2b35bd8f31,SOC,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05692,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_cebc0db8d295,ART,대학교,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05693,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_d56333b42e1a,SOC,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05694,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_ce72bc587052,HUM,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05695,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_c9c1ae81aef2,SOC,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05696,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_6e0f3801db93,SOC,대학교,경기,test,False,False,True,True,True,True,False,False,False,False,False,False
OC2024_05697,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_30de18adccfe,HUM,대학교,경기,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05698,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_bcc9b30b5fab,ENG,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05699,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_d4e840884ed7,SOC,대학교,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05700,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_6be59b74c7e0,HUM,대학교,경기,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05701,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_5ae4dbc3998f,ENG,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05702,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_92273eb8a590,ART,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05703,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_4d09b4c172d3,SOC,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05704,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_99b18752f37c,ENG,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05706,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_345ffecb5a5d,ART,대학교,경기,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05707,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_f95525687258,ART,대학교,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05708,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_aabf13590987,ART,대학교,경기,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05709,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_55e6ba234a2e,HUM,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05710,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_51e1d8c24057,ART,대학교,경기,test,False,False,True,False,True,False,False,False,False,False,False,False
OC2024_05711,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_ef296ed7daeb,EDU,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05712,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_5e390becf675,ART,대학교,경기,test,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05713,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_6f319650085c,ENG,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05714,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_e7cd92f87301,HUM,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05715,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_c905db8ebac6,EDU,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05716,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_c58f2af947be,ENG,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05717,2024,SCH_84786f2613b0,CAM_b74df9e0da5d,DEP_2d45a0091846,SOC,대학교,경기,test,True,True,True,True,True,True,True,True,True,True,True,True
OC2024_05718,2024,SCH_fd343c02a3d4,CAM_1f0670d1f19f,DEP_c27cceb8fc11,ENG,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05720,2024,SCH_fd343c02a3d4,CAM_1f0670d1f19f,DEP_41cf1a9ecdd6,SOC,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
OC2024_05721,2024,SCH_fd343c02a3d4,CAM_1f0670d1f19f,DEP_262bc3b1752c,SOC,대학교,서울,train,True,False,True,False,True,False,True,True,True,False,False,False
