outcome_row_id,major_group_7,major7_mapping_method,major7_mapping_confidence,major7_candidate_count,major7_review_needed,major7_evidence,major7_sample_exclusion_rule,school_name_raw,campus_name_raw_x,dept_name_raw,dept_name_std,row_qa_status,human_major_group_7,major_label_decision,dictionary_rule_to_add,exclude_from_major_samples,reviewer_note
OC2024_01918,,ambiguous,low,4,True,"hits=MED,ART,SOC,HUM; evidence=MED:재활 | ART:뷰티 | SOC:사회복지/심리/상담 | HUM:언어; ambiguous_token=True",exclude from samples requiring major/context/GOMS until manual approved,광주여자대학교,,미래융합학부(뷰티산업학과) | 미래융합학부(사회복지상담전공) | 미래융합학부(사회복지상담학과) | 미래융합학부(언어재활심리학과) | 미래융합학부(언어재활전공) | 미래융합학부(영양식품학과),미래융합학부뷰티산업학과미래융합학부사회복지상담전공미래융합학부사회복지상담학과미래융합학부언어재활심리학과미래융합학부언어재활전공미래융합학부영양식품학과,manual_match_pending,,,,,
OC2024_01962,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:에너지 | NAT:수학/물리; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,국립강릉원주대학교(폐교),,수학물리학부 | 수학물리학부(물리・에너지전공) | 수학물리학부(수학전공),수학물리학부수학물리학부물리에너지전공수학물리학부수학전공,manual_match_pending,,,,,
OC2024_02013,,ambiguous,low,2,True,"hits=ENG,EDU; evidence=ENG:기계 | EDU:교육; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,국립경국대학교,,기계교육과,기계교육과,review_unmatched,,,,,
OC2024_02023,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,국립경국대학교,,문화유산학과,문화유산학과,review_unmatched,,,,,
OC2024_02026,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,국립경국대학교,,민속학과,민속학과,review_unmatched,,,,,
OC2024_02033,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,국립경국대학교,,생약자원학과,생약자원학과,review_unmatched,,,,,
OC2024_02045,,ambiguous,low,1,True,hits=NAT; evidence=NAT:원예; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,국립경국대학교,,원예・생약융합학부,원예생약융합학부,review_unmatched,,,,,
OC2024_02056,,ambiguous,low,2,True,"hits=ENG,EDU; evidence=ENG:전자/전기 | EDU:교육; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,국립경국대학교,,전기전자교육과,전기전자교육과,review_unmatched,,,,,
OC2024_02058,,ambiguous,low,2,True,"hits=ENG,EDU; evidence=ENG:전자/공학 | EDU:교육; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,국립경국대학교,,전자공학교육과,전자공학교육과,review_unmatched,,,,,
OC2024_02064,,ambiguous,low,2,True,"hits=SOC,HUM; evidence=SOC:회계 | HUM:인문; ambiguous_token=True",exclude from samples requiring major/context/GOMS until manual approved,국립경국대학교,,창의융합학부(이공계열) | 창의융합학부(인문사회계열),창의융합학부이공계열창의융합학부인문사회계열,review_unmatched,,,,,
OC2024_02072,,ambiguous,low,2,True,"hits=ART,HUM; evidence=ART:콘텐츠 | HUM:문화콘텐츠; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,국립경국대학교,,한자문화콘텐츠학과,한자문화콘텐츠학과,review_unmatched,,,,,
OC2024_02248,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:반도체 | NAT:물리/화학/과학; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,국립군산대학교,,첨단과학기술학부 | 첨단과학기술학부(반도체물리전공) | 첨단과학기술학부(소재화학전공),첨단과학기술학부첨단과학기술학부반도체물리전공첨단과학기술학부소재화학전공,manual_match_pending,,,,,
OC2024_02408,,ambiguous,low,2,True,"hits=ENG,SOC; evidence=ENG:데이터 | SOC:비즈니스; ambiguous_token=True",exclude from samples requiring major/context/GOMS until manual approved,국립부경대학교,,데이터비즈니스융합전공,데이터비즈니스융합전공,review_unmatched,,,,,
OC2024_02500,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:화학공학/공학 | NAT:화학; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,국립순천대학교,,고분자·화학공학부(고분자공학전공) | 고분자·화학공학부(화학공학전공),고분자화학공학부고분자공학전공고분자화학공학부화학공학전공,manual_match_pending,,,,,
OC2024_02543,,ambiguous,low,2,True,"hits=ENG,ART; evidence=ENG:정보통신/공학 | ART:미디어; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,국립순천대학교,,정보통신·멀티미디어공학부(멀티미디어공학전공) | 정보통신·멀티미디어공학부(정보통신공학전공),정보통신멀티미디어공학부멀티미디어공학전공정보통신멀티미디어공학부정보통신공학전공,manual_match_pending,,,,,
OC2024_02706,,ambiguous,low,1,True,hits=ENG; evidence=ENG:데이터사이언스/데이터/전자/전기/정보통신; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,국립한국해양대학교,,전자전기정보공학부(나노반도체공학전공) | 전자전기정보공학부(데이터사이언스전공) | 전자전기정보공학부(전기전자공학전공) | 전자전기정보공학부(전자정보통신공학전공) | 전자전기정보공학부(전자통신공학전공) | 전자전기정보공학부(전파융합공학전공),전자전기정보공학부나노반도체공학전공전자전기정보공학부데이터사이언스전공전자전기정보공학부전기전자공학전공전자전기정보공학부전자정보통신공학전공전자전기정보공학부전자통신공학전공전자전기정보공학부전파융합공학전공,manual_match_pending,,,,,
OC2024_02717,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:공학 | NAT:생물/환경/수산/바이오/과학; ambiguous_token=True",exclude from samples requiring major/context/GOMS until manual approved,국립한국해양대학교,,"해양과학융합학부(수산바이오공학전공) | 해양과학융합학부(해양생물공학전공) | 해양과학융합학부(해양생물공학전공, 수산바이오공학전공) | 해양과학융합학부(해양환경학전공) | 해양과학융합학부(수산바이오공학전공) | 해양과학융합학부(해양생물공학전공) | 해양과학융합학부(해양환경학전공)",해양과학융합학부수산바이오공학전공해양과학융합학부해양생물공학전공해양과학융합학부해양생물공학전공수산바이오공학전공해양과학융합학부해양환경학전공해양과학융합학부수산바이오공학전공해양과학융합학부해양생물공학전공해양과학융합학부해양환경학전공,manual_match_pending,,,,,
OC2024_02925,,ambiguous,low,2,True,"hits=ENG,SOC; evidence=ENG:항공 | SOC:호텔; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,김천대학교,,항공호텔조리학부(항공호텔전공) | 항공호텔조리학부(호텔조리전공),항공호텔조리학부항공호텔전공항공호텔조리학부호텔조리전공,manual_match_pending,,,,,
OC2024_02928,,ambiguous,low,2,True,"hits=ENG,ART; evidence=ENG:인공지능/데이터/정보통신/it/보안 | ART:콘텐츠/미디어; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,나사렛대학교,,IT인공지능학부 | IT인공지능학부(인공지능빅데이터트랙/정보통신보안트랙/멀티미디어콘텐츠트랙),it인공지능학부it인공지능학부인공지능빅데이터트랙정보통신보안트랙멀티미디어콘텐츠트랙,manual_match_pending,,,,,
OC2024_03090,,ambiguous,low,2,True,"hits=ART,SOC; evidence=ART:스포츠 | SOC:국제; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,단국대학교_제2캠퍼스,제2캠퍼스,국제스포츠학과 | 국제스포츠학부 | 국제스포츠학부,국제스포츠학과국제스포츠학부국제스포츠학부,manual_match_pending,,,,,
OC2024_03296,,ambiguous,low,2,True,"hits=NAT,HUM; evidence=NAT:화학 | HUM:영문/언어/문학; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,대구대학교,,글로벌언어문화학부(영어영문학전공) | 글로벌언어문화학부(중국어중국학전공),글로벌언어문화학부영어영문학전공글로벌언어문화학부중국어중국학전공,manual_match_pending,,,,,
OC2024_03298,,ambiguous,low,1,True,hits=EDU; evidence=EDU:교육; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,대구대학교,,글로컬융합학부(평생교육・청소년학전공),글로컬융합학부평생교육청소년학전공,manual_match_pending,,,,,
OC2024_03310,,ambiguous,low,2,True,"hits=ART,SOC; evidence=ART:영상/콘텐츠/미디어 | SOC:광고; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,대구대학교,,미디어커뮤니케이션학부 | 미디어커뮤니케이션학부(광고PR전공) | 미디어커뮤니케이션학부(영상콘텐츠전공),미디어커뮤니케이션학부미디어커뮤니케이션학부광고pr전공미디어커뮤니케이션학부영상콘텐츠전공,manual_match_pending,,,,,
OC2024_03325,,ambiguous,low,2,True,"hits=ART,SOC; evidence=ART:디자인 | SOC:마케팅; ambiguous_token=True",exclude from samples requiring major/context/GOMS until manual approved,대구대학교,,시각디자인융합학부(서비스마케팅디자인전공) | 시각디자인융합학부(시각디자인전공) | 시각디자인융합학부(시각디자인전공),시각디자인융합학부서비스마케팅디자인전공시각디자인융합학부시각디자인전공시각디자인융합학부시각디자인전공,manual_match_pending,,,,,
OC2024_03373,,ambiguous,low,2,True,"hits=MED,SOC; evidence=MED:의학 | SOC:상담; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,대구대학교,,휴먼케어창의학부(실버복지・복지상담학전공) | 휴먼케어창의학부(자산관리・6차산업학전공),휴먼케어창의학부실버복지복지상담학전공휴먼케어창의학부자산관리6차산업학전공,manual_match_pending,,,,,
OC2024_03396,,ambiguous,low,2,True,"hits=ART,SOC; evidence=ART:뷰티 | SOC:비즈니스; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,대구한의대학교,,K-뷰티비즈니스전공 | K-뷰티비즈니스학과,k뷰티비즈니스전공k뷰티비즈니스학과,manual_match_pending,,,,,
OC2024_03415,,ambiguous,low,2,True,"hits=ART,SOC; evidence=ART:미술 | SOC:심리; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,대구한의대학교,,미술심리치료전공 | 미술심리치료학과,미술심리치료전공미술심리치료학과,manual_match_pending,,,,,
OC2024_03535,,ambiguous,low,2,True,"hits=ART,SOC; evidence=ART:예술 | SOC:방송; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,대전대학교,,방송공연예술학과,방송공연예술학과,review_unmatched,,,,,
OC2024_03982,,ambiguous,low,2,True,"hits=NAT,ART; evidence=NAT:동물 | ART:디자인/산업디자인; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,동명대학교,,반려동물산업디자인전공,반려동물산업디자인전공,review_unmatched,,,,,
OC2024_04010,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,동명대학교,,자율운항시스템전공,자율운항시스템전공,review_unmatched,,,,,
OC2024_04023,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,동명대학교,,펫푸드전공,펫푸드전공,review_unmatched,,,,,
OC2024_04464,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,명지대학교,,건축학부 전통건축전공(5년제),건축학부전통건축전공5년제,review_unmatched,,,,,
OC2024_04474,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,명지대학교,,바둑학과,바둑학과,review_unmatched,,,,,
OC2024_04511,,ambiguous,low,1,True,hits=SOC; evidence=SOC:경영; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,명지대학교_제2캠퍼스,제2캠퍼스,미래융합경영학과,미래융합경영학과,review_unmatched,,,,,
OC2024_04522,,ambiguous,low,2,True,"hits=ART,SOC; evidence=ART:스포츠 | SOC:경영; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,명지대학교_제2캠퍼스,제2캠퍼스,스포츠산업경영학과,스포츠산업경영학과,review_unmatched,,,,,
OC2024_04527,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,명지대학교_제2캠퍼스,제2캠퍼스,아랍지역학과,아랍지역학과,review_unmatched,,,,,
OC2024_04533,,ambiguous,low,1,True,hits=ART; evidence=ART:음악/실용음악/예술; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,명지대학교_제2캠퍼스,제2캠퍼스,융합예술실용음악학과,융합예술실용음악학과,review_unmatched,,,,,
OC2024_04538,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,명지대학교_제2캠퍼스,제2캠퍼스,청소년지도학과,청소년지도학과,review_unmatched,,,,,
OC2024_04669,,ambiguous,low,3,True,"hits=MED,SOC,HUM; evidence=MED:보건/의료 | SOC:회계 | HUM:인문; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,배재대학교,,보건의료복지학과 | 보건의료복지학과(인문사회계열),보건의료복지학과보건의료복지학과인문사회계열,manual_match_pending,,,,,
OC2024_04894,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,부산외국어대학교,,G2(영·중)융합학부 | G2융합학과 | G2융합학과,g2영중융합학부g2융합학과g2융합학과,manual_match_pending,,,,,
OC2024_04934,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,부산외국어대학교,,아랍학과 | 아랍전공 | 아랍학과,아랍학과아랍전공아랍학과,manual_match_pending,,,,,
OC2024_04935,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,부산외국어대학교,,아세안학부(미얀마어전공) | 아세안학부(베트남어전공) | 아세안학부(인도네시아・말레이시아전공) | 아세안학부(인도어전공) | 아세안학부(태국어전공),아세안학부미얀마어전공아세안학부베트남어전공아세안학부인도네시아말레이시아전공아세안학부인도어전공아세안학부태국어전공,manual_match_pending,,,,,
OC2024_04936,,ambiguous,low,1,True,hits=ART; evidence=ART:영상/콘텐츠; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,부산외국어대학교,,영상콘텐츠융합전공 | 영상콘텐츠융합학과,영상콘텐츠융합전공영상콘텐츠융합학과,manual_match_pending,,,,,
OC2024_04939,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,부산외국어대학교,,유럽학부(유럽지역통상전공) | 유럽학부(이탈리아어전공) | 유럽학부(프랑스어전공),유럽학부유럽지역통상전공유럽학부이탈리아어전공유럽학부프랑스어전공,manual_match_pending,,,,,
OC2024_04941,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,부산외국어대학교,,유럽지역통상전공 | 유럽지역통상학과,유럽지역통상전공유럽지역통상학과,manual_match_pending,,,,,
OC2024_04946,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,부산외국어대학교,,인도네시아・말레이시아전공 | 인도네시아・말레이시아학과,인도네시아말레이시아전공인도네시아말레이시아학과,manual_match_pending,,,,,
OC2024_04948,,ambiguous,low,4,True,"hits=ENG,ART,SOC,HUM; evidence=ENG:it | ART:콘텐츠 | SOC:비즈니스 | HUM:일문/문화콘텐츠; ambiguous_token=True",exclude from samples requiring major/context/GOMS until manual approved,부산외국어대학교,,일본어융합학부(비즈니스일본어전공) | 일본어융합학부(일본IT전공) | 일본어융합학부(한일문화콘텐츠전공),일본어융합학부비즈니스일본어전공일본어융합학부일본it전공일본어융합학부한일문화콘텐츠전공,manual_match_pending,,,,,
OC2024_04950,,ambiguous,low,1,True,hits=ENG; evidence=ENG:전자/로봇/보안; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,부산외국어대학교,,전자로봇・보안학부(스마트융합보안전공) | 전자로봇・보안학부(전자로봇전공),전자로봇보안학부스마트융합보안전공전자로봇보안학부전자로봇전공,manual_match_pending,,,,,
OC2024_04953,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,부산외국어대학교,,중동학부(아랍전공) | 중동학부(터키어전공),중동학부아랍전공중동학부터키어전공,manual_match_pending,,,,,
OC2024_04967,,ambiguous,low,3,True,"hits=NAT,EDU,HUM; evidence=NAT:화학 | EDU:교육/국어교육 | HUM:언어; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,부산외국어대학교,,한국어문화학부 | 한국어문화학부(한국어교육전공) | 한국어문화학부(한국언어문화전공) | 한국어문화학부(한국어교육전공) | 한국어문화학부(한국언어문화전공),한국어문화학부한국어문화학부한국어교육전공한국어문화학부한국언어문화전공한국어문화학부한국어교육전공한국어문화학부한국언어문화전공,manual_match_pending,,,,,
OC2024_05498,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,서울여자대학교,,개인정보보호전공,개인정보보호전공,review_unmatched,,,,,
OC2024_05724,,ambiguous,low,2,True,"hits=ART,SOC; evidence=ART:미디어 | SOC:경영; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,성공회대학교,,글로벌미디어아트경영전공,글로벌미디어아트경영전공,review_unmatched,,,,,
OC2024_05753,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,성균관대학교,,AI융합운영전공,ai융합운영전공,review_unmatched,,,,,
OC2024_05841,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:공학 | NAT:바이오; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,성신여자대학교,,바이오생명공학과,바이오생명공학과,manual_match_pending,,,,,
OC2024_05851,,ambiguous,low,2,True,"hits=ENG,ART; evidence=ENG:공학 | ART:디자인; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,성신여자대학교,,서비스・디자인공학과,서비스디자인공학과,manual_match_pending,,,,,
OC2024_05854,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,성신여자대학교,,소비자생활문화산업학과,소비자생활문화산업학과,manual_match_pending,,,,,
OC2024_05856,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:데이터사이언스/데이터 | NAT:통계; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,성신여자대학교,,수리통계데이터사이언스학부,수리통계데이터사이언스학부,manual_match_pending,,,,,
OC2024_05865,,ambiguous,low,1,True,hits=ENG; evidence=ENG:공학/보안; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,성신여자대학교,,융합보안공학과,융합보안공학과,manual_match_pending,,,,,
OC2024_05875,,ambiguous,low,1,True,hits=ENG; evidence=ENG:에너지/공학; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,성신여자대학교,,청정융합에너지공학과,청정융합에너지공학과,manual_match_pending,,,,,
OC2024_05882,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:에너지 | NAT:화학; ambiguous_token=True",exclude from samples requiring major/context/GOMS until manual approved,성신여자대학교,,화학・에너지융합학부,화학에너지융합학부,manual_match_pending,,,,,
OC2024_06004,,ambiguous,low,1,True,hits=ENG; evidence=ENG:항공/공학; ambiguous_token=True,exclude from samples requiring major/context/GOMS until manual approved,세종대학교,,우주항공드론공학부(우주항공공학전공) | 우주항공드론공학부(지능형드론융합전공) | 우주항공드론공학부(항공시스템공학전공) | 우주항공드론공학부(우주항공공학전공),우주항공드론공학부우주항공공학전공우주항공드론공학부지능형드론융합전공우주항공드론공학부항공시스템공학전공우주항공드론공학부우주항공공학전공,manual_match_pending,,,,,
OC2024_06371,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,신경주대학교,,문화유산학과 | 문화유산학부,문화유산학과문화유산학부,manual_match_pending,,,,,
OC2024_06754,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,연세대학교,,언더우드학부,언더우드학부,manual_match_pending,,,,,
OC2024_06797,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,East Asian Economy and Business,eastasianeconomyandbusiness,review_unmatched,,,,,
OC2024_06807,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,글로벌엘리트학부,글로벌엘리트학부,review_unmatched,,,,,
OC2024_06812,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,디지털아트전공,디지털아트전공,review_unmatched,,,,,
OC2024_06813,,unknown,unknown,0,True,"no inherited, dictionary, or strict keyword evidence",exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,디지털아트학전공,디지털아트학전공,review_unmatched,,,,,
OC2024_06815,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:공학 | NAT:물리; ambiguous_token=False",exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,물리및공학물리학전공,물리및공학물리학전공,review_unmatched,,,,,
OC2024_06819,,ambiguous,low,2,True,"hits=ENG,NAT; evidence=ENG:공학 | NAT:바이오; ambiguous_token=True",exclude from samples requiring major/context/GOMS until manual approved,연세대학교(미래)_분교,분교|미래,바이오융합공학전공,바이오융합공학전공,review_unmatched,,,,,
