outcome_row_id,headcount_row_id,match_stage,match_method,match_status,match_score,candidate_count,review_needed,unmatched_reason,match_evidence,candidate_headcount_row_ids,candidate_preview,campus_conflict_flag,degree_course_conflict_flag,major_conflict_flag,forbidden_modifier_conflict_flag,headcount_match_flag,school_name_raw,campus_name_raw_x,dept_name_raw,dept_name_std,major_group_7,graduates_n,enrolled_students_n,a_rate_pct,employment_rate_pct,health_employment_rate_pct,progression_rate_pct,graduate_school_progression_rate_pct,row_qa_status,human_match_decision,approved_headcount_row_id,approved_match_method,campus_policy,alias_rule_to_add,reviewer_note
OC2024_00059,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_08883,심리학과,False,False,False,False,False,가천대학교,,심리학과,심리학과,SOC,,,57.09657,90.90909,63.636364,33.333332,33.333332,manual_match_pending,,,,,,
OC2024_00060,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_08990|HC2_2024_08991,약학과 | 약학과(2+4학제),False,False,False,False,False,가천대학교,,약학과 | 약학과(2+4학제),약학과약학과24학제,MED,,,61.48207,96.0,96.0,15.625,12.5,manual_match_pending,,,,,,
OC2024_00063,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_08972|HC2_2024_08995,운동재활학과 | 운동재활학과,True,False,False,False,False,가천대학교,,운동재활학과,운동재활학과,MED,,,64.22567,,,,,manual_match_pending,,,,,,
OC2024_00067,,L7,manual_pending,manual_pending,1.0,3,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_08982|HC2_2024_08983|HC2_2024_08984,음악학부(기악) | 음악학부(성악) | 음악학부(작곡),False,False,False,False,False,가천대학교,,음악학부(기악) | 음악학부(성악) | 음악학부(작곡),음악학부기악음악학부성악음악학부작곡,ART,,,49.917973,79.411766,32.35294,4.7058825,4.7058825,manual_match_pending,,,,,,
OC2024_00071,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_08973,의공학과,False,False,False,False,False,가천대학교,,의공학과,의공학과,ENG,,,59.23267,,,,,manual_match_pending,,,,,,
OC2024_00075,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_08997,의용생체공학과,False,False,False,False,False,가천대학교,,의용생체공학과,의용생체공학과,ENG,,,67.491646,68.29269,63.414635,18.0,18.0,manual_match_pending,,,,,,
OC2024_00077,,L7,manual_pending,manual_pending,1.0,4,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_08924|HC2_2024_08925|HC2_2024_08933|HC2_2024_08937,전자공학과 | 전자공학부(전자공학전공) | 전자공학부(차세대반도체전공) | 전자공학부(시스템반도체전공),False,False,False,False,False,가천대학교,,전자공학과 | 전자공학부(시스템반도체전공) | 전자공학부(전자공학전공) | 전자공학부(차세대반도체전공),전자공학과전자공학부시스템반도체전공전자공학부전자공학전공전자공학부차세대반도체전공,ENG,,,54.421524,65.833336,60.833332,10.144928,10.144928,manual_match_pending,,,,,,
OC2024_00080,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_08978|HC2_2024_08979,체육학부(태권도) | 체육학부(체육),False,False,False,False,False,가천대학교,,체육학부(체육) | 체육학부(태권도),체육학부체육체육학부태권도,ART,,,57.975693,81.69014,53.521126,2.4691358,2.4691358,manual_match_pending,,,,,,
OC2024_00082,,L7,manual_pending,manual_pending,1.0,3,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_08941|HC2_2024_08942|HC2_2024_08943,컴퓨터공학과 | 컴퓨터공학부(컴퓨터공학전공) | 컴퓨터공학부(스마트보안전공),False,False,False,False,False,가천대학교,,컴퓨터공학과 | 컴퓨터공학부(스마트보안전공) | 컴퓨터공학부(컴퓨터공학전공),컴퓨터공학과컴퓨터공학부스마트보안전공컴퓨터공학부컴퓨터공학전공,ENG,,,46.99465,65.06024,60.843372,3.902439,3.902439,manual_match_pending,,,,,,
OC2024_00085,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_08964,패션산업학과,False,False,False,False,False,가천대학교,,패션산업학과,패션산업학과,ART,,,59.808186,,,,,manual_match_pending,,,,,,
OC2024_00092,,L7,manual_pending,manual_pending,1.0,3,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_08930|HC2_2024_08951|HC2_2024_08952,화공생명공학부(배터리공학전공) | 화공생명공학과 | 화공생명공학부(화공생명공학전공),False,False,False,False,False,가천대학교,,화공생명공학과 | 화공생명공학부(배터리공학전공) | 화공생명공학부(화공생명공학전공),화공생명공학과화공생명공학부배터리공학전공화공생명공학부화공생명공학전공,ENG,,,55.403225,59.782608,45.652172,24.590164,24.590164,manual_match_pending,,,,,,
OC2024_00093,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_08931|HC2_2024_08954,화공생명배터리공학부(배터리공학전공) | 화공생명배터리공학부,False,False,False,False,False,가천대학교,,화공생명배터리공학부 | 화공생명배터리공학부(배터리공학전공) | 화공생명배터리공학부,화공생명배터리공학부화공생명배터리공학부배터리공학전공화공생명배터리공학부,ENG,,,28.315947,,,,,manual_match_pending,,,,,,
OC2024_00095,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_10646|HC2_2024_10649,CG디자인전공 | CG디자인학과,False,False,False,False,False,가톨릭관동대학교,,CG디자인전공 | CG디자인학과,cg디자인전공cg디자인학과,ART,,,70.461235,35.897434,23.076923,0.0,0.0,manual_match_pending,,,,,,
OC2024_00107,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_10556|HC2_2024_10557,광고홍보전공 | 광고홍보학과,False,False,False,False,False,가톨릭관동대학교,,광고홍보학과 | 광고홍보전공,광고홍보학과광고홍보전공,SOC,,,61.558147,59.375,56.25,0.0,0.0,manual_match_pending,,,,,,
OC2024_00117,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_10663|HC2_2024_10664,방송연예전공 | 방송연예학과,False,False,False,False,False,가톨릭관동대학교,,방송연예전공 | 방송연예학과,방송연예전공방송연예학과,SOC,,,83.40118,69.23077,30.76923,7.142857,7.142857,manual_match_pending,,,,,,
OC2024_00122,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_10568,산림치유학과,False,False,False,False,False,가톨릭관동대학교,,산림치유학과,산림치유학과,NAT,,,65.11604,84.61539,38.46154,0.0,0.0,manual_match_pending,,,,,,
OC2024_00133,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_10669|HC2_2024_10670,실용음악전공 | 실용음악학과,False,False,False,False,False,가톨릭관동대학교,,실용음악전공 | 실용음악학과,실용음악전공실용음악학과,ART,,,47.728065,58.82353,17.647058,10.0,5.0,manual_match_pending,,,,,,
OC2024_00134,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_10611,안경광학과,False,False,False,False,False,가톨릭관동대학교,,안경광학과,안경광학과,MED,,,45.3447,75.0,71.42857,3.4482758,3.4482758,manual_match_pending,,,,,,
OC2024_00141,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_10631|HC2_2024_10632,의학과 | 의학과(의예과),False,False,False,False,False,가톨릭관동대학교,,의학과 | 의학과 | 의학과(의예과),의학과의학과의학과의예과,MED,,,40.228683,65.90909,59.090908,0.0,0.0,manual_match_pending,,,,,,
OC2024_00150,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_10629,조리외식경영학과,False,False,False,False,False,가톨릭관동대학교,,조리외식경영학과,조리외식경영학과,SOC,,,46.824207,,,,,manual_match_pending,,,,,,
OC2024_00151,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_10628,조리외식경영학전공,False,False,False,False,False,가톨릭관동대학교,,조리외식경영학전공,조리외식경영학전공,SOC,,,37.373737,70.0,66.666664,6.25,6.25,manual_match_pending,,,,,,
OC2024_00152,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_10567,중독재활학과,False,False,False,False,False,가톨릭관동대학교,,중독재활학과,중독재활학과,MED,,,80.90909,90.90909,54.545456,8.333333,8.333333,manual_match_pending,,,,,,
OC2024_00157,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_10566,치매전문재활학과,False,False,False,False,False,가톨릭관동대학교,,치매전문재활학과,치매전문재활학과,MED,,,85.014595,86.36364,72.72727,15.384615,15.384615,manual_match_pending,,,,,,
OC2024_00160,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_10574|HC2_2024_10651,콘텐츠제작전공 | 콘텐츠제작학과,False,False,False,False,False,가톨릭관동대학교,,콘텐츠제작전공 | 콘텐츠제작학과 | 콘텐츠제작학과 | 콘텐츠제작전공,콘텐츠제작전공콘텐츠제작학과콘텐츠제작학과콘텐츠제작전공,ART,,,54.945213,66.666664,50.0,0.0,0.0,manual_match_pending,,,,,,
OC2024_00162,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_10639,통합치유학과,False,False,False,False,False,가톨릭관동대학교,,통합치유학과,통합치유학과,SOC,,,86.4712,,,,,manual_match_pending,,,,,,
OC2024_00164,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_10606|HC2_2024_10620,항공교통물류전공 | 항공교통물류학과,False,False,False,False,False,가톨릭관동대학교,,항공교통물류학과 | 항공교통물류전공,항공교통물류학과항공교통물류전공,ENG,,,58.63138,,,,,manual_match_pending,,,,,,
OC2024_00165,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_10603|HC2_2024_10608,항공운항학과 | 항공운항전공,False,False,False,False,False,가톨릭관동대학교,,항공운항학과 | 항공운항전공,항공운항학과항공운항전공,ENG,,,62.37983,36.363636,36.363636,7.142857,7.142857,manual_match_pending,,,,,,
OC2024_00166,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_10553,항공운항서비스학과,False,False,False,False,False,가톨릭관동대학교,,항공운항서비스학과,항공운항서비스학과,ENG,,,82.30769,77.5,65.0,0.0,0.0,manual_match_pending,,,,,,
OC2024_00176,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_24839|HC2_2024_24840,사회복지학과 | 사회복지학부,False,False,False,False,False,가톨릭꽃동네대학교,,사회복지학과 | 사회복지학부,사회복지학과사회복지학부,SOC,,,72.484566,75.0,75.0,0.0,0.0,manual_match_pending,,,,,,
OC2024_00179,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_24837,사회복지?상담심리학부 상담심리학과,False,False,False,False,False,가톨릭꽃동네대학교,,사회복지・상담심리학부 상담심리학과,사회복지상담심리학부상담심리학과,SOC,,,66.51786,33.333332,33.333332,25.0,25.0,manual_match_pending,,,,,,
OC2024_00180,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_24836,상담심리학과,False,False,False,False,False,가톨릭꽃동네대학교,,상담심리학과,상담심리학과,SOC,,,46.199326,,,,,manual_match_pending,,,,,,
OC2024_00181,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_07205,IT파이낸스학과,False,False,False,False,False,가톨릭대학교,,IT파이낸스학과,it파이낸스학과,ENG,,,36.467236,,,,,manual_match_pending,,,,,,
OC2024_00184,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_07242,공간디자인?소비자학과,False,False,False,False,False,가톨릭대학교,,공간디자인・소비자학과,공간디자인소비자학과,ART,,,40.00278,65.38461,57.692307,0.0,0.0,manual_match_pending,,,,,,
OC2024_00191,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_07223,미디어기술콘텐츠학과,False,False,False,False,False,가톨릭대학교,,미디어기술콘텐츠학과,미디어기술콘텐츠학과,ART,,,41.353382,50.0,42.5,0.0,0.0,manual_match_pending,,,,,,
OC2024_00197,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_07232,생명공학과,False,False,False,False,False,가톨릭대학교,,생명공학과,생명공학과,ENG,,,50.704056,67.5,55.0,32.20339,32.20339,manual_match_pending,,,,,,
OC2024_00201,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_07183,심리학과,False,False,False,False,False,가톨릭대학교,,심리학과,심리학과,SOC,,,37.838486,54.098362,34.42623,27.173914,26.086956,manual_match_pending,,,,,,
OC2024_00210,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+suffix-reduced exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_07174|HC2_2024_07175,일어일본문화전공 | 일어일본문화학과,False,False,False,False,False,가톨릭대학교,,일어일본문화학과,일어일본문화학과,NAT,,,38.879383,65.625,50.0,3.030303,3.030303,manual_match_pending,,,,,,
OC2024_00217,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_07179,프랑스어문화학과,False,False,False,False,False,가톨릭대학교,,프랑스어문화학과,프랑스어문화학과,NAT,,,35.261707,58.333332,41.666668,0.0,0.0,manual_match_pending,,,,,,
OC2024_00234,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_07352,글로벌문화학부,False,False,False,False,False,강남대학교,,글로벌문화학부,글로벌문화학부,NAT,,,45.646233,,,,,manual_match_pending,,,,,,
OC2024_00239,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_07379,부동산건설학부,False,False,False,False,False,강남대학교,,부동산건설학부,부동산건설학부,SOC,,,44.351887,64.81481,53.703705,4.032258,4.032258,manual_match_pending,,,,,,
OC2024_00257,,L8,unmatched,unmatched,,29,True,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,HC2_2024_11270|HC2_2024_11271|HC2_2024_11272|HC2_2024_11273|HC2_2024_11274|HC2_2024_11275|HC2_2024_11276|HC2_2024_11277|HC2_2024_11278|HC2_2024_11279,외국어학부(중국어전공) | 외국어학부(영어전공) | G2국제어학과 | 상담심리학과 | 아동복지상담심리학부(상담심리학전공),False,False,False,False,False,강서대학교,,AI기반경영학과,ai기반경영학과,SOC,,,33.794014,,,,,review_unmatched,,,,,,
OC2024_00260,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_11278|HC2_2024_11280,경영학과 | 경영학부(경영학전공),False,False,False,False,False,강서대학교,,경영학과 | 경영학부(경영학전공) | 경영학과,경영학과경영학부경영학전공경영학과,SOC,,,10.0,80.0,70.0,0.0,0.0,manual_match_pending,,,,,,
OC2024_00262,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_11285|HC2_2024_11286,사회복지학과 | 사회복지학부,False,False,False,False,False,강서대학교,,사회복지학과 | 사회복지학부,사회복지학과사회복지학부,SOC,,,34.229004,64.15094,54.71698,3.6363637,3.6363637,manual_match_pending,,,,,,
OC2024_00263,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_11273,상담심리학과,False,False,False,False,False,강서대학교,,상담심리학과,상담심리학과,SOC,,,41.123295,54.83871,41.935482,16.216217,13.513514,manual_match_pending,,,,,,
OC2024_00264,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_11291|HC2_2024_11292,식품영양학과 | 식품영양학부(식품영양학전공),False,False,False,False,False,강서대학교,,식품영양학과 | 식품영양학부(식품영양학전공) | 식품영양학과,식품영양학과식품영양학부식품영양학전공식품영양학과,NAT,,,39.052425,62.5,56.25,5.882353,0.0,manual_match_pending,,,,,,
OC2024_00270,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_00412|HC2_2024_00523,간호학과 | 간호학과,True,False,False,False,False,강원대학교,,간호학과,간호학과,MED,,,50.729496,73.52941,67.64706,0.0,0.0,manual_match_pending,,,,,,
OC2024_00271,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_00259|HC2_2024_00451,건축학과(5) | 건축학과(5),True,False,False,False,False,강원대학교,,건축학과(5),건축학과5,ENG,,,34.404297,58.333332,58.333332,7.6923075,7.6923075,manual_match_pending,,,,,,
OC2024_00273,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_00256|HC2_2024_00447,건축공학전공 | 건축공학전공,True,False,False,False,False,강원대학교,,건축공학전공,건축공학전공,ENG,,,34.305187,50.0,50.0,4.0,4.0,manual_match_pending,,,,,,
OC2024_00274,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_00260|HC2_2024_00453,건축학전공(5년제) | 건축학전공(5년제),True,False,False,False,False,강원대학교,,건축학전공(5년제),건축학전공5년제,ENG,,,18.727598,52.63158,52.63158,9.090909,4.5454545,manual_match_pending,,,,,,
OC2024_00286,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_00233,글로벌미디어커뮤니케이션전공,False,False,False,False,False,강원대학교,,글로벌미디어커뮤니케이션전공,글로벌미디어커뮤니케이션전공,ART,,,68.625275,,,,,manual_match_pending,,,,,,
OC2024_00287,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_00215|HC2_2024_00216,글로벌비즈니스전공 | 글로벌비즈니스학과,False,False,False,False,False,강원대학교,,글로벌비즈니스학과 | 글로벌비즈니스전공 | 글로벌비즈니스전공,글로벌비즈니스학과글로벌비즈니스전공글로벌비즈니스전공,SOC,,,45.42494,100.0,100.0,0.0,0.0,manual_match_pending,,,,,,
OC2024_00290,,L7,manual_pending,manual_pending,1.0,2,True,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",HC2_2024_00273|HC2_2024_00274,기계의용?메카트로닉스공학부 | 기계의용?메카트로닉스공학과,False,False,False,False,False,강원대학교,,기계의용・메카트로닉스공학과 | 기계의용・메카트로닉스공학부,기계의용메카트로닉스공학과기계의용메카트로닉스공학부,ENG,,,25.035461,,,,,manual_match_pending,,,,,,
OC2024_00295,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_00366,농업자원경제학과,False,False,False,False,False,강원대학교,,농업자원경제학과,농업자원경제학과,SOC,,,0.0,44.444443,44.444443,0.0,0.0,manual_match_pending,,,,,,
OC2024_00306,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_00309,목재과학전공,False,False,False,False,False,강원대학교,,목재과학전공,목재과학전공,NAT,,,25.961538,,,,,manual_match_pending,,,,,,
OC2024_00311,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_00232,미디어커뮤니케이션학과,False,False,False,False,False,강원대학교,,미디어커뮤니케이션학과,미디어커뮤니케이션학과,ART,,,44.042816,,,,,manual_match_pending,,,,,,
OC2024_00342,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_00388,생태조경디자인학과,False,False,False,False,False,강원대학교,,생태조경디자인학과,생태조경디자인학과,ART,,,38.54987,44.444443,44.444443,5.263158,5.263158,manual_match_pending,,,,,,
OC2024_00346,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_00364,수의학과,False,False,False,False,False,강원대학교,,수의학과,수의학과,MED,,,27.789097,96.666664,93.333336,11.428572,11.428572,manual_match_pending,,,,,,
OC2024_00347,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_00363,수의예과,False,False,False,False,False,강원대학교,,수의예과,수의예과,MED,,,23.571428,,,,,manual_match_pending,,,,,,
OC2024_00355,,L7,manual_pending,manual_pending,1.0,1,True,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,HC2_2024_00361,식물의학전공,False,False,False,False,False,강원대학교,,식물의학전공,식물의학전공,MED,,,18.79845,,,,,manual_match_pending,,,,,,
