outcome_row_id,school_name_raw,campus_name_raw_x,dept_name_raw,major_group_7,graduates_n,enrolled_students_n,a_rate_pct,cd_rate_pct,f_rate_pct,employment_rate_pct,health_employment_rate_pct,progression_rate_pct,graduate_school_progression_rate_pct,human_outlier_decision,denominator_policy,winsorize_or_weight_policy,reviewer_note
OC2024_01960,국립강릉원주대학교(폐교),,수학과,NAT,7,0,68.75,12.5,0.0,,,,,,,,
OC2024_01973,국립강릉원주대학교(폐교),,전자공학과,ENG,78,0,86.8421,2.631579,0.0,,,,,,,,
OC2024_01974,국립강릉원주대학교(폐교),,정보통계학과,NAT,7,0,0.0,100.0,0.0,,,,,,,,
OC2024_01986,국립강릉원주대학교(폐교),,해양분자생명과학과,NAT,20,0,34.310852,42.08211,0.0,,,,,,,,
OC2024_02082,국립공주대학교,,경영・금융교육과,EDU,0,18,29.166666,31.944445,0.0,,,,,,,,
OC2024_02083,국립공주대학교,,경제통상학부,SOC,0,68,0.0,65.625,21.875,,,,,,,,
OC2024_02087,국립공주대학교,,관광&영어통역융복합학과,SOC,2,201,42.058983,17.96175,1.0205768,50.0,0.0,0.0,0.0,,,,
OC2024_02117,국립공주대학교,,물리학과,NAT,19,6,70.0,5.0,0.0,43.75,37.5,15.789474,15.789474,,,,
OC2024_02148,국립공주대학교,,식품영양학전공,NAT,21,16,20.03728,15.00466,0.0,61.11111,61.11111,14.285714,14.285714,,,,
OC2024_02155,국립공주대학교,,외식상품학과,SOC,0,74,35.681614,20.461836,0.0,,,,,,,,
OC2024_02176,국립공주대학교,,주얼리디자인전공,ART,8,3,36.363636,25.378788,0.0,50.0,50.0,0.0,0.0,,,,
OC2024_02179,국립공주대학교,,지능형모빌리티공학과,ENG,0,72,71.23471,6.906218,0.0,,,,,,,,
OC2024_02205,국립군산대학교,,IT정보제어공학부(정보제어공학전공),ENG,2,0,0.0,50.0,0.0,66.666664,66.666664,0.0,0.0,,,,
OC2024_02206,국립군산대학교,,간호학부,MED,0,214,48.499477,23.196451,1.1004575,67.24138,62.068966,0.0,0.0,,,,
OC2024_02209,국립군산대학교,,공간디자인융합기술학부(공간디자인융합기술학전공) | 공간디자인융합기술학부 | 공간디자인융합기술학부,ENG,0,130,24.593557,32.707054,4.853199,70.588234,58.82353,0.0,0.0,,,,
OC2024_02211,국립군산대학교,,국제물류학과,SOC,2,130,27.915604,32.905502,3.1366963,0.0,0.0,0.0,0.0,,,,
OC2024_02216,국립군산대학교,,물리학과,NAT,6,0,57.142857,15.0,0.0,0.0,0.0,33.333332,33.333332,,,,
OC2024_02217,국립군산대학교,,미디어문화학부(미디어문화전공) | 미디어문화학부 | 미디어문화학부,HUM,0,137,33.83587,29.684216,2.895552,43.47826,39.130436,0.0,0.0,,,,
OC2024_02219,국립군산대학교,,법학과,SOC,25,0,54.76923,27.538462,0.0,32.0,28.0,0.0,0.0,,,,
OC2024_02237,국립군산대학교,,의류학부(의류학전공) | 의류학부 | 의류학부,NAT,0,126,29.998713,29.608852,2.1538858,62.5,43.75,0.0,0.0,,,,
OC2024_02252,국립군산대학교,,컴퓨터정보공학과,ENG,1,0,37.86346,23.824533,3.9925234,100.0,100.0,0.0,0.0,,,,
OC2024_02253,국립군산대학교,,컴퓨터정보통신공학부(정보통신공학전공),ENG,0,0,60.0,9.6875,0.0,62.5,62.5,0.0,0.0,,,,
OC2024_02258,국립군산대학교,,해양생명응용과학부(해양생물공학전공),NAT,17,0,51.121796,22.596153,0.0,22.222221,22.222221,10.0,10.0,,,,
OC2024_02262,국립군산대학교,,화학과,NAT,19,0,65.72836,12.702322,0.0,88.888885,77.77778,47.36842,42.105263,,,,
OC2024_02275,국립금오공과대학교,,기계시스템공학부 스마트모빌리티전공,ENG,0,62,0.0,0.0,100.0,,,,,,,,
OC2024_02282,국립금오공과대학교,,인공지능공학과,ENG,0,91,0.0,33.333332,33.333332,,,,,,,,
OC2024_02295,국립금오공과대학교,,환경공학전공,NAT,1,0,28.850126,29.136604,2.1871374,0.0,0.0,0.0,0.0,,,,
OC2024_02310,국립목포대학교,,독일언어문화학과,HUM,8,6,41.666668,16.666666,0.0,50.0,37.5,0.0,0.0,,,,
OC2024_02320,국립목포대학교,,소프트웨어학과,ENG,4,12,55.714287,0.0,0.0,50.0,25.0,0.0,0.0,,,,
OC2024_02329,국립목포대학교,,에너지화학공학과,ENG,0,17,66.666664,33.333332,0.0,,,,,,,,
OC2024_02336,국립목포대학교,,인공지능공학과,ENG,0,20,40.0,15.0,0.0,,,,,,,,
OC2024_02338,국립목포대학교,,전기공학과,ENG,1,71,25.0,25.0,0.0,100.0,100.0,0.0,0.0,,,,
OC2024_02351,국립목포대학교,,첨단재료공학과,ENG,5,59,41.03215,10.631698,0.0,100.0,100.0,40.0,40.0,,,,
OC2024_02354,국립목포대학교,,토목공학과,ENG,5,124,40.910934,11.439585,0.0,60.0,60.0,0.0,0.0,,,,
OC2024_02372,국립목포해양대학교,,해양스포츠・레저융합학과,ART,0,21,0.0,0.0,50.0,,,,,,,,
OC2024_02393,국립부경대학교,,국제통상학부,SOC,0,118,0.0,0.0,40.0,,,,,,,,
OC2024_02399,국립부경대학교,,기계IT융합시스템공학전공,ENG,18,10,78.333336,0.0,0.0,88.888885,88.888885,0.0,0.0,,,,
OC2024_02409,국립부경대학교,,데이터정보과학부,NAT,0,52,0.0,33.333332,33.333332,,,,,,,,
OC2024_02411,국립부경대학교,,디지털금융학과,SOC,0,21,47.420635,19.940475,0.0,,,,,,,,
OC2024_02416,국립부경대학교,,빅데이터융합전공,SOC,0,33,82.51689,0.625,0.0,,,,,,,,
OC2024_02418,국립부경대학교,,사회복지융합전공,SOC,7,10,64.28571,7.142857,0.0,71.42857,57.142857,0.0,0.0,,,,
OC2024_02424,국립부경대학교,,수산생명과학부,NAT,0,96,13.888889,0.0,33.333332,,,,,,,,
OC2024_02426,국립부경대학교,,수해양산업교육과,EDU,0,25,0.0,0.0,100.0,,,,,,,,
OC2024_02427,국립부경대학교,,수해양산업교육과 기관공학전공,EDU,1,3,44.95614,14.692983,15.789474,100.0,100.0,0.0,0.0,,,,
OC2024_02428,국립부경대학교,,수해양산업교육과 냉동공학전공,EDU,2,7,59.375,19.791666,0.0,100.0,100.0,0.0,0.0,,,,
OC2024_02429,국립부경대학교,,수해양산업교육과 식품공학전공,EDU,3,9,64.07625,7.9667645,0.0,100.0,100.0,0.0,0.0,,,,
OC2024_02430,국립부경대학교,,수해양산업교육과 양식공학전공,EDU,1,6,62.97619,12.5,0.0,100.0,100.0,0.0,0.0,,,,
OC2024_02431,국립부경대학교,,수해양산업교육과 어업공학전공,EDU,0,9,73.19711,7.8125,0.0,,,,,,,,
OC2024_02432,국립부경대학교,,수해양산업교육과 항해공학전공,EDU,3,3,67.5,6.6666665,0.0,66.666664,66.666664,0.0,0.0,,,,
OC2024_02435,국립부경대학교,,스마트전기전자공학전공,ENG,0,160,41.522987,20.258621,0.0,,,,,,,,
OC2024_02444,국립부경대학교,,에너지수송시스템공학부,ENG,0,150,0.0,100.0,0.0,,,,,,,,
OC2024_02450,국립부경대학교,,융합소재공학부,ENG,0,164,60.0,0.0,20.0,,,,,,,,
OC2024_02451,국립부경대학교,,융합인재개발학부,SOC,0,81,0.0,0.0,0.0,,,,,,,,
OC2024_02469,국립부경대학교,,지능형로봇융합전공,ENG,0,2,26.515152,21.969696,0.0,,,,,,,,
OC2024_02470,국립부경대학교,,차세대반도체공학전공,ENG,0,0,75.96405,8.80719,0.0,,,,,,,,
OC2024_02499,국립순천대학교,,경제회계학부,SOC,0,8,0.0,0.0,100.0,,,,,,,,
OC2024_02502,국립순천대학교,,국제한국어교육학과,HUM,0,32,83.42246,4.5454545,0.0,,,,,,,,
OC2024_02508,국립순천대학교,,동물생명산업학과,NAT,5,19,95.0,0.0,0.0,80.0,0.0,0.0,0.0,,,,
OC2024_02524,국립순천대학교,,생물환경학과,NAT,15,12,0.0,0.0,0.0,78.57143,78.57143,6.6666665,6.6666665,,,,
OC2024_02534,국립순천대학교,,웰빙자원학과,NAT,10,12,30.952381,23.809525,0.0,40.0,40.0,0.0,0.0,,,,
OC2024_02540,국립순천대학교,,자유전공학부(인문사회・자연),HUM,0,39,0.0,100.0,0.0,,,,,,,,
OC2024_02548,국립순천대학교,,첨단부품소재공학과,ENG,0,33,52.35405,13.112053,0.0,,,,,,,,
OC2024_02549,국립순천대학교,,첨단신소재공학과,ENG,0,107,50.0,37.5,0.0,,,,,,,,
OC2024_02556,국립순천대학교,,화학과,NAT,0,47,37.5,25.0,0.0,,,,,,,,
OC2024_02572,국립창원대학교,,기계공학부 스마트제조융합전공,ENG,0,126,33.333332,41.666668,0.0,,,,,,,,
OC2024_02618,국립한국교통대학교,,AI로봇공학과,ENG,10,15,55.929485,5.929487,0.0,57.142857,57.142857,30.0,30.0,,,,
OC2024_02633,국립한국교통대학교,,데이터사이언스전공,ENG,2,109,35.712475,27.870182,0.36257607,0.0,0.0,0.0,0.0,,,,
OC2024_02637,국립한국교통대학교,,바이오메디컬융합학과,MED,10,19,63.519444,3.788634,0.84745765,80.0,80.0,0.0,0.0,,,,
OC2024_02640,국립한국교통대학교,,사회복지학과,SOC,0,27,28.703703,32.407406,0.0,,,,,,,,
OC2024_02650,국립한국교통대학교,,스포츠의학전공,ART,0,90,50.011257,15.381239,0.0,,,,,,,,
OC2024_02679,국립한국교통대학교,,철도차량시스템공학과,ENG,0,35,29.050144,31.340405,0.0,,,,,,,,
OC2024_02690,국립한국교통대학교,,행정정보융합학과,SOC,0,29,33.307693,26.76923,0.0,,,,,,,,
OC2024_02693,국립한국교통대학교,,화공생물공학과,ENG,0,60,21.153847,0.0,36.53846,,,,,,,,
OC2024_02711,국립한국해양대학교,,해사법정학부(해양행정학전공),SOC,0,86,56.753708,15.707608,0.0,,,,,,,,
OC2024_02738,국립한밭대학교,,생활디자인학과,ART,0,56,75.0,0.0,0.0,,,,,,,,
OC2024_02740,국립한밭대학교,,스마트제조응용공학과,ENG,20,9,50.0,25.0,0.0,100.0,100.0,0.0,0.0,,,,
OC2024_02768,국민대학교,,KMU International Business school,SOC,0,133,60.0,0.0,40.0,,,,,,,,
OC2024_02781,국민대학교,,국사학과,HUM,1,2,0.0,100.0,0.0,100.0,100.0,0.0,0.0,,,,
OC2024_02798,국민대학교,,미래모빌리티학과,ENG,0,95,10.0,0.0,66.666664,,,,,,,,
OC2024_02802,국민대학교,,빅데이터경영통계전공,SOC,2,3,21.428572,40.47619,0.0,100.0,100.0,0.0,0.0,,,,
OC2024_02808,국민대학교,,수학과,NAT,2,1,0.0,100.0,0.0,100.0,50.0,0.0,0.0,,,,
OC2024_02815,국민대학교,,신소재공학전공,ENG,8,3,15.0,15.0,5.0,50.0,37.5,0.0,0.0,,,,
OC2024_02823,국민대학교,,융합전자공학전공,ENG,6,14,59.32927,7.378049,0.0,66.666664,66.666664,0.0,0.0,,,,
OC2024_02828,국민대학교,,일본학전공,HUM,8,2,100.0,0.0,0.0,75.0,62.5,0.0,0.0,,,,
OC2024_02841,국민대학교,,중국학부,HUM,0,13,33.333332,33.333332,0.0,,,,,,,,
OC2024_02846,국민대학교,,컴퓨터공학전공,ENG,2,4,8.333333,50.0,0.0,50.0,50.0,0.0,0.0,,,,
OC2024_02848,국민대학교,,한국어문학부,HUM,0,10,33.333332,16.666666,0.0,,,,,,,,
OC2024_02851,국민대학교,,행정학전공,SOC,33,20,27.57353,60.47794,0.0,75.757576,66.666664,0.0,0.0,,,,
OC2024_02854,극동대학교,,AI컴퓨터공학과,ENG,21,0,37.347942,13.193939,0.45841715,65.0,60.0,0.0,0.0,,,,
OC2024_02855,극동대학교,,AI컴퓨터공학전공,ENG,0,97,61.11111,2.7777777,0.0,,,,,,,,
OC2024_02857,극동대학교,,경영학과,SOC,0,11,63.636364,10.606061,0.0,,,,,,,,
OC2024_02858,극동대학교,,경찰행정학전공,SOC,0,6,100.0,0.0,0.0,,,,,,,,
OC2024_02859,극동대학교,,과학기술학부,NAT,0,47,36.842106,31.578947,0.0,,,,,,,,
OC2024_02861,극동대학교,,글로벌경영학과,SOC,8,10,100.0,0.0,0.0,62.5,50.0,0.0,0.0,,,,
OC2024_02864,극동대학교,,금융자산관리학과,SOC,4,4,91.666664,0.0,0.0,50.0,0.0,0.0,0.0,,,,
OC2024_02871,극동대학교,,사회복지학과,SOC,33,0,50.699978,15.047289,1.9721118,54.83871,41.935482,0.0,0.0,,,,
OC2024_02881,극동대학교,,중등특수교육전공,EDU,13,17,62.67275,4.8369265,0.0,58.333332,58.333332,0.0,0.0,,,,
OC2024_02883,극동대학교,,항공학부,ENG,0,10,50.0,0.0,0.0,,,,,,,,
OC2024_02884,극동대학교,,항공모빌리티학과,ENG,0,3,77.77778,11.111111,0.0,,,,,,,,
OC2024_02885,극동대학교,,항공안전관리학과,ENG,0,0,67.85445,4.4117646,0.0,,,,,,,,
OC2024_02889,극동대학교,,해킹보안학과,ENG,26,0,40.90388,13.649907,2.1200402,73.07692,65.38461,0.0,0.0,,,,
OC2024_02892,극동대학교,,호텔경영학과,SOC,0,161,28.55392,37.622547,0.0,,,,,,,,
OC2024_02894,금강대학교,,IT경영학전공,SOC,9,9,65.27778,5.5555553,0.0,55.555557,33.333332,0.0,0.0,,,,
OC2024_02895,금강대학교,,경영학전공,SOC,10,18,46.52027,12.905405,0.0,33.333332,22.222221,0.0,0.0,,,,
OC2024_02896,금강대학교,,국제통상통역학과,SOC,0,1,50.0,50.0,0.0,,,,,,,,
OC2024_02897,금강대학교,,"글로벌지역통상학(미국,중국,일본)전공",SOC,6,5,58.75,0.0,0.0,60.0,60.0,16.666666,16.666666,,,,
OC2024_02898,금강대학교,,불교학전공,HUM,3,11,43.690475,16.25,2.0833333,,,0.0,0.0,,,,
OC2024_02899,금강대학교,,사회복지학전공,SOC,13,12,77.872986,4.737903,0.0,50.0,41.666668,7.6923075,7.6923075,,,,
OC2024_02903,김천대학교,,IT융복합공학과,ENG,19,20,69.65812,12.393163,0.0,28.571428,28.571428,0.0,0.0,,,,
OC2024_02917,김천대학교,,식품외식산업학과,NAT,6,3,0.0,0.0,0.0,100.0,100.0,0.0,0.0,,,,
OC2024_02924,김천대학교,,항공비즈니스학과,SOC,23,5,0.0,50.0,0.0,100.0,100.0,0.0,0.0,,,,
OC2024_02936,나사렛대학교,,글로벌비서경영학과,SOC,5,2,0.0,100.0,0.0,100.0,100.0,0.0,0.0,,,,
OC2024_02938,나사렛대학교,,금융부동산학과,SOC,0,51,37.5,25.892857,0.0,,,,,,,,
OC2024_02952,나사렛대학교,,심리재활학전공,MED,25,11,54.558403,11.538462,0.0,56.52174,43.47826,8.0,8.0,,,,
OC2024_02960,나사렛대학교,,음악목회학전공,ART,2,2,100.0,0.0,0.0,,,0.0,0.0,,,,
OC2024_02971,나사렛대학교,,정보통신학과,ENG,7,1,0.0,60.0,20.0,100.0,85.71429,0.0,0.0,,,,
OC2024_02989,남부대학교,,유아특수교육과,EDU,3,10,65.97222,16.666666,0.0,66.666664,66.666664,0.0,0.0,,,,
OC2024_03038,단국대학교,,SW융합학부,ENG,3,16,38.360325,20.394737,0.96153843,,,0.0,0.0,,,,
OC2024_03048,단국대학교,,국제자유전공학부 영상연기&제작전공,ART,10,3,100.0,0.0,0.0,,,0.0,0.0,,,,
OC2024_03051,단국대학교,,기악과,ART,12,5,25.0,0.0,25.0,72.72727,18.181818,0.0,0.0,,,,
OC2024_03064,단국대학교,,성악과,ART,11,1,0.0,0.0,100.0,75.0,25.0,9.090909,9.090909,,,,
OC2024_03082,단국대학교,,파이버시스템공학과,ENG,10,5,100.0,0.0,0.0,33.333332,33.333332,10.0,10.0,,,,
OC2024_03094,단국대학교_제2캠퍼스,제2캠퍼스,뉴뮤직학부 재즈퍼포먼스전공,ART,0,29,0.0,33.333332,0.0,,,,,,,,
OC2024_03095,단국대학교_제2캠퍼스,제2캠퍼스,독일어과,HUM,11,4,33.333332,50.0,0.0,72.72727,63.636364,0.0,0.0,,,,
OC2024_03096,단국대학교_제2캠퍼스,제2캠퍼스,동물자원학과,NAT,9,3,0.0,100.0,0.0,87.5,87.5,11.111111,11.111111,,,,
OC2024_03104,단국대학교_제2캠퍼스,제2캠퍼스,산업공학과,ENG,16,6,13.636364,81.818184,0.0,40.0,40.0,6.25,6.25,,,,
OC2024_03107,단국대학교_제2캠퍼스,제2캠퍼스,생활음악과,ART,3,3,0.0,50.0,0.0,100.0,0.0,0.0,0.0,,,,
OC2024_03124,단국대학교_제2캠퍼스,제2캠퍼스,의생명과학부 미생물학전공,NAT,0,50,0.0,40.0,40.0,,,,,,,,
OC2024_03127,단국대학교_제2캠퍼스,제2캠퍼스,의예과,MED,0,81,0.0,0.0,100.0,,,,,,,,
OC2024_03130,단국대학교_제2캠퍼스,제2캠퍼스,중국어과,HUM,32,11,0.0,100.0,0.0,59.375,46.875,0.0,0.0,,,,
OC2024_03134,단국대학교_제2캠퍼스,제2캠퍼스,코스메디컬소재학과,NAT,0,22,28.88889,29.583334,0.0,,,,,,,,
OC2024_03137,단국대학교_제2캠퍼스,제2캠퍼스,환경원예학과,NAT,9,9,0.0,0.0,0.0,44.444443,44.444443,0.0,0.0,,,,
OC2024_03141,대구가톨릭대학교,,IT경영전공,SOC,8,11,38.095238,7.142857,0.0,50.0,50.0,0.0,0.0,,,,
OC2024_03142,대구가톨릭대학교,,IT운영관리전공,ENG,0,5,25.668896,17.474916,0.0,,,,,,,,
OC2024_03143,대구가톨릭대학교,,가족상담복지학과,SOC,15,8,100.0,0.0,0.0,71.42857,71.42857,6.6666665,6.6666665,,,,
OC2024_03145,대구가톨릭대학교,,건강식품관리전공,NAT,0,0,100.0,0.0,0.0,,,,,,,,
OC2024_03159,대구가톨릭대학교,,국어국문학전공,HUM,5,8,66.666664,33.333332,0.0,40.0,40.0,0.0,0.0,,,,
OC2024_03171,대구가톨릭대학교,,러시아중앙아시아학과,HUM,0,8,67.79449,5.0125313,0.0,,,,,,,,
OC2024_03175,대구가톨릭대학교,,무용학과,ART,12,14,91.04409,2.8781383,0.0,70.0,20.0,8.333333,8.333333,,,,
OC2024_03178,대구가톨릭대학교,,미디어영상광고홍보학부,SOC,0,6,0.0,0.0,0.0,,,,,,,,
OC2024_03181,대구가톨릭대학교,,미래자동차부품전공,ENG,0,0,78.125,3.125,0.0,,,,,,,,
OC2024_03182,대구가톨릭대학교,,바이오메디대학,NAT,0,244,0.0,25.0,75.0,,,,,,,,
OC2024_03201,대구가톨릭대학교,,생명화학전공,NAT,11,14,100.0,0.0,0.0,40.0,30.0,9.090909,9.090909,,,,
OC2024_03212,대구가톨릭대학교,,신학부,HUM,0,16,0.0,83.333336,0.0,,,,,,,,
OC2024_03223,대구가톨릭대학교,,에너지부품소재전공,ENG,0,0,90.0,0.0,0.0,,,,,,,,
OC2024_03230,대구가톨릭대학교,,원예학과,NAT,17,18,24.208145,33.031673,0.0,31.25,31.25,0.0,0.0,,,,
OC2024_03232,대구가톨릭대학교,,원예치료전공,NAT,0,0,77.03349,1.754386,0.0,,,,,,,,
OC2024_03235,대구가톨릭대학교,,응용화학전공,NAT,5,13,71.79487,4.1666665,8.333333,0.0,0.0,80.0,80.0,,,,
OC2024_03239,대구가톨릭대학교,,의예과,MED,0,99,37.5,0.0,50.0,,,,,,,,
OC2024_03240,대구가톨릭대학교,,인터내셔널학부,SOC,0,5,32.0,32.0,0.0,,,,,,,,
OC2024_03252,대구가톨릭대학교,,첨단산업학부,ENG,0,15,25.0,0.0,0.0,,,,,,,,
OC2024_03258,대구가톨릭대학교,,한국어교육전공,EDU,4,7,50.0,50.0,0.0,0.0,0.0,0.0,0.0,,,,
OC2024_03259,대구가톨릭대학교,,한국어다문화전공,HUM,0,0,90.03268,0.0,0.0,,,,,,,,
OC2024_03260,대구가톨릭대학교,,한국어문학과,HUM,7,16,89.021164,0.0,0.0,42.857143,42.857143,0.0,0.0,,,,
OC2024_03282,대구대학교,,6차산업학과,NAT,11,3,25.0,0.0,0.0,45.454544,27.272728,0.0,0.0,,,,
OC2024_03288,대구대학교,,게임학과,ENG,0,0,0.0,66.666664,0.0,,,,,,,,
OC2024_03297,대구대학교,,글로컬라이프대학,SOC,0,55,65.0,0.0,10.0,,,,,,,,
OC2024_03302,대구대학교,,도시・지역계획학과,SOC,7,2,35.0,0.0,0.0,71.42857,57.142857,0.0,0.0,,,,
OC2024_03314,대구대학교,,뷰티스타일학과,ART,0,38,53.333332,10.0,0.0,,,,,,,,
OC2024_03345,대구대학교,,자유전공학부,HUM,0,247,0.0,0.0,0.0,,,,,,,,
OC2024_03363,대구대학교,,패션디자인학과,ART,1,216,51.050835,9.226453,2.8939261,,,0.0,0.0,,,,
OC2024_03374,대구예술대학교,,건축실내디자인전공,ART,10,14,78.57143,0.0,0.0,33.333332,22.222221,0.0,0.0,,,,
OC2024_03380,대구예술대학교,,교회실용음악전공,ART,4,3,100.0,0.0,0.0,75.0,75.0,0.0,0.0,,,,
OC2024_03381,대구예술대학교,,디지털융합디자인전공,ART,6,14,56.52174,2.173913,4.347826,20.0,20.0,0.0,0.0,,,,
OC2024_03383,대구예술대학교,,사진영상미디어전공,ART,3,7,100.0,0.0,0.0,100.0,100.0,0.0,0.0,,,,
OC2024_03384,대구예술대학교,,서양화전공,ART,3,3,100.0,0.0,0.0,33.333332,33.333332,0.0,0.0,,,,
OC2024_03386,대구예술대학교,,실용무용전공,ART,10,4,70.0,0.0,0.0,88.888885,33.333332,0.0,0.0,,,,
OC2024_03389,대구예술대학교,,애니웹툰학부,ART,0,23,66.666664,0.0,0.0,,,,,,,,
OC2024_03392,대구예술대학교,,패션코스메틱디자인전공,ART,3,10,69.95536,1.4285715,0.0,100.0,100.0,0.0,0.0,,,,
OC2024_03393,대구예술대학교,,회화작가전공,ART,0,2,95.0,0.0,0.0,,,,,,,,
OC2024_03395,대구한의대학교,,IoT소프트웨어전공,ENG,0,6,70.833336,0.0,0.0,,,,,,,,
OC2024_03398,대구한의대학교,,건축학전공,ENG,29,15,25.0,22.222221,11.111111,81.48148,81.48148,0.0,0.0,,,,
OC2024_03399,대구한의대학교,,경영학과,SOC,0,11,95.16129,0.0,0.0,,,,,,,,
OC2024_03404,대구한의대학교,,글로벌인재학부,SOC,0,166,0.0,12.5,62.5,,,,,,,,
OC2024_03408,대구한의대학교,,노인재활치료학과,MED,0,31,66.44814,1.4285715,0.0,,,,,,,,
OC2024_03412,대구한의대학교,,물류통상전공,SOC,0,30,89.42029,2.173913,0.0,,,,,,,,
OC2024_03426,대구한의대학교,,뷰티케어산업학과,ART,50,10,12.5,37.5,0.0,66.666664,48.88889,0.0,0.0,,,,
OC2024_03430,대구한의대학교,,산업디자인공학과,ENG,0,2,50.0,0.0,0.0,,,,,,,,
OC2024_03431,대구한의대학교,,산업디자인공학전공,ENG,20,14,44.017094,0.0,9.40171,50.0,50.0,0.0,0.0,,,,
OC2024_03432,대구한의대학교,,산업안전보건전공,MED,37,12,33.333332,0.0,0.0,55.882355,55.882355,8.1081085,8.1081085,,,,
OC2024_03436,대구한의대학교,,세무금융전공,SOC,19,14,90.625,0.0,0.0,47.36842,47.36842,0.0,0.0,,,,
OC2024_03439,대구한의대학교,,소프트웨어학과,ENG,0,0,100.0,0.0,0.0,,,,,,,,
OC2024_03442,대구한의대학교,,스마트시티건축학전공,ENG,0,33,49.688637,3.2693305,0.0,,,,,,,,
OC2024_03443,대구한의대학교,,스마트영상애니메이션전공,ART,0,10,100.0,0.0,0.0,,,,,,,,
OC2024_03451,대구한의대학교,,식품조리학전공,NAT,25,11,35.714287,0.0,50.0,70.833336,58.333332,4.0,4.0,,,,
OC2024_03454,대구한의대학교,,아동복지학과,SOC,30,11,20.833334,29.166666,0.0,66.666664,63.333332,0.0,0.0,,,,
OC2024_03456,대구한의대학교,,아동복지학전공,SOC,0,42,66.49374,12.766917,0.0,,,,,,,,
OC2024_03457,대구한의대학교,,아로마약리학전공,NAT,0,10,72.4359,0.0,0.0,,,,,,,,
OC2024_03459,대구한의대학교,,약선전공,NAT,0,33,67.92627,5.2794695,0.0,,,,,,,,
OC2024_03461,대구한의대학교,,의료서비스경영학전공,SOC,0,6,100.0,0.0,0.0,,,,,,,,
OC2024_03462,대구한의대학교,,인문계열통합모집단위,HUM,0,112,0.0,0.0,0.0,,,,,,,,
OC2024_03467,대구한의대학교,,자연계열 성인통합모집단위,NAT,0,112,0.0,25.0,50.0,,,,,,,,
OC2024_03468,대구한의대학교,,자연계열통합모집단위,NAT,0,434,16.0,0.0,76.0,,,,,,,,
OC2024_03470,대구한의대학교,,재활의료공학과,MED,0,26,59.184185,1.3513514,0.0,,,,,,,,
OC2024_03471,대구한의대학교,,재활의료공학전공,MED,0,29,59.465195,3.2258065,0.0,,,,,,,,
OC2024_03476,대구한의대학교,,청도인적자원개발학과,SOC,0,30,91.20253,0.0,0.0,,,,,,,,
OC2024_03480,대구한의대학교,,치유산업학과,MED,0,32,93.693695,0.0,0.0,,,,,,,,
OC2024_03481,대구한의대학교,,컴퓨터공학과,ENG,0,15,75.96154,6.25,0.0,,,,,,,,
OC2024_03487,대구한의대학교,,한방스포츠의학과,ART,2,112,48.34491,14.6704035,5.906882,50.0,0.0,0.0,0.0,,,,
OC2024_03490,대구한의대학교,,한약개발학과,NAT,0,66,73.37927,0.0,0.621118,,,,,,,,
OC2024_03491,대구한의대학교,,한약개발학전공,NAT,38,15,37.5,25.0,0.0,72.413795,58.62069,21.052631,18.421053,,,,
OC2024_03502,대구한의대학교,,화장품·제약자율전공,ENG,0,4,100.0,0.0,0.0,,,,,,,,
OC2024_03504,대구한의대학교,,화장품소재공학전공,ENG,6,0,47.22222,5.5555553,5.0,83.333336,66.666664,0.0,0.0,,,,
OC2024_03505,대구한의대학교,,화장품약리학전공,NAT,35,6,75.252525,5.9343433,0.0,57.142857,51.42857,0.0,0.0,,,,
OC2024_03512,대신대학교,,음악학부,ART,4,29,18.214285,34.285713,0.0,33.333332,0.0,25.0,25.0,,,,
OC2024_03514,대전대학교,,AI소프트웨어학부,ENG,0,52,0.0,100.0,0.0,,,,,,,,
OC2024_03515,대전대학교,,AI융합학과,ENG,0,35,100.0,0.0,0.0,,,,,,,,
OC2024_03518,대전대학교,,건설안전방재공학과,ENG,0,0,52.77778,11.111111,0.0,,,,,,,,
OC2024_03526,대전대학교,,국제통상학과,SOC,4,0,100.0,0.0,0.0,25.0,25.0,0.0,0.0,,,,
OC2024_03530,대전대학교,,러시아언어문화전공,HUM,6,4,35.0,30.0,0.0,83.333336,66.666664,0.0,0.0,,,,
OC2024_03534,대전대학교,,반도체공학과,ENG,0,32,0.0,0.0,0.0,,,,,,,,
OC2024_03538,대전대학교,,뷰티건강관리학과,ART,0,0,68.35749,8.695652,0.0,,,,,,,,
OC2024_03544,대전대학교,,빅데이터인공지능학과,ENG,0,41,100.0,0.0,0.0,,,,,,,,
OC2024_03551,대전대학교,,신소재공학과,ENG,19,0,58.684547,11.3825035,0.0,46.153847,46.153847,31.578947,31.578947,,,,
OC2024_03555,대전대학교,,영미언어문화전공,HUM,0,0,0.0,100.0,0.0,,,,,,,,
OC2024_03558,대전대학교,,일본언어문화전공,HUM,7,1,67.333336,8.761905,0.0,60.0,60.0,28.571428,14.285714,,,,
OC2024_03563,대전대학교,,정보통신・전자공학과,ENG,3,0,46.50327,23.235294,1.1111112,66.666664,33.333332,0.0,0.0,,,,
OC2024_03569,대전대학교,,토목공학과,ENG,18,1,80.17857,9.821428,0.0,61.11111,55.555557,0.0,0.0,,,,
OC2024_03572,대전대학교,,핀테크학과,SOC,0,63,70.38043,10.597826,0.0,,,,,,,,
OC2024_03574,대전대학교,,한의예과,MED,0,173,29.478516,31.405315,0.0,,,,,,,,
