outcome_row_id,headcount_row_id,match_method,match_score,candidate_count,review_needed,match_evidence,candidate_preview,headcount_match_flag,school_name_raw,school_name_std,campus_name_raw,campus_name_std,campus_seq,campus_branch,dept_name_raw,dept_name_std,dept_field_raw,hc_headcount_row_id,hc_school_name_raw,hc_school_name_std,hc_campus_name_raw,hc_campus_name_std,hc_campus_seq,hc_campus_branch,hc_dept_name_raw,hc_dept_name_std,hc_major_group_raw,hc_major_group_7,school_std_match,campus_scope_ok,dept_alt_contains_hc,exact_normalized_validation,sample_group
OC2024_05843,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,바이오신약의과학부 | 바이오신약의과학부,False,성신여자대학교,성신여자대학교,,unknown,,,바이오신약의과학부,바이오신약의과학부,바이오신약의과,,,,,,,,,,,,,True,False,,manual_review
OC2024_07522,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,사이버보안학과 | 사이버보안전공,False,이화여자대학교,이화여자대학교,,unknown,,,사이버보안전공 | 사이버보안학과,사이버보안전공사이버보안학과,사이버보안,,,,,,,,,,,,,True,False,,manual_review
OC2024_04669,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,보건의료복지학과 | 보건의료복지학과(인문사회계열),False,배재대학교,배재대학교,,unknown,,,보건의료복지학과 | 보건의료복지학과(인문사회계열),보건의료복지학과보건의료복지학과인문사회계열,보건의료복지,,,,,,,,,,,,,True,False,,manual_review
OC2024_06990,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,관광컨벤션학과 | 관광컨벤션학과,False,영산대학교(해운대),영산대학교,해운대,해운대,,,관광컨벤션학과,관광컨벤션학과,관광컨벤션,,,,,,,,,,,,,True,False,,manual_review
OC2024_08062,,manual_review,1.0,4,True,multiple exact normalized candidates; campus not sufficiently decisive,화학공학부 | 화학공학부(나노화학공학전공) | 화학공학부(생명화학공학전공) | 화학공학부(에너지화학공학전공),False,전북대학교,전북대학교,,unknown,,,화학공학부(나노화학공학전공) | 화학공학부(생명화학공학전공) | 화학공학부(에너지화학공학전공) | 화학공학부 | 화학공학부(나노화학공학전공) | 화학공학부(생명화학공학전공) | 화학공학부(에너지화학공학전공),화학공학부나노화학공학전공화학공학부생명화학공학전공화학공학부에너지화학공학전공화학공학부화학공학부나노화학공학전공화학공학부생명화학공학전공화학공학부에너지화학공학전공,화학공,,,,,,,,,,,,,True,False,,manual_review
OC2024_01143,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,약학과(6년제) | 약학과(2+4년제),False,경상국립대학교,경상국립대학교,,unknown,,,약학과(2+4년제) | 약학과(6년제),약학과24년제약학과6년제,약,,,,,,,,,,,,,True,False,,manual_review
OC2024_00797,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,경영학과 | 경영학부,False,경남대학교,경남대학교,,unknown,,,경영학부 | 경영학과,경영학부경영학과,경영,,,,,,,,,,,,,True,False,,manual_review
OC2024_05841,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,바이오생명공학과 | 바이오생명공학과,False,성신여자대학교,성신여자대학교,,unknown,,,바이오생명공학과,바이오생명공학과,바이오생명공,,,,,,,,,,,,,True,False,,manual_review
OC2024_07015,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,일어전공 | 일어전공,False,영산대학교(해운대),영산대학교,해운대,해운대,,,일어전공,일어전공,일어,,,,,,,,,,,,,True,False,,manual_review
OC2024_00415,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,화학공학과 | 화학공학과,False,강원대학교,강원대학교,,unknown,,,화학공학과,화학공학과,화학공,,,,,,,,,,,,,True,False,,manual_review
OC2024_09759,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,신학전공 | 신학,False,한신대학교,한신대학교,,unknown,,,신학 | 신학전공,신학신학전공,신학,,,,,,,,,,,,,True,False,,manual_review
OC2024_05546,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,사회복지학과 | 사회복지학부,False,서울장신대학교,서울장신대학교,,unknown,,,사회복지학과 | 사회복지학부,사회복지학과사회복지학부,사회복지,,,,,,,,,,,,,True,False,,manual_review
OC2024_07440,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,유아교육과 | 유아교육과,False,유원대학교,유원대학교,,unknown,,,유아교육과,유아교육과,유아교육과,,,,,,,,,,,,,True,False,,manual_review
OC2024_07584,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,휴먼기계바이오공학과 | 휴먼기계바이오공학부,False,이화여자대학교,이화여자대학교,,unknown,,,휴먼기계바이오공학과 | 휴먼기계바이오공학부,휴먼기계바이오공학과휴먼기계바이오공학부,휴먼기계바이오공,,,,,,,,,,,,,True,False,,manual_review
OC2024_09140,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,메카트로닉스공학부(메카트로닉스전공) | 메카트로닉스공학부(AI로봇전공) | 메카트로닉스공학부,False,한국공학대학교,한국공학대학교,,unknown,,,메카트로닉스공학부(AI로봇전공) | 메카트로닉스공학부(메카트로닉스전공),메카트로닉스공학부ai로봇전공메카트로닉스공학부메카트로닉스전공,메카트로닉스공,,,,,,,,,,,,,True,False,,manual_review
OC2024_07206,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,신소재공학과 | 신소재공학부,False,울산과학기술원,울산과학기술원,,unknown,,,신소재공학과 | 신소재공학부,신소재공학과신소재공학부,신소재공,,,,,,,,,,,,,True,False,,manual_review
OC2024_01336,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,초등미술교육과(심화과정) | 초등미술교육과(심화과정),False,경인교육대학교,경인교육대학교,,unknown,,,초등미술교육과(심화과정),초등미술교육과심화과정,초등미술교육과,,,,,,,,,,,,,True,False,,manual_review
OC2024_02248,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,첨단과학기술학부(소재화학전공) | 첨단과학기술학부(반도체물리전공) | 첨단과학기술학부,False,국립군산대학교,군산대학교,,unknown,,,첨단과학기술학부 | 첨단과학기술학부(반도체물리전공) | 첨단과학기술학부(소재화학전공),첨단과학기술학부첨단과학기술학부반도체물리전공첨단과학기술학부소재화학전공,첨단과학기술,,,,,,,,,,,,,True,False,,manual_review
OC2024_05837,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,무용예술학과 | 무용예술학과,False,성신여자대학교,성신여자대학교,,unknown,,,무용예술학과,무용예술학과,무용예술,,,,,,,,,,,,,True,False,,manual_review
OC2024_07008,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,연기공연예술학과 | 연기공연예술학과,False,영산대학교(해운대),영산대학교,해운대,해운대,,,연기공연예술학과,연기공연예술학과,연기공연예술,,,,,,,,,,,,,True,False,,manual_review
OC2024_09147,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,전자공학부 | 전자공학부(전자공학전공) | 전자공학부(임베디드시스템전공),False,한국공학대학교,한국공학대학교,,unknown,,,전자공학부(임베디드시스템전공) | 전자공학부(전자공학전공),전자공학부임베디드시스템전공전자공학부전자공학전공,전자공,,,,,,,,,,,,,True,False,,manual_review
OC2024_00591,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,스포츠과학부(생활체육학전공) | 스포츠과학부(골프지도전공),False,건국대학교(글로컬)_분교,건국대학교,분교|글로컬,분교글로컬,,분교,스포츠과학부(골프지도전공) | 스포츠과학부(생활체육학전공),스포츠과학부골프지도전공스포츠과학부생활체육학전공,스포츠과,,,,,,,,,,,,,True,False,,manual_review
OC2024_02298,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,건축?토목공학과(건축공학심화트랙) | 건축?토목공학과(토목공학트랙),False,국립목포대학교,목포대학교,,unknown,,,건축・토목공학과(건축공학심화트랙) | 건축・토목공학과(토목공학트랙) | 건축・토목공학과(건축공학심화트랙),건축토목공학과건축공학심화트랙건축토목공학과토목공학트랙건축토목공학과건축공학심화트랙,건축・토목공,,,,,,,,,,,,,True,False,,manual_review
OC2024_05881,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,화학과 | 화학과,False,성신여자대학교,성신여자대학교,,unknown,,,화학과,화학과,화,,,,,,,,,,,,,True,False,,manual_review
OC2024_02928,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,IT인공지능학부 | IT인공지능학부(인공지능빅데이터트랙/정보통신보안트랙/멀티미디어콘텐츠트랙),False,나사렛대학교,나사렛대학교,,unknown,,,IT인공지능학부 | IT인공지능학부(인공지능빅데이터트랙/정보통신보안트랙/멀티미디어콘텐츠트랙),it인공지능학부it인공지능학부인공지능빅데이터트랙정보통신보안트랙멀티미디어콘텐츠트랙,IT인공지능,,,,,,,,,,,,,True,False,,manual_review
OC2024_01919,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,미용과학과 | 미용과학부,False,광주여자대학교,광주여자대학교,,unknown,,,미용과학과 | 미용과학부,미용과학과미용과학부,미용과,,,,,,,,,,,,,True,False,,manual_review
OC2024_07993,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,생명공학부(생명자원소재공학전공) | 생명공학부 | 생명공학부(환경생명공학전공),False,전북대학교,전북대학교,,unknown,,,생명공학부(생명자원소재공학전공) | 생명공학부(환경생명공학전공),생명공학부생명자원소재공학전공생명공학부환경생명공학전공,생명공,,,,,,,,,,,,,True,False,,manual_review
OC2024_04102,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,컴퓨터공학과 | 컴퓨터공학부,False,동서대학교,동서대학교,,unknown,,,컴퓨터공학과 | 컴퓨터공학부 | 컴퓨터공학과,컴퓨터공학과컴퓨터공학부컴퓨터공학과,컴퓨터공,,,,,,,,,,,,,True,False,,manual_review
OC2024_09447,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,미디어영상전공 | 미디어영상학과,False,한남대학교,한남대학교,,unknown,,,미디어영상전공 | 미디어영상학과,미디어영상전공미디어영상학과,미디어영상,,,,,,,,,,,,,True,False,,manual_review
OC2024_09350,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,중국언어문화전공 | 중국언어문화학부,False,한국외국어대학교,한국외국어대학교,,unknown,,,중국언어문화전공 | 중국언어문화학부,중국언어문화전공중국언어문화학부,중국언어문화,,,,,,,,,,,,,True,False,,manual_review
OC2024_08589,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,헬스케어융합학부(인문사회) | 헬스케어융합학부(자연과학),False,차의과학대학교,차의과학대학교,,unknown,,,헬스케어융합학부(인문사회) | 헬스케어융합학부(자연과학),헬스케어융합학부인문사회헬스케어융합학부자연과학,헬스케어융합,,,,,,,,,,,,,True,False,,manual_review
OC2024_09139,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,디자인공학부 | 디자인공학부(산업디자인공학전공) | 디자인공학부(미디어디자인공학전공),False,한국공학대학교,한국공학대학교,,unknown,,,디자인공학부(미디어디자인공학전공) | 디자인공학부(산업디자인공학전공),디자인공학부미디어디자인공학전공디자인공학부산업디자인공학전공,디자인공,,,,,,,,,,,,,True,False,,manual_review
OC2024_01176,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,지능형통신공학과 | 지능형통신공학과,False,경상국립대학교,경상국립대학교,,unknown,,,지능형통신공학과,지능형통신공학과,지능형통신공,,,,,,,,,,,,,True,False,,manual_review
OC2024_09273,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,Language & Diplomacy학부 | Language & Diplomacy전공,False,한국외국어대학교,한국외국어대학교,,unknown,,,Language & Diplomacy전공 | Language & Diplomacy학부 | Language & Diplomacy전공,languagediplomacy전공languagediplomacy학부languagediplomacy전공,Language&Diplomacy,,,,,,,,,,,,,True,False,,manual_review
OC2024_00601,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,실내디자인전공 | 실내디자인학과,False,건국대학교(글로컬)_분교,건국대학교,분교|글로컬,분교글로컬,,분교,실내디자인전공 | 실내디자인학과,실내디자인전공실내디자인학과,실내디자인,,,,,,,,,,,,,True,False,,manual_review
OC2024_09449,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,바이오제약공학과 | 바이오제약공학과,False,한남대학교,한남대학교,,unknown,,,바이오제약공학과,바이오제약공학과,바이오제약공,,,,,,,,,,,,,True,False,,manual_review
OC2024_05260,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,실용음악학과 | 실용음악학부,False,서경대학교,서경대학교,,unknown,,,실용음악학부 | 실용음악학과,실용음악학부실용음악학과,실용음악,,,,,,,,,,,,,True,False,,manual_review
OC2024_07419,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,미디어콘텐츠학과 | 미디어콘텐츠학과,False,유원대학교,유원대학교,,unknown,,,미디어콘텐츠학과,미디어콘텐츠학과,미디어콘텐츠,,,,,,,,,,,,,True,False,,manual_review
OC2024_06695,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,간호학과 | 간호전공,False,연세대학교,연세대학교,,unknown,,,간호학과 | 간호전공,간호학과간호전공,간호,,,,,,,,,,,,,True,False,,manual_review
OC2024_09428,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,건축공학전공 | 건축공학전공,False,한남대학교,한남대학교,,unknown,,,건축공학전공,건축공학전공,건축공학,,,,,,,,,,,,,True,False,,manual_review
OC2024_07994,,manual_review,1.0,4,True,multiple exact normalized candidates; campus not sufficiently decisive,생명과학과 | 생명과학부 | 생명과학부(생명과학전공) | 생명과학부(분자생물학전공),False,전북대학교,전북대학교,,unknown,,,생명과학과 | 생명과학부(분자생물학전공) | 생명과학부(생명과학전공),생명과학과생명과학부분자생물학전공생명과학부생명과학전공,생명과,,,,,,,,,,,,,True,False,,manual_review
OC2024_04037,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,ICT융합공학과 | ICT융합공학부,False,동서대학교,동서대학교,,unknown,,,ICT융합공학과 | ICT융합공학부 | ICT융합공학과,ict융합공학과ict융합공학부ict융합공학과,ICT융합공,,,,,,,,,,,,,True,False,,manual_review
OC2024_05882,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,화학?에너지융합학부 | 화학?에너지융합학부,False,성신여자대학교,성신여자대학교,,unknown,,,화학・에너지융합학부,화학에너지융합학부,화학・에너지융합,,,,,,,,,,,,,True,False,,manual_review
OC2024_02213,,manual_review,1.0,4,True,multiple exact normalized candidates; campus not sufficiently decisive,기계공학부 | 기계공학부(기계설계공학전공) | 기계공학부(기계공학전공) | 기계공학부(자동차공학전공),False,국립군산대학교,군산대학교,,unknown,,,기계공학부 | 기계공학부(기계공학전공) | 기계공학부(기계설계공학전공) | 기계공학부(자동차공학전공),기계공학부기계공학부기계공학전공기계공학부기계설계공학전공기계공학부자동차공학전공,기계공,,,,,,,,,,,,,True,False,,manual_review
OC2024_05873,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,중국어문·문화학과 | 중국어문·문화학과,False,성신여자대학교,성신여자대학교,,unknown,,,중국어문·문화학과,중국어문문화학과,중국어문·문화,,,,,,,,,,,,,True,False,,manual_review
OC2024_00270,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,간호학과 | 간호학과,False,강원대학교,강원대학교,,unknown,,,간호학과,간호학과,간호,,,,,,,,,,,,,True,False,,manual_review
OC2024_01022,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,"응용생명과학부 | 응용생명과학부(식물생명과학전공, 환경생명화학전공)",False,경북대학교,경북대학교,,unknown,,,"응용생명과학부(식물생명과학전공, 환경생명화학전공)",응용생명과학부식물생명과학전공환경생명화학전공,응용생명과,,,,,,,,,,,,,True,False,,manual_review
OC2024_01342,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,초등윤리교육과(심화과정) | 초등윤리교육과(심화과정),False,경인교육대학교,경인교육대학교,,unknown,,,초등윤리교육과(심화과정),초등윤리교육과심화과정,초등윤리교육과,,,,,,,,,,,,,True,False,,manual_review
OC2024_05878,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,프랑스어문·문화학과 | 프랑스어문·문화학과,False,성신여자대학교,성신여자대학교,,unknown,,,프랑스어문·문화학과,프랑스어문문화학과,프랑스어문·문화,,,,,,,,,,,,,True,False,,manual_review
OC2024_05341,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,건축학과 | 건축학과(건축공학전공),False,서울대학교,서울대학교,,unknown,,,건축학과 | 건축학과(건축공학전공),건축학과건축학과건축공학전공,건축,,,,,,,,,,,,,True,False,,manual_review
OC2024_09508,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,창의융합교육원(인문사회) | 창의융합교육원(공학),False,한동대학교,한동대학교,,unknown,,,창의융합교육원(공학) | 창의융합교육원(인문사회),창의융합교육원공학창의융합교육원인문사회,창의융합교육원,,,,,,,,,,,,,True,False,,manual_review
OC2024_00380,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,자유전공학부(학생설계전공 인문사회계열) | 자유전공학부(학생설계전공 자연과학계열),False,강원대학교,강원대학교,,unknown,,,자유전공학부(학생설계전공 인문사회계열) | 자유전공학부(학생설계전공 자연과학계열) | 자유전공학부(학생설계전공 인문사회계열),자유전공학부학생설계전공인문사회계열자유전공학부학생설계전공자연과학계열자유전공학부학생설계전공인문사회계열,자유,,,,,,,,,,,,,True,False,,manual_review
OC2024_04846,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,약학전공 | 약학전공(통합6년제),False,부산대학교,부산대학교,,unknown,,,약학전공 | 약학전공(통합6년제),약학전공약학전공통합6년제,약학,,,,,,,,,,,,,True,False,,manual_review
OC2024_06419,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,국제관광학부 | 국제관광전공,False,신라대학교,신라대학교,,unknown,,,국제관광전공 | 국제관광학부,국제관광전공국제관광학부,국제관광,,,,,,,,,,,,,True,False,,manual_review
OC2024_05355,,manual_review,1.0,4,True,multiple exact normalized candidates; campus not sufficiently decisive,기악과 | 기악과(현악전공) | 기악과(관악전공) | 기악과(피아노전공),False,서울대학교,서울대학교,,unknown,,,기악과(관악전공) | 기악과(피아노전공) | 기악과(현악전공),기악과관악전공기악과피아노전공기악과현악전공,기악과,,,,,,,,,,,,,True,False,,manual_review
OC2024_01339,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,초등수학교육과(심화과정) | 초등수학교육과(심화과정),False,경인교육대학교,경인교육대학교,,unknown,,,초등수학교육과(심화과정),초등수학교육과심화과정,초등수학교육과,,,,,,,,,,,,,True,False,,manual_review
OC2024_01346,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,특수(통합)교육과(심화과정) | 특수(통합)교육과(심화과정),False,경인교육대학교,경인교육대학교,,unknown,,,특수(통합)교육과(심화과정),특수통합교육과심화과정,특수교육과,,,,,,,,,,,,,True,False,,manual_review
OC2024_04016,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,정보보호학과 | 정보보호학과,False,동명대학교,동명대학교,,unknown,,,정보보호학과,정보보호학과,정보보호,,,,,,,,,,,,,True,False,,manual_review
OC2024_01343,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,초등음악교육과(심화과정) | 초등음악교육과(심화과정),False,경인교육대학교,경인교육대학교,,unknown,,,초등음악교육과(심화과정),초등음악교육과심화과정,초등음악교육과,,,,,,,,,,,,,True,False,,manual_review
OC2024_00582,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,뷰티화장품학과 | 뷰티화장품전공,False,건국대학교(글로컬)_분교,건국대학교,분교|글로컬,분교글로컬,,분교,뷰티화장품전공 | 뷰티화장품학과,뷰티화장품전공뷰티화장품학과,뷰티화장품,,,,,,,,,,,,,True,False,,manual_review
OC2024_06502,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,주얼리디자인전공 | 주얼리디자인학과,False,신라대학교,신라대학교,,unknown,,,주얼리디자인전공 | 주얼리디자인학과,주얼리디자인전공주얼리디자인학과,주얼리디자인,,,,,,,,,,,,,True,False,,manual_review
OC2024_09307,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,반도체전자공학부(전자공학전공) | 반도체전자공학부(반도체공학전공),False,한국외국어대학교,한국외국어대학교,,unknown,,,반도체전자공학부(반도체공학전공) | 반도체전자공학부(전자공학전공),반도체전자공학부반도체공학전공반도체전자공학부전자공학전공,반도체전자공,,,,,,,,,,,,,True,False,,manual_review
OC2024_00545,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,컴퓨터공학과 | 컴퓨터공학부 | 컴퓨터공학과,False,건국대학교,건국대학교,,unknown,,,컴퓨터공학과 | 컴퓨터공학부,컴퓨터공학과컴퓨터공학부,컴퓨터공,,,,,,,,,,,,,True,False,,manual_review
OC2024_00093,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,화공생명배터리공학부(배터리공학전공) | 화공생명배터리공학부,False,가천대학교,가천대학교,,unknown,,,화공생명배터리공학부 | 화공생명배터리공학부(배터리공학전공) | 화공생명배터리공학부,화공생명배터리공학부화공생명배터리공학부배터리공학전공화공생명배터리공학부,화공생명배터리공,,,,,,,,,,,,,True,False,,manual_review
OC2024_02249,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,체육학부 | 체육학부(체육학전공) | 체육학부(스포츠과학전공),False,국립군산대학교,군산대학교,,unknown,,,체육학부 | 체육학부(체육학전공) | 체육학부(스포츠과학전공) | 체육학부 | 체육학부(스포츠과학전공) | 체육학부(체육학전공),체육학부체육학부체육학전공체육학부스포츠과학전공체육학부체육학부스포츠과학전공체육학부체육학전공,체육,,,,,,,,,,,,,True,False,,manual_review
OC2024_00080,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,체육학부(태권도) | 체육학부(체육),False,가천대학교,가천대학교,,unknown,,,체육학부(체육) | 체육학부(태권도),체육학부체육체육학부태권도,체육,,,,,,,,,,,,,True,False,,manual_review
OC2024_03975,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,디지털콘텐츠학과 | 디지털콘텐츠전공,False,동명대학교,동명대학교,,unknown,,,디지털콘텐츠전공 | 디지털콘텐츠학과,디지털콘텐츠전공디지털콘텐츠학과,디지털콘텐츠,,,,,,,,,,,,,True,False,,manual_review
OC2024_01340,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,초등영어교육과(심화과정) | 초등영어교육과(심화과정),False,경인교육대학교,경인교육대학교,,unknown,,,초등영어교육과(심화과정),초등영어교육과심화과정,초등영어교육과,,,,,,,,,,,,,True,False,,manual_review
OC2024_03266,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,회계세무전공 | 회계세무학과,False,대구가톨릭대학교,대구가톨릭대학교,,unknown,,,회계세무전공 | 회계세무학과 | 회계세무학과,회계세무전공회계세무학과회계세무학과,회계세무,,,,,,,,,,,,,True,False,,manual_review
OC2024_00290,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,기계의용?메카트로닉스공학부 | 기계의용?메카트로닉스공학과,False,강원대학교,강원대학교,,unknown,,,기계의용・메카트로닉스공학과 | 기계의용・메카트로닉스공학부,기계의용메카트로닉스공학과기계의용메카트로닉스공학부,기계의용・메카트로닉스공,,,,,,,,,,,,,True,False,,manual_review
OC2024_01338,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,초등생활과학교육과(심화과정) | 초등생활과학교육과(심화과정),False,경인교육대학교,경인교육대학교,,unknown,,,초등생활과학교육과(심화과정),초등생활과학교육과심화과정,초등생활과학교육과,,,,,,,,,,,,,True,False,,manual_review
OC2024_05879,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,한문교육과 | 한문교육과,False,성신여자대학교,성신여자대학교,,unknown,,,한문교육과,한문교육과,한문교육과,,,,,,,,,,,,,True,False,,manual_review
OC2024_06406,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,경영학과 | 경영학부,False,신라대학교,신라대학교,,unknown,,,경영학부 | 경영학과,경영학부경영학과,경영,,,,,,,,,,,,,True,False,,manual_review
OC2024_00593,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,시각영상디자인전공 | 시각영상디자인학과,False,건국대학교(글로컬)_분교,건국대학교,분교|글로컬,분교글로컬,,분교,시각영상디자인전공 | 시각영상디자인학과,시각영상디자인전공시각영상디자인학과,시각영상디자인,,,,,,,,,,,,,True,False,,manual_review
OC2024_01089,,manual_review,1.0,3,True,multiple exact normalized candidates; campus not sufficiently decisive,국제통상전공 | 국제통상학과 | 국제통상학부,False,경상국립대학교,경상국립대학교,,unknown,,,국제통상전공 | 국제통상학과 | 국제통상학부,국제통상전공국제통상학과국제통상학부,국제통상,,,,,,,,,,,,,True,False,,manual_review
OC2024_07000,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,비즈니스법전공 | 비즈니스법전공,False,영산대학교(해운대),영산대학교,해운대,해운대,,,비즈니스법전공,비즈니스법전공,비즈니스법,,,,,,,,,,,,,True,False,,manual_review
OC2024_09342,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,일본언어문화전공 | 일본언어문화학부,False,한국외국어대학교,한국외국어대학교,,unknown,,,일본언어문화전공 | 일본언어문화학부,일본언어문화전공일본언어문화학부,일본언어문화,,,,,,,,,,,,,True,False,,manual_review
OC2024_05874,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,지리학과 | 지리학과,False,성신여자대학교,성신여자대학교,,unknown,,,지리학과,지리학과,지리,,,,,,,,,,,,,True,False,,manual_review
OC2024_02250,,manual_review,1.0,5,True,multiple exact normalized candidates; campus not sufficiently decisive,컴퓨터소프트웨어학부 | 컴퓨터소프트웨어학부(컴퓨터정보공학전공) | 컴퓨터소프트웨어학부(임베디드소프트웨어전공) | 컴퓨터소프트웨어학부(소프트웨어학전공) | 컴퓨터소프트웨어학부(인공지능융합전공),False,국립군산대학교,군산대학교,,unknown,,,컴퓨터소프트웨어학부 | 컴퓨터소프트웨어학부(소프트웨어학전공) | 컴퓨터소프트웨어학부(인공지능융합전공) | 컴퓨터소프트웨어학부(임베디드소프트웨어전공) | 컴퓨터소프트웨어학부(컴퓨터정보공학전공),컴퓨터소프트웨어학부컴퓨터소프트웨어학부소프트웨어학전공컴퓨터소프트웨어학부인공지능융합전공컴퓨터소프트웨어학부임베디드소프트웨어전공컴퓨터소프트웨어학부컴퓨터정보공학전공,컴퓨터소프트웨어,,,,,,,,,,,,,True,False,,manual_review
OC2024_00433,,manual_review,1.0,2,True,multiple exact normalized candidates; campus not sufficiently decisive,공공행정학과 | 공공행정전공,False,강원대학교_제2캠퍼스,강원대학교,제2캠퍼스,제2캠퍼스,제2캠퍼스,,공공행정전공 | 공공행정학과 | 공공행정전공,공공행정전공공공행정학과공공행정전공,공공행정,,,,,,,,,,,,,False,False,,manual_review
