topic_id,year,subgroup,share_sum_excluding_total,abs_error_from_100,audit_status
GOMS_003,2007,비경활,99.7,0.29999999999999716,PASS
GOMS_003,2007,실업자,99.7,0.29999999999999716,PASS
GOMS_003,2007,전체,99.7,0.29999999999999716,PASS
GOMS_003,2007,취업자,99.6,0.4000000000000057,PASS
GOMS_003,2008,비경활,99.8,0.20000000000000284,PASS
GOMS_003,2008,실업자,99.6,0.4000000000000057,PASS
GOMS_003,2008,전체,99.5,0.5,PASS
GOMS_003,2008,취업자,99.6,0.4000000000000057,PASS
GOMS_003,2009,비경활,99.6,0.4000000000000057,PASS
GOMS_003,2009,실업자,99.7,0.29999999999999716,PASS
GOMS_003,2009,전체,99.7,0.29999999999999716,PASS
GOMS_003,2009,취업자,99.6,0.4000000000000057,PASS
GOMS_003,2010,비경활,99.6,0.4000000000000057,PASS
GOMS_003,2010,실업자,99.5,0.5,PASS
GOMS_003,2010,전체,99.6,0.4000000000000057,PASS
GOMS_003,2010,취업자,99.60000000000001,0.3999999999999915,PASS
GOMS_003,2011,비경활,99.6,0.4000000000000057,PASS
GOMS_003,2011,실업자,99.80000000000001,0.19999999999998863,PASS
GOMS_003,2011,전체,99.8,0.20000000000000284,PASS
GOMS_003,2011,취업자,99.60000000000001,0.3999999999999915,PASS
GOMS_003,2012,비경활,99.80000000000001,0.19999999999998863,PASS
GOMS_003,2012,실업자,99.6,0.4000000000000057,PASS
GOMS_003,2012,전체,99.6,0.4000000000000057,PASS
GOMS_003,2012,취업자,99.7,0.29999999999999716,PASS
GOMS_003,2013,비경활,99.60000000000001,0.3999999999999915,PASS
GOMS_003,2013,실업자,99.6,0.4000000000000057,PASS
GOMS_003,2013,전체,99.6,0.4000000000000057,PASS
GOMS_003,2013,취업자,99.6,0.4000000000000057,PASS
GOMS_003,2014,비경활,99.7,0.29999999999999716,PASS
GOMS_003,2014,실업자,99.6,0.4000000000000057,PASS
GOMS_003,2014,전체,99.60000000000001,0.3999999999999915,PASS
GOMS_003,2014,취업자,99.6,0.4000000000000057,PASS
GOMS_003,2015,비경활,99.8,0.20000000000000284,PASS
GOMS_003,2015,실업자,99.7,0.29999999999999716,PASS
GOMS_003,2015,전체,99.8,0.20000000000000284,PASS
GOMS_003,2015,취업자,99.7,0.29999999999999716,PASS
GOMS_003,2016,비경활,99.7,0.29999999999999716,PASS
GOMS_003,2016,실업자,99.60000000000001,0.3999999999999915,PASS
GOMS_003,2016,전체,99.5,0.5,PASS
GOMS_003,2016,취업자,99.6,0.4000000000000057,PASS
GOMS_003,2017,비경활,99.7,0.29999999999999716,PASS
GOMS_003,2017,실업자,99.7,0.29999999999999716,PASS
GOMS_003,2017,전체,99.6,0.4000000000000057,PASS
GOMS_003,2017,취업자,99.6,0.4000000000000057,PASS
GOMS_003,2018,비경활,99.6,0.4000000000000057,PASS
GOMS_003,2018,실업자,99.5,0.5,PASS
GOMS_003,2018,전체,99.6,0.4000000000000057,PASS
GOMS_003,2018,취업자,99.6,0.4000000000000057,PASS
GOMS_003,2019,비경활,99.6,0.4000000000000057,PASS
GOMS_003,2019,실업자,99.7,0.29999999999999716,PASS
GOMS_003,2019,전체,99.5,0.5,PASS
