sample_group,outcome_row_id,school_name_raw,campus_name_raw,dept_field_raw,dept_name_raw,match_method,major_group_7,major7_mapping_method,major7_mapping_confidence,major7_evidence,audit_keyword_hits,audit_ambiguous_token,audit_keyword_evidence,audit_auto_major_contradiction,audit_auto_ambiguous_token
exact_dictionary,OC2024_00142,가톨릭관동대학교,,의료IT,의료IT학과,unmatched,,exact_dictionary,medium,unique dictionary key=의료it,"MED,ENG",False,MED:의료 | ENG:it,False,False
exact_dictionary,OC2024_03131,단국대학교_제2캠퍼스,제2캠퍼스,치위생,치위생학과,unmatched,,exact_dictionary,medium,unique dictionary key=치위생,MED,False,MED:치위생,False,False
exact_dictionary,OC2024_03836,동국대학교(WISE)_분교,분교|WISE,의,의학과,unmatched,,exact_dictionary,medium,unique dictionary key=의,MED,False,MED:의학,False,False
exact_dictionary,OC2024_03493,대구한의대학교,,한의예과,한의예과,unmatched,,exact_dictionary,medium,unique dictionary key=한의예과,MED,False,MED:의예/한의,False,False
exact_dictionary,OC2024_00270,강원대학교,,간호,간호학과,manual_review,,exact_dictionary,medium,unique dictionary key=간호,MED,False,MED:간호,False,False
exact_dictionary,OC2024_03127,단국대학교_제2캠퍼스,제2캠퍼스,의예과,의예과,unmatched,,exact_dictionary,medium,unique dictionary key=의예과,MED,False,MED:의예,False,False
exact_dictionary,OC2024_05158,상지대학교,,임상병리,임상병리학과,unmatched,,exact_dictionary,medium,unique dictionary key=임상병리,MED,False,MED:임상병리,False,False
exact_dictionary,OC2024_04757,부산가톨릭대학교,,물리치료,물리치료학과,unmatched,,exact_dictionary,medium,unique dictionary key=물리치료,"MED,NAT",False,MED:물리치료 | NAT:물리,False,False
exact_dictionary,OC2024_01455,경희대학교,,약,약학과(2+4년제) | 약학과(6년제),unmatched,,exact_dictionary,medium,unique dictionary key=약,MED,False,MED:약학,False,False
exact_dictionary,OC2024_08457,중앙대학교,,간호,간호학과,unmatched,,exact_dictionary,medium,unique dictionary key=간호,MED,False,MED:간호,False,False
exact_dictionary,OC2024_09970,호남대학교,,간호,간호학과,unmatched,,exact_dictionary,medium,unique dictionary key=간호,MED,False,MED:간호,False,False
exact_dictionary,OC2024_05160,상지대학교,,작업치료,작업치료학과,unmatched,,exact_dictionary,medium,unique dictionary key=작업치료,MED,False,MED:작업치료,False,False
exact_dictionary,OC2024_08155,전주대학교,,작업치료,작업치료학과,unmatched,,exact_dictionary,medium,unique dictionary key=작업치료,MED,False,MED:작업치료,False,False
exact_dictionary,OC2024_01570,계명대학교,,의용공,의용공학과,unmatched,,exact_dictionary,medium,unique dictionary key=의용공,ENG,False,ENG:공학,True,False
exact_dictionary,OC2024_03916,동덕여자대학교,,약,약학과,unmatched,,exact_dictionary,medium,unique dictionary key=약,MED,False,MED:약학,False,False
exact_dictionary,OC2024_05297,서울과학기술대학교,,식품생명공,식품생명공학과,unmatched,,exact_dictionary,medium,unique dictionary key=식품생명공,ENG,False,ENG:공학,True,False
exact_dictionary,OC2024_07315,원광대학교,,반려동물산업,반려동물산업학과,unmatched,,exact_dictionary,medium,unique dictionary key=반려동물산업,NAT,False,NAT:동물,False,False
exact_dictionary,OC2024_06844,연세대학교(미래)_분교,분교|미래,정보통계학,정보통계학전공,unmatched,,exact_dictionary,medium,unique dictionary key=정보통계학,NAT,False,NAT:통계,False,False
exact_dictionary,OC2024_02041,국립경국대학교,,식품영양,식품영양학과,unmatched,,exact_dictionary,medium,unique dictionary key=식품영양,NAT,False,NAT:식품영양,False,False
exact_dictionary,OC2024_01702,고려대학교(세종)_분교,분교|세종,식품생명공,식품생명공학과,unmatched,,exact_dictionary,medium,unique dictionary key=식품생명공,ENG,False,ENG:공학,True,False
exact_dictionary,OC2024_03137,단국대학교_제2캠퍼스,제2캠퍼스,환경원예,환경원예학과,unmatched,,exact_dictionary,medium,unique dictionary key=환경원예,NAT,False,NAT:환경/원예,False,False
exact_dictionary,OC2024_07074,용인대학교,,식품조리,식품조리학부,unmatched,,exact_dictionary,medium,unique dictionary key=식품조리,,False,,False,False
exact_dictionary,OC2024_07669,인천대학교,,데이터과,데이터과학과,unmatched,,exact_dictionary,medium,unique dictionary key=데이터과,"ENG,NAT",False,ENG:데이터 | NAT:과학,False,False
exact_dictionary,OC2024_05544,서울여자대학교,,화학,화학전공,unmatched,,exact_dictionary,medium,unique dictionary key=화학,NAT,False,NAT:화학,False,False
exact_dictionary,OC2024_09101,한경국립대학교,,원예생명과,원예생명과학과,unmatched,,exact_dictionary,medium,unique dictionary key=원예생명과,NAT,False,NAT:생명과학/원예/과학,False,False
exact_dictionary,OC2024_04272,동아대학교,,화,화학과,unmatched,,exact_dictionary,medium,unique dictionary key=화,NAT,False,NAT:화학,False,False
exact_dictionary,OC2024_03935,동덕여자대학교,,정보통계,정보통계학과,unmatched,,exact_dictionary,medium,unique dictionary key=정보통계,NAT,False,NAT:통계,False,False
exact_dictionary,OC2024_05866,성신여자대학교,,의류산업,의류산업학과,manual_review,,exact_dictionary,medium,unique dictionary key=의류산업,,False,,False,False
exact_dictionary,OC2024_05981,세종대학교,,바이오융합공,바이오융합공학과,unmatched,,exact_dictionary,medium,unique dictionary key=바이오융합공,ENG,True,ENG:공학,True,True
exact_dictionary,OC2024_06895,영남대학교,,생명공,생명공학과,unmatched,,exact_dictionary,medium,unique dictionary key=생명공,ENG,False,ENG:공학,True,False
exact_dictionary,OC2024_06662,안양대학교,,식품영양,식품영양학과,unmatched,,exact_dictionary,medium,unique dictionary key=식품영양,NAT,False,NAT:식품영양,False,False
exact_dictionary,OC2024_01585,계명대학교,,통계,통계학과,unmatched,,exact_dictionary,medium,unique dictionary key=통계,NAT,False,NAT:통계,False,False
exact_dictionary,OC2024_04410,동의대학교,,의생명공학,의생명공학전공,unmatched,,exact_dictionary,medium,unique dictionary key=의생명공학,ENG,False,ENG:공학,True,False
exact_dictionary,OC2024_06896,영남대학교,,생명과,생명과학과,unmatched,,exact_dictionary,medium,unique dictionary key=생명과,NAT,False,NAT:생명과학/과학,False,False
exact_dictionary,OC2024_03123,단국대학교_제2캠퍼스,제2캠퍼스,의생명과,의생명과학부,unmatched,,exact_dictionary,medium,unique dictionary key=의생명과,NAT,False,NAT:생명과학/과학,False,False
exact_dictionary,OC2024_02615,국립창원대학교,,회계,회계학과,unmatched,,exact_dictionary,medium,unique dictionary key=회계,SOC,False,SOC:회계,False,False
exact_dictionary,OC2024_03720,동국대학교,,경제,경제학과,unmatched,,exact_dictionary,medium,unique dictionary key=경제,SOC,False,SOC:경제,False,False
exact_dictionary,OC2024_07591,인제대학교,,공공인재,공공인재학부,unmatched,,exact_dictionary,medium,unique dictionary key=공공인재,,False,,False,False
exact_dictionary,OC2024_06236,순천향대학교,,경영,경영학과,unmatched,,exact_dictionary,medium,unique dictionary key=경영,SOC,False,SOC:경영,False,False
exact_dictionary,OC2024_06649,안양대학교,,관광경영,관광경영학과,unmatched,,exact_dictionary,medium,unique dictionary key=관광경영,SOC,False,SOC:경영/관광,False,False
exact_dictionary,OC2024_08596,창신대학교,,부동산경영,부동산경영학과,unmatched,,exact_dictionary,medium,unique dictionary key=부동산경영,SOC,False,SOC:경영/부동산,False,False
exact_dictionary,OC2024_08466,중앙대학교,,국제물류,국제물류학과,unmatched,,exact_dictionary,medium,unique dictionary key=국제물류,SOC,False,SOC:국제,False,False
exact_dictionary,OC2024_04118,동신대학교,,관광경영,관광경영학과,unmatched,,exact_dictionary,medium,unique dictionary key=관광경영,SOC,False,SOC:경영/관광,False,False
exact_dictionary,OC2024_03289,대구대학교,,경영,경영학부 | 경영학부(경영학전공) | 경영학부(회계학전공),unmatched,,exact_dictionary,medium,unique dictionary key=경영,SOC,False,SOC:경영/회계,False,False
exact_dictionary,OC2024_08625,청운대학교,,사회복지,사회복지학과,unmatched,,exact_dictionary,medium,unique dictionary key=사회복지,SOC,False,SOC:사회복지,False,False
exact_dictionary,OC2024_04184,동아대학교,,관광경영,관광경영학과,unmatched,,exact_dictionary,medium,unique dictionary key=관광경영,SOC,False,SOC:경영/관광,False,False
exact_dictionary,OC2024_06307,숭실대학교,,국제무역,국제무역학과,unmatched,,exact_dictionary,medium,unique dictionary key=국제무역,SOC,False,SOC:무역/국제,False,False
exact_dictionary,OC2024_08657,청주대학교,,경찰행정,경찰행정학과,unmatched,,exact_dictionary,medium,unique dictionary key=경찰행정,SOC,False,SOC:행정/경찰,False,False
exact_dictionary,OC2024_01481,경희대학교,,정치외교,정치외교학과,unmatched,,exact_dictionary,medium,unique dictionary key=정치외교,SOC,False,SOC:정치,False,False
exact_dictionary,OC2024_09826,한양대학교,,미디어커뮤니케이션,미디어커뮤니케이션학과,unmatched,,exact_dictionary,medium,unique dictionary key=미디어커뮤니케이션,,False,,False,False
exact_dictionary,OC2024_03600,대진대학교,,사회복지,사회복지학과,unmatched,,exact_dictionary,medium,unique dictionary key=사회복지,SOC,False,SOC:사회복지,False,False
exact_dictionary,OC2024_07324,원광대학교,,소방행정,소방행정학과,unmatched,,exact_dictionary,medium,unique dictionary key=소방행정,SOC,False,SOC:행정/소방,False,False
exact_dictionary,OC2024_07295,원광대학교,,경영,경영학과 | 경영학부,unmatched,,exact_dictionary,medium,unique dictionary key=경영,SOC,False,SOC:경영,False,False
exact_dictionary,OC2024_02395,국립부경대학교,,국제학,국제학전공,unmatched,,exact_dictionary,medium,unique dictionary key=국제학,SOC,False,SOC:국제,False,False
exact_dictionary,OC2024_02269,국립금오공과대학교,,경영,경영학과,unmatched,,exact_dictionary,medium,unique dictionary key=경영,SOC,False,SOC:경영,False,False
keyword_rule,OC2024_02765,국민대학교,,AI디자인,AI디자인학과,unmatched,,keyword_rule,medium,ART:디자인,ART,False,ART:디자인,False,False
keyword_rule,OC2024_07085,용인대학교,,태권도경기지도,태권도경기지도학과,unmatched,,keyword_rule,medium,ART:경기지도,ART,False,ART:경기지도,False,False
keyword_rule,OC2024_09115,한경국립대학교,,제품공간디자인,제품공간디자인전공,unmatched,,keyword_rule,medium,ART:디자인,ART,False,ART:디자인,False,False
keyword_rule,OC2024_08202,제주국제대학교,,체육레저스포츠학,체육학부 레저스포츠학전공,unmatched,,keyword_rule,medium,ART:체육/스포츠,ART,False,ART:체육/스포츠,False,False
keyword_rule,OC2024_03417,대구한의대학교,,미술치료학,미술치료학전공,unmatched,,keyword_rule,medium,ART:미술,ART,False,ART:미술,False,False
keyword_rule,OC2024_06239,순천향대학교,,공연영상,공연영상학과,unmatched,,keyword_rule,medium,ART:영상,ART,False,ART:영상,False,False
keyword_rule,OC2024_04463,명지대학교,,건축공간디자인,건축학부 공간디자인전공(5년제),unmatched,,keyword_rule,medium,ART:디자인,ART,False,ART:디자인,False,False
keyword_rule,OC2024_04127,동신대학교,,뮤지컬ㆍ실용음악,뮤지컬ㆍ실용음악학과,unmatched,,keyword_rule,medium,ART:음악/실용음악,ART,False,ART:음악/실용음악,False,False
keyword_rule,OC2024_05054,상명대학교_제2캠퍼스,제2캠퍼스,디자인AR・VR미디어디자인,디자인학부 AR・VR미디어디자인전공,unmatched,,keyword_rule,medium,ART:디자인,ART,False,ART:디자인,False,False
keyword_rule,OC2024_05666,선문대학교,,영상예술,영상예술학과,unmatched,,keyword_rule,medium,ART:영상/예술,ART,False,ART:영상/예술,False,False
keyword_rule,OC2024_00680,경기대학교,,FineArts,FineArts학부,unmatched,,keyword_rule,medium,ART:finearts,ART,False,ART:finearts,False,False
keyword_rule,OC2024_03873,동덕여자대학교,,공연예술무용,공연예술학부 무용전공,unmatched,,keyword_rule,medium,ART:무용/예술,ART,False,ART:무용/예술,False,False
keyword_rule,OC2024_05288,서울과학기술대학교,,도예,도예학과,unmatched,,keyword_rule,medium,ART:도예,ART,False,ART:도예,False,False
keyword_rule,OC2024_01378,경일대학교,,뷰티,뷰티학과,unmatched,,keyword_rule,medium,ART:뷰티,ART,False,ART:뷰티,False,False
keyword_rule,OC2024_07623,인제대학교,,음악공연예술,음악공연예술학과,unmatched,,keyword_rule,medium,ART:음악/예술,ART,False,ART:음악/예술,False,False
keyword_rule,OC2024_05081,상명대학교_제2캠퍼스,제2캠퍼스,인더스트리얼디자인,인더스트리얼디자인전공,unmatched,,keyword_rule,medium,ART:디자인,ART,False,ART:디자인,False,False
keyword_rule,OC2024_00696,경기대학교,,디자인비즈,디자인비즈학부,unmatched,,keyword_rule,medium,ART:디자인,ART,False,ART:디자인,False,False
keyword_rule,OC2024_04504,명지대학교_제2캠퍼스,제2캠퍼스,디지털콘텐츠디자인,디지털콘텐츠디자인학과,unmatched,,keyword_rule,medium,ART:디자인,ART,False,ART:디자인,False,False
keyword_rule,OC2024_09916,한양대학교(ERICA)_분교,분교|ERICA,주얼리ㆍ패션디자인,주얼리ㆍ패션디자인학과,unmatched,,keyword_rule,medium,ART:디자인/패션/주얼리,ART,False,ART:디자인/패션/주얼리,False,False
keyword_rule,OC2024_01562,계명대학교,,연극뮤지컬과,연극뮤지컬과,unmatched,,keyword_rule,medium,ART:연극,ART,False,ART:연극,False,False
keyword_rule,OC2024_05020,상명대학교,,미술조형예술,미술학부 조형예술전공,unmatched,,keyword_rule,medium,ART:미술/예술,ART,False,ART:미술/예술,False,False
keyword_rule,OC2024_06897,영남대학교,,생활제품디자인,생활제품디자인학과,unmatched,,keyword_rule,medium,ART:디자인,ART,False,ART:디자인,False,False
keyword_rule,OC2024_03598,대진대학교,,미술만화게임,미술만화게임학부,unmatched,,keyword_rule,medium,ART:미술/만화,ART,False,ART:미술/만화,False,False
keyword_rule,OC2024_03002,남서울대학교,,공간조형디자인,공간조형디자인학과,unmatched,,keyword_rule,medium,ART:디자인,ART,False,ART:디자인,False,False
keyword_rule,OC2024_06359,신경주대학교,,K-뷰티・음악,K-뷰티・음악학과,unmatched,,keyword_rule,medium,ART:음악/뷰티,ART,False,ART:음악/뷰티,False,False
keyword_rule,OC2024_00453,강원대학교_제2캠퍼스,제2캠퍼스,스포츠미디어,스포츠미디어전공,unmatched,,keyword_rule,medium,ART:스포츠,ART,False,ART:스포츠,False,False
keyword_rule,OC2024_06139,수원대학교,,영화예술,영화예술,unmatched,,keyword_rule,medium,ART:영화/예술,ART,False,ART:영화/예술,False,False
keyword_rule,OC2024_03107,단국대학교_제2캠퍼스,제2캠퍼스,생활음악과,생활음악과,unmatched,,keyword_rule,medium,ART:음악,ART,False,ART:음악,False,False
keyword_rule,OC2024_03902,동덕여자대학교,,미술디지털공예,미술학부 디지털공예전공,unmatched,,keyword_rule,medium,ART:미술/공예,ART,False,ART:미술/공예,False,False
keyword_rule,OC2024_06073,송원대학교,,뷰티예술,뷰티예술학과,unmatched,,keyword_rule,medium,ART:뷰티/예술,ART,False,ART:뷰티/예술,False,False
keyword_rule,OC2024_06587,신한대학교_제2캠퍼스,제2캠퍼스,유아통합교육,유아통합교육학과,unmatched,,keyword_rule,medium,EDU:교육,EDU,False,EDU:교육,False,False
keyword_rule,OC2024_03823,동국대학교(WISE)_분교,분교|WISE,아동청소년교육,아동청소년교육학과,unmatched,,keyword_rule,medium,EDU:교육,EDU,False,EDU:교육,False,False
keyword_rule,OC2024_04142,동신대학교,,아동영어교육,아동영어교육학과,unmatched,,keyword_rule,medium,EDU:교육/영어교육,EDU,False,EDU:교육/영어교육,False,False
keyword_rule,OC2024_06597,아신대학교,,교육미디어커뮤니케이션,교육미디어커뮤니케이션학부,unmatched,,keyword_rule,medium,EDU:교육,EDU,False,EDU:교육,False,False
keyword_rule,OC2024_09227,한국방송통신대학교,,청소년교육과,청소년교육과,unmatched,,keyword_rule,medium,EDU:교육,EDU,False,EDU:교육,False,False
keyword_rule,OC2024_08170,전주대학교,,평생교육계열,평생교육계열,unmatched,,keyword_rule,medium,EDU:교육,EDU,False,EDU:교육,False,False
keyword_rule,OC2024_05632,선문대학교,,글로벌한국어교육,글로벌한국어교육학과,unmatched,,keyword_rule,medium,EDU:교육/국어교육,EDU,False,EDU:교육/국어교육,False,False
keyword_rule,OC2024_08617,청운대학교,,글로벌한국어교육,글로벌한국어교육학과,unmatched,,keyword_rule,medium,EDU:교육/국어교육,EDU,False,EDU:교육/국어교육,False,False
keyword_rule,OC2024_08278,제주대학교,,지리교육,지리교육전공,unmatched,,keyword_rule,medium,EDU:교육,EDU,False,EDU:교육,False,False
keyword_rule,OC2024_06271,순천향대학교,,외국어로서의한국어교육학,외국어로서의 한국어교육학전공,unmatched,,keyword_rule,medium,EDU:교육/국어교육,EDU,False,EDU:교육/국어교육,False,False
keyword_rule,OC2024_09978,호남대학교,,글로벌한국어교육,글로벌한국어교육학과,unmatched,,keyword_rule,medium,EDU:교육/국어교육,EDU,False,EDU:교육/국어교육,False,False
keyword_rule,OC2024_03484,대구한의대학교,,평생교육복지,평생교육복지전공,unmatched,,keyword_rule,medium,EDU:교육,EDU,False,EDU:교육,False,False
keyword_rule,OC2024_06599,아신대학교,,기독교교육과미디어,기독교교육과 미디어학과,unmatched,,keyword_rule,medium,EDU:교육,EDU,False,EDU:교육,False,False
keyword_rule,OC2024_02507,국립순천대학교,,농업교육과,농업교육과,unmatched,,keyword_rule,medium,EDU:교육,EDU,False,EDU:교육,False,False
keyword_rule,OC2024_08266,제주대학교,,일반사회교육,일반사회교육전공,unmatched,,keyword_rule,medium,EDU:교육/사회교육,EDU,False,EDU:교육/사회교육,False,False
keyword_rule,OC2024_00650,건양대학교,,아동교육,아동교육학과,unmatched,,keyword_rule,medium,EDU:교육,EDU,False,EDU:교육,False,False
keyword_rule,OC2024_09125,한경국립대학교,,한국수어교육,한국수어교육전공,unmatched,,keyword_rule,medium,EDU:교육,EDU,False,EDU:교육,False,False
keyword_rule,OC2024_02426,국립부경대학교,,수해양산업교육과,수해양산업교육과,unmatched,,keyword_rule,medium,EDU:교육,EDU,False,EDU:교육,False,False
keyword_rule,OC2024_02660,국립한국교통대학교,,유아특수교육,유아특수교육학과,unmatched,,keyword_rule,medium,EDU:교육/특수교육,EDU,False,EDU:교육/특수교육,False,False
keyword_rule,OC2024_04933,부산외국어대학교,,시민영어교육,시민영어교육학과,unmatched,,keyword_rule,medium,EDU:교육/영어교육,EDU,False,EDU:교육/영어교육,False,False
keyword_rule,OC2024_06348,숭실대학교,,평생교육,평생교육학과,unmatched,,keyword_rule,medium,EDU:교육,EDU,False,EDU:교육,False,False
keyword_rule,OC2024_05725,성공회대학교,,글로컬IT,글로컬IT학과,unmatched,,keyword_rule,medium,ENG:it,ENG,False,ENG:it,False,False
keyword_rule,OC2024_06967,영산대학교(양산)_제2캠퍼스,제2캠퍼스|양산,기계설계,기계설계학과 | 기계설계전공,manual_review,,keyword_rule,medium,ENG:기계,ENG,False,ENG:기계,False,False
keyword_rule,OC2024_05948,세종대학교,,AI로봇,AI로봇학과,unmatched,,keyword_rule,medium,ENG:로봇,ENG,False,ENG:로봇,False,False
keyword_rule,OC2024_01813,광운대학교,,정보공학,정보공학전공,unmatched,,keyword_rule,medium,ENG:공학,ENG,False,ENG:공학,False,False
keyword_rule,OC2024_01574,계명대학교,,전기에너지공,전기에너지공학과,unmatched,,keyword_rule,medium,ENG:전기/에너지/공학,ENG,False,ENG:전기/에너지/공학,False,False
keyword_rule,OC2024_07685,인천대학교,,바이오-로봇시스템공,바이오-로봇시스템공학과,unmatched,,keyword_rule,medium,ENG:로봇/공학,ENG,False,ENG:로봇/공학,False,False
keyword_rule,OC2024_06010,세종대학교,,인공지능데이터사이언스,인공지능데이터사이언스학과,unmatched,,keyword_rule,medium,ENG:인공지능/데이터,ENG,False,ENG:인공지능/데이터,False,False
keyword_rule,OC2024_06247,순천향대학교,,디스플레이신소재공,디스플레이신소재공학과,unmatched,,keyword_rule,medium,ENG:신소재/공학,ENG,False,ENG:신소재/공학,False,False
keyword_rule,OC2024_04436,동의대학교,,컴퓨터소프트웨어공학,컴퓨터소프트웨어공학전공,unmatched,,keyword_rule,medium,ENG:컴퓨터/소프트웨어/공학,ENG,False,ENG:컴퓨터/소프트웨어/공학,False,False
keyword_rule,OC2024_08755,초당대학교,,항공드론,항공드론학과,unmatched,,keyword_rule,medium,ENG:항공,ENG,False,ENG:항공,False,False
keyword_rule,OC2024_03808,동국대학교(WISE)_분교,분교|WISE,바이오제약공학,바이오제약공학전공,unmatched,,keyword_rule,medium,ENG:공학,ENG,False,ENG:공학,False,False
keyword_rule,OC2024_03504,대구한의대학교,,화장품소재공학,화장품소재공학전공,unmatched,,keyword_rule,medium,ENG:공학,ENG,False,ENG:공학,False,False
keyword_rule,OC2024_04366,동의대학교,,미래형자동차,미래형자동차학과,unmatched,,keyword_rule,medium,ENG:자동차,ENG,False,ENG:자동차,False,False
keyword_rule,OC2024_05655,선문대학교,,스마트정보통신공,스마트정보통신공학과,unmatched,,keyword_rule,medium,ENG:정보통신/공학,ENG,False,ENG:정보통신/공학,False,False
keyword_rule,OC2024_08715,청주대학교,,제약바이오메디컬공학,제약바이오메디컬공학전공,unmatched,,keyword_rule,medium,ENG:공학,ENG,False,ENG:공학,False,False
keyword_rule,OC2024_10109,호서대학교,,컴퓨터소프트웨어학,컴퓨터소프트웨어학전공,unmatched,,keyword_rule,medium,ENG:컴퓨터/소프트웨어,ENG,False,ENG:컴퓨터/소프트웨어,False,False
keyword_rule,OC2024_01480,경희대학교,,정보전자신소재공,정보전자신소재공학과,unmatched,,keyword_rule,medium,ENG:전자/신소재/공학,ENG,False,ENG:전자/신소재/공학,False,False
keyword_rule,OC2024_03782,동국대학교,,컴퓨터정보통신공컴퓨터공학,컴퓨터정보통신공학부 컴퓨터공학전공,unmatched,,keyword_rule,medium,ENG:컴퓨터/정보통신/공학,ENG,False,ENG:컴퓨터/정보통신/공학,False,False
keyword_rule,OC2024_09861,한양대학교,,정보공학,정보공학전공,unmatched,,keyword_rule,medium,ENG:공학,ENG,False,ENG:공학,False,False
keyword_rule,OC2024_08288,제주대학교,,통신공학,통신공학전공,unmatched,,keyword_rule,medium,ENG:공학,ENG,False,ENG:공학,False,False
keyword_rule,OC2024_03581,대진대학교,,IT기계공,IT기계공학과,unmatched,,keyword_rule,medium,ENG:기계/공학/it,ENG,False,ENG:기계/공학/it,False,False
keyword_rule,OC2024_06279,순천향대학교,,의약공,의약공학과,unmatched,,keyword_rule,medium,ENG:공학,ENG,False,ENG:공학,False,False
keyword_rule,OC2024_06683,안양대학교_제2캠퍼스,제2캠퍼스,스마트시티공학,스마트시티공학전공,unmatched,,keyword_rule,medium,ENG:공학,ENG,False,ENG:공학,False,False
keyword_rule,OC2024_08258,제주대학교,,에너지공학,에너지공학전공,unmatched,,keyword_rule,medium,ENG:에너지/공학,ENG,False,ENG:에너지/공학,False,False
keyword_rule,OC2024_02055,국립경국대학교,,전기에너지공학,전기에너지공학전공,unmatched,,keyword_rule,medium,ENG:전기/에너지/공학,ENG,False,ENG:전기/에너지/공학,False,False
keyword_rule,OC2024_02277,국립금오공과대학교,,반도체시스템,반도체시스템전공,unmatched,,keyword_rule,medium,ENG:반도체,ENG,False,ENG:반도체,False,False
keyword_rule,OC2024_04380,동의대학교,,산업ICT기술공학,산업ICT기술공학전공,unmatched,,keyword_rule,medium,ENG:공학/ict,ENG,False,ENG:공학/ict,False,False
keyword_rule,OC2024_06339,숭실대학교,,전자정보공전자공학,전자정보공학부 전자공학전공,unmatched,,keyword_rule,medium,ENG:전자/공학,ENG,False,ENG:전자/공학,False,False
keyword_rule,OC2024_02638,국립한국교통대학교,,반도체신소재공,반도체신소재공학과,unmatched,,keyword_rule,medium,ENG:신소재/반도체/공학,ENG,False,ENG:신소재/반도체/공학,False,False
keyword_rule,OC2024_09023,평택대학교,,반도체디스플레이장비운영,반도체디스플레이장비운영학과,unmatched,,keyword_rule,medium,ENG:반도체,ENG,False,ENG:반도체,False,False
keyword_rule,OC2024_01426,경희대학교,,러시아어,러시아어학과,unmatched,,keyword_rule,medium,HUM:러시아,HUM,False,HUM:러시아,False,False
keyword_rule,OC2024_00256,강남대학교,,한영문화콘텐츠,한영문화콘텐츠학과,unmatched,,keyword_rule,medium,HUM:영문/문화콘텐츠,HUM,False,HUM:영문/문화콘텐츠,False,False
keyword_rule,OC2024_06115,수원대학교,,러시아어문학,러시아어문학,unmatched,,keyword_rule,medium,HUM:문학/러시아,HUM,False,HUM:문학/러시아,False,False
keyword_rule,OC2024_02698,국립한국해양대학교,,글로벌해양인문,글로벌해양인문학부(동아시아문화전공) | 글로벌해양인문학부(해양영어영문학전공),manual_review,,keyword_rule,medium,HUM:영문/문학/인문,HUM,False,HUM:영문/문학/인문,False,False
keyword_rule,OC2024_05497,서울신학대학교,,중국언어문화콘텐츠,중국언어문화콘텐츠학과,unmatched,,keyword_rule,medium,HUM:언어/문화콘텐츠,HUM,False,HUM:언어/문화콘텐츠,False,False
keyword_rule,OC2024_05032,상명대학교,,인문콘텐츠문헌정보학,인문콘텐츠학부 문헌정보학전공,unmatched,,keyword_rule,medium,HUM:문헌정보/인문,HUM,False,HUM:문헌정보/인문,False,False
keyword_rule,OC2024_06876,영남대학교,,글로벌통번역,글로벌통번역학부,unmatched,,keyword_rule,medium,HUM:통번역,HUM,False,HUM:통번역,False,False
keyword_rule,OC2024_08667,청주대학교,,동양어문학,동양어문학전공,unmatched,,keyword_rule,medium,HUM:문학,HUM,False,HUM:문학,False,False
keyword_rule,OC2024_05540,서울여자대학교,,프랑스문화콘텐츠,프랑스문화콘텐츠전공,unmatched,,keyword_rule,medium,HUM:문화콘텐츠,HUM,False,HUM:문화콘텐츠,False,False
keyword_rule,OC2024_02849,국민대학교,,한국역사,한국역사학과,unmatched,,keyword_rule,medium,HUM:역사,HUM,False,HUM:역사,False,False
keyword_rule,OC2024_05668,선문대학교,,외국어러시아어,외국어학부 러시아어전공,unmatched,,keyword_rule,medium,HUM:러시아,HUM,False,HUM:러시아,False,False
keyword_rule,OC2024_06025,세종대학교,,한국언어문화,한국언어문화전공,unmatched,,keyword_rule,medium,HUM:언어,HUM,False,HUM:언어,False,False
keyword_rule,OC2024_05669,선문대학교,,외국어스페인어중남미,외국어학부 스페인어중남미전공,unmatched,,keyword_rule,medium,HUM:스페인,HUM,False,HUM:스페인,False,False
keyword_rule,OC2024_03926,동덕여자대학교,,인문한국어문화,인문학부 한국어문화전공,unmatched,,keyword_rule,medium,HUM:문학/인문,HUM,False,HUM:문학/인문,False,False
keyword_rule,OC2024_05817,성균관대학교,,프랑스어문,프랑스어문학과,unmatched,,keyword_rule,medium,HUM:문학,HUM,False,HUM:문학,False,False
keyword_rule,OC2024_07390,위덕대학교,,역사문화콘텐츠,역사문화콘텐츠학과,unmatched,,keyword_rule,medium,HUM:역사/문화콘텐츠,HUM,False,HUM:역사/문화콘텐츠,False,False
keyword_rule,OC2024_05033,상명대학교,,인문콘텐츠역사콘텐츠,인문콘텐츠학부 역사콘텐츠전공,unmatched,,keyword_rule,medium,HUM:역사/인문,HUM,False,HUM:역사/인문,False,False
keyword_rule,OC2024_08172,전주대학교,,한국어문학창작,한국어문학창작학부,unmatched,,keyword_rule,medium,HUM:문학,HUM,False,HUM:문학,False,False
keyword_rule,OC2024_02456,국립부경대학교,,일본어문학,일본어문학전공,unmatched,,keyword_rule,medium,HUM:문학,HUM,False,HUM:문학,False,False
keyword_rule,OC2024_04915,부산외국어대학교,,러시아어,러시아어전공,unmatched,,keyword_rule,medium,HUM:러시아,HUM,False,HUM:러시아,False,False
keyword_rule,OC2024_03726,동국대학교,,국어국문문예창작,국어국문문예창작학부,unmatched,,keyword_rule,medium,HUM:국문,HUM,False,HUM:국문,False,False
keyword_rule,OC2024_05210,서강대학교,,영문,영문학부(미국문화전공) | 영문학부(영미어문전공),manual_review,,keyword_rule,medium,HUM:국문/영문/문학,HUM,False,HUM:국문/영문/문학,False,False
