year,major_group_7,employment_rate_pct_actual,unemployment_rate_pct_actual,inactivity_rate_pct_actual,industry_top1_pct_actual,industry_top3_pct_actual,industry_hhi_actual,industry_entropy_actual,firm_size_hhi_actual,public_nonprofit_pct_actual,unstable_pct_actual,occupation_hhi_actual,hourly_income_proxy_actual,employment_rate_pct_recalc,unemployment_rate_pct_recalc,inactivity_rate_pct_recalc,industry_top1_pct_recalc,industry_top3_pct_recalc,industry_hhi_recalc,industry_entropy_recalc,firm_size_hhi_recalc,public_nonprofit_pct_recalc,unstable_pct_recalc,occupation_hhi_recalc,hourly_income_proxy_recalc
2008,자연,74.34018,6.2932553,19.36657,19.2,45.8,0.10749317,2.4616091,0.25458825,24.1,12.6,0.27057183,0.8765992,74.34017595307918,6.293255131964809,19.366568914956012,19.2,45.8,0.10749317011529601,2.4616091017502697,0.2545882381346648,24.099999999999998,12.6,0.27057183272632673,0.8765992012455155
2008,의약,88.89396,3.3736815,7.726992,80.5,90.5,0.66238475,0.86960703,0.2723968,40.5,6.7,0.7636209,0.93919635,88.89395850666953,3.37368152661102,7.726992136128184,80.5,90.5,0.6623847714050904,0.8696070496963756,0.2723968161803842,40.5,6.7,0.7636209411726138,0.9391963362043915
2008,예체능,77.33006,7.4103823,15.256582,24.8,47.1,0.121224366,2.364383,0.32702497,17.8,19.7,0.3297092,0.7743302,77.33006098467946,7.410382269820021,15.256581883087907,24.8,47.099999999999994,0.1212243648607285,2.3643828936628117,0.32702496733923636,17.8,19.7,0.32970921334557696,0.7743301938971037
2009,인문,68.52152,9.397738,22.076357,23.7,49.8,0.117865786,2.412016,0.25410166,23.4,16.1,0.38036093,0.9174166,68.52152187253441,9.397738230910845,22.076356623126152,23.7,49.800000000000004,0.11786578552142324,2.412015875711072,0.25410166409939144,23.4,16.1,0.3803609164919269,0.9174165972859318
2009,사회,76.6209,7.5207934,15.856871,16.0,41.2,0.09812999,2.486514,0.26203004,23.5,7.5,0.38347206,0.98427814,76.62090389818619,7.5207936667000705,15.856870857371911,16.0,41.2,0.0981299859628819,2.486514008281881,0.2620300479024532,23.5,7.5,0.3834720570749107,0.9842781250078347
2009,교육,76.09656,4.883136,19.017239,63.1,89.7,0.4688618,1.1542795,0.31490013,51.6,11.3,0.76732004,0.8946302,76.09655849334396,4.88313600392614,19.017238206245015,63.1,89.7,0.4688617813475549,1.1542794566792283,0.3149001287846267,51.6,11.3,0.7673200117065557,0.8946301821847917
2009,공학,77.49772,6.95972,15.540754,32.3,57.0,0.1627272,2.1926823,0.25785106,12.8,5.7,0.30200288,1.0031048,77.49771805044689,6.9597202013538055,15.54075426340476,32.3,57.0,0.1627272072686043,2.1926821899207383,0.2578510643670614,12.8,5.7,0.3020028883064732,1.0031048483401004
2009,자연,67.32973,7.857201,24.809006,18.3,45.5,0.10856844,2.4414353,0.2600563,21.2,10.7,0.27141693,0.90966254,67.32973016905072,7.857200910273082,24.80900520156047,18.3,45.5,0.10856843783761215,2.4414353028888987,0.26005628941468684,21.2,10.700000000000001,0.27141692209346163,0.9096625549587795
2009,의약,85.82501,3.4598482,10.712479,77.3,87.5,0.6147507,0.9960116,0.257766,25.5,5.0,0.75836545,0.96452737,85.82500998801437,3.4598481821813825,10.712478359302171,77.3,87.5,0.6147506666233089,0.9960116425916477,0.2577660037741327,25.5,5.0,0.7583654729109274,0.9645273577202775
2009,예체능,71.03092,8.804071,20.161924,21.2,45.7,0.10863789,2.4289105,0.30497292,16.5,15.9,0.33861193,0.81687623,71.03091988588172,8.804071246819339,20.161924589405505,21.2,45.7,0.10863788835941564,2.4289104901475063,0.3049729036628442,16.5,15.9,0.33861192610926255,0.8168762610495028
2010,인문,77.663414,6.7048373,15.629473,21.7,48.9,0.11274781,2.4414039,0.2552774,25.4,18.8,0.3808311,1.0045866,77.66341762661033,6.704837207188785,15.629473110217434,21.7,48.9,0.1127478093201148,2.441403940733016,0.25527739198505095,25.4,18.8,0.38083110688586924,1.0045866305989888
2010,사회,79.60319,6.2208543,14.175236,14.9,39.9,0.094286524,2.5264359,0.25812083,27.4,11.0,0.38130644,1.0308678,79.60318609703114,6.220854453294714,14.175235336712527,14.9,39.9,0.09428652015465121,2.5264359234681266,0.25812083676069747,27.400000000000002,11.0,0.3813064465898474,1.0308678663109043
2010,교육,77.89827,2.8927822,19.202682,64.0,88.5,0.46695346,1.1883714,0.3207202,57.0,14.1,0.7272637,0.9686342,77.89826683799794,2.892782148117968,19.202682796878427,64.0,88.5,0.46695346782969194,1.1883714146850128,0.32072018383374157,57.0,14.1,0.7272636739073882,0.9686341993855638
2010,공학,81.55744,5.341744,13.098943,33.4,55.1,0.16729525,2.1766539,0.2571789,15.1,9.1,0.30891457,1.0538177,81.55743851229754,5.341744151169766,13.09894271145771,33.4,55.099999999999994,0.16729525283681676,2.176653760403109,0.25717888821864787,15.100000000000001,9.1,0.3089145723175342,1.0538177616280457
2010,자연,76.37764,4.902205,18.716,18.8,48.2,0.113214456,2.4224837,0.25386485,27.3,16.3,0.27195796,0.92009914,76.37764212449649,4.902205057929488,18.71600016610606,18.8,48.199999999999996,0.11321445485974838,2.4224836302902095,0.25386485701843525,27.3,16.3,0.27195796347311496,0.9200991490455782
2010,의약,87.44166,3.243958,9.3092,77.6,88.5,0.619919,0.9789369,0.26924768,35.1,7.1,0.7515788,1.0210723,87.44165542993466,3.243958095633233,9.309200290426304,77.6,88.5,0.6199190296566077,0.9789369128485496,0.2692476734246222,35.1,7.1,0.7515787923988955,1.0210722991449819
2010,예체능,79.251945,6.187821,14.557062,21.2,47.4,0.113546774,2.378713,0.31823337,14.7,18.7,0.33119932,0.8589794,79.25194854571954,6.187820797161144,14.557062290095685,21.2,47.400000000000006,0.11354677178776905,2.3787128945353504,0.3182333779450014,14.7,18.7,0.3311993096968575,0.8589793892345814
2011,인문,75.98815,6.99394,17.013386,19.2,44.1,0.099861875,2.5085683,0.25096974,28.7,19.9,0.36889026,1.0548524,75.9881512301013,6.993939942112879,17.013386396526773,19.2,44.1,0.09986187802940538,2.508568377871327,0.25096974242350933,28.7,19.9,0.36889024570145384,1.0548523206751055
2011,사회,79.09929,6.5794168,14.320579,15.1,41.2,0.09645298,2.501461,0.25294954,27.8,13.5,0.36536002,1.0775878,79.0992906789216,6.579416843878002,14.320578874505829,15.1,41.199999999999996,0.09645298234686685,2.50146098454503,0.25294954920081936,27.8,13.5,0.3653600288482026,1.0775878493206017
2011,교육,77.52852,3.852527,18.615767,59.1,83.6,0.40418103,1.4048235,0.30395275,65.1,14.8,0.66070044,1.0356731,77.52851953349054,3.852526926263463,18.61576700019119,59.1,83.60000000000001,0.4041810288761707,1.4048235636628341,0.3039527588264705,65.1,14.8,0.6607004654843318,1.0356731875719218
2011,공학,81.534966,5.2729006,13.191237,33.5,54.4,0.16418529,2.2144952,0.26430008,15.7,11.4,0.29960948,1.1084161,81.53496396671639,5.2729004546843266,13.19123699297306,33.5,54.4,0.1641852872155902,2.214495167677397,0.2643000862316758,15.7,11.4,0.2996094838466456,1.1084160306736377
2011,자연,76.447014,5.208227,18.342726,19.6,50.5,0.11655102,2.4124477,0.2511391,26.9,19.3,0.27236444,0.9821735,76.44701238988465,5.208227371676195,18.3427257746221,19.6,50.5,0.11655101976135879,2.4124476040791194,0.2511390945307334,26.9,19.3,0.2723644460047487,0.9821735004946197
2011,의약,85.35847,3.789927,10.849104,72.9,84.8,0.5510635,1.171853,0.27506274,37.8,10.8,0.7138057,1.0670573,85.35846600580756,3.7899269049764692,10.849103834985481,72.9,84.80000000000001,0.5510635069816034,1.171852954083479,0.2750627509406328,37.800000000000004,10.8,0.7138056840525375,1.0670572235589497
2011,예체능,78.56951,6.854094,14.574816,21.7,46.7,0.112419516,2.387857,0.29006678,17.8,24.8,0.3286481,0.88771987,78.569511752356,6.854093987276831,14.574815703483877,21.7,46.699999999999996,0.11241951742976068,2.387857031828652,0.2900667901397271,17.8,24.8,0.3286480971329457,0.8877198750616473
2012,인문,69.11253,7.5963125,23.286808,19.7,47.0,0.106303856,2.4692953,0.2509617,23.3,21.8,0.36518383,1.0072429,69.11253152448039,7.5963127228454645,23.28680754848248,19.7,47.0,0.10630385884667355,2.469295359329991,0.25096167803745106,23.3,21.8,0.36518382533724536,1.0072429432072023
2012,사회,75.768654,7.3506446,16.879358,14.7,40.4,0.092571795,2.5379558,0.257262,24.4,14.5,0.38329798,1.0740315,75.76865088980426,7.350644805212288,16.879358156314783,14.7,40.4,0.09257179397626063,2.537955727017115,0.25726197964548964,24.400000000000002,14.5,0.3832979698594392,1.0740314537782893
2012,교육,74.91196,3.2693202,21.815403,62.6,88.2,0.45561516,1.2003319,0.3361256,57.2,14.3,0.7560596,1.0808005,74.91195428267659,3.2693202206126655,21.81540301681175,62.6,88.2,0.45561516819895737,1.20033187729377,0.336125627006016,57.199999999999996,14.3,0.7560595857565554,1.080800559579413
2012,공학,78.63884,6.326293,15.03402,34.6,58.0,0.17206198,2.186527,0.2680912,14.3,10.8,0.3160829,1.1284274,78.6388424589306,6.326292863293319,15.034020496716135,34.6,58.0,0.17206197970863688,2.1865270642716457,0.26809120981793383,14.299999999999999,10.8,0.31608288929324563,1.1284274433554224
2012,자연,69.36813,6.7318196,23.89806,20.7,51.3,0.11854114,2.4036803,0.25169325,22.8,19.5,0.26208043,0.985918,69.36813459666686,6.731819716743143,23.898059313112054,20.7,51.3,0.11854113866371513,2.4036802497603573,0.2516932581403916,22.8,19.5,0.26208044525754337,0.985918008568097
2012,의약,83.40751,3.24293,13.347241,77.3,87.0,0.61833966,0.9954683,0.2708303,26.2,10.1,0.74339575,1.0563526,83.40751043115439,3.2429299953639315,13.347241539174778,77.3,86.99999999999999,0.6183396532739814,0.9954683003760667,0.27083030918856144,26.2,10.1,0.7433957557398316,1.0563525911292657
2012,예체능,76.47973,7.5830956,15.935666,21.3,44.0,0.108781084,2.4180186,0.30661795,14.8,23.1,0.32849962,0.88233125,76.47972962778557,7.583095701504247,15.935665897192171,21.3,44.0,0.10878108147978169,2.418018466810631,0.3066179481272302,14.8,23.1,0.3284996029607199,0.8823312350177259
2013,인문,65.48917,10.323869,24.182478,19.5,48.8,0.10674306,2.47206,0.25361747,27.1,17.3,0.34351227,1.0552142,65.48916700309513,10.32386847889472,24.182478805006056,19.5,48.800000000000004,0.10674305736212276,2.472060052669998,0.25361745535158486,27.099999999999998,17.3,0.3435122653256263,1.0552141911110147
2013,사회,73.241356,8.255773,18.501476,15.6,41.5,0.091244064,2.56436,0.25450164,27.7,12.0,0.36228314,1.0619541,73.2413542706726,8.255772547321971,18.501476738746415,15.6,41.5,0.0912440654266389,2.5643599614019053,0.2545016539986364,27.7,12.0,0.3622831356776905,1.0619541282765061
2013,교육,76.29895,3.169073,20.525276,66.4,89.6,0.49194816,1.1420145,0.32769835,56.5,10.3,0.77840424,1.0698102,76.2989514589126,3.169073062878965,20.525275535157952,66.4,89.6,0.4919481689043852,1.1420144890960506,0.32769834357510347,56.5,10.3,0.7784042444648503,1.069810209171847
2013,공학,76.23949,7.0646596,16.69413,36.1,59.7,0.18255076,2.1377451,0.26060832,17.1,9.2,0.3362412,1.1286459,76.23948583013414,7.064659448733986,16.69412931889747,36.1,59.7,0.18255076012651772,2.137745154861075,0.26060830435136906,17.1,9.200000000000001,0.33624119987756346,1.1286459371869377
2013,자연,67.52988,6.161214,26.306894,19.3,52.1,0.118785836,2.3895986,0.2574299,29.1,16.4,0.26080808,0.99176306,67.52988047808765,6.161213730934847,26.306893637570926,19.3,52.1,0.11878583817977756,2.3895984999776436,0.2574298912185386,29.1,16.4,0.2608080808080808,0.9917630670462116
2013,의약,83.08191,5.1480794,11.7677,77.6,86.5,0.6196566,1.0095654,0.25951374,33.6,6.1,0.6894031,1.025343,83.08190652475706,5.14807959278112,11.767700138824619,77.6,86.49999999999999,0.6196566271010232,1.0095653684031347,0.2595137468574228,33.6,6.1,0.6894031221303948,1.0253428820591424
2013,예체능,72.94788,8.74008,18.310507,19.9,41.8,0.10410241,2.4336026,0.3310894,16.1,21.2,0.3363725,0.86765844,72.94788123908448,8.740080276986243,18.310506480375036,19.9,41.8,0.10410241110458304,2.433602584608972,0.33108941791261437,16.1,21.2,0.33637249379166784,0.8676584089585593
2014,인문,67.995186,8.854522,23.148022,19.1,49.0,0.10884658,2.4395382,0.25625718,26.5,24.2,0.34492564,1.0427296,67.99518553844757,8.854521506108917,23.148021983013127,19.1,49.0,0.10884657908428721,2.4395382207812903,0.25625716522310044,26.5,24.2,0.344925627810874,1.0427296610721497
2014,사회,74.13816,8.815474,17.045656,16.3,40.4,0.09169423,2.5467615,0.25572973,22.9,15.9,0.35591674,1.0760909,74.13816287677729,8.815473789252426,17.04565560486068,16.3,40.4,0.09169422614900477,2.546761602226413,0.25572974629441453,22.9,15.9,0.3559167499877068,1.0760909580041345
2014,교육,78.21946,3.3503327,18.423452,66.6,89.0,0.48790374,1.1761805,0.32190812,48.1,16.0,0.7429661,1.0973401,78.21946029923335,3.350332669120876,18.423452328683844,66.6,89.0,0.4879037472469177,1.1761804543662806,0.32190811438525185,48.1,16.0,0.742966120344932,1.097340065300819
2014,공학,76.650894,6.8163924,16.53185,35.1,57.1,0.17378634,2.1817238,0.2590571,16.1,13.0,0.33593842,1.1158321,76.65089238595368,6.816392563306197,16.531849916514545,35.1,57.1,0.1737863483318029,2.181723871257259,0.2590570945178152,16.1,13.0,0.33593843216799907,1.1158321284903565
2014,자연,67.75262,7.21702,25.028406,20.5,54.0,0.12280996,2.3837957,0.2582315,23.7,22.1,0.25701597,1.0157614,67.75261528817146,7.217019942796693,25.02840575167496,20.5,54.0,0.12280995909504043,2.383795654331403,0.2582314814439961,23.7,22.1,0.25701597977353,1.0157613684850209
2014,의약,85.9212,4.33227,9.742219,81.9,89.3,0.68184847,0.8656669,0.266784,22.5,10.3,0.75797313,1.0693179,85.9212001034572,4.332270023277869,9.742219156823865,81.9,89.3,0.6818484381707535,0.8656669244540498,0.2667840034838148,22.5,10.299999999999999,0.757973120343434,1.0693179380156423
2014,예체능,74.412964,7.130369,18.455162,18.9,42.5,0.104505666,2.4131505,0.32893336,13.6,24.3,0.34266505,0.9217102,74.41296156744536,7.130369253956292,18.455162019593065,18.9,42.5,0.10450566268748082,2.4131505427806363,0.328933358703529,13.6,24.3,0.3426650341801857,0.9217102227559026
2015,인문,69.53696,7.9166055,22.544338,20.2,44.1,0.101669215,2.4892733,0.25942677,25.5,22.3,0.34586298,1.023373,69.53695327456715,7.916605305787558,22.544337618075865,20.2,44.099999999999994,0.10166921742679318,2.4892734185981658,0.25942678215196585,25.5,22.3,0.3458629868123498,1.0233730309499274
2015,사회,74.166306,7.6944613,18.138554,13.8,37.5,0.086692445,2.5713704,0.25461623,26.9,15.7,0.36690247,1.089166,74.16630250723767,7.69446113508494,18.13855355874802,13.8,37.5,0.08669244631859066,2.5713704597468086,0.2546162285584735,26.9,15.700000000000001,0.3669024588982344,1.0891660077916858
2015,교육,77.1456,2.4222944,20.425476,65.8,89.4,0.48023352,1.1776086,0.3556979,57.5,11.9,0.7586858,1.1301292,77.14560275697528,2.4222943866392734,20.425475511962357,65.8,89.4,0.4802335137586078,1.1776086080381174,0.35569789196948454,57.5,11.9,0.7586858483828182,1.1301292571406283
2015,공학,75.29971,6.9482694,17.751192,33.8,55.3,0.16447304,2.2216985,0.2539213,17.8,11.3,0.33796448,1.1582366,75.29971471446711,6.948269322735443,17.751191438135915,33.8,55.3,0.1644730424037461,2.221698600217821,0.25392130772084326,17.8,11.299999999999999,0.33796448065039575,1.1582365847996425
2015,자연,66.385315,7.3877397,26.225079,19.7,54.7,0.12531987,2.3527243,0.25350398,28.2,18.4,0.25746202,1.0080035,66.38531768213154,7.387739891932179,26.225079187628097,19.7,54.7,0.12531986531986533,2.352724339248823,0.2535039757423267,28.2,18.4,0.25746201134624447,1.008003516892722
2015,의약,84.76842,2.7295027,12.5,80.3,89.2,0.6619444,0.90159434,0.2649917,29.7,9.4,0.7508495,1.098827,84.76841842674206,2.7295027440545483,12.5,80.3,89.2,0.6619443813697647,0.9015943414068371,0.2649916936823599,29.7,9.4,0.7508494716830894,1.0988270358379368
2015,예체능,70.86968,8.563163,20.56422,20.7,45.5,0.108517334,2.4131389,0.32350487,16.2,25.5,0.33019283,0.9847197,70.86968014803067,8.563162686874028,20.564220048756134,20.7,45.5,0.10851733220603536,2.413138969088461,0.32350486282479307,16.2,25.5,0.3301928374655647,0.9847196697754037
2016,인문,69.68307,8.855006,21.45779,18.3,44.1,0.10025711,2.4923265,0.258445,27.5,24.3,0.3581716,1.0919628,69.68307094748151,8.855005991487955,21.457791000371884,18.3,44.1,0.10025711662075298,2.492326470751966,0.25844498876291006,27.5,24.3,0.3581716151413121,1.091962787860302
2016,사회,73.10022,8.501289,18.397112,12.3,35.7,0.08482498,2.584557,0.2553003,27.5,15.9,0.36967105,1.1481267,73.10022348289496,8.501289324394017,18.3971119133574,12.3,35.7,0.08482497879502812,2.5845570685523063,0.2553003177368107,27.5,15.9,0.3696710325205165,1.1481266923728215
2016,교육,73.097694,4.2667375,22.63226,62.1,86.9,0.44241303,1.2674121,0.3481195,62.3,17.6,0.73227555,1.1655596,73.09769105906516,4.266737337264385,22.632258919402393,62.1,86.9,0.44241302948475575,1.2674120992021245,0.3481194919320219,62.300000000000004,17.6,0.7322755430541102,1.165559593934077
2016,공학,76.36511,7.5302463,16.10464,31.7,55.4,0.15458313,2.2581937,0.25596425,18.9,12.4,0.33953393,1.2121545,76.3651135851728,7.530246476607247,16.104639938219965,31.7,55.400000000000006,0.15458312417379852,2.25819370889233,0.2559642433271887,18.9,12.4,0.33953392122473736,1.212154494781695
2016,자연,68.11863,7.6319895,24.245707,17.8,52.1,0.11807775,2.398123,0.25655836,26.7,22.1,0.26100913,1.067247,68.11863006151869,7.631989716279497,24.245707464879256,17.8,52.099999999999994,0.11807774716865627,2.398123028306673,0.2565583619619039,26.7,22.099999999999998,0.26100912675316085,1.0672469985309045
2016,의약,84.99337,4.5199285,10.484752,79.5,87.5,0.6473766,0.9421802,0.27532738,39.6,9.1,0.7441547,1.1687989,84.99337025193043,4.519928242726777,10.484751579439981,79.5,87.5,0.6473765933922999,0.942180225847469,0.2753273907224565,39.6,9.1,0.744154678094072,1.1687989349940207
2016,예체능,76.09392,6.3792663,17.525309,19.1,41.6,0.10145904,2.4619858,0.3424268,15.8,29.6,0.33140808,0.9978832,76.09392157157684,6.37926625652442,17.52530798273191,19.1,41.6,0.10145904462055573,2.461985879161391,0.34242679416539473,15.799999999999999,29.599999999999998,0.3314080709403531,0.9978831919760189
2017,인문,66.50392,9.709193,23.786884,15.0,41.1,0.091968045,2.535021,0.25763294,27.4,22.9,0.36022222,1.1655964,66.50392290636194,9.709193245778613,23.786883847859457,15.0,41.1,0.0919680462127136,2.5350211622156333,0.257632941404171,27.400000000000002,22.900000000000002,0.3602222166106917,1.1655963473031665
2017,사회,71.98548,9.934529,18.079277,11.1,32.4,0.082141,2.6009064,0.25774163,29.7,16.1,0.37535888,1.2503011,71.98548249359521,9.934528892684314,18.079276971249644,11.1,32.4,0.08214099895941727,2.600906401564931,0.257741620750661,29.7,16.1,0.37535886517959394,1.250301067787085
2017,교육,71.76816,7.4990325,20.729584,62.3,86.0,0.44188553,1.3001878,0.34831375,61.0,17.6,0.69079643,1.2334399,71.76815894723262,7.499032382918333,20.72958327957683,62.3,86.0,0.44188552188552177,1.3001878481871496,0.34831374766224454,61.0,17.599999999999998,0.6907964225043274,1.2334399269072638
2017,공학,74.96235,8.254073,16.782772,30.0,53.4,0.14485183,2.3019722,0.25534,20.8,13.7,0.3861064,1.2574399,74.96234970081099,8.254073077821356,16.782771867374304,30.0,53.4,0.14485182785034012,2.3019721071307235,0.25534001666624584,20.8,13.700000000000001,0.38610641145425617,1.257439852460391
2017,자연,67.131775,8.34369,24.524536,18.3,50.9,0.11551434,2.40186,0.2589783,29.2,20.4,0.32638893,1.1596807,67.13177418747411,8.343689978533499,24.524535833992392,18.3,50.900000000000006,0.11551433820560032,2.4018600311521974,0.25897830862857,29.2,20.400000000000002,0.32638891700302414,1.1596807331157948
2017,의약,84.75224,4.1596894,11.084259,76.8,85.1,0.60444564,1.0595262,0.2646471,41.7,11.0,0.7887833,1.2497425,84.75224539503729,4.159689450449079,11.084259400213123,76.8,85.10000000000001,0.60444562085657,1.059526185471405,0.2646470915745566,41.699999999999996,11.0,0.7887833160421033,1.2497424636057106
2017,예체능,74.61353,8.122106,17.262798,18.2,39.2,0.10126518,2.436367,0.34538355,16.2,27.1,0.3970422,1.0526893,74.61353110526974,8.122105394918012,17.262798848416573,18.2,39.199999999999996,0.1012651770227528,2.4363671057468634,0.3453835422009322,16.2,27.1,0.3970422130367719,1.0526892605506863
2018,인문,68.00748,9.921557,22.068682,16.1,41.2,0.09501071,2.5165064,0.25474992,27.3,21.6,0.35931075,1.231909,68.007479363342,9.92155789665709,22.068682446299086,16.1,41.2,0.09501071319253135,2.5165064970716022,0.25474992338833247,27.3,21.599999999999998,0.3593107369235979,1.231909053227167
2018,사회,71.54297,8.578774,19.8775,11.1,32.0,0.08198,2.602628,0.25586316,31.4,15.1,0.37644958,1.3146675,71.54296948844947,8.578774244772958,19.877500094521533,11.1,32.0,0.08197999961306653,2.6026281078643607,0.25586314668696286,31.4,15.1,0.37644957339397744,1.3146674835045657
2018,교육,71.512276,5.3788924,23.102245,62.6,86.5,0.44716865,1.2732887,0.3706583,54.4,18.9,0.6860652,1.2820097,71.51227862268748,5.378892619658964,23.102245045756796,62.6,86.5,0.44716865625956526,1.2732887737527379,0.37065831670917404,54.4,18.9,0.6860652167133297,1.2820097769432486
2018,공학,76.55381,8.004311,15.441055,30.4,54.3,0.14632908,2.3038766,0.25885105,21.2,11.2,0.3709194,1.3504906,76.55381173296483,8.004310203007272,15.441055506202087,30.4,54.3,0.14632907061637482,2.303876562822422,0.2588510391151738,21.2,11.200000000000001,0.3709194206545056,1.350490575138077
2018,자연,70.72543,9.013037,20.257572,19.3,53.5,0.12470531,2.3516965,0.25153998,32.1,18.5,0.3210956,1.2180307,70.72543472670083,9.013036855328494,20.257571860966586,19.3,53.5,0.12470530372008323,2.3516965809665957,0.25153997599619327,32.1,18.5,0.32109558761016804,1.2180306990727268
2018,의약,85.04087,4.647154,10.308266,75.7,84.6,0.5897523,1.0747032,0.26440847,40.3,9.9,0.77948135,1.3741437,85.04087344986746,4.647153687878844,10.308265519862086,75.7,84.60000000000001,0.589752292533819,1.0747031652192118,0.2644084745334714,40.3,9.899999999999999,0.7794813793325913,1.3741437577766409
2018,예체능,71.27875,8.349653,20.3716,18.9,42.7,0.10846865,2.389933,0.34723467,15.6,23.1,0.40694302,1.1419636,71.27874795668991,8.34965283959409,20.37159920371599,18.9,42.7,0.1084686497345942,2.3899331415606344,0.34723466579126794,15.6,23.099999999999998,0.4069430331768842,1.1419636504185737
2019,인문,58.332348,12.291189,29.371737,15.2,38.2,0.089474544,2.5581613,0.25239715,31.4,24.7,0.37648848,1.5562496,58.33234884105569,12.29118918791201,29.371736408099615,15.2,38.2,0.08947454341393736,2.558161359429444,0.2523971387558264,31.400000000000002,24.7,0.3764884725133205,1.5562496575154805
2019,사회,64.98112,12.64357,22.374525,12.2,34.9,0.08528086,2.580472,0.25284514,34.2,17.8,0.39806038,1.2886181,64.9811190403291,12.643569875252203,22.374526013330506,12.2,34.9,0.08528085993450712,2.5804719101157363,0.25284513017348054,34.2,17.8,0.3980603945605221,1.2886180313146265
