outcome_row_id,candidate_headcount_row_ids,candidate_preview,match_method,unmatched_reason,match_evidence,candidate_count,reviewer,review_timestamp,selection,selection_rationale,confidence
OC2024_01486,HC2_2024_09384|HC2_2024_09460,지리학과(자연계열) | 지리학과(자연계열),manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_01488,HC2_2024_09401|HC2_2024_09468,체육학과 | 체육학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_01492,HC2_2024_09402|HC2_2024_09469,태권도학과 | 태권도학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_01493,HC2_2024_09336|HC2_2024_09417,프랑스어학과 | 프랑스어학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_01494,HC2_2024_09328|HC2_2024_09410,한국어학과 | 한국어학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_01495,HC2_2024_09449,한방생명공학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01499,HC2_2024_09361|HC2_2024_09426,행정학과 | 행정학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_01500,HC2_2024_09371|HC2_2024_09453,화학과 | 화학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_01502,HC2_2024_09372|HC2_2024_09454,환경조경디자인학과 | 환경조경디자인학과,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_01554,HC2_2024_09836,식품가공학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01559,HC2_2024_09741,심리학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01560,HC2_2024_09849|HC2_2024_09850,약학과 | 약학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_01570,HC2_2024_09855,의용공학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01616,HC2_2024_10028,미디어학부,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01621,HC2_2024_10031,보건정책관리학부,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01628,HC2_2024_10060,생명공학부,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01630,HC2_2024_10064,생체의공학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01637,HC2_2024_10066,식품자원경제학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01639,HC2_2024_10014|HC2_2024_10015,심리학과 | 심리학부,manual_pending,multiple_candidates,"school+campus+suffix-reduced exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_01666,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01668,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01669,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01670,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01671,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01672,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01673,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01674,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01676,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01677,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01678,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01679,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01680,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01681,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01682,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01683,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01684,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01685,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01686,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01687,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01688,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01689,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01690,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01691,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01692,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01693,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01694,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01695,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01697,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01699,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01700,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01701,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01702,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01703,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01704,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01705,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01707,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01708,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01709,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01710,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01711,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01712,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01713,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01714,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01715,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01716,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01717,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01718,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01719,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01720,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01721,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01722,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01723,HC2_2024_10004|HC2_2024_10005|HC2_2024_10006|HC2_2024_10007|HC2_2024_10008|HC2_2024_10009|HC2_2024_10010|HC2_2024_10011|HC2_2024_10012|HC2_2024_10013,언어학과 | 국어국문학과 | 일어일문학과 | 중어중문학과 | 한문학과,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,81,,,,,
OC2024_01726,HC2_2024_10451,국제문화선교학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01730,HC2_2024_10467,보건의료정보관리전공,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01735,HC2_2024_10477|HC2_2024_10478,식품영양학과 | 식품영양학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_01738,HC2_2024_10469,언어치료학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01744,HC2_2024_10457|HC2_2024_10460,의료경영학부 | 의료경영전공,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_01776,HC2_2024_10812,게임콘텐츠학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01782,HC2_2024_10771,국제지역전공,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01783,HC2_2024_10775|HC2_2024_10776,국제통상전공 | 국제통상학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_01791,HC2_2024_10785,미디어커뮤니케이션학부,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01795,HC2_2024_10769,산업심리학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01796,HC2_2024_10801|HC2_2024_10802,소프트웨어전공 | 소프트웨어학부,manual_pending,multiple_candidates,"school+campus+department strict exact unique; multiple D01 rows remain, no automatic choice",2,,,,,
OC2024_01816,HC2_2024_10815,정보콘텐츠학과,manual_pending,multiple_fuzzy_or_conflict,fuzzy candidates need manual review,1,,,,,
OC2024_01818,HC2_2024_10764|HC2_2024_10765|HC2_2024_10766|HC2_2024_10767|HC2_2024_10768|HC2_2024_10769|HC2_2024_10770|HC2_2024_10771|HC2_2024_10772|HC2_2024_10773,국어국문학과 | 영어영문학과 | 영어산업학과 | 문화교류전공 | 문화콘텐츠개발전공,unmatched,department_formatting_or_source_coverage_mismatch,no strict/suffix/token/fuzzy unique candidate under same school and allowed campus scope,70,,,,,
