required_d07_path,required_manifest_path,d07_exists,d07_actual_hash,local2_manifest_exists,local2_manifest_hash,local2_manifest_ready_for_local1,local2_manifest_declared_d07_hash,legacy_goms_run_manifest_exists,legacy_ready_for_local1,legacy_declared_d07_hash,ready_for_d08_rebuild,block_reason
/home/sieg/projects-wsl/SBS_dataScience/workbook/p2/p2_3/shared_handoff/goms_major_profile_recent.parquet,/home/sieg/projects-wsl/SBS_dataScience/workbook/p2/p2_3/shared_handoff/LOCAL2_HANDOFF_MANIFEST.json,True,f44c6f9e7a7539361dce301686144780e0ce588deb929b625ebe811674bb621f,True,24609ead002563288af769758e91bf26b82f972e0be7e14c2b2ea607b707df6a,True,f44c6f9e7a7539361dce301686144780e0ce588deb929b625ebe811674bb621f,True,True,f44c6f9e7a7539361dce301686144780e0ce588deb929b625ebe811674bb621f,True,
