column,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max,missing_n,missing_pct,zero_n,negative_n,skew,kurtosis
정원내_입학자_석사_여,35431.0,1.3456859812029014,5.79841053410759,0.0,0.0,0.0,0.0,0.0,0.0,8.0,23.0,398.0,0,0.0,28594,0,18.059936294031413,787.9067517904359
정원내_입학자_박사_계,35431.0,0.658716942790212,3.635328600737968,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,157.0,0,0.0,31414,0,15.381764591838921,381.1738938784012
정원내_입학자_박사_남,35431.0,0.36326945330360416,2.439567978962194,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,135.0,0,0.0,32367,0,20.226595156991923,680.9424002988903
정원내_입학자_박사_여,35431.0,0.29544748948660776,1.603422599548274,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,54.0,0,0.0,32472,0,12.03396224094475,231.95410687050344
정원외_입학자_전체_계,35431.0,3.333041686658576,12.621369130894031,0.0,0.0,0.0,0.0,0.0,2.0,17.0,51.0,476.0,0,0.0,23817,0,12.523555018967388,278.638968626989
정원외_입학자_전체_남,35431.0,1.5560949451045694,6.714348803566758,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.69999999999709,312.0,0,0.0,26575,0,14.507288118567551,362.6489423338039
정원외_입학자_전체_여,35431.0,1.7769467415540063,7.545257579553854,0.0,0.0,0.0,0.0,0.0,1.0,9.0,31.0,267.0,0,0.0,26256,0,12.10027437638079,238.9836946342155
정원외_입학자_석사_계,35431.0,0.6374643673619147,6.270293004822127,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,466.0,0,0.0,32590,0,30.78296993464637,1472.1628568205
정원외_입학자_석사_남,35431.0,0.29530637012785416,3.3142632998448724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,229.0,0,0.0,33544,0,32.515085692192464,1531.9835874574965
정원외_입학자_석사_여,35431.0,0.3421579972340606,3.514523789279503,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,267.0,0,0.0,33249,0,32.10361300103415,1612.7534418360788
정원외_입학자_박사_계,35431.0,0.22466201913578504,2.2758391202005597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,158.0,0,0.0,33584,0,33.96541945773531,1752.8743659804388
정원외_입학자_박사_남,35431.0,0.1119923231068838,1.18197028423132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,83.0,0,0.0,34144,0,32.42192404928814,1598.9178787505202
정원외_입학자_박사_여,35431.0,0.11266969602890124,1.2171767021620115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,93.0,0,0.0,34180,0,33.42162824460193,1743.3959719898432
재적생_전체_계,35431.0,84.87601253139906,212.9289955925952,0.0,0.0,0.0,3.0,23.0,100.0,332.0,756.6999999999971,13106.0,0,0.0,5590,0,21.39293704891886,909.5713498202609
재적생_전체_남,35431.0,45.40123056080833,112.84368934436483,0.0,0.0,0.0,1.0,9.0,48.0,196.0,457.6999999999971,7995.0,0,0.0,7916,0,17.250802918462735,837.532721483729
재적생_전체_여,35431.0,39.474781970590726,128.99558059955584,0.0,0.0,0.0,1.0,8.0,40.0,161.0,380.6999999999971,10211.0,0,0.0,8801,0,31.295376763649983,1793.788775132372
재학생_전체_계,35431.0,65.44463887556095,162.5182826215529,0.0,0.0,0.0,1.0,19.0,79.0,252.0,587.0,9915.0,0,0.0,7731,0,21.180207533742806,906.8499842420337
재학생_전체_남,35431.0,31.312692275126302,79.20466646260172,0.0,0.0,0.0,0.0,7.0,34.0,133.0,308.0,6037.0,0,0.0,10056,0,20.00402396653429,1095.6470328584026
재학생_전체_여,35431.0,34.131946600434645,104.43620312687321,0.0,0.0,0.0,0.0,7.0,35.0,141.0,331.6999999999971,7611.0,0,0.0,10144,0,27.426689646277534,1471.6711071640502
휴학생_전체_계,35431.0,18.925122068245322,54.6750166625142,0.0,0.0,0.0,0.0,3.0,18.0,84.0,190.0,3191.0,0,0.0,11719,0,20.439926933377578,831.0029047575954
휴학생_전체_남,35431.0,13.896164375829077,36.85846980250664,0.0,0.0,0.0,0.0,1.0,12.0,67.0,157.6999999999971,1958.0,0,0.0,14897,0,11.111982111235115,324.8870981267776
휴학생_전체_여,35431.0,5.028957692416245,26.891141865859407,0.0,0.0,0.0,0.0,1.0,4.0,22.0,53.0,2600.0,0,0.0,17505,0,48.35509294249535,3511.1588252002516
유예생_전체_계,35431.0,0.506251587592786,3.1980376306987344,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,157.0,0,0.0,31882,0,19.038264020720398,585.5221772892575
유예생_전체_남,35431.0,0.19237390985295363,1.4371269539435696,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,67.0,0,0.0,33295,0,19.336247491215712,556.3282271684607
유예생_전체_여,35431.0,0.31387767773983233,2.178515980068136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,123.0,0,0.0,32672,0,21.26946601553616,767.1462345540547
재적생_석사_계,35431.0,7.1962688041545535,28.221237544927057,0.0,0.0,0.0,0.0,0.0,3.0,37.0,109.0,1124.0,0,0.0,25104,0,13.586883264676228,324.2160036672241
재적생_석사_남,35431.0,3.2052439953712852,15.256787300283706,0.0,0.0,0.0,0.0,0.0,1.0,15.0,51.69999999999709,951.0,0,0.0,26445,0,19.989889117683987,748.6601681668509
재적생_석사_여,35431.0,3.9910248087832687,16.817115881206576,0.0,0.0,0.0,0.0,0.0,1.0,21.0,67.0,1050.0,0,0.0,26175,0,16.478908575306654,601.1520512630419
재학생_석사_계,35431.0,6.389094295955519,25.330704558951606,0.0,0.0,0.0,0.0,0.0,2.0,33.0,97.0,1010.0,0,0.0,25398,0,13.628067696686319,320.7609460313761
재학생_석사_남,35431.0,2.8328300076204456,13.667338038074492,0.0,0.0,0.0,0.0,0.0,0.0,14.0,46.0,857.0,0,0.0,26786,0,19.818927811960375,736.5796182975578
재학생_석사_여,35431.0,3.5562642883350737,15.130143473294382,0.0,0.0,0.0,0.0,0.0,1.0,19.0,60.0,956.0,0,0.0,26466,0,16.851468187608937,627.5134709672009
휴학생_석사_계,35431.0,0.8071745081990347,3.8359258725930396,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,165.0,0,0.0,29359,0,14.273475674494064,336.6858991990635
휴학생_석사_남,35431.0,0.37241398775083967,2.189079440244081,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,116.0,0,0.0,31203,0,20.22523624427437,652.7979130998201
휴학생_석사_여,35431.0,0.4347605204481951,2.2359477387082904,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,102.0,0,0.0,31086,0,15.218744120359279,413.18280985973877
재적생_박사_계,35431.0,2.4654680929129857,13.902297582608682,0.0,0.0,0.0,0.0,0.0,0.0,13.0,47.0,782.0,0,0.0,30074,0,17.83142207881042,552.2435589187644
재적생_박사_남,35431.0,1.3600519319240214,9.164322668781677,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,678.0,0,0.0,30790,0,25.082520700837573,1177.5581457912062
재적생_박사_여,35431.0,1.1054161609889646,6.05410563588757,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,258.0,0,0.0,30954,0,14.734651144322088,355.8521724869017
재학생_박사_계,35431.0,2.1817899579464313,12.544579373541007,0.0,0.0,0.0,0.0,0.0,0.0,11.0,42.0,733.0,0,0.0,30235,0,18.185123454802667,583.224512244159
재학생_박사_남,35431.0,1.2121023962067117,8.431552788776955,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,638.0,0,0.0,30970,0,26.18378958587616,1279.9443770595108
재학생_박사_여,35431.0,0.9696875617397195,5.299831566458881,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,230.0,0,0.0,31120,0,14.247818225266421,333.90367546212974
휴학생_박사_계,35431.0,0.2836781349665547,2.0648514175089416,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,176.0,0,0.0,32506,0,34.30387387707972,2139.920086383261
휴학생_박사_남,35431.0,0.1479495357173097,1.2004379732050117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,95.0,0,0.0,33389,0,33.486187642144955,1961.6816426175187
휴학생_박사_여,35431.0,0.13572859924924502,1.0720880937613935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,81.0,0,0.0,33568,0,28.968252025885093,1496.7373584830684
외국인유학생_총계_계,35431.0,4.114419576077446,23.389320039899278,0.0,0.0,0.0,0.0,0.0,1.0,16.0,82.69999999999709,967.0,0,0.0,25167,0,16.974735519652967,437.05327459436705
외국인유학생_총계_남,35431.0,1.7726849369196467,11.680386116362767,0.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,594.0,0,0.0,28115,0,22.04530417906225,750.8224715816846
