column,category,count,share,category_n,poisson_equal_share_lambda,poisson_5pct_count_cutoff,poisson_lower_tail_p,low_frequency_flag,interpretation
소계열,작곡,19,0.001208113435493101,180,87.37222222222222,72,9.131026838626773e-19,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,기타유럽어ㆍ문학,19,0.001208113435493101,180,87.37222222222222,72,9.131026838626773e-19,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,항공,19,0.001208113435493101,180,87.37222222222222,72,9.131026838626773e-19,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 평택시,32,0.0020347173650410123,142,110.75352112676056,94,1.1105907617802584e-18,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,교양생활과학,20,0.0012716983531506326,180,87.37222222222222,72,4.046886504844779e-18,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,언어학,20,0.0012716983531506326,180,87.37222222222222,72,4.046886504844779e-18,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,성악,20,0.0012716983531506326,180,87.37222222222222,72,4.046886504844779e-18,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,관광,20,0.0012716983531506326,180,87.37222222222222,72,4.046886504844779e-18,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경북 경주시,34,0.0021618872003560754,142,110.75352112676056,94,1.2450781396925202e-17,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,울산 남구,34,0.0021618872003560754,142,110.75352112676056,94,1.2450781396925202e-17,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,러시아어ㆍ문학,21,0.0013352832708081643,180,87.37222222222222,72,1.708525109547594e-17,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,섬유공학,21,0.0013352832708081643,180,87.37222222222222,72,1.708525109547594e-17,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
중계열,교통ㆍ운송,275,0.0174858523558212,36,436.8611111111111,403,6.172653163867308e-17,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,행정,22,0.001398868188465696,180,87.37222222222222,72,6.886665511488313e-17,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,응용소프트웨어,22,0.001398868188465696,180,87.37222222222222,72,6.886665511488313e-17,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,충북 영동군,36,0.002289057035671139,142,110.75352112676056,94,1.2437505606518524e-16,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,국악,23,0.0014624531061232277,180,87.37222222222222,72,2.65573452461073e-16,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 양주시,37,0.0023526419533286703,142,110.75352112676056,94,3.7721699905979637e-16,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,광학공학,24,0.0015260380237807592,180,87.37222222222222,72,9.816863695591189e-16,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,공학교육,24,0.0015260380237807592,180,87.37222222222222,72,9.816863695591189e-16,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 안양시,39,0.002479811788643734,142,110.75352112676056,94,3.20688510972007e-15,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
중계열,농림ㆍ수산,286,0.018185286450054048,36,436.8611111111111,403,8.482220635936186e-15,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,식품·조리,26,0.0016532078590958225,180,87.37222222222222,72,1.1894787805353442e-14,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,천문ㆍ기상학,27,0.001716792776753354,180,87.37222222222222,72,3.911080256303064e-14,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,기계,27,0.001716792776753354,180,87.37222222222222,72,3.911080256303064e-14,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 이천시,42,0.0026705665416163287,142,110.75352112676056,94,6.592977891210599e-14,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,수산학,28,0.0017803776944108857,180,87.37222222222222,72,1.240366486134222e-13,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,정보ㆍ통신,28,0.0017803776944108857,180,87.37222222222222,72,1.240366486134222e-13,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
중계열,토목ㆍ도시,294,0.0186939657913143,36,436.8611111111111,403,2.339492848725298e-13,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,교양자연과학,29,0.0018439626120684174,180,87.37222222222222,72,3.799042311487726e-13,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,한의학,29,0.0018439626120684174,180,87.37222222222222,72,3.799042311487726e-13,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,영상·예술,29,0.0018439626120684174,180,87.37222222222222,72,3.799042311487726e-13,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,전남 여수시,44,0.002797736376931392,142,110.75352112676056,94,4.398443923348342e-13,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,전남 나주시,44,0.002797736376931392,142,110.75352112676056,94,4.398443923348342e-13,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
대계열,예체능계열,1920,0.12208304190246073,7,2246.714285714286,2169,8.559892684988314e-13,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 군포시,46,0.0029249062122464553,142,110.75352112676056,94,2.6842117506296708e-12,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 의왕시,47,0.0029884911299039867,142,110.75352112676056,94,6.4209602221596426e-12,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시도,전북,727,0.0462262351370255,17,925.1176470588235,875,7.585957160949797e-12,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,서울 강북구,49,0.00311566096521905,142,110.75352112676056,94,3.4531198682993845e-11,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경북 김천시,49,0.00311566096521905,142,110.75352112676056,94,3.4531198682993845e-11,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,대구 남구,50,0.0031792458828765816,142,110.75352112676056,94,7.769892464661343e-11,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,지상교통공학,35,0.002225472118013607,180,87.37222222222222,72,1.6056097453213045e-10,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,공예,35,0.002225472118013607,180,87.37222222222222,72,1.6056097453213045e-10,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시도,경남,748,0.04756151840783366,17,925.1176470588235,875,9.724318003950777e-10,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,광고·홍보학,38,0.002416226870986202,180,87.37222222222222,72,2.238666053325986e-09,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,가족ㆍ사회ㆍ복지,38,0.002416226870986202,180,87.37222222222222,72,2.238666053325986e-09,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,제어계측공학,39,0.002479811788643734,180,87.37222222222222,72,5.114096229353682e-09,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,충남 예산군,56,0.0035607553888217713,142,110.75352112676056,94,6.775400604441876e-09,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,전북 완주군,56,0.0035607553888217713,142,110.75352112676056,94,6.775400604441876e-09,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,경영ㆍ경제,40,0.002543396706301265,180,87.37222222222222,72,1.139491433746318e-08,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,농수산,40,0.002543396706301265,180,87.37222222222222,72,1.139491433746318e-08,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,음악,40,0.002543396706301265,180,87.37222222222222,72,1.139491433746318e-08,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경북 영주시,57,0.003624340306479303,142,110.75352112676056,94,1.3397462664546339e-08,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
중계열,음악,326,0.020728683156355312,36,436.8611111111111,403,1.6815758918456677e-08,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,조경학,41,0.002606981623958797,180,87.37222222222222,72,2.477952495890447e-08,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,울산 울주군,58,0.003687925224136835,142,110.75352112676056,94,2.604257801414136e-08,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 포천시,60,0.003815095059451898,142,110.75352112676056,94,9.359590516039003e-08,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 안산시,61,0.0038786799771094297,142,110.75352112676056,94,1.731499609466605e-07,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경남 김해시,62,0.003942264894766961,142,110.75352112676056,94,3.152611189828789e-07,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,인문교육,45,0.0028613212945889236,180,87.37222222222222,72,4.3967565044897603e-07,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,프랑스어ㆍ문학,48,0.0030520760475615184,180,87.37222222222222,72,3.0261713979971046e-06,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
대학원구분_clean,1,7467,0.4747885801487887,2,7863.5,7718,3.364722635471355e-06,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,부산 부산진구,67,0.004260189483054619,142,110.75352112676056,94,5.013711652972906e-06,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,교양어ㆍ문학,51,0.0032428308005341133,180,87.37222222222222,72,1.737823802146631e-05,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경북 상주시,70,0.004450944236027214,142,110.75352112676056,94,2.2136529681162456e-05,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,서울 서초구,70,0.004450944236027214,142,110.75352112676056,94,2.2136529681162456e-05,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 김포시,70,0.004450944236027214,142,110.75352112676056,94,2.2136529681162456e-05,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
중계열,건축,355,0.02257264576842373,36,436.8611111111111,403,2.9634316961610703e-05,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,교양사회과학,53,0.0033700006358491764,180,87.37222222222222,72,5.0682420562604504e-05,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,부산 사하구,72,0.004578114071342278,142,110.75352112676056,94,5.560318466219355e-05,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경북 포항시,72,0.004578114071342278,142,110.75352112676056,94,5.560318466219355e-05,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,조형,54,0.003433585553506708,180,87.37222222222222,72,8.42230035123116e-05,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,기악,54,0.003433585553506708,180,87.37222222222222,72,8.42230035123116e-05,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,충북 괴산군,74,0.0047052839066573406,142,110.75352112676056,94,0.0001324276917123789,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,독일어ㆍ문학,55,0.00349717047116424,180,87.37222222222222,72,0.0001375050992749412,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,지구ㆍ지리학,55,0.00349717047116424,180,87.37222222222222,72,0.0001375050992749412,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,치의학,56,0.0035607553888217713,180,87.37222222222222,72,0.00022063679769347445,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,무용,56,0.0035607553888217713,180,87.37222222222222,72,0.00022063679769347445,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,충남 금산군,76,0.004832453741972404,142,110.75352112676056,94,0.0002995429429401468,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,기타음악,57,0.003624340306479303,180,87.37222222222222,72,0.0003480648894116491,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,도시ㆍ지역학,58,0.003687925224136835,180,87.37222222222222,72,0.0005400248126349822,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,동물ㆍ수의학,59,0.003751510141794366,180,87.37222222222222,72,0.0008242954070354732,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,산업디자인,59,0.003751510141794366,180,87.37222222222222,72,0.0008242954070354732,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,패션디자인,60,0.003815095059451898,180,87.37222222222222,72,0.0012382512994554985,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,예체능교육,60,0.003815095059451898,180,87.37222222222222,72,0.0012382512994554985,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
대계열,인문계열,2109,0.1341005913397342,7,2246.714285714286,2169,0.0017415561533954535,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,가정관리학,61,0.0038786799771094297,180,87.37222222222222,72,0.0018311733686805203,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,광주 동구,81,0.005150378330260062,142,110.75352112676056,94,0.0018582917488916427,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 시흥시,82,0.005213963247917594,142,110.75352112676056,94,0.00258381077623849,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,문헌정보학,62,0.003942264894766961,180,87.37222222222222,72,0.002666736575015765,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,대구 달서구,83,0.005277548165575126,142,110.75352112676056,94,0.0035519286909749667,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
중계열,전기ㆍ전자,383,0.024353023462834616,36,436.8611111111111,403,0.0046655575479057675,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,전남 순천시,85,0.005404718000890189,142,110.75352112676056,94,0.006491589144731345,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,사회교육,66,0.004196604565397088,180,87.37222222222222,72,0.010349151566611906,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,재료공학,66,0.004196604565397088,180,87.37222222222222,72,0.010349151566611906,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,인천 동구,89,0.005659057671520315,142,110.75352112676056,94,0.01906257091326526,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,의류ㆍ의상학,69,0.004387359318369683,180,87.37222222222222,72,0.024710004935792392,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,사진ㆍ만화,70,0.004450944236027214,180,87.37222222222222,72,0.03216517748229044,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
중계열,응용예술,400,0.025433967063012652,36,436.8611111111111,403,0.03949441532382346,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
중계열,소재ㆍ재료,402,0.025561136898327716,36,436.8611111111111,403,0.048640460414856194,True,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,일본어ㆍ문학,72,0.004578114071342278,180,87.37222222222222,72,0.052472509259436216,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,건축ㆍ 설비공학,72,0.004578114071342278,180,87.37222222222222,72,0.052472509259436216,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,건축ㆍ설비공학,73,0.00464169898899981,180,87.37222222222222,72,0.06579741480634654,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,제주 제주시,95,0.006040567177465505,142,110.75352112676056,94,0.07098362487577636,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,서울 중구,95,0.006040567177465505,142,110.75352112676056,94,0.07098362487577636,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
중계열,무용ㆍ체육,407,0.025879061486615375,36,436.8611111111111,403,0.07884544059910806,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,시각디자인,74,0.0047052839066573406,180,87.37222222222222,72,0.08153020681357323,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,교양공학,75,0.004768868824314872,180,87.37222222222222,72,0.09985832680599184,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,특수교육학,76,0.004832453741972404,180,87.37222222222222,72,0.12092896592300723,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,충북 제천시,99,0.006294906848095631,142,110.75352112676056,94,0.1418354783607039,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 화성시,99,0.006294906848095631,142,110.75352112676056,94,0.1418354783607039,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 안성시,100,0.006358491765753163,142,110.75352112676056,94,0.16506859693785692,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,사회학,78,0.004959623577287468,180,87.37222222222222,72,0.17161967018507418,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,디자인일반,81,0.005150378330260062,180,87.37222222222222,72,0.26848380684566003,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,서울 도봉구,104,0.00661283143638329,142,110.75352112676056,94,0.2796310568960906,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시도,충북,917,0.05830736949195651,17,925.1176470588235,875,0.403109060800221,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,도시공학,85,0.005404718000890189,180,87.37222222222222,72,0.4273607470354119,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,유아교육학,87,0.005531887836205252,180,87.37222222222222,72,0.5125713311891136,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
중계열,치료ㆍ보건,437,0.027786609016341324,36,436.8611111111111,403,0.5153689758657144,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,전기공학,88,0.005595472753862784,180,87.37222222222222,72,0.554962982230961,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,국제학,90,0.005722642589177847,180,87.37222222222222,72,0.636980534537187,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,서울 성동구,114,0.007248680612958606,142,110.75352112676056,94,0.6442272980883973,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
중계열,기계ㆍ금속,444,0.028231703439944047,36,436.8611111111111,403,0.6451918053820364,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
중계열,기타,444,0.028231703439944047,36,436.8611111111111,403,0.6451918053820364,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,광주 남구,116,0.00737585044827367,142,110.75352112676056,94,0.7112822057385916,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,연극ㆍ영화,94,0.005976982259807973,180,87.37222222222222,72,0.7793903604408542,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,서울 용산구,120,0.007630190118903796,142,110.75352112676056,94,0.8234631257113972,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,광주 광산구,123,0.00782094487187639,142,110.75352112676056,94,0.8858144781879198,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시도,충남,964,0.061295860621860494,17,925.1176470588235,875,0.9016856297140773,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 부천시,125,0.007948114707191454,142,110.75352112676056,94,0.9173191174730397,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,항공학,100,0.006358491765753163,180,87.37222222222222,72,0.9175441381160474,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 고양시,126,0.008011699624848986,142,110.75352112676056,94,0.9303286251960567,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,자동차공학,101,0.006422076683410695,180,87.37222222222222,72,0.9319690290723025,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,농업학,101,0.006422076683410695,180,87.37222222222222,72,0.9319690290723025,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시도,경북,971,0.06174095504546322,17,925.1176470588235,875,0.9354798525264255,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경남 양산시,127,0.008075284542506517,142,110.75352112676056,94,0.9416738912468434,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,충남 서산시,127,0.008075284542506517,142,110.75352112676056,94,0.9416738912468434,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,수학,103,0.006549246518725758,180,87.37222222222222,72,0.9548067153908352,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,부산 해운대구,129,0.008202454377821581,142,110.75352112676056,94,0.9599186254724256,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,철학ㆍ윤리학,107,0.006803586189355885,180,87.37222222222222,72,0.9819111593372447,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경기 오산시,133,0.008456794048451708,142,110.75352112676056,94,0.9825045182187386,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,반도체ㆍ세라믹공학,111,0.007057925859986012,180,87.37222222222222,72,0.99363894648883,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,음악학,111,0.007057925859986012,180,87.37222222222222,72,0.99363894648883,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,산림ㆍ원예학,111,0.007057925859986012,180,87.37222222222222,72,0.99363894648883,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,경남 창원시,139,0.008838303554396897,142,110.75352112676056,94,0.9958522558308063,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,서울 종로구,139,0.008838303554396897,142,110.75352112676056,94,0.9958522558308063,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,통계학,115,0.007312265530616138,180,87.37222222222222,72,0.9980315839546561,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,순수미술,116,0.00737585044827367,180,87.37222222222222,72,0.9985605655010363,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,관광학,116,0.00737585044827367,180,87.37222222222222,72,0.9985605655010363,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,초등교육학,116,0.00737585044827367,180,87.37222222222222,72,0.9985605655010363,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,인천 연수구,143,0.009092643225027024,142,110.75352112676056,94,0.9986038302846802,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,중국어ㆍ문학,117,0.0074394353659312015,180,87.37222222222222,72,0.9989555936482312,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
소계열,자원학,117,0.0074394353659312015,180,87.37222222222222,72,0.9989555936482312,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
중계열,디자인,504,0.03204679849939594,36,436.8611111111111,403,0.9992255527223455,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시도,강원,1023,0.06504737076365485,17,925.1176470588235,875,0.9992763377460703,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
시군구,부산 영도구,146,0.00928339797799962,142,110.75352112676056,94,0.9994229427336234,False,동일 컬럼 내 범주가 균등하게 발생한다고 본 포아송 기준의 저빈도 경고
