status,outer_train_schools,outer_validation_schools,inner_folds,selected_alpha,raw_feature_count,encoded_dimensions,prediction_n,nan_prediction_n,outer_validation_mse,inner_score_json
PASS,157,40,3,100.0,11,32,1519,0,191.22884223073825,"[{""alpha"": 0.1, ""fold"": 1, ""validation_mse"": 248.23247348726616}, {""alpha"": 0.1, ""fold"": 2, ""validation_mse"": 223.3226576658531}, {""alpha"": 0.1, ""fold"": 3, ""validation_mse"": 178.6624988284938}, {""alpha"": 1.0, ""fold"": 1, ""validation_mse"": 246.55524415403013}, {""alpha"": 1.0, ""fold"": 2, ""validation_mse"": 221.6306381312192}, {""alpha"": 1.0, ""fold"": 3, ""validation_mse"": 178.69651793543184}, {""alpha"": 10.0, ""fold"": 1, ""validation_mse"": 237.2588971521866}, {""alpha"": 10.0, ""fold"": 2, ""validation_mse"": 220.00528981931052}, {""alpha"": 10.0, ""fold"": 3, ""validation_mse"": 178.47535321813905}, {""alpha"": 100.0, ""fold"": 1, ""validation_mse"": 223.37138415995906}, {""alpha"": 100.0, ""fold"": 2, ""validation_mse"": 216.23493981952805}, {""alpha"": 100.0, ""fold"": 3, ""validation_mse"": 175.5266752846661}]"
