source_id,crawl_run_id,univ_id,campus_id,source_type,source_priority,source_search_year,source_result_year,source_section,source_url,retrieved_at,http_status,content_type,content_sha256,raw_file_path,parser_version,parse_status,parse_note
SRC_0000019_2025_0001,RUN_20260710,U0000019,0000019,adiga_html,1,2025,2024,Ⅳ. 수능위주전형 / Q2. 2024학년도 전형 결과,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000019,2026-07-10T13:00:25.715081+09:00,200,text/html,fe314e28c8fba76a675ef587cd09df612ea9ce82dd9664504c4b07bbe2b8e569,data/crawl_2024_admission/raw_html/0000019_2025.html,adiga_v1,success,result_tables=4
SRC_0000149_2025_0002,RUN_20260710,U0000149,0000149,adiga_html,1,2025,2024,Ⅳ. 수능위주전형 / Q2. 2024학년도 전형 결과,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000149,2026-07-10T13:00:26.078496+09:00,200,text/html,5be8ec4ca9aeb374abc2d4c13e69a8a01a5a98d661607b430fa9e09f43050c66,data/crawl_2024_admission/raw_html/0000149_2025.html,adiga_v1,success,result_tables=4
SRC_0000069_2025_0003,RUN_20260710,U0000069,0000069,adiga_html,1,2025,2024,Ⅳ. 수능위주전형 / Q2. 2024학년도 전형 결과,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000069,2026-07-10T13:00:26.339399+09:00,200,text/html,025df79f4ea01e4fef0b472ce7a5cdb56c56c5e2dc0d7b47ec62d65d2f5b9458,data/crawl_2024_admission/raw_html/0000069_2025.html,adiga_v1,success,result_tables=3
SRC_0000133_2025_0004,RUN_20260710,U0000133,0000133,adiga_html,1,2025,2024,Ⅳ. 수능위주전형 / Q2. 2024학년도 전형 결과,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000133,2026-07-10T13:00:26.556369+09:00,200,text/html,820f118cc5503d45e270d58f4fb74271558a5fec814af01dc605886e4ff8fc37,data/crawl_2024_admission/raw_html/0000133_2025.html,adiga_v1,success,result_tables=1
SRC_0000203_2025_0005,RUN_20260710,U0000203,0000203,adiga_html,1,2025,2024,Ⅳ. 수능위주전형 / Q2. 2024학년도 전형 결과,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000203,2026-07-10T13:00:26.672376+09:00,200,text/html,b4c52f4697a3e305c6d249f3b1f4e22eb5bfb59c52f118e4b5dc53e156d8f56e,data/crawl_2024_admission/raw_html/0000203_2025.html,adiga_v1,success,result_tables=1
SRC_0000120_2025_0006,RUN_20260710,U0000120,0000120,adiga_html,1,2025,2024,Ⅳ. 수능위주전형 / Q2. 2024학년도 전형 결과,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000120,2026-07-10T13:00:26.933762+09:00,200,text/html,4f50685284b978b65bd711a8cd0ffa906d2938c134641007fa73165068346473,data/crawl_2024_admission/raw_html/0000120_2025.html,adiga_v1,success,result_tables=1
SRC_0000175_2025_0007,RUN_20260710,U0000175,0000175,adiga_html,1,2025,2024,Ⅳ. 수능위주전형 / Q2. 2024학년도 전형 결과,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000175,2026-07-10T13:00:26.999648+09:00,200,text/html,2fa0c8dc802efb54a4f631ea3c21aa0175852828cf51f8cc249f86917dc4a13f,data/crawl_2024_admission/raw_html/0000175_2025.html,adiga_v1,success,result_tables=1
SRC_0000163_2025_0008,RUN_20260710,U0000163,0000163,adiga_html,1,2025,2024,Ⅳ. 수능위주전형 / Q2. 2024학년도 전형 결과,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000163,2026-07-10T13:00:27.087975+09:00,200,text/html,1b002ccb50a309a5099e91ba0102e0de57a357f0f41e231733f30fd40086d845,data/crawl_2024_admission/raw_html/0000163_2025.html,adiga_v1,success,result_tables=1
SRC_0000040_2025_0009,RUN_20260710,U0000040,0000040,adiga_html,1,2025,2024,Ⅳ. 수능위주전형 / Q2. 2024학년도 전형 결과,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000040,2026-07-10T13:00:27.223004+09:00,200,text/html,817656351334b4c3d2d5aa15988daaade080989628185fcbd1e88f765887a06b,data/crawl_2024_admission/raw_html/0000040_2025.html,adiga_v1,success,result_tables=1
SRC_0000066_2025_0010,RUN_20260710,U0000066,0000066,adiga_html,1,2025,2024,Ⅳ. 수능위주전형 / Q2. 2024학년도 전형 결과,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&searchSyr=2025&unvCd=0000066,2026-07-10T13:00:27.299199+09:00,200,text/html,bb62f6231247fb8950ebda22f2ebb2e81a063c7756215088bfdf215bc0005132,data/crawl_2024_admission/raw_html/0000066_2025.html,adiga_v1,success,result_tables=1
