raw_row_id,source_id,univ_id,admission_year,raw_table_index,raw_row_index,raw_section_title,raw_header_json,raw_cells_json,raw_admission_group,raw_recruitment_unit,raw_recruitment_n,raw_competition_rate,raw_additional_rank,raw_score_70cut,raw_score_max,raw_percentile_70cut,raw_parse_warning
SRC_0000019_2025_0001_T71_R0,SRC_0000019_2025_0001,U0000019,2024,71,0,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""인문계열"", ""23"", ""2.48:1"", ""2"", ""401.9"", ""-"", ""96.25""]",‘나’군,인문계열,23,2.48:1,2,401.9,-,96.25,
SRC_0000019_2025_0001_T71_R1,SRC_0000019_2025_0001,U0000019,2024,71,1,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""정치외교학부"", ""10"", ""3.10:1"", ""0"", ""405.7"", ""-"", ""98.25""]",‘나’군,정치외교학부,10,3.10:1,0,405.7,-,98.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T71_R2,SRC_0000019_2025_0001,U0000019,2024,71,2,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""경제학부"", ""20"", ""1.95:1"", ""3"", ""404.5"", ""-"", ""98""]",‘나’군,경제학부,20,1.95:1,3,404.5,-,98,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T71_R3,SRC_0000019_2025_0001,U0000019,2024,71,3,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""인류학과"", ""7"", ""4.57:1"", ""0"", ""401.1"", ""-"", ""97.25""]",‘나’군,인류학과,7,4.57:1,0,401.1,-,97.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T71_R4,SRC_0000019_2025_0001,U0000019,2024,71,4,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""광역"", ""46"", ""2.87:1"", ""2"", ""414.1"", ""-"", ""96.75""]",‘나’군,광역,46,2.87:1,2,414.1,-,96.75,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T71_R5,SRC_0000019_2025_0001,U0000019,2024,71,5,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""약학계열"", ""10"", ""2.80:1"", ""1"", ""416.7"", ""-"", ""97.75""]",‘나’군,약학계열,10,2.80:1,1,416.7,-,97.75,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T71_R6,SRC_0000019_2025_0001,U0000019,2024,71,6,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""의예과"", ""10"", ""3.60:1"", ""0"", ""434.1"", ""-"", ""99""]",‘나’군,의예과,10,3.60:1,0,434.1,-,99,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T71_R7,SRC_0000019_2025_0001,U0000019,2024,71,7,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""첨단융합학부"", ""20"", ""3.70:1"", ""1"", ""409.2"", ""-"", ""96.50""]",‘나’군,첨단융합학부,20,3.70:1,1,409.2,-,96.50,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T71_R8,SRC_0000019_2025_0001,U0000019,2024,71,8,정시 지역균형전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘나’군"", ""치의학과"", ""10"", ""2.90:1"", ""0"", ""424.7"", ""-"", ""97.25""]",‘나’군,치의학과,10,2.90:1,0,424.7,-,97.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R0,SRC_0000019_2025_0001,U0000019,2024,72,0,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""인문계열"", ""69"", ""3.29:1"", ""6"", ""403.0"", ""-"", ""95.25""]",‘ 나 ’ 군,인문계열,69,3.29:1,6,403.0,-,95.25,
SRC_0000019_2025_0001_T72_R1,SRC_0000019_2025_0001,U0000019,2024,72,1,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""역사학부"", ""10"", ""5:1"", ""0"", ""401.6"", ""-"", ""96.75""]",‘ 나 ’ 군,역사학부,10,5:1,0,401.6,-,96.75,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R2,SRC_0000019_2025_0001,U0000019,2024,72,2,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""정치외교학부"", ""18"", ""3.89:1"", ""1"", ""407.1"", ""-"", ""97.50""]",‘ 나 ’ 군,정치외교학부,18,3.89:1,1,407.1,-,97.50,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R3,SRC_0000019_2025_0001,U0000019,2024,72,3,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""경제학부"", ""54"", ""2.98:1"", ""6"", ""409.2"", ""-"", ""98.25""]",‘ 나 ’ 군,경제학부,54,2.98:1,6,409.2,-,98.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R4,SRC_0000019_2025_0001,U0000019,2024,72,4,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""사회학과"", ""10"", ""5.50:1"", ""0"", ""403.9"", ""-"", ""97.75""]",‘ 나 ’ 군,사회학과,10,5.50:1,0,403.9,-,97.75,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R5,SRC_0000019_2025_0001,U0000019,2024,72,5,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""인류학과"", ""1"", ""18:1"", ""0"", ""Θ"", ""-"", ""Θ""]",‘ 나 ’ 군,인류학과,1,18:1,0,Θ,-,Θ,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R6,SRC_0000019_2025_0001,U0000019,2024,72,6,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""심리학과"", ""9"", ""5.11:1"", ""2"", ""404.9"", ""-"", ""97.25""]",‘ 나 ’ 군,심리학과,9,5.11:1,2,404.9,-,97.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R7,SRC_0000019_2025_0001,U0000019,2024,72,7,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""지리학과"", ""9"", ""3.78:1"", ""0"", ""403.6"", ""-"", ""97.50""]",‘ 나 ’ 군,지리학과,9,3.78:1,0,403.6,-,97.50,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R8,SRC_0000019_2025_0001,U0000019,2024,72,8,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""사회복지학과"", ""6"", ""6.50:1"", ""0"", ""400.9"", ""-"", ""95""]",‘ 나 ’ 군,사회복지학과,6,6.50:1,0,400.9,-,95,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R9,SRC_0000019_2025_0001,U0000019,2024,72,9,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""언론정보학과"", ""7"", ""5.43:1"", ""0"", ""405.7"", ""-"", ""94.75""]",‘ 나 ’ 군,언론정보학과,7,5.43:1,0,405.7,-,94.75,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R10,SRC_0000019_2025_0001,U0000019,2024,72,10,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""수리과학부"", ""10"", ""5.90:1"", ""0"", ""420.2"", ""-"", ""98.50""]",‘ 나 ’ 군,수리과학부,10,5.90:1,0,420.2,-,98.50,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R11,SRC_0000019_2025_0001,U0000019,2024,72,11,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""통계학과"", ""8"", ""8.13:1"", ""4"", ""413.6"", ""-"", ""95.50""]",‘ 나 ’ 군,통계학과,8,8.13:1,4,413.6,-,95.50,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R12,SRC_0000019_2025_0001,U0000019,2024,72,12,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""물리 · 천문학부 물리학전공"", ""13"", ""5.54:1"", ""3"", ""412.0"", ""-"", ""95.25""]",‘ 나 ’ 군,물리 · 천문학부 물리학전공,13,5.54:1,3,412.0,-,95.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R13,SRC_0000019_2025_0001,U0000019,2024,72,13,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""물리 · 천문학부 천문학전공"", ""5"", ""9:1"", ""1"", ""410.3"", ""-"", ""96.50""]",‘ 나 ’ 군,물리 · 천문학부 천문학전공,5,9:1,1,410.3,-,96.50,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R14,SRC_0000019_2025_0001,U0000019,2024,72,14,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""화학부"", ""17"", ""4.18:1"", ""1"", ""408.7"", ""-"", ""98.25""]",‘ 나 ’ 군,화학부,17,4.18:1,1,408.7,-,98.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R15,SRC_0000019_2025_0001,U0000019,2024,72,15,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""생명과학부"", ""23"", ""4.13:1"", ""7"", ""410.3"", ""-"", ""97.75""]",‘ 나 ’ 군,생명과학부,23,4.13:1,7,410.3,-,97.75,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R16,SRC_0000019_2025_0001,U0000019,2024,72,16,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""지구환경과학부"", ""10"", ""5.90:1"", ""1"", ""406.9"", ""-"", ""96.50""]",‘ 나 ’ 군,지구환경과학부,10,5.90:1,1,406.9,-,96.50,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R17,SRC_0000019_2025_0001,U0000019,2024,72,17,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""간호대학"", ""27"", ""5.74:1"", ""15"", ""402.3"", ""-"", ""95.75""]",‘ 나 ’ 군,간호대학,27,5.74:1,15,402.3,-,95.75,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R18,SRC_0000019_2025_0001,U0000019,2024,72,18,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""경영대학"", ""56"", ""3.11:1"", ""3"", ""409.0"", ""-"", ""96.75""]",‘ 나 ’ 군,경영대학,56,3.11:1,3,409.0,-,96.75,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R19,SRC_0000019_2025_0001,U0000019,2024,72,19,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""건설환경공학부"", ""18"", ""5:1"", ""3"", ""408.0"", ""-"", ""98.25""]",‘ 나 ’ 군,건설환경공학부,18,5:1,3,408.0,-,98.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R20,SRC_0000019_2025_0001,U0000019,2024,72,20,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""기계공학부"", ""32"", ""4.06:1"", ""8"", ""411.2"", ""-"", ""96.25""]",‘ 나 ’ 군,기계공학부,32,4.06:1,8,411.2,-,96.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R21,SRC_0000019_2025_0001,U0000019,2024,72,21,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""재료공학부"", ""32"", ""6.28:1"", ""8"", ""409.3"", ""-"", ""97.25""]",‘ 나 ’ 군,재료공학부,32,6.28:1,8,409.3,-,97.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R22,SRC_0000019_2025_0001,U0000019,2024,72,22,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""전기 · 정보공학부"", ""52"", ""4.15:1"", ""8"", ""417.3"", ""-"", ""97.25""]",‘ 나 ’ 군,전기 · 정보공학부,52,4.15:1,8,417.3,-,97.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R23,SRC_0000019_2025_0001,U0000019,2024,72,23,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""컴퓨터공학부"", ""27"", ""5.07:1"", ""9"", ""414.0"", ""-"", ""97.25""]",‘ 나 ’ 군,컴퓨터공학부,27,5.07:1,9,414.0,-,97.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R24,SRC_0000019_2025_0001,U0000019,2024,72,24,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""화학생물공학부"", ""27"", ""4.70:1"", ""6"", ""411.7"", ""-"", ""98.25""]",‘ 나 ’ 군,화학생물공학부,27,4.70:1,6,411.7,-,98.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R25,SRC_0000019_2025_0001,U0000019,2024,72,25,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""건축학과"", ""15"", ""4.53:1"", ""7"", ""407.8"", ""-"", ""91.75""]",‘ 나 ’ 군,건축학과,15,4.53:1,7,407.8,-,91.75,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R26,SRC_0000019_2025_0001,U0000019,2024,72,26,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""산업공학과"", ""12"", ""4.75:1"", ""0"", ""412.4"", ""-"", ""96""]",‘ 나 ’ 군,산업공학과,12,4.75:1,0,412.4,-,96,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R27,SRC_0000019_2025_0001,U0000019,2024,72,27,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""에너지자원공학과"", ""4"", ""7.50:1"", ""1"", ""406.2"", ""-"", ""95.50""]",‘ 나 ’ 군,에너지자원공학과,4,7.50:1,1,406.2,-,95.50,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R28,SRC_0000019_2025_0001,U0000019,2024,72,28,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""원자핵공학과"", ""7"", ""8.43:1"", ""0"", ""409.7"", ""-"", ""95.50""]",‘ 나 ’ 군,원자핵공학과,7,8.43:1,0,409.7,-,95.50,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R29,SRC_0000019_2025_0001,U0000019,2024,72,29,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""조선해양공학과"", ""17"", ""4:1"", ""2"", ""408.0"", ""-"", ""96.50""]",‘ 나 ’ 군,조선해양공학과,17,4:1,2,408.0,-,96.50,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R30,SRC_0000019_2025_0001,U0000019,2024,72,30,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""항공우주공학과"", ""12"", ""5.17:1"", ""1"", ""408.4"", ""-"", ""94.75""]",‘ 나 ’ 군,항공우주공학과,12,5.17:1,1,408.4,-,94.75,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R31,SRC_0000019_2025_0001,U0000019,2024,72,31,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""농경제사회학부"", ""14"", ""4.64:1"", ""0"", ""405.2"", ""-"", ""98.50""]",‘ 나 ’ 군,농경제사회학부,14,4.64:1,0,405.2,-,98.50,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R32,SRC_0000019_2025_0001,U0000019,2024,72,32,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""식물생산과학부"", ""28"", ""4.57:1"", ""10"", ""404.2"", ""-"", ""95.25""]",‘ 나 ’ 군,식물생산과학부,28,4.57:1,10,404.2,-,95.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R33,SRC_0000019_2025_0001,U0000019,2024,72,33,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""산림과학부"", ""18"", ""4.33:1"", ""5"", ""405.1"", ""-"", ""97.25""]",‘ 나 ’ 군,산림과학부,18,4.33:1,5,405.1,-,97.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R34,SRC_0000019_2025_0001,U0000019,2024,72,34,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""식품 · 동물생명공학부"", ""19"", ""5.74:1"", ""3"", ""406.9"", ""-"", ""96""]",‘ 나 ’ 군,식품 · 동물생명공학부,19,5.74:1,3,406.9,-,96,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R35,SRC_0000019_2025_0001,U0000019,2024,72,35,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""응용생물화학부"", ""18"", ""7.78:1"", ""5"", ""407.8"", ""-"", ""96.50""]",‘ 나 ’ 군,응용생물화학부,18,7.78:1,5,407.8,-,96.50,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R36,SRC_0000019_2025_0001,U0000019,2024,72,36,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""조경 · 지역시스템공학부"", ""16"", ""4.94:1"", ""4"", ""405.1"", ""-"", ""97.75""]",‘ 나 ’ 군,조경 · 지역시스템공학부,16,4.94:1,4,405.1,-,97.75,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R37,SRC_0000019_2025_0001,U0000019,2024,72,37,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""바이오시스템 · 소재학부"", ""15"", ""6:1"", ""2"", ""408.4"", ""-"", ""98.25""]",‘ 나 ’ 군,바이오시스템 · 소재학부,15,6:1,2,408.4,-,98.25,1개 선두 컬럼 rowspan 승계
SRC_0000019_2025_0001_T72_R38,SRC_0000019_2025_0001,U0000019,2024,72,38,정시 일반전형,"[""구분"", ""모집단위"", ""모집 인원"", ""경쟁률"", ""충원 합격 순위"", ""대학별 환산 / 최종등록자 70% cut"", ""대학별 환산 / 총점 ( 수능 )"", ""최종등록자 70% cut 평균 백분위""]","[""‘ 나 ’ 군"", ""동양화과"", ""15"", ""6:1"", ""0"", ""241.0"", ""-"", ""91.67""]",‘ 나 ’ 군,동양화과,15,6:1,0,241.0,-,91.67,1개 선두 컬럼 rowspan 승계
