raw_row_id,univ_id,univ_name_std,raw_table_index,raw_row_index,raw_section_title,raw_header_col_n,raw_cell_col_n,raw_recruitment_unit,raw_header_json,parser_header_width_anomaly_flag,parser_missing_required_header_flag,parser_description_table_candidate_flag,raw_parse_warning
SRC_0000074_2025_0026_T10_R4,U0000074,광운대학교,10,4,,8,8,반도체시스템공학부,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R5,U0000074,광운대학교,10,5,,8,8,로봇학부 정보제어·지능시스템전공,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R6,U0000074,광운대학교,10,6,,8,8,컴퓨터정보공학부,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R7,U0000074,광운대학교,10,7,,8,8,소프트웨어학부,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R8,U0000074,광운대학교,10,8,,8,8,건축학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R9,U0000074,광운대학교,10,9,,8,8,화학공학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R10,U0000074,광운대학교,10,10,,8,8,수학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R11,U0000074,광운대학교,10,11,,8,8,미디어커뮤니케이션학부,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,
SRC_0000074_2025_0026_T10_R12,U0000074,광운대학교,10,12,,8,8,산업심리학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R13,U0000074,광운대학교,10,13,,8,8,경영학부,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R14,U0000074,광운대학교,10,14,,8,8,전자통신공학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,
SRC_0000074_2025_0026_T10_R15,U0000074,광운대학교,10,15,,8,8,전자융합공학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R16,U0000074,광운대학교,10,16,,8,8,전자재료공학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R17,U0000074,광운대학교,10,17,,8,8,로봇학부 AI 로봇전공,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R18,U0000074,광운대학교,10,18,,8,8,정보융합학부,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R19,U0000074,광운대학교,10,19,,8,8,건축공학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R20,U0000074,광운대학교,10,20,,8,8,환경공학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R21,U0000074,광운대학교,10,21,,8,8,전자바이오물리학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R22,U0000074,광운대학교,10,22,,8,8,화학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R23,U0000074,광운대학교,10,23,,8,8,국어국문학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R24,U0000074,광운대학교,10,24,,8,8,영어산업학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R25,U0000074,광운대학교,10,25,,8,8,동북아문화산업학부,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R26,U0000074,광운대학교,10,26,,8,8,행정학과,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T10_R27,U0000074,광운대학교,10,27,,8,8,법학부,"[""구분"", ""모집단위"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )"", ""수능 ( 고른기회전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T11_R0,U0000074,광운대학교,11,0,,8,8,,"[""구분"", ""모집단위"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )""]",False,True,False,3개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T11_R1,U0000074,광운대학교,11,1,,8,8,,"[""구분"", ""모집단위"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )""]",False,True,False,6개 선두 컬럼 rowspan 승계
SRC_0000074_2025_0026_T11_R2,U0000074,광운대학교,11,2,,8,8,전자바이오물리학과,"[""구분"", ""모집단위"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )""]",False,True,False,
SRC_0000074_2025_0026_T11_R3,U0000074,광운대학교,11,3,,8,8,국제통상학부,"[""구분"", ""모집단위"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )"", ""수능 ( 농어촌학생전형 )""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R0,U0000102,동덕여자대학교,8,0,,8,8,,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,3개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R1,U0000102,동덕여자대학교,8,1,,8,8,,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,6개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R2,U0000102,동덕여자대학교,8,2,,8,8,국어국문학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,
SRC_0000102_2025_0036_T8_R3,U0000102,동덕여자대학교,8,3,,8,8,국사학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R4,U0000102,동덕여자대학교,8,4,,8,8,문예창작전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R5,U0000102,동덕여자대학교,8,5,,8,8,영어전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R6,U0000102,동덕여자대학교,8,6,,8,8,일어일본학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R7,U0000102,동덕여자대학교,8,7,,8,8,유러피언스터디즈전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R8,U0000102,동덕여자대학교,8,8,,8,8,중어중국학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R9,U0000102,동덕여자대학교,8,9,,8,8,식품영양학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R10,U0000102,동덕여자대학교,8,10,,8,8,보건관리학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R11,U0000102,동덕여자대학교,8,11,,8,8,응용화학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R12,U0000102,동덕여자대학교,8,12,,8,8,화장품학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R13,U0000102,동덕여자대학교,8,13,,8,8,약학과,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R14,U0000102,동덕여자대학교,8,14,,8,8,문헌정보학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,
SRC_0000102_2025_0036_T8_R15,U0000102,동덕여자대학교,8,15,,8,8,사회복지학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R16,U0000102,동덕여자대학교,8,16,,8,8,아동학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R17,U0000102,동덕여자대학교,8,17,,8,8,경영학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R18,U0000102,동덕여자대학교,8,18,,8,8,국제경영학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R19,U0000102,동덕여자대학교,8,19,,8,8,경제학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R20,U0000102,동덕여자대학교,8,20,,8,8,컴퓨터학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R21,U0000102,동덕여자대학교,8,21,,8,8,정보통계학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R22,U0000102,동덕여자대학교,8,22,,8,8,큐레이터학전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R23,U0000102,동덕여자대학교,8,23,,8,8,커뮤니케이션콘텐츠전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R24,U0000102,동덕여자대학교,8,24,,8,8,HCI 사이언스전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R25,U0000102,동덕여자대학교,8,25,,8,8,데이터사이언스전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R26,U0000102,동덕여자대학교,8,26,,8,8,문화예술경영전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T8_R27,U0000102,동덕여자대학교,8,27,,8,8,글로벌 MICE 전공,"[""구분"", ""모집단위"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형"", ""수능우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T9_R0,U0000102,동덕여자대학교,9,0,,8,8,,"[""구분"", ""모집단위"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형""]",False,True,False,3개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T9_R1,U0000102,동덕여자대학교,9,1,,8,8,,"[""구분"", ""모집단위"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형""]",False,True,False,6개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T9_R2,U0000102,동덕여자대학교,9,2,,8,8,체육학전공,"[""구분"", ""모집단위"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형""]",False,True,False,
SRC_0000102_2025_0036_T9_R3,U0000102,동덕여자대학교,9,3,,8,8,회화전공 ( 한국화 ),"[""구분"", ""모집단위"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형""]",False,True,False,
SRC_0000102_2025_0036_T9_R4,U0000102,동덕여자대학교,9,4,,8,8,회화전공 ( 서양화 ),"[""구분"", ""모집단위"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T9_R5,U0000102,동덕여자대학교,9,5,,8,8,디지털공예,"[""구분"", ""모집단위"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T9_R6,U0000102,동덕여자대학교,9,6,,8,8,패션디자인전공 ( 주간 ),"[""구분"", ""모집단위"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T9_R7,U0000102,동덕여자대학교,9,7,,8,8,시각 & 실내디자인 ( 시각 ),"[""구분"", ""모집단위"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T9_R8,U0000102,동덕여자대학교,9,8,,8,8,시각 & 실내디자인 ( 실내 ),"[""구분"", ""모집단위"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T9_R9,U0000102,동덕여자대학교,9,9,,8,8,미디어디자인전공,"[""구분"", ""모집단위"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T9_R10,U0000102,동덕여자대학교,9,10,,8,8,패션디자인전공 ( 야간 ),"[""구분"", ""모집단위"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형"", ""실기우수자전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R0,U0000102,동덕여자대학교,10,0,,8,8,,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,3개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R1,U0000102,동덕여자대학교,10,1,,8,8,,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,6개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R2,U0000102,동덕여자대학교,10,2,,8,8,국어국문학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,
SRC_0000102_2025_0036_T10_R3,U0000102,동덕여자대학교,10,3,,8,8,국사학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R4,U0000102,동덕여자대학교,10,4,,8,8,문예창작전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R5,U0000102,동덕여자대학교,10,5,,8,8,영어전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R6,U0000102,동덕여자대학교,10,6,,8,8,일어일본학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R7,U0000102,동덕여자대학교,10,7,,8,8,유러피언스터디즈전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R8,U0000102,동덕여자대학교,10,8,,8,8,중어중국학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R9,U0000102,동덕여자대학교,10,9,,8,8,식품영양학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R10,U0000102,동덕여자대학교,10,10,,8,8,보건관리학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R11,U0000102,동덕여자대학교,10,11,,8,8,응용화학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
SRC_0000102_2025_0036_T10_R12,U0000102,동덕여자대학교,10,12,,8,8,문헌정보학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,
SRC_0000102_2025_0036_T10_R13,U0000102,동덕여자대학교,10,13,,8,8,사회복지학전공,"[""구분"", ""모집단위"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형"", ""농어촌학생전형""]",False,True,False,1개 선두 컬럼 rowspan 승계
